Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1132,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,32.0,1993,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,1132,ba BIH,DF,it Serie A,32-175,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1132,ba BIH,DF,it Serie A,32-175,1993,0.5,28,34,82.4,506,211,0,0.0,0.0,0.0,0,0,0,0,2,1132,ba BIH,DF,it Serie A,32-175,1993,0.5,34,29,5,2,0,0,0,2,0,0,0,0,28,0,0,1132,ba BIH,DF,it Serie A,32-175,1993,0.5,0,0.00,0,0,0,0,0,0,0,0.00,1132,ba BIH,DF,it Serie A,32-175,1993,0.5,4,1,2,2,0,5,60.0,2,0,0,0,0,4,1,0,1132,ba BIH,DF,it Serie A,32-175,1993,0.5,39,3,20,16,3,1,39,0,0,,0,,17,47,29,1,0,0,0,0,17,0,1378,ba BIH,DF,it Serie A,32-175,1993,2,49,25,3.9,0.5,0,,0,2,25,3,1.50,1,1,0,0.00,0.00,1.0,0.6,+0.4,+0.71,1132,ba BIH,DF,it Serie A,32-175,1993,0.5,0,0,0,1,2,0,0,0,1,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Luca Koleosho,it ITA,"MF,FW",Espanyol,es La Liga,21.0,2004,3,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,2,7,0.00,0.10,1133,it ITA,"MF,FW",es La Liga,21-088,2004,0.7,0,1,0,0.0,1.43,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.04,0.0,0.0,1133,it ITA,"MF,FW",es La Liga,21-088,2004,0.7,25,31,80.6,414,101,0,0.0,0.0,0.0,1,1,0,0,2,1133,it ITA,"MF,FW",es La Liga,21-088,2004,0.7,31,27,4,0,0,0,5,2,2,0,1,0,25,0,0,1133,it ITA,"MF,FW",es La Liga,21-088,2004,0.7,6,8.57,4,1,1,0,0,0,0,0.00,1133,it ITA,"MF,FW",es La Liga,21-088,2004,0.7,1,1,1,0,0,0,,0,1,0,1,1,2,1,0,1133,it ITA,"MF,FW",es La Liga,21-088,2004,0.7,50,0,8,21,24,1,50,7,4,57.1,3,42.9,26,270,65,3,2,0,6,1,30,7,1379,it ITA,"MF,FW",es La Liga,21-088,2004,3,63,21,4.7,0.7,0,,0,3,21,9,1.00,0,0,0,0.00,-0.21,1.8,1.3,+0.6,+0.79,1133,it ITA,"MF,FW",es La Liga,21-088,2004,0.7,0,0,0,3,0,0,5,1,1,0,0,0,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Adam Kölle,de GER,"DF,MF",Heidenheim,de Bundesliga,19.0,2006,5,0,77,0.9,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,0,3,2,1.17,0.57,1134,de GER,"DF,MF",de Bundesliga,19-228,2006,0.9,1,1,1,100.0,1.17,1.17,1.00,1.00,9.3,0,0,0,0.4,0.4,0.43,+0.6,+0.6,1134,de GER,"DF,MF",de Bundesliga,19-228,2006,0.9,17,26,65.4,412,110,0,0.1,0.1,-0.1,1,1,1,1,3,1134,de GER,"DF,MF",de Bundesliga,19-228,2006,0.9,26,25,0,0,0,0,1,0,0,0,0,0,17,1,1,1134,de GER,"DF,MF",de Bundesliga,19-228,2006,0.9,1,1.17,1,0,0,0,0,0,0,0.00,1134,de GER,"DF,MF",de Bundesliga,19-228,2006,0.9,1,1,1,0,0,2,50.0,1,0,0,0,0,1,10,0,1134,de GER,"DF,MF",de Bundesliga,19-228,2006,0.9,41,4,19,14,8,3,41,1,0,0.0,1,100.0,20,45,16,0,0,0,1,0,25,2,1381,de GER,"DF,MF",de Bundesliga,19-228,2006,5,77,15,6.6,0.9,0,,0,5,15,6,0.80,1,2,-1,-1.17,+0.07,1.4,1.9,-0.4,-0.51,1134,de GER,"DF,MF",de Bundesliga,19-228,2006,0.9,1,0,0,4,1,0,1,0,1,0,0,0,0,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Randal Kolo Muani,fr FRA,FW,Tottenham,eng Premier League,27.0,1998,8,6,454,5.0,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,6,6,32,0.00,0.15,1135,fr FRA,FW,eng Premier League,27-007,1998,5.0,0,6,1,16.7,1.19,0.20,0.00,0.00,7.4,0,0,0,0.7,0.7,0.11,-0.7,-0.7,1135,fr FRA,FW,eng Premier League,27-007,1998,5.0,54,73,74.0,696,164,0,0.1,0.1,-0.1,4,2,2,0,6,1135,fr FRA,FW,eng Premier League,27-007,1998,5.0,73,71,1,0,1,0,2,1,0,0,0,0,54,1,2,1135,fr FRA,FW,eng Premier League,27-007,1998,5.0,7,1.39,6,0,1,0,0,0,0,0.00,1135,fr FRA,FW,eng Premier League,27-007,1998,5.0,10,6,2,6,2,6,33.3,4,2,0,2,1,11,5,0,1135,fr FRA,FW,eng Premier League,27-007,1998,5.0,145,7,23,55,70,16,145,16,4,25.0,12,75.0,85,461,179,6,2,2,25,11,104,32,1382,fr FRA,FW,eng Premier League,27-007,1998,8,454,57,33.6,5.0,6,70,1,2,19,1,1.00,5,6,-1,-0.20,-1.00,4.5,6.3,-1.8,-0.35,1135,fr FRA,FW,eng Premier League,27-007,1998,5.0,1,0,0,8,4,0,2,1,6,0,0,0,14,7,12,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Timothée Kolodziejczak,fr FRA,DF,Paris FC,fr Ligue 1,34.0,1991,5,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,12,1,0.00,0.04,1136,fr FRA,DF,fr Ligue 1,34-072,1991,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1136,fr FRA,DF,fr Ligue 1,34-072,1991,1.4,104,117,88.9,2163,1007,0,0.0,0.1,0.0,1,9,1,0,12,1136,fr FRA,DF,fr Ligue 1,34-072,1991,1.4,117,115,2,2,0,0,0,0,0,0,0,0,104,0,1,1136,fr FRA,DF,fr Ligue 1,34-072,1991,1.4,1,0.74,1,0,0,0,0,0,0,0.00,1136,fr FRA,DF,fr Ligue 1,34-072,1991,1.4,0,0,0,0,0,0,,0,1,1,0,2,2,8,1,1136,fr FRA,DF,fr Ligue 1,34-072,1991,1.4,130,12,54,75,1,1,130,0,0,,0,,80,393,243,1,0,0,0,0,103,1,1383,fr FRA,DF,fr Ligue 1,34-072,1991,5,122,24,9.0,1.4,1,84,0,4,10,10,1.40,1,4,-3,-2.21,-2.07,1.5,3.4,-1.9,-1.40,1136,fr FRA,DF,fr Ligue 1,34-072,1991,1.4,0,0,0,1,1,0,0,2,0,0,1,0,1,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Mert Kömür,de GER,"FW,MF",Augsburg,de Bundesliga,20.0,2005,12,9,772,8.6,2,2,4,2,0,0,1,0,2.6,2.6,1.3,3.8,21,21,44,0.47,0.44,1137,de GER,"FW,MF",de Bundesliga,20-148,2005,8.6,2,23,8,34.8,2.68,0.93,0.09,0.25,17.5,1,0,0,2.6,2.6,0.11,-0.6,-0.6,1137,de GER,"FW,MF",de Bundesliga,20-148,2005,8.6,192,265,72.5,2750,618,2,1.3,1.3,+0.7,13,9,8,2,21,1137,de GER,"FW,MF",de Bundesliga,20-148,2005,8.6,265,215,47,10,2,0,34,2,23,9,8,0,192,3,5,1137,de GER,"FW,MF",de Bundesliga,20-148,2005,8.6,28,3.26,17,7,0,4,0,0,4,0.47,1137,de GER,"FW,MF",de Bundesliga,20-148,2005,8.6,4,2,0,3,1,7,28.6,5,8,0,8,4,8,16,0,1137,de GER,"FW,MF",de Bundesliga,20-148,2005,8.6,376,11,40,154,192,27,376,20,6,30.0,11,55.0,209,1321,660,21,19,5,24,11,243,44,1384,de GER,"FW,MF",de Bundesliga,20-148,2005,12,772,64,66.0,8.6,9,77,5,3,25,0,1.08,12,16,-4,-0.47,+0.89,10.2,17.2,-7.0,-0.81,1137,de GER,"FW,MF",de Bundesliga,20-148,2005,8.6,1,0,0,14,8,1,34,4,2,0,0,0,26,10,31,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,26.0,1999,15,15,1246,13.8,0,0,0,0,0,0,2,0,0.8,0.8,0.5,1.4,16,59,1,0.00,0.10,1138,fr FRA,DF,eng Premier League,26-201,1999,13.8,0,7,2,28.6,0.51,0.14,0.00,0.00,10.4,0,0,0,0.8,0.8,0.12,-0.8,-0.8,1138,fr FRA,DF,eng Premier League,26-201,1999,13.8,821,917,89.5,14993,5091,0,0.5,0.4,-0.5,5,77,3,0,59,1138,fr FRA,DF,eng Premier League,26-201,1999,13.8,917,891,25,12,1,1,2,1,0,0,0,0,821,1,4,1138,fr FRA,DF,eng Premier League,26-201,1999,13.8,10,0.72,10,0,0,0,0,0,0,0.00,1138,fr FRA,DF,eng Premier League,26-201,1999,13.8,24,14,14,8,2,18,72.2,5,15,9,6,7,31,95,3,1138,fr FRA,DF,eng Premier League,26-201,1999,13.8,1092,120,467,580,46,11,1092,4,2,50.0,1,25.0,659,3042,1869,16,14,0,5,4,730,1,1385,fr FRA,DF,eng Premier League,26-201,1999,15,1246,83,92.3,13.8,15,83,10,0,,0,1.53,20,21,-1,-0.07,-0.94,20.7,15.2,+5.5,+0.39,1138,fr FRA,DF,eng Premier League,26-201,1999,13.8,2,0,0,18,14,0,2,7,14,0,1,0,41,54,20,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Samba Konaté,fr FRA,FW,RB Leipzig,de Bundesliga,16.0,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.39,1139,fr FRA,FW,de Bundesliga,16-288,2009,0.0,0,1,0,0.0,22.50,0.00,0.00,,15.9,0,0,0,0.0,0.0,0.02,0.0,0.0,1139,fr FRA,FW,de Bundesliga,16-288,2009,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1139,fr FRA,FW,de Bundesliga,16-288,2009,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,fr FRA,FW,de Bundesliga,16-288,2009,0.0,0,0.00,0,0,0,0,0,0,0,0.00,1139,fr FRA,FW,de Bundesliga,16-288,2009,0.0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1139,fr FRA,FW,de Bundesliga,16-288,2009,0.0,2,0,0,0,2,1,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,1386,fr FRA,FW,de Bundesliga,16-288,2009,1,4,4,0.3,0.0,0,,0,1,4,0,3.00,0,0,0,0.00,-1.16,0.0,0.0,0.0,-0.58,1139,fr FRA,FW,de Bundesliga,16-288,2009,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,fr Ligue 1,32.0,1993,5,4,267,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,13,2,0.00,0.03,1140,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,3.0,0,2,1,50.0,0.67,0.34,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,1140,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,3.0,201,222,90.5,3005,680,0,0.0,0.1,0.0,0,16,2,0,13,1140,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,3.0,222,220,2,1,1,1,0,0,0,0,0,0,201,0,1,1140,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,3.0,4,1.35,4,0,0,0,0,0,2,0.67,1140,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,3.0,6,3,1,4,1,4,50.0,2,7,4,3,4,10,9,0,1140,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,3.0,255,15,75,159,23,2,255,3,3,100.0,0,0.0,162,544,282,1,1,0,1,2,195,2,1387,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,5,267,53,19.8,3.0,4,63,0,1,14,1,1.40,7,3,+4,+1.35,+0.02,5.3,1.9,+3.4,+1.16,1140,cf CTA,"MF,DF",fr Ligue 1,32-300,1993,3.0,1,0,0,5,2,0,0,4,3,0,0,0,18,5,3,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Ismaël Koné,ca CAN,MF,Sassuolo,it Serie A,23.0,2002,12,12,952,10.6,2,0,2,2,0,0,3,1,0.6,0.6,1.0,1.6,22,35,19,0.19,0.15,1141,ca CAN,MF,it Serie A,23-189,2002,10.6,2,7,2,28.6,0.66,0.19,0.29,1.00,20.8,0,0,0,0.6,0.6,0.09,+1.4,+1.4,1141,ca CAN,MF,it Serie A,23-189,2002,10.6,314,348,90.2,5378,1286,0,1.0,0.8,-1.0,10,37,6,1,35,1141,ca CAN,MF,it Serie A,23-189,2002,10.6,348,337,10,7,0,3,1,3,0,0,0,0,314,1,5,1141,ca CAN,MF,it Serie A,23-189,2002,10.6,26,2.46,21,0,2,1,1,1,1,0.09,1141,ca CAN,MF,it Serie A,23-189,2002,10.6,8,4,2,4,2,11,36.4,7,9,1,8,4,12,11,0,1141,ca CAN,MF,it Serie A,23-189,2002,10.6,440,17,98,256,90,10,440,15,7,46.7,7,46.7,265,1724,904,22,8,2,20,6,340,19,1388,ca CAN,MF,it Serie A,23-189,2002,12,952,79,75.6,10.6,12,79,2,0,,1,1.58,14,11,+3,+0.28,+0.58,11.1,13.7,-2.6,-0.24,1141,ca CAN,MF,it Serie A,23-189,2002,10.6,3,1,1,11,19,0,1,4,4,0,0,0,31,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Manu Koné,fr FRA,MF,Roma,it Serie A,24.0,2001,14,14,1260,14.0,0,1,1,0,0,0,0,0,1.0,1.0,1.0,2.0,20,96,19,0.07,0.15,1142,fr FRA,MF,it Serie A,24-209,2001,14.0,0,8,1,12.5,0.57,0.07,0.00,0.00,20.1,0,0,0,1.0,1.0,0.12,-1.0,-1.0,1142,fr FRA,MF,it Serie A,24-209,2001,14.0,624,685,91.1,10491,2938,1,1.0,1.0,0.0,13,61,14,0,96,1142,fr FRA,MF,it Serie A,24-209,2001,14.0,685,663,21,19,3,0,0,2,0,0,0,0,624,1,6,1142,fr FRA,MF,it Serie A,24-209,2001,14.0,41,2.93,35,0,3,2,1,0,3,0.21,1142,fr FRA,MF,it Serie A,24-209,2001,14.0,22,13,9,9,4,18,33.3,12,10,2,8,8,30,14,1,1142,fr FRA,MF,it Serie A,24-209,2001,14.0,817,18,145,495,194,17,817,32,15,46.9,11,34.4,513,2756,1417,20,29,1,31,17,586,19,1389,fr FRA,MF,it Serie A,24-209,2001,14,1260,90,100.0,14.0,14,90,14,0,,0,1.93,15,8,+7,+0.50,,17.0,16.2,+0.8,+0.06,1142,fr FRA,MF,it Serie A,24-209,2001,14.0,0,0,0,22,31,1,0,8,13,0,0,0,66,7,14,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Ransford Königsdörffer,gh GHA,FW,Hamburger SV,de Bundesliga,24.0,2001,13,10,855,9.5,1,1,2,1,0,1,0,0,4.2,3.4,0.4,3.8,12,12,48,0.21,0.49,1143,gh GHA,FW,de Bundesliga,24-090,2001,9.5,1,27,7,25.9,2.84,0.74,0.04,0.14,12.9,0,0,1,4.2,3.4,0.13,-3.2,-2.4,1143,gh GHA,FW,de Bundesliga,24-090,2001,9.5,113,164,68.9,1726,246,1,0.4,0.2,+0.6,5,9,2,1,12,1143,gh GHA,FW,de Bundesliga,24-090,2001,9.5,164,140,22,1,1,0,9,0,0,0,0,0,113,2,5,1143,gh GHA,FW,de Bundesliga,24-090,2001,9.5,23,2.42,13,0,2,6,2,0,0,0.00,1143,gh GHA,FW,de Bundesliga,24-090,2001,9.5,1,1,0,1,0,1,0.0,1,5,0,5,1,2,5,0,1143,gh GHA,FW,de Bundesliga,24-090,2001,9.5,251,6,25,111,117,42,250,11,4,36.4,5,45.5,144,847,334,12,8,7,21,12,185,48,1390,gh GHA,FW,de Bundesliga,24-090,2001,13,855,66,73.1,9.5,10,74,1,3,38,0,1.15,11,16,-5,-0.53,-0.24,11.6,13.9,-2.2,-0.24,1143,gh GHA,FW,de Bundesliga,24-090,2001,9.5,0,0,0,9,11,17,9,1,1,0,0,0,13,18,17,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,28.0,1997,14,14,1235,13.7,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,6,41,4,0.00,0.03,1144,eng ENG,DF,eng Premier League,28-050,1997,13.7,0,3,2,66.7,0.22,0.15,0.00,0.00,8.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,1144,eng ENG,DF,eng Premier League,28-050,1997,13.7,798,844,94.5,14085,4772,0,0.1,0.2,-0.1,3,47,2,0,41,1144,eng ENG,DF,eng Premier League,28-050,1997,13.7,844,777,66,54,1,0,4,1,0,0,0,0,798,1,3,1144,eng ENG,DF,eng Premier League,28-050,1997,13.7,11,0.80,10,0,0,1,0,0,0,0.00,1144,eng ENG,DF,eng Premier League,28-050,1997,13.7,8,2,4,4,0,3,66.7,1,18,12,6,7,15,56,1,1144,eng ENG,DF,eng Premier League,28-050,1997,13.7,960,142,477,449,37,12,960,8,4,50.0,4,50.0,603,2937,1619,6,1,0,8,2,710,4,1391,eng ENG,DF,eng Premier League,28-050,1997,14,1235,88,91.5,13.7,14,88,13,0,,0,2.14,22,14,+8,+0.58,+1.37,14.8,18.9,-4.1,-0.30,1144,eng ENG,DF,eng Premier League,28-050,1997,13.7,0,1,0,6,17,0,4,7,2,0,0,0,43,13,11,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Teun Koopmeiners,nl NED,"DF,MF",Juventus,it Serie A,27.0,1998,13,9,863,9.6,0,0,0,0,0,0,4,0,0.7,0.7,0.6,1.3,22,61,18,0.00,0.13,1145,nl NED,"DF,MF",it Serie A,27-287,1998,9.6,0,13,3,23.1,1.36,0.31,0.00,0.00,21.2,3,0,0,0.7,0.7,0.05,-0.7,-0.7,1145,nl NED,"DF,MF",it Serie A,27-287,1998,9.6,515,592,87.0,9021,3131,0,0.6,0.7,-0.6,12,61,6,1,61,1145,nl NED,"DF,MF",it Serie A,27-287,1998,9.6,592,537,53,17,0,2,22,15,12,4,7,0,515,2,9,1145,nl NED,"DF,MF",it Serie A,27-287,1998,9.6,26,2.71,18,5,0,2,0,1,0,0.00,1145,nl NED,"DF,MF",it Serie A,27-287,1998,9.6,16,4,6,10,0,12,33.3,8,9,5,4,11,27,22,0,1145,nl NED,"DF,MF",it Serie A,27-287,1998,9.6,686,48,195,378,117,12,686,4,1,25.0,3,75.0,386,2039,1296,22,18,0,4,1,458,18,1392,nl NED,"DF,MF",it Serie A,27-287,1998,13,863,66,68.5,9.6,9,84,6,4,28,1,1.69,13,10,+3,+0.31,+0.09,12.8,8.2,+4.5,+0.47,1145,nl NED,"DF,MF",it Serie A,27-287,1998,9.6,4,0,0,18,3,1,22,11,4,0,0,0,41,14,13,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24.0,2001,10,8,672,7.5,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,5,36,11,0.13,0.03,1146,ci CIV,DF,it Serie A,24-342,2001,7.5,1,3,1,33.3,0.40,0.13,0.33,1.00,21.0,0,0,0,0.2,0.2,0.05,+0.8,+0.8,1146,ci CIV,DF,it Serie A,24-342,2001,7.5,394,429,91.8,6484,1832,0,0.1,0.1,-0.1,2,38,0,0,36,1146,ci CIV,DF,it Serie A,24-342,2001,7.5,429,414,15,7,0,0,2,7,0,0,0,0,394,0,4,1146,ci CIV,DF,it Serie A,24-342,2001,7.5,8,1.07,8,0,0,0,0,0,0,0.00,1146,ci CIV,DF,it Serie A,24-342,2001,7.5,13,10,9,2,2,13,76.9,3,6,3,3,5,18,21,1,1146,ci CIV,DF,it Serie A,24-342,2001,7.5,503,41,197,260,47,4,503,8,4,50.0,3,37.5,305,1163,587,5,2,0,12,3,367,11,1395,ci CIV,DF,it Serie A,24-342,2001,10,672,67,53.3,7.5,8,78,5,2,24,2,1.20,12,7,+5,+0.67,+1.43,9.2,7.8,+1.5,+0.20,1146,ci CIV,DF,it Serie A,24-342,2001,7.5,0,0,0,9,3,0,2,5,10,0,1,0,28,8,5,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,33.0,1992,9,4,363,4.0,2,1,3,2,0,0,0,0,0.4,0.4,0.7,1.1,10,12,28,0.74,0.27,1147,rs SRB,"DF,FW",it Serie A,33-041,1992,4.0,2,4,3,75.0,0.99,0.74,0.50,0.67,22.1,0,0,0,0.4,0.4,0.10,+1.6,+1.6,1147,rs SRB,"DF,FW",it Serie A,33-041,1992,4.0,164,229,71.6,2930,892,1,0.7,1.0,+0.3,9,10,6,6,12,1147,rs SRB,"DF,FW",it Serie A,33-041,1992,4.0,229,181,48,10,0,1,42,29,9,2,7,0,164,0,7,1147,rs SRB,"DF,FW",it Serie A,33-041,1992,4.0,15,3.72,12,3,0,0,0,0,1,0.25,1147,rs SRB,"DF,FW",it Serie A,33-041,1992,4.0,15,9,7,6,2,10,70.0,3,3,0,3,2,17,7,1,1147,rs SRB,"DF,FW",it Serie A,33-041,1992,4.0,271,6,47,125,100,7,271,5,3,60.0,2,40.0,122,626,333,10,5,3,5,5,153,28,1396,rs SRB,"DF,FW",it Serie A,33-041,1992,9,363,40,28.8,4.0,4,69,0,5,17,5,1.56,8,4,+4,+0.99,+0.99,6.6,2.7,+4.0,+0.98,1147,rs SRB,"DF,FW",it Serie A,33-041,1992,4.0,0,0,0,6,2,0,42,2,9,0,0,0,19,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
