Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
500,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,27.0,1998,15,14,1256,14.0,0,2,2,0,0,0,3,0,0.6,0.6,1.7,2.3,23,60,44,0.14,0.16,500,es ESP,DF,eng Premier League,27-143,1998,14.0,0,12,1,8.3,0.86,0.07,0.00,0.00,15.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,500,es ESP,DF,eng Premier League,27-143,1998,14.0,692,799,86.6,11004,3143,2,1.7,1.9,+0.3,19,60,9,1,60,500,es ESP,DF,eng Premier League,27-143,1998,14.0,799,698,101,11,1,2,9,90,0,0,0,0,692,0,10,500,es ESP,DF,eng Premier League,27-143,1998,14.0,31,2.22,26,1,1,2,0,1,5,0.36,500,es ESP,DF,eng Premier League,27-143,1998,14.0,30,22,20,6,4,22,59.1,9,21,5,16,14,44,48,1,500,es ESP,DF,eng Premier League,27-143,1998,14.0,941,40,274,466,207,31,941,3,1,33.3,1,33.3,489,1847,1097,23,11,3,12,3,584,44,612,es ESP,DF,eng Premier League,27-143,1998,15,1256,84,93.0,14.0,14,87,12,1,45,0,1.67,24,14,+10,+0.72,+0.72,23.9,17.3,+6.5,+0.47,500,es ESP,DF,eng Premier League,27-143,1998,14.0,3,0,0,21,14,1,9,14,22,0,0,0,56,16,20,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,26.0,1999,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,501,es ESP,DF,eng Premier League,26-025,1999,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,501,es ESP,DF,eng Premier League,26-025,1999,1.9,74,85,87.1,1263,517,0,0.0,0.0,0.0,0,1,0,0,2,501,es ESP,DF,eng Premier League,26-025,1999,1.9,85,77,8,2,1,0,0,0,0,0,0,0,74,0,3,501,es ESP,DF,eng Premier League,26-025,1999,1.9,1,0.53,1,0,0,0,0,0,0,0.00,501,es ESP,DF,eng Premier League,26-025,1999,1.9,2,2,1,1,0,4,50.0,2,3,2,1,5,7,11,0,501,es ESP,DF,eng Premier League,26-025,1999,1.9,109,25,75,30,4,3,109,1,1,100.0,0,0.0,70,235,85,0,1,0,1,0,69,0,615,es ESP,DF,eng Premier League,26-025,1999,3,169,56,12.5,1.9,2,82,0,1,5,11,1.33,0,2,-2,-1.07,-0.91,0.9,2.3,-1.4,-0.76,501,es ESP,DF,eng Premier League,26-025,1999,1.9,0,0,0,0,0,0,0,5,2,0,0,0,6,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,29.0,1996,15,15,1282,14.2,2,1,3,2,0,0,1,0,0.8,0.8,1.1,1.9,6,61,10,0.21,0.13,502,ie IRL,MF,eng Premier League,29-249,1996,14.2,2,8,6,75.0,0.56,0.42,0.25,0.33,19.7,0,0,0,0.8,0.8,0.10,+1.2,+1.2,502,ie IRL,MF,eng Premier League,29-249,1996,14.2,619,742,83.4,9997,2636,1,1.1,1.1,-0.1,10,64,9,0,61,502,ie IRL,MF,eng Premier League,29-249,1996,14.2,742,695,43,28,4,2,12,4,5,2,1,0,619,4,4,502,ie IRL,MF,eng Premier League,29-249,1996,14.2,25,1.76,21,3,0,0,1,0,4,0.28,502,ie IRL,MF,eng Premier League,29-249,1996,14.2,24,14,7,15,2,15,33.3,10,21,11,10,18,42,34,1,502,ie IRL,MF,eng Premier League,29-249,1996,14.2,878,47,223,527,134,4,878,8,2,25.0,4,50.0,435,1390,563,6,7,1,11,8,534,10,617,ie IRL,MF,eng Premier League,29-249,1996,15,1282,85,95.0,14.2,15,85,10,0,,0,0.67,15,25,-10,-0.70,+4.59,10.7,27.7,-17.0,-1.19,502,ie IRL,MF,eng Premier League,29-249,1996,14.2,1,0,0,11,15,0,12,18,14,0,1,1,60,12,13,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Pablo Cuñat,es ESP,GK,Levante,es La Liga,23.0,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,503,es ESP,GK,es La Liga,23-228,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,503,es ESP,GK,es La Liga,23-228,2002,2.0,43,71,60.6,1325,952,0,0.0,0.0,0.0,0,1,0,0,0,503,es ESP,GK,es La Liga,23-228,2002,2.0,71,39,32,6,0,0,0,0,0,0,0,0,43,0,1,503,es ESP,GK,es La Liga,23-228,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,503,es ESP,GK,es La Liga,23-228,2002,2.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,503,es ESP,GK,es La Liga,23-228,2002,2.0,76,66,75,1,0,0,76,0,0,,0,,35,239,174,0,0,0,0,0,15,0,618,es ESP,GK,es La Liga,23-228,2002,2,180,90,13.3,2.0,2,90,2,0,,13,0.00,3,5,-2,-1.00,-0.23,2.7,3.2,-0.5,-0.23,503,es ESP,GK,es La Liga,23-228,2002,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,22,es ESP,GK,es La Liga,23-228,2002,2,2,180,2.0,5,2.50,14,10,64.3,0,0,2,0,0.0,0,0,0,0,22,es ESP,GK,es La Liga,23-228,2002,2.0,5,0,0,3,1,4.7,0.34,+0.7,+0.37,11,37,29.7,45,14,48.9,41.7,46,2,4.3,1,0.50,8.1
504,Jair Cunha,br BRA,DF,Nott'ham Forest,eng Premier League,20.0,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,504,br BRA,DF,eng Premier League,20-280,2005,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,504,br BRA,DF,eng Premier League,20-280,2005,1.0,38,49,77.6,593,237,0,0.0,0.0,0.0,0,2,0,0,1,504,br BRA,DF,eng Premier League,20-280,2005,1.0,49,45,3,2,0,0,0,1,0,0,0,0,38,1,1,504,br BRA,DF,eng Premier League,20-280,2005,1.0,0,0.00,0,0,0,0,0,0,0,0.00,504,br BRA,DF,eng Premier League,20-280,2005,1.0,2,2,1,1,0,1,100.0,0,1,1,0,2,4,6,0,504,br BRA,DF,eng Premier League,20-280,2005,1.0,60,8,40,18,2,0,60,1,1,100.0,0,0.0,34,102,59,0,0,0,0,0,34,0,619,br BRA,DF,eng Premier League,20-280,2005,1,90,90,6.7,1.0,1,90,1,0,,11,0.00,0,2,-2,-2.00,-1.36,0.2,3.2,-2.9,-2.93,504,br BRA,DF,eng Premier League,20-280,2005,1.0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Matheus Cunha,br BRA,"MF,FW",Manchester Utd,eng Premier League,26.0,1999,12,10,849,9.4,1,1,2,1,0,0,0,0,2.7,2.7,0.8,3.6,27,36,43,0.21,0.38,505,br BRA,"MF,FW",eng Premier League,26-199,1999,9.4,1,33,11,33.3,3.50,1.17,0.03,0.09,18.9,0,0,0,2.7,2.7,0.08,-1.7,-1.7,505,br BRA,"MF,FW",eng Premier League,26-199,1999,9.4,236,296,79.7,3143,915,1,0.8,1.2,+0.2,12,18,9,3,36,505,br BRA,"MF,FW",eng Premier League,26-199,1999,9.4,296,290,4,2,3,1,15,1,0,0,0,0,236,2,5,505,br BRA,"MF,FW",eng Premier League,26-199,1999,9.4,40,4.24,24,0,6,7,2,1,3,0.32,505,br BRA,"MF,FW",eng Premier League,26-199,1999,9.4,12,8,3,6,3,15,33.3,10,9,1,8,6,18,8,0,505,br BRA,"MF,FW",eng Premier League,26-199,1999,9.4,447,9,54,210,189,39,447,35,19,54.3,16,45.7,276,1797,901,27,19,14,27,26,325,43,620,br BRA,"MF,FW",eng Premier League,26-199,1999,12,849,71,62.9,9.4,10,80,6,2,26,0,1.83,16,11,+5,+0.53,+0.71,15.8,12.3,+3.5,+0.37,505,br BRA,"MF,FW",eng Premier League,26-199,1999,9.4,0,0,0,8,21,1,15,6,8,0,0,0,42,8,19,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Patrick Cutrone,it ITA,FW,Parma,it Serie A,27.0,1998,12,10,799,8.9,1,0,1,1,0,0,0,0,2.4,2.4,0.6,3.0,9,7,48,0.11,0.34,506,it ITA,FW,it Serie A,27-343,1998,8.9,1,23,7,30.4,2.59,0.79,0.04,0.14,15.5,0,0,0,2.4,2.4,0.11,-1.4,-1.4,506,it ITA,FW,it Serie A,27-343,1998,8.9,107,175,61.1,1347,296,0,0.6,0.2,-0.6,3,6,0,0,7,506,it ITA,FW,it Serie A,27-343,1998,8.9,175,174,1,0,0,0,12,1,0,0,0,0,107,0,13,506,it ITA,FW,it Serie A,27-343,1998,8.9,15,1.69,7,0,1,5,2,0,0,0.00,506,it ITA,FW,it Serie A,27-343,1998,8.9,6,1,0,6,0,9,55.6,4,2,1,1,3,9,6,0,506,it ITA,FW,it Serie A,27-343,1998,8.9,284,5,26,105,155,35,284,14,4,28.6,7,50.0,157,718,273,9,8,3,30,4,191,48,622,it ITA,FW,it Serie A,27-343,1998,12,799,67,63.4,8.9,10,78,1,2,12,1,0.92,6,9,-3,-0.34,+0.44,9.0,7.6,+1.4,+0.16,506,it ITA,FW,it Serie A,27-343,1998,8.9,0,0,0,5,14,7,12,3,1,0,0,0,21,8,16,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,24.0,2001,12,9,875,9.7,0,0,0,0,0,0,1,0,1.1,1.1,1.0,2.1,12,38,16,0.00,0.22,507,fr FRA,MF,it Serie A,24-186,2001,9.7,0,11,5,45.5,1.13,0.51,0.00,0.00,23.1,0,0,0,1.1,1.1,0.10,-1.1,-1.1,507,fr FRA,MF,it Serie A,24-186,2001,9.7,550,622,88.4,8983,2479,0,1.0,1.5,-1.0,15,37,8,3,38,507,fr FRA,MF,it Serie A,24-186,2001,9.7,622,580,42,29,0,7,30,1,11,0,8,0,550,0,8,507,fr FRA,MF,it Serie A,24-186,2001,9.7,29,2.98,19,7,3,0,0,0,2,0.21,507,fr FRA,MF,it Serie A,24-186,2001,9.7,15,7,5,7,3,17,35.3,11,7,0,7,4,19,8,0,507,fr FRA,MF,it Serie A,24-186,2001,9.7,697,26,161,395,144,12,697,14,8,57.1,6,42.9,382,1534,709,12,16,1,7,7,515,16,623,fr FRA,MF,it Serie A,24-186,2001,12,875,73,69.4,9.7,9,84,5,3,41,2,1.67,15,9,+6,+0.62,+0.15,12.9,10.9,+2.0,+0.20,507,fr FRA,MF,it Serie A,24-186,2001,9.7,1,0,0,11,7,0,30,4,7,0,0,0,48,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Adam Daghim,dk DEN,FW,Wolfsburg,de Bundesliga,20.0,2005,8,5,538,6.0,2,0,2,2,0,0,0,0,0.7,0.7,0.0,0.8,25,17,50,0.33,0.13,508,dk DEN,FW,de Bundesliga,20-075,2005,6.0,2,9,3,33.3,1.51,0.50,0.22,0.67,16.7,0,0,0,0.7,0.7,0.08,+1.3,+1.3,508,dk DEN,FW,de Bundesliga,20-075,2005,6.0,104,174,59.8,1421,538,0,0.0,0.8,0.0,1,7,5,0,17,508,dk DEN,FW,de Bundesliga,20-075,2005,6.0,174,173,0,0,0,0,9,0,0,0,0,0,104,1,15,508,dk DEN,FW,de Bundesliga,20-075,2005,6.0,16,2.68,12,0,2,1,1,0,3,0.50,508,dk DEN,FW,de Bundesliga,20-075,2005,6.0,10,6,7,2,1,15,46.7,8,13,1,12,7,17,12,0,508,dk DEN,FW,de Bundesliga,20-075,2005,6.0,270,9,56,91,125,28,270,13,2,15.4,11,84.6,158,942,590,25,16,10,16,9,176,50,626,dk DEN,FW,de Bundesliga,20-075,2005,8,538,67,46.0,6.0,5,89,4,3,31,0,0.50,6,12,-6,-1.00,-1.00,7.3,11.0,-3.7,-0.61,508,dk DEN,FW,de Bundesliga,20-075,2005,6.0,0,0,0,8,9,1,9,7,6,0,0,0,15,6,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27.0,1998,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.01,509,de GER,GK,de Bundesliga,27-260,1998,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,509,de GER,GK,de Bundesliga,27-260,1998,13.0,381,579,65.8,11162,7826,0,0.1,0.1,-0.1,2,24,2,0,2,509,de GER,GK,de Bundesliga,27-260,1998,13.0,579,430,146,51,0,0,0,0,0,0,0,0,381,3,0,509,de GER,GK,de Bundesliga,27-260,1998,13.0,8,0.62,8,0,0,0,0,0,0,0.00,509,de GER,GK,de Bundesliga,27-260,1998,13.0,0,0,0,0,0,0,,0,0,0,0,0,0,18,4,509,de GER,GK,de Bundesliga,27-260,1998,13.0,624,406,591,34,0,0,624,0,0,,0,,351,1910,1099,0,0,0,1,0,337,0,627,de GER,GK,de Bundesliga,27-260,1998,13,1170,90,100.0,13.0,13,90,13,0,,0,1.00,17,27,-10,-0.77,,15.1,24.3,-9.2,-0.71,509,de GER,GK,de Bundesliga,27-260,1998,13.0,0,0,0,0,2,0,0,0,0,0,0,0,29,8,0,100.0,23,de GER,GK,de Bundesliga,27-260,1998,13,13,1170,13.0,27,2.08,61,34,59.0,4,1,8,2,15.4,3,2,1,0,23,de GER,GK,de Bundesliga,27-260,1998,13.0,27,2,1,1,1,22.4,0.33,-3.6,-0.28,82,264,31.1,481,42,40.3,36.1,171,11,6.4,32,2.46,16.1
510,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29.0,1996,5,3,233,2.6,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.4,2,12,1,0.39,0.16,510,de GER,MF,de Bundesliga,29-345,1996,2.6,1,8,1,12.5,3.09,0.39,0.13,1.00,22.7,1,0,0,0.4,0.4,0.05,+0.6,+0.6,510,de GER,MF,de Bundesliga,29-345,1996,2.6,93,124,75.0,1589,471,0,0.1,0.1,-0.1,2,11,3,1,12,510,de GER,MF,de Bundesliga,29-345,1996,2.6,124,121,3,2,0,0,2,0,1,1,0,0,93,0,3,510,de GER,MF,de Bundesliga,29-345,1996,2.6,6,2.32,6,0,0,0,0,0,0,0.00,510,de GER,MF,de Bundesliga,29-345,1996,2.6,5,2,1,2,2,5,60.0,2,5,1,4,5,10,3,0,510,de GER,MF,de Bundesliga,29-345,1996,2.6,163,7,30,108,26,2,163,1,0,0.0,1,100.0,82,274,93,2,1,0,5,3,97,1,628,de GER,MF,de Bundesliga,29-345,1996,5,233,47,19.9,2.6,3,70,0,2,12,3,1.40,5,6,-1,-0.39,-0.39,4.1,3.0,+1.1,+0.43,510,de GER,MF,de Bundesliga,29-345,1996,2.6,0,0,0,10,0,0,2,5,2,0,0,0,10,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23.0,2002,5,3,310,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,12,3,0.00,0.03,511,be BEL,DF,de Bundesliga,23-281,2002,3.4,0,1,0,0.0,0.29,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,511,be BEL,DF,de Bundesliga,23-281,2002,3.4,184,204,90.2,2976,644,0,0.0,0.1,0.0,2,18,0,0,12,511,be BEL,DF,de Bundesliga,23-281,2002,3.4,204,199,5,3,0,0,0,1,0,0,0,0,184,0,1,511,be BEL,DF,de Bundesliga,23-281,2002,3.4,7,2.03,5,0,0,1,0,1,1,0.29,511,be BEL,DF,de Bundesliga,23-281,2002,3.4,7,5,2,3,2,7,71.4,2,7,2,5,4,11,19,1,511,be BEL,DF,de Bundesliga,23-281,2002,3.4,248,14,87,146,17,1,248,2,1,50.0,1,50.0,156,754,354,5,2,0,3,3,162,3,630,be BEL,DF,de Bundesliga,23-281,2002,5,310,62,26.5,3.4,3,90,3,2,20,5,1.80,4,8,-4,-1.16,-1.48,4.1,5.9,-1.8,-0.53,511,be BEL,DF,de Bundesliga,23-281,2002,3.4,1,0,0,1,1,0,0,4,5,0,0,0,11,5,6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Thijs Dallinga,nl NED,"FW,MF",Bologna,it Serie A,25.0,2000,12,4,397,4.4,1,2,3,1,0,0,1,0,1.2,1.2,0.3,1.5,5,14,33,0.68,0.35,512,nl NED,"FW,MF",it Serie A,25-131,2000,4.4,1,12,2,16.7,2.72,0.45,0.08,0.50,14.2,0,0,0,1.2,1.2,0.10,-0.2,-0.2,512,nl NED,"FW,MF",it Serie A,25-131,2000,4.4,86,118,72.9,1478,309,2,0.3,0.5,+1.7,6,15,1,0,14,512,nl NED,"FW,MF",it Serie A,25-131,2000,4.4,118,115,2,0,0,1,4,0,0,0,0,0,86,1,3,512,nl NED,"FW,MF",it Serie A,25-131,2000,4.4,13,2.95,10,0,0,2,1,0,4,0.91,512,nl NED,"FW,MF",it Serie A,25-131,2000,4.4,4,3,1,2,1,2,100.0,0,3,2,1,0,4,5,0,512,nl NED,"FW,MF",it Serie A,25-131,2000,4.4,162,8,16,77,70,19,162,5,2,40.0,3,60.0,97,342,127,5,0,2,8,5,130,33,631,nl NED,"FW,MF",it Serie A,25-131,2000,12,397,33,31.5,4.4,4,69,1,8,15,2,1.83,11,3,+8,+1.81,+1.50,6.5,5.5,+1.0,+0.22,512,nl NED,"FW,MF",it Serie A,25-131,2000,4.4,1,0,0,13,6,2,4,0,3,1,0,0,8,12,11,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,26.0,1999,13,10,867,9.6,1,2,3,1,0,0,0,0,0.6,0.6,2.1,2.7,21,29,68,0.31,0.28,513,pt POR,DF,eng Premier League,26-269,1999,9.6,1,7,2,28.6,0.73,0.21,0.14,0.50,18.9,0,0,0,0.6,0.6,0.09,+0.4,+0.4,513,pt POR,DF,eng Premier League,26-269,1999,9.6,355,471,75.4,5919,2079,2,2.1,1.2,-0.1,13,15,11,5,29,513,pt POR,DF,eng Premier League,26-269,1999,9.6,471,363,107,1,2,3,23,106,0,0,0,0,355,1,9,513,pt POR,DF,eng Premier League,26-269,1999,9.6,29,3.01,22,3,1,0,3,0,7,0.73,513,pt POR,DF,eng Premier League,26-269,1999,9.6,17,9,11,3,3,12,58.3,5,3,0,3,10,27,35,2,513,pt POR,DF,eng Premier League,26-269,1999,9.6,576,32,139,231,207,17,576,12,5,41.7,5,41.7,263,1361,694,21,10,6,17,6,317,68,632,pt POR,DF,eng Premier League,26-269,1999,13,867,67,64.2,9.6,10,78,5,3,28,0,1.69,22,16,+6,+0.62,+1.00,18.8,13.8,+5.0,+0.52,513,pt POR,DF,eng Premier League,26-269,1999,9.6,0,0,0,7,5,2,23,10,9,0,0,0,38,19,11,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Muhammed Damar,de GER,"FW,MF",Hoffenheim,de Bundesliga,21.0,2004,8,2,227,2.5,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,1,13,17,0.00,0.47,514,de GER,"FW,MF",de Bundesliga,21-247,2004,2.5,0,9,5,55.6,3.57,1.98,0.00,0.00,19.6,1,0,0,0.8,0.8,0.08,-0.8,-0.8,514,de GER,"FW,MF",de Bundesliga,21-247,2004,2.5,91,131,69.5,1508,551,0,0.4,0.5,-0.4,8,10,3,1,13,514,de GER,"FW,MF",de Bundesliga,21-247,2004,2.5,131,104,26,5,0,1,28,1,20,12,7,0,91,1,3,514,de GER,"FW,MF",de Bundesliga,21-247,2004,2.5,14,5.55,8,4,0,2,0,0,0,0.00,514,de GER,"FW,MF",de Bundesliga,21-247,2004,2.5,4,3,0,3,1,6,50.0,3,2,0,2,1,5,3,0,514,de GER,"FW,MF",de Bundesliga,21-247,2004,2.5,169,3,12,75,83,9,169,7,2,28.6,4,57.1,81,298,89,1,2,1,7,5,101,17,633,de GER,"FW,MF",de Bundesliga,21-247,2004,8,227,28,19.4,2.5,2,67,0,6,16,4,1.63,1,3,-2,-0.79,-1.56,3.8,3.6,+0.1,+0.06,514,de GER,"FW,MF",de Bundesliga,21-247,2004,2.5,0,0,0,2,1,1,28,1,3,0,0,0,11,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,25.0,2000,13,12,975,10.8,1,1,2,1,0,0,0,0,0.7,0.7,1.9,2.6,18,54,43,0.18,0.24,515,dk DEN,MF,eng Premier League,25-162,2000,10.8,1,10,5,50.0,0.92,0.46,0.10,0.20,20.8,1,0,0,0.7,0.7,0.07,+0.3,+0.3,515,dk DEN,MF,eng Premier League,25-162,2000,10.8,292,441,66.2,4838,1998,1,1.9,2.2,-0.9,17,38,19,4,54,515,dk DEN,MF,eng Premier League,25-162,2000,10.8,441,361,72,13,6,0,69,3,41,20,13,3,292,8,10,515,dk DEN,MF,eng Premier League,25-162,2000,10.8,36,3.33,21,10,3,1,1,0,4,0.37,515,dk DEN,MF,eng Premier League,25-162,2000,10.8,26,16,8,11,7,28,28.6,20,21,3,18,9,35,7,0,515,dk DEN,MF,eng Premier League,25-162,2000,10.8,571,11,93,269,218,24,571,27,8,29.6,17,63.0,277,1295,623,18,16,7,25,13,331,43,634,dk DEN,MF,eng Premier League,25-162,2000,13,975,75,72.2,10.8,12,79,3,1,30,0,1.38,15,16,-1,-0.09,+0.39,15.7,14.3,+1.4,+0.13,515,dk DEN,MF,eng Premier League,25-162,2000,10.8,0,0,0,8,9,1,69,9,16,0,0,0,52,4,15,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
