Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Che Adams,sct SCO,FW,Southampton,eng Premier League,23,1996,30,12,1111,12.3,4,2,6,4,0,0,0,0,5.3,5.3,1.7,7.0,0.49,0.57,20,16,87,36,9,25.0,2.92,0.73,0.11,0.44,15.2,0,0,0,5.3,5.3,0.15,-1.3,-1.3,162,263,61.6,2292,522,2,1.7,0.6,+0.3,13,9,3,0,16,261,0,0,4,4,13,0,0,0,0,0,162,6,4,1,5,0,4,25.0,3,9,1,8,2,8,10,0,29,2.35,18,0,4,3,3,1,6,0.49,418,11,29,181,214,60,418,25,18,72.0,7,28.0,232,1282,464,20,16,10,40,21,298,87,0,0,0,17,16,10,13,2,4,1,0,0,51,41,75,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Tyler Adams,us USA,"MF,DF",RB Leipzig,de Bundesliga,20,1999,14,10,953,10.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,0.00,0.10,11,34,49,7,1,14.3,0.66,0.09,0.00,0.00,18.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4,584,703,83.1,8760,2384,0,0.6,0.6,-0.6,7,35,10,3,34,626,77,21,0,5,10,56,0,0,0,0,584,22,15,13,8,1,25,48.0,13,16,1,15,14,36,14,0,19,1.79,14,1,0,2,2,0,2,0.19,813,19,190,452,172,11,813,10,4,40.0,6,60.0,430,1993,862,11,9,2,7,9,548,49,0,0,0,9,16,0,10,14,15,0,0,0,58,14,14,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,26,1993,15,6,746,8.3,5,1,6,5,0,0,1,0,5.9,5.9,0.6,6.5,0.72,0.78,19,16,67,21,11,52.4,2.53,1.33,0.24,0.45,12.1,0,0,0,5.9,5.9,0.28,-0.9,-0.9,128,180,71.1,1677,351,1,0.6,0.8,+0.4,6,6,5,2,16,169,10,0,0,1,11,7,0,0,0,0,128,11,7,3,6,2,21,14.3,18,8,1,7,2,13,4,0,21,2.53,18,0,0,1,2,0,5,0.60,287,6,25,119,147,41,287,21,10,47.6,11,52.4,178,1313,527,19,9,7,28,19,200,67,1,0,0,12,7,7,11,2,7,1,0,0,32,12,34,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Antonio Adán,es ESP,GK,Atlético Madrid,es La Liga,32,1987,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,4,6,66.7,100,84,0,0.0,0.0,0.0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,7,4,6,1,0,0,7,0,0,,0,,3,24,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,0.0,0.04,0.0,+0.13,1,3,33.3,5,1,40.0,30.2,1,0,0.0,0,0.00,
15,Bobby Adekanye,nl NED,FW,Lazio,it Serie A,20,1999,11,0,188,2.1,1,0,1,1,0,0,1,0,1.4,1.4,0.2,1.6,0.48,0.74,6,2,12,5,4,80.0,2.39,1.91,0.20,0.25,11.3,0,0,0,1.4,1.4,0.27,-0.4,-0.4,38,43,88.4,500,64,0,0.2,0.1,-0.2,3,0,1,1,2,42,1,0,0,0,1,1,0,0,0,0,38,3,2,0,3,0,5,0.0,5,0,0,0,2,5,1,0,7,3.35,4,0,0,1,2,0,0,0.00,62,1,6,31,26,10,62,3,3,100.0,0,0.0,43,224,118,6,2,5,3,6,49,12,1,0,0,2,3,1,1,2,2,0,0,0,6,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Claud Adjapong,it ITA,DF,Hellas Verona,it Serie A,21,1998,5,2,231,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.09,4,5,16,3,1,33.3,1.17,0.39,0.00,0.00,14.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,58,83,69.9,852,314,0,0.0,0.0,0.0,0,3,0,0,5,69,14,0,0,0,3,14,0,0,0,0,58,5,3,4,1,0,3,66.7,1,4,3,1,3,8,7,0,1,0.39,0,0,1,0,0,0,0,0.00,110,15,34,40,36,6,110,2,1,50.0,1,50.0,54,306,113,4,4,0,4,2,61,16,0,0,0,3,2,1,3,3,3,0,0,0,11,3,4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Amine Adli,ma MAR,"MF,FW",Toulouse,fr Ligue 1,19,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.00,0.13,4,3,5,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,20,26,76.9,297,105,0,0.1,0.0,-0.1,2,3,1,0,3,22,4,1,0,0,4,0,3,2,0,0,20,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,3,5.87,2,1,0,0,0,0,0,0.00,31,0,3,16,13,1,31,4,3,75.0,1,25.0,23,190,104,4,1,0,1,1,22,5,1,0,0,2,0,0,4,1,0,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,21,11,1020,11.3,3,3,6,3,0,0,3,0,0.8,0.8,2.2,3.0,0.53,0.26,38,65,47,17,6,35.3,1.50,0.53,0.18,0.50,23.8,1,0,0,0.8,0.8,0.04,+2.2,+2.2,448,571,78.5,7437,1845,3,2.2,1.4,+0.8,19,51,5,0,65,530,38,17,6,2,39,2,19,12,6,0,448,22,14,4,15,3,34,32.4,23,10,0,10,8,30,3,0,45,3.97,29,5,5,2,2,2,7,0.62,704,10,70,457,186,11,704,48,26,54.2,22,45.8,485,2646,1418,38,31,3,27,24,537,47,3,0,0,13,18,0,39,8,14,0,0,0,57,10,13,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Adrián,es ESP,GK,Liverpool,eng Premier League,32,1987,11,9,875,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,238,311,76.5,6251,4149,0,0.0,0.0,0.0,0,3,0,0,0,217,94,24,0,1,0,0,0,0,0,0,238,1,1,1,0,0,1,100.0,0,0,0,0,0,1,8,3,2,0.21,2,0,0,0,0,0,0,0.00,331,298,331,0,0,0,331,0,0,,0,,193,925,528,0,1,1,0,0,152,0,1,0,0,0,1,0,0,0,1,0,0,0,5,4,0,100.0,10,1.03,27,17,63.0,9,0,0,2,22.2,0,0,0,0,7.5,0.28,-2.5,-0.26,36,99,36.4,241,51,33.2,33.0,127,7,5.5,14,1.44,15.3
20,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,es La Liga,38,1981,14,0,208,2.3,1,0,1,1,0,1,3,0,1.6,0.8,0.0,0.8,0.43,0.67,2,6,15,6,2,33.3,2.60,0.87,0.17,0.50,15.7,0,0,1,1.6,0.8,0.13,-0.6,+0.2,32,57,56.1,419,68,0,0.0,0.0,0.0,0,4,0,0,6,56,0,0,0,1,0,0,0,0,0,0,32,3,2,0,3,0,0,,0,0,0,0,0,3,2,0,2,0.87,1,0,1,0,0,0,0,0.00,81,2,4,36,42,13,80,2,1,50.0,1,50.0,37,145,35,2,1,2,7,2,68,15,3,0,0,7,1,0,0,0,2,0,0,0,2,21,10,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,23,20,1805,20.1,1,0,1,1,0,0,5,1,0.3,0.3,1.6,1.9,0.05,0.09,60,69,66,14,2,14.3,0.70,0.10,0.07,0.50,30.1,0,0,0,0.3,0.3,0.02,+0.7,+0.7,691,972,71.1,10575,4948,0,1.6,1.6,-1.6,16,44,23,12,69,739,225,10,0,4,81,215,0,0,0,0,691,31,21,19,9,3,35,45.7,19,13,2,11,21,52,66,1,34,1.70,24,4,3,1,2,0,0,0.00,1187,77,391,502,314,12,1187,47,29,61.7,18,38.3,583,3716,2025,60,40,6,27,10,583,66,5,1,1,13,9,0,81,21,21,0,0,0,118,17,16,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,31,23,2099,23.3,1,1,2,1,0,0,5,1,0.8,0.8,0.7,1.5,0.09,0.07,26,56,49,3,1,33.3,0.13,0.04,0.33,1.00,24.1,0,0,0,0.8,0.8,0.26,+0.2,+0.2,714,1028,69.5,11577,5419,1,0.7,0.8,+0.3,10,37,12,5,56,770,254,14,1,3,33,239,1,0,1,0,714,55,30,32,18,5,54,55.6,24,19,7,12,18,73,48,0,25,1.07,18,2,3,0,2,0,3,0.13,1237,76,403,635,210,9,1237,29,17,58.6,12,41.4,587,2671,1357,26,21,2,24,13,596,49,5,1,0,33,19,1,33,18,30,0,1,0,125,26,27,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Lucien Agoume,fr FRA,MF,Inter,it Serie A,17,2002,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.00,0.11,1,7,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,35,38,92.1,619,208,0,0.1,0.1,-0.1,1,5,2,1,7,38,0,0,0,0,2,0,0,0,0,0,35,3,2,0,2,1,0,,0,3,1,2,0,3,0,0,2,2.65,2,0,0,0,0,0,1,1.32,45,0,8,25,12,0,45,0,0,,0,,33,130,45,1,0,0,1,1,30,2,1,0,0,1,0,0,2,0,2,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kevin Agudelo,co COL,"MF,FW",Fiorentina,it Serie A,20,1998,3,1,64,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.00,0.40,1,4,8,4,0,0.0,5.63,0.00,0.00,,22.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,29,37,78.4,403,135,0,0.1,0.1,-0.1,2,2,1,0,4,36,0,0,0,0,0,0,0,0,0,0,29,2,1,0,1,1,1,0.0,1,1,0,1,1,3,0,0,7,9.84,4,0,3,0,0,0,1,1.41,50,0,6,25,21,4,50,3,3,100.0,0,0.0,35,198,74,1,1,1,0,2,31,8,0,0,0,3,1,0,0,1,1,0,0,0,6,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Kevin Agudelo,co COL,"MF,FW",Genoa,it Serie A,20,1998,10,7,666,7.4,1,1,2,1,0,0,5,1,1.2,1.2,1.6,2.8,0.27,0.38,39,41,34,10,2,20.0,1.35,0.27,0.10,0.50,17.4,0,0,0,1.2,1.2,0.12,-0.2,-0.2,239,293,81.6,3277,893,1,1.6,1.3,-0.6,12,21,5,0,41,292,1,0,0,2,11,1,0,0,0,0,239,23,14,9,12,2,20,50.0,10,12,1,11,6,29,2,0,32,4.33,24,0,5,0,1,2,2,0.27,387,7,73,195,130,18,387,35,25,71.4,10,28.6,264,1922,1238,39,23,6,15,15,271,34,5,1,1,20,11,1,11,6,14,0,1,0,30,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,11,11,957,10.6,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,0.09,0.03,0,27,0,4,1,25.0,0.38,0.09,0.25,1.00,22.0,1,0,0,0.3,0.3,0.08,+0.7,+0.7,492,597,82.4,10780,4411,0,0.0,0.0,0.0,0,23,0,0,27,578,17,13,0,17,1,4,0,0,0,0,492,13,9,7,5,1,12,66.7,4,11,11,0,18,31,54,0,4,0.38,3,1,0,0,0,0,1,0.09,717,75,426,284,11,8,717,4,3,75.0,1,25.0,352,1490,859,0,0,0,4,3,467,0,2,0,0,13,6,0,1,18,9,0,0,0,55,43,13,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,31,1988,24,18,1452,16.1,16,3,19,14,2,3,1,0,14.5,12.1,2.3,14.4,1.05,1.04,35,34,105,73,24,32.9,4.52,1.49,0.19,0.58,13.7,0,2,3,14.5,12.1,0.17,+1.5,+1.9,286,365,78.4,3050,674,3,2.3,2.5,+0.7,18,15,19,0,34,347,17,1,1,0,9,1,0,0,0,0,286,7,4,0,4,3,8,12.5,7,9,1,8,3,10,2,0,57,3.53,31,0,9,12,5,0,7,0.43,544,4,17,178,356,131,541,40,24,60.0,16,40.0,405,2057,816,35,26,23,34,30,436,105,1,0,0,9,9,6,9,3,4,2,0,0,37,3,12,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,19,11,1072,11.9,0,2,2,0,0,0,2,2,0.2,0.2,1.8,2.0,0.17,0.17,32,52,80,6,2,33.3,0.50,0.17,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,662,787,84.1,9674,3464,2,1.8,1.9,+0.2,18,40,28,15,52,665,122,13,1,3,63,109,0,0,0,0,662,36,22,19,15,2,28,67.9,9,6,2,4,11,47,21,0,36,3.02,31,2,0,0,2,1,4,0.34,913,32,209,441,268,21,913,22,12,54.5,10,45.5,534,2573,1482,32,19,4,9,11,581,80,2,2,0,10,20,0,63,11,22,0,0,0,72,16,13,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,it Serie A,28,1990,10,2,230,2.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.01,2,7,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,90,104,86.5,1561,243,0,0.0,0.1,0.0,1,5,1,0,7,102,2,1,0,0,1,1,0,0,0,0,90,1,1,0,1,0,2,50.0,1,2,2,0,1,2,6,0,4,1.57,4,0,0,0,0,0,0,0.00,129,6,23,86,20,1,129,1,1,100.0,0,0.0,83,468,199,2,2,1,9,1,88,1,2,0,0,7,3,1,1,1,1,0,0,0,10,5,12,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,11,8,630,7.0,1,1,2,1,0,0,3,1,0.7,0.7,0.5,1.2,0.29,0.17,14,34,15,10,4,40.0,1.43,0.57,0.10,0.25,17.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3,260,310,83.9,4185,848,1,0.5,0.1,+0.5,5,17,0,0,34,304,4,4,1,4,3,0,0,0,0,0,260,16,12,2,11,3,9,33.3,6,6,1,5,15,31,10,0,13,1.86,7,0,0,0,2,4,1,0.14,404,14,78,257,71,13,404,16,12,75.0,4,25.0,225,1210,572,14,9,1,19,7,267,15,3,1,0,11,14,1,3,15,12,0,0,0,57,10,11,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,32,27,2502,27.8,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.8,0.04,0.06,17,89,2,10,1,10.0,0.36,0.04,0.00,0.00,11.1,0,0,0,1.0,1.0,0.10,-1.0,-1.0,1078,1250,86.2,21536,7006,1,0.7,0.5,+0.3,3,57,2,0,89,1203,47,37,1,7,1,10,0,0,0,0,1078,43,27,30,11,2,27,48.1,14,31,14,17,45,88,124,3,12,0.43,7,2,1,2,0,0,2,0.07,1540,192,830,678,41,11,1540,15,10,66.7,5,33.3,895,4335,2073,17,7,2,14,8,936,2,4,0,0,17,17,0,1,45,27,0,2,0,143,49,51,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
