Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand
Alex Ferrari,Sampdoria,it Serie A,DF,25,1005,11.2,,,,,549.1726127211182,Top Starter,622.859909920226,Top Starter
Facundo Ferreyra,Espanyol,es La Liga,FW,28,574,6.4,224.8581687919923,Solid Squad Player,,,,,341.00432298624895,Solid Squad Player
Jordan Ferri,Montpellier,fr Ligue 1,MF,27,1150,12.8,,,560.3400851228112,Top Starter,,,728.1527678917058,Top Starter
Oliver Fink,Düsseldorf,de Bundesliga,Off_MF,37,675,7.5,256.08757016681864,Solid Squad Player,,,,,639.6791443850267,Top Starter
Alfreð Finnbogason,Augsburg,de Bundesliga,FW,30,966,10.7,383.91622218045075,Solid Squad Player,,,,,330.90520281835376,Solid Squad Player
Roberto Firmino,Liverpool,eng Premier League,FW,27,2988,33.2,554.8480483670157,Top Starter,,,,,547.6812816624039,Top Starter
Junior Firpo,Barcelona,es La Liga,DF,22,1014,11.3,,,,,632.9522883066413,Top Starter,654.2467407006894,Top Starter
John Fleck,Sheffield Utd,eng Premier League,Off_MF,27,2516,28.0,381.3756495240353,Solid Squad Player,,,,,560.2228183007827,Top Starter
Sergio Floccari,SPAL,it Serie A,FW,37,942,10.5,168.13611225375934,Below Big-5 Level,,,,,383.3703349239516,Solid Squad Player
Alessandro Florenzi,Roma,it Serie A,DF,28,997,11.1,,,,,557.5973216610662,Top Starter,663.0107604682922,Top Starter
Alessandro Florenzi,Valencia,es La Liga,DF,28,752,8.4,,,,,625.4077146137828,Top Starter,602.1281710102182,Top Starter
Phil Foden,Manchester City,eng Premier League,FW,19,901,10.0,670.5879827087258,Top Starter,,,,,702.8799036765985,Top Starter
Mamadou Fofana,Metz,fr Ligue 1,DF,21,1587,17.6,,,,,685.6656790270235,Top Starter,696.6566472906162,Top Starter
Seko Fofana,Udinese,it Serie A,MF,24,2249,25.0,,,731.4366186147353,Top Starter,,,639.2028131727326,Top Starter
Wesley Fofana,Saint-Étienne,fr Ligue 1,DF,18,1215,13.5,,,,,660.9687492755662,Top Starter,968.8113644851678,Exceptional
Youssouf Fofana,Strasbourg,fr Ligue 1,MF,20,1008,11.2,,,439.3999815902196,Top Starter,,,712.7274954295633,Top Starter
Youssouf Fofana,Monaco,fr Ligue 1,MF,20,610,6.8,,,651.6773699150924,Top Starter,,,835.4176116976274,World Class
Thomas Foket,Reims,fr Ligue 1,DF,24,2430,27.0,,,,,557.3581910547791,Top Starter,629.1740738303275,Top Starter
Lamine Fomba,Nîmes,fr Ligue 1,MF,21,1373,15.3,,,324.97590307184686,Solid Squad Player,,,705.6700470137113,Top Starter
José Fonte,Lille,fr Ligue 1,DF,35,2205,24.5,,,,,474.9390088431976,Top Starter,694.8332329178697,Top Starter
Pablo Fornals,West Ham,eng Premier League,Off_MF,23,2172,24.1,347.2988626726676,Solid Squad Player,,,,,627.1276955575075,Top Starter
Emil Forsberg,RB Leipzig,de Bundesliga,Off_MF,27,1141,12.7,586.978082905706,Top Starter,,,,,653.3773656888493,Top Starter
Hernâni Fortes,Levante,es La Liga,Off_MF,27,654,7.3,494.2572081629547,Top Starter,,,,,592.495322102815,Top Starter
Lyle Foster,Monaco,fr Ligue 1,FW,18,62,0.7,,,,,,,,
Timothy Fosu-Mensah,Manchester Utd,eng Premier League,DF,21,136,1.5,,,,,,,,
Dimitri Foulquier,Watford,eng Premier League,DF,26,59,0.7,,,,,,,,
Dimitri Foulquier,Granada,es La Liga,DF,26,1119,12.4,,,,,469.7710453290382,Top Starter,672.4475385861776,Top Starter
Juan Foyth,Tottenham,eng Premier League,DF,21,68,0.8,,,,,,,,
Gianluca Frabotta,Juventus,it Serie A,DF,20,90,1.0,,,,,,,,
Raphael Framberger,Augsburg,de Bundesliga,DF,23,1175,13.1,,,,,723.4717176104424,Top Starter,683.8082590082088,Top Starter
Simon Francis,Bournemouth,eng Premier League,DF,34,969,10.8,,,,,740.5892816194499,Top Starter,827.2037300012445,World Class
Mike Frantz,Freiburg,de Bundesliga,MF,32,350,3.9,,,,,,,,
Ryan Fraser,Bournemouth,eng Premier League,Off_MF,25,2067,23.0,441.50285812252866,Top Starter,,,,,615.8274889328303,Top Starter
Fred,Manchester Utd,eng Premier League,MF,26,2163,24.0,,,539.0657686997502,Top Starter,,,853.3088242830235,World Class
Ryan Fredericks,West Ham,eng Premier League,DF,26,2237,24.9,,,,,601.1865816123708,Top Starter,698.1995464413142,Top Starter
Kieron Freeman,Sheffield Utd,eng Premier League,FW,27,7,0.1,,,,,,,,
Luke Freeman,Sheffield Utd,eng Premier League,Off_MF,27,366,4.1,,,,,,,,
Remo Freuler,Atalanta,it Serie A,MF,27,2337,26.0,,,585.6212370193767,Top Starter,,,797.9847018563007,World Class
Marco Friedl,Werder Bremen,de Bundesliga,DF,21,2183,24.3,,,,,668.2857151976934,Top Starter,686.363462341413,Top Starter
Marvin Friedrich,Union Berlin,de Bundesliga,DF,23,2789,31.0,,,,,612.4800565921767,Top Starter,788.5897805344869,World Class
Samúel Friðjónsson,Paderborn 07,de Bundesliga,Def_MF,23,192,2.1,,,,,,,,
Jorge de Frutos,Valladolid,es La Liga,Off_MF,22,59,0.7,,,,,,,,
Christian Fuchs,Leicester City,eng Premier League,DF,33,772,8.6,,,,,667.591081568755,Top Starter,783.6304251224763,World Class
Angelo Fulgini,Angers,fr Ligue 1,Off_MF,22,1579,17.5,367.51105609825777,Solid Squad Player,,,,,787.008014596991,World Class
Niclas Füllkrug,Werder Bremen,de Bundesliga,FW,26,403,4.5,,,,,,,,
Ramiro Funes Mori,Villarreal,es La Liga,DF,28,453,5.0,,,,,443.6063513075953,Top Starter,674.8896112108546,Top Starter
Matteo Gabbia,Milan,it Serie A,DF,19,680,7.6,,,,,523.5665210512495,Top Starter,739.3244301100316,Top Starter
Manolo Gabbiadini,Sampdoria,it Serie A,FW,27,2035,22.6,527.1386478577087,Top Starter,,,,,346.6051441852837,Solid Squad Player
Ruben Gabrielsen,Toulouse,fr Ligue 1,DF,27,656,7.3,,,,,463.08361474731066,Top Starter,686.504338066902,Top Starter
Mijat Gaćinović,Eint Frankfurt,de Bundesliga,Off_MF,24,1048,11.6,312.77980460245294,Solid Squad Player,,,,,587.331178979825,Top Starter
Luca Gagliano,Cagliari,it Serie A,FW,19,52,0.6,,,,,,,,
Roberto Gagliardini,Inter,it Serie A,MF,25,1797,20.0,,,631.3469851860384,Top Starter,,,662.8633664877524,Top Starter
Riccardo Gagliolo,Parma,it Serie A,DF,29,2604,28.9,,,,,668.2099155932007,Top Starter,627.757007493469,Top Starter
Nicolás Gaitán,Lille,fr Ligue 1,Off_MF,31,54,0.6,,,,,,,,
Marvin Gakpa,Metz,fr Ligue 1,Off_MF,25,468,5.2,279.1725985150049,Solid Squad Player,,,,,730.6913083205388,Top Starter
Enric Gallego,Osasuna,es La Liga,FW,32,880,9.8,359.8470856874219,Solid Squad Player,,,,,348.6013986687785,Solid Squad Player
Enric Gallego,Getafe,es La Liga,FW,32,164,1.8,,,,,,,,
Kévin Gameiro,Valencia,es La Liga,FW,32,1581,17.6,430.4589361759358,Top Starter,,,,,346.65999313716577,Solid Squad Player
Fran Gámez,Mallorca,es La Liga,DF,28,1768,19.6,,,,,721.8174076823753,Top Starter,698.5682085409052,Top Starter
Idrissa Gana Gueye,Paris S-G,fr Ligue 1,MF,29,1653,18.4,,,733.7557311427449,Top Starter,,,912.6939724684344,Exceptional
Ignatius Ganago,Nice,fr Ligue 1,FW,20,1239,13.8,302.59302437590225,Solid Squad Player,,,,,428.96383702933105,Top Starter
Ezequiel Garay,Valencia,es La Liga,DF,32,1437,16.0,,,,,529.4562930062186,Top Starter,563.0446465711219,Top Starter
Dani García,Athletic Club,es La Liga,MF,29,3029,33.7,,,288.7180841085652,Solid Squad Player,,,648.4279829196836,Top Starter
David García,Osasuna,es La Liga,DF,25,2793,31.0,,,,,501.2296037424725,Top Starter,693.7181907765845,Top Starter
Eric García,Manchester City,eng Premier League,DF,18,793,8.8,,,,,528.1903774202136,Top Starter,666.2082281958537,Top Starter
Javi García,Betis,es La Liga,MF,32,377,4.2,,,,,,,,
Manu García,Alavés,es La Liga,MF,33,1967,21.9,,,201.45127735609387,Solid Squad Player,,,629.0042296070069,Top Starter
Raúl García,Valladolid,es La Liga,DF,30,1012,11.2,,,,,460.31931993097425,Top Starter,548.4775850644695,Top Starter
Raúl García,Athletic Club,es La Liga,Off_MF,33,2869,31.9,347.3015376955181,Solid Squad Player,,,,,438.74438787350374,Top Starter
Raúl García,Getafe,es La Liga,DF,30,243,2.7,,,,,,,,
Rubén García,Osasuna,es La Liga,Off_MF,26,2188,24.3,576.0841863915967,Top Starter,,,,,638.675030719695,Top Starter
Unai García,Osasuna,es La Liga,DF,27,536,6.0,,,,,661.3860307663791,Top Starter,739.6593517944974,Top Starter
Víctor García,Valladolid,es La Liga,FW,21,88,1.0,,,,,,,,
James Garner,Manchester Utd,eng Premier League,MF,18,9,0.1,,,,,,,,
Manuel Garrido,Leganés,es La Liga,FW,18,115,1.3,,,,,,,,
Mario Gaspar,Villarreal,es La Liga,DF,28,1962,21.8,,,,,524.1221768954938,Top Starter,554.7015218118216,Top Starter
Daniele Gastaldello,Brescia,it Serie A,DF,36,389,4.3,,,,,,,,
Dwight Gayle,Newcastle Utd,eng Premier League,FW,28,850,9.4,551.8958952033188,Top Starter,,,,,289.1291945758387,Solid Squad Player
Jean-Philippe Gbamin,Everton,eng Premier League,MF,23,136,1.5,,,,,,,,
Yann Gboho,Rennes,fr Ligue 1,FW,18,226,2.5,,,,,,,,
Theodor Gebre Selassie,Werder Bremen,de Bundesliga,DF,32,2427,27.0,,,,,603.238134471925,Top Starter,688.5290207071278,Top Starter
Dennis Geiger,Hoffenheim,de Bundesliga,MF,21,1136,12.6,,,677.426871923717,Top Starter,,,546.4177950286582,Top Starter
Jérémy Gélin,Rennes,fr Ligue 1,DF,22,924,10.3,,,,,580.6796586948955,Top Starter,713.5240100396942,Top Starter
Christian Gentner,Union Berlin,de Bundesliga,MF,33,2443,27.1,,,484.53209602194806,Top Starter,,,672.0407192746426,Top Starter
Yannick Gerhardt,Wolfsburg,de Bundesliga,MF,25,828,9.2,,,464.30174503474024,Top Starter,,,741.2579088934606,Top Starter
Valère Germain,Marseille,fr Ligue 1,FW,29,1350,15.0,305.017945590701,Solid Squad Player,,,,,395.4654590352375,Solid Squad Player
Gervinho,Parma,it Serie A,FW,32,2270,25.2,468.32504727241576,Top Starter,,,,,451.0964364697768,Top Starter
Anwar El Ghazi,Aston Villa,eng Premier League,FW,24,2051,22.8,348.0651547500171,Solid Squad Player,,,,,461.27915724576644,Top Starter
Rachid Ghezzal,Fiorentina,it Serie A,Off_MF,27,828,9.2,321.9989721128893,Solid Squad Player,,,,,830.6617364226006,World Class
Andrea Ghezzi,Brescia,it Serie A,FW,18,37,0.4,,,,,,,,
Paolo Ghiglione,Genoa,it Serie A,DF,22,1717,19.1,,,,,382.3496605584791,Solid Squad Player,505.9109408928393,Top Starter
Andrea Ghion,Sassuolo,it Serie A,FW,19,48,0.5,,,,,,,,
Saman Ghoddos,Amiens,fr Ligue 1,FW,25,231,2.6,,,,,,,,
Faouzi Ghoulam,Napoli,it Serie A,DF,28,376,4.2,,,,,,,,
