Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand
Lukas Klünter,Hertha BSC,de Bundesliga,DF,23,1878,20.9,,,,,578.9721235764093,Top Starter,615.5155549051186,Top Starter
Robin Knoche,Wolfsburg,de Bundesliga,DF,27,1594,17.7,,,,,636.0384691429646,Top Starter,808.6513909810849,World Class
Robin Koch,Freiburg,de Bundesliga,DF,23,2705,30.1,,,,,564.9222733884964,Top Starter,771.2971290831953,World Class
Jonathan Kodjia,Aston Villa,eng Premier League,FW,29,117,1.3,,,,,,,,
Kenan Kodro,Athletic Club,es La Liga,FW,25,364,4.0,,,,,,,,
Dominik Kohr,Eint Frankfurt,de Bundesliga,MF,25,1445,16.1,,,680.0248056428597,Top Starter,,,743.1916117558134,Top Starter
Koke,Atlético Madrid,es La Liga,MF,27,2698,30.0,,,734.5390325695462,Top Starter,,,678.1410580168624,Top Starter
Aleksandar Kolarov,Roma,it Serie A,DF,33,2732,30.4,,,,,460.2789410775726,Top Starter,626.3417587361746,Top Starter
Sead Kolašinac,Arsenal,eng Premier League,DF,26,1701,18.9,,,,,495.26381878668656,Top Starter,674.5572918484568,Top Starter
Timothée Kolodziejczak,Saint-Étienne,fr Ligue 1,DF,27,1305,14.5,,,,,549.1864556342103,Top Starter,690.5998779147302,Top Starter
Ghislain Konan,Reims,fr Ligue 1,DF,23,1333,14.8,,,,,708.0725608884479,Top Starter,820.8799601935572,World Class
Ibrahima Konaté,RB Leipzig,de Bundesliga,DF,20,569,6.3,,,,,605.7295111601198,Top Starter,792.1352226827681,World Class
Moussa Konaté,Amiens,fr Ligue 1,FW,26,614,6.8,252.80788991861658,Solid Squad Player,,,,,266.7150949667711,Solid Squad Player
Geoffrey Kondogbia,Valencia,es La Liga,Def_MF,26,1807,20.1,,,,,879.917816681559,World Class,895.0850380360861,World Class
Lamine Koné,Strasbourg,fr Ligue 1,DF,30,1473,16.4,,,,,586.1628554093784,Top Starter,771.8114741788526,World Class
Manu Koné,Toulouse,fr Ligue 1,MF,18,875,9.7,,,349.9162167502521,Solid Squad Player,,,723.7220455164777,Top Starter
Moussa Koné,Nîmes,fr Ligue 1,FW,22,140,1.6,,,,,,,,
Youssouf Koné,Lyon,fr Ligue 1,DF,24,818,9.1,,,,,514.9667069813212,Top Starter,671.7440392274162,Top Starter
Ezri Konsa,Aston Villa,eng Premier League,DF,21,2039,22.7,,,,,475.48532692318327,Top Starter,557.9576138903724,Top Starter
Pascal Köpke,Hertha BSC,de Bundesliga,FW,23,121,1.3,,,,,,,,
Laurent Koscielny,Bordeaux,fr Ligue 1,DF,33,2183,24.3,,,,,530.7109313261814,Top Starter,689.7147442167675,Top Starter
Filip Kostić,Eint Frankfurt,de Bundesliga,DF,26,2958,32.9,,,,,448.26233834678067,Top Starter,618.1207384720097,Top Starter
Christian Kouamé,Fiorentina,it Serie A,FW,21,301,3.3,,,,,,,,
Christian Kouamé,Genoa,it Serie A,FW,21,915,10.2,546.5028455831589,Top Starter,,,,,414.81128976295,Top Starter
Kalidou Koulibaly,Napoli,it Serie A,DF,28,2105,23.4,,,,,718.9099259751482,Top Starter,852.19488530909,World Class
Efthimis Koulouris,Toulouse,fr Ligue 1,FW,23,1541,17.1,355.5047704876611,Solid Squad Player,,,,,382.90598313830156,Solid Squad Player
Jules Koundé,Sevilla,es La Liga,DF,20,2309,25.7,,,,,448.56315205198297,Top Starter,698.9609396768768,Top Starter
Leonardo Koutris,Mallorca,es La Liga,DF,24,93,1.0,,,,,,,,
Cheikhou Kouyaté,Crystal Palace,eng Premier League,MF,29,2528,28.1,,,283.12824573958306,Solid Squad Player,,,660.4054755778984,Top Starter
Mateo Kovačić,Chelsea,eng Premier League,MF,25,2073,23.0,,,675.2813398294621,Top Starter,,,875.1003483391931,World Class
Dawid Kownacki,Düsseldorf,de Bundesliga,FW,22,1093,12.1,139.75928463045625,Below Big-5 Level,,,,,542.5343894070805,Top Starter
İsmail Köybaşı,Granada,es La Liga,DF,30,231,2.6,,,,,,,,
Emil Krafth,Newcastle Utd,eng Premier League,DF,24,1020,11.3,,,,,477.1563982856375,Top Starter,440.8156249821937,Top Starter
Andrej Kramarić,Hoffenheim,de Bundesliga,FW,28,1422,15.8,788.1046987916918,World Class,,,,,499.56976377094765,Top Starter
Christoph Kramer,Gladbach,de Bundesliga,MF,28,1464,16.3,,,341.9640177865013,Solid Squad Player,,,732.2191716477224,Top Starter
Ladislav Krejčí,Bologna,it Serie A,DF,27,1051,11.7,,,,,446.27208570177976,Top Starter,504.0258586034754,Top Starter
Rene Krhin,Nantes,fr Ligue 1,DF,29,327,3.6,,,,,,,,
Felix Kroos,Union Berlin,de Bundesliga,MF,28,378,4.2,,,,,,,,
Toni Kroos,Real Madrid,es La Liga,MF,29,2652,29.5,,,823.2320113988786,World Class,,,790.7711980979929,World Class
Rade Krunić,Milan,it Serie A,Off_MF,25,537,6.0,331.72061619610696,Solid Squad Player,,,,,673.873222810549,Top Starter
Lukas Kübler,Freiburg,de Bundesliga,DF,26,209,2.3,,,,,,,,
Takefusa Kubo,Mallorca,es La Liga,Off_MF,18,2312,25.7,419.25886920156705,Top Starter,,,,,669.8122790272015,Top Starter
Juraj Kucka,Parma,it Serie A,MF,32,1932,21.5,,,565.7129533758945,Top Starter,,,731.0238844603064,Top Starter
Dejan Kulusevski,Parma,it Serie A,FW,19,2930,32.6,549.6993138045199,Top Starter,,,,,733.1595617012952,Top Starter
Marash Kumbulla,Hellas Verona,it Serie A,DF,19,1950,21.7,,,,,697.3389589601219,Top Starter,816.4099258522984,World Class
Pierre Kunde,Mainz 05,de Bundesliga,MF,24,1866,20.7,,,463.0978841636966,Top Starter,,,739.6221086347665,Top Starter
Jasmin Kurtić,SPAL,it Serie A,Off_MF,30,1409,15.7,372.9031136428488,Solid Squad Player,,,,,712.6706260738243,Top Starter
Jasmin Kurtić,Parma,it Serie A,MF,30,1664,18.5,,,543.6890268862854,Top Starter,,,616.2394953790107,Top Starter
Layvin Kurzawa,Paris S-G,fr Ligue 1,DF,26,858,9.5,,,,,726.176940414528,Top Starter,827.8008822329047,World Class
Dereck Kutesa,Reims,fr Ligue 1,FW,21,528,5.9,221.67007137096866,Solid Squad Player,,,,,544.8404546363182,Top Starter
Ahmed Kutucu,Schalke 04,de Bundesliga,FW,19,679,7.5,521.9279963242813,Top Starter,,,,,428.51452712003646,Top Starter
Enock Kwateng,Bordeaux,fr Ligue 1,DF,22,983,10.9,,,,,789.6145533982202,World Class,880.4573998002166,World Class
Giorgos Kyriakopoulos,Sassuolo,it Serie A,DF,23,1643,18.3,,,,,515.9037742278771,Top Starter,707.5521744821215,Top Starter
Antonino La Gumina,Sampdoria,it Serie A,FW,23,186,2.1,,,,,,,,
Andrea La Mantia,Lecce,it Serie A,FW,28,553,6.1,470.743560521767,Top Starter,,,,,322.4752464793246,Solid Squad Player
Gaëtan Laborde,Montpellier,fr Ligue 1,FW,25,2237,24.9,457.4534471210961,Top Starter,,,,,526.2087620705743,Top Starter
Alexandre Lacazette,Arsenal,eng Premier League,FW,28,1874,20.8,603.0523417996626,Top Starter,,,,,407.8191290381237,Top Starter
Riccardo Ladinetti,Cagliari,it Serie A,MF,18,127,1.4,,,,,,,,
Víctor Laguardia,Alavés,es La Liga,DF,29,2654,29.5,,,,,475.94640970662897,Top Starter,569.3790052042958,Top Starter
Jack Lahne,Amiens,fr Ligue 1,FW,17,9,0.1,,,,,,,,
Konrad Laimer,RB Leipzig,de Bundesliga,MF,22,2115,23.5,,,674.2207376882118,Top Starter,,,808.59197862624,World Class
Stefan Lainer,Gladbach,de Bundesliga,DF,26,2710,30.1,,,,,516.5039487185516,Top Starter,607.681001942567,Top Starter
Diego Lainez,Betis,es La Liga,Off_MF,19,348,3.9,,,,,,,,
Kenny Lala,Strasbourg,fr Ligue 1,DF,27,2043,22.7,,,,,424.2603489460589,Top Starter,631.372832232925,Top Starter
Adam Lallana,Liverpool,eng Premier League,Off_MF,31,382,4.2,,,,,,,,
Érik Lamela,Tottenham,eng Premier League,Off_MF,27,1215,13.5,395.2501031636527,Solid Squad Player,,,,,746.6804174837677,Top Starter
Tariq Lamptey,Chelsea,eng Premier League,DF,18,32,0.4,,,,,,,,
Tariq Lamptey,Brighton,eng Premier League,DF,18,588,6.5,,,,,561.2000118193304,Top Starter,588.887896989409,Top Starter
Loïck Landre,Nîmes,fr Ligue 1,DF,27,929,10.3,,,,,596.4574857758558,Top Starter,620.6926937267897,Top Starter
Michael Lang,Werder Bremen,de Bundesliga,DF,28,544,6.0,,,,,509.8752886841725,Top Starter,595.9865852170551,Top Starter
Sebastian Langkamp,Werder Bremen,de Bundesliga,DF,31,314,3.5,,,,,,,,
Henri Lansbury,Aston Villa,eng Premier League,MF,28,195,2.2,,,,,,,,
Manuel Lanzini,West Ham,eng Premier League,MF,26,1379,15.3,,,650.3568445737694,Top Starter,,,626.1166828837756,Top Starter
Gianluca Lapadula,Lecce,it Serie A,FW,29,1784,19.8,495.1589804530981,Top Starter,,,,,337.38684883723766,Solid Squad Player
Aymeric Laporte,Manchester City,eng Premier League,DF,25,1097,12.2,,,,,562.6317710333167,Top Starter,779.1395309196078,World Class
Danilo Larangeira,Bologna,it Serie A,DF,35,2638,29.3,,,,,578.5736487339027,Top Starter,724.7460374444207,Top Starter
Larra,Athletic Club,es La Liga,FW,21,250,2.8,,,,,,,,
Kevin Lasagna,Udinese,it Serie A,FW,26,2569,28.5,434.7925109127652,Top Starter,,,,,363.4815364870408,Solid Squad Player
Jamaal Lascelles,Newcastle Utd,eng Premier League,DF,25,2076,23.1,,,,,456.56151282557596,Top Starter,671.5972835822146,Top Starter
Paul Lasne,Brest,fr Ligue 1,MF,30,1224,13.6,,,518.4192241474358,Top Starter,,,603.9407010370985,Top Starter
Toni Lato,Osasuna,es La Liga,DF,21,470,5.2,,,,,721.7525743539211,Top Starter,759.119386808125,World Class
Danny Latza,Mainz 05,de Bundesliga,MF,29,1373,15.3,,,548.3346013269147,Top Starter,,,684.6247951204425,Top Starter
Vincent Laurini,Parma,it Serie A,DF,30,884,9.8,,,,,669.7756619565123,Top Starter,679.2281835593913,Top Starter
Wesley Lautoa,Dijon,fr Ligue 1,Def_MF,31,1869,20.8,,,,,799.5860846470601,World Class,836.2638795142908,World Class
Diego Laxalt,Torino,it Serie A,DF,26,596,6.6,,,,,627.8389711409942,Top Starter,739.1092839283937,Top Starter
Diego Laxalt,Milan,it Serie A,DF,26,172,1.9,,,,,,,,
Valentino Lazaro,Newcastle Utd,eng Premier League,DF,23,480,5.3,,,,,429.12432326441365,Top Starter,549.345877272566,Top Starter
Valentino Lazaro,Inter,it Serie A,DF,23,323,3.6,,,,,,,,
Darko Lazović,Hellas Verona,it Serie A,DF,28,3239,36.0,,,,,307.19301637948416,Solid Squad Player,479.4456727075618,Top Starter
Manuel Lazzari,Lazio,it Serie A,DF,25,2548,28.3,,,,,212.480628892281,Solid Squad Player,360.25354400057466,Solid Squad Player
Mickaël Le Bihan,Nice,fr Ligue 1,FW,29,100,1.1,,,,,,,,
Robin Le Normand,Real Sociedad,es La Liga,DF,22,2394,26.6,,,,,541.6475318445518,Top Starter,790.2077633507544,World Class
Damien Le Tallec,Montpellier,fr Ligue 1,MF,29,2458,27.3,,,253.85982467233785,Solid Squad Player,,,585.1075525169938,Top Starter
James Lea Siliki,Rennes,fr Ligue 1,MF,23,1079,12.0,,,364.8613760319391,Solid Squad Player,,,668.2794391214176,Top Starter
Rafael Leão,Milan,it Serie A,FW,20,1404,15.6,524.8933890723603,Top Starter,,,,,535.8555516716955,Top Starter
Adrien Lebeau,Strasbourg,fr Ligue 1,Def_MF,20,13,0.1,,,,,,,,
Mathew Leckie,Hertha BSC,de Bundesliga,DF,28,195,2.2,,,,,,,,
Pierre Lees-Melou,Nice,fr Ligue 1,MF,26,2252,25.0,,,782.2724169484803,World Class,,,748.1582106399475,Top Starter
Jordan Lefort,Amiens,fr Ligue 1,DF,25,842,9.4,,,,,365.5272356715601,Solid Squad Player,526.8639639138037,Top Starter
Wu Lei,Espanyol,es La Liga,FW,27,1719,19.1,322.8619496713121,Solid Squad Player,,,,,349.3535920934029,Solid Squad Player
Toni Leistner,Köln,de Bundesliga,DF,28,1012,11.2,,,,,755.0707359306907,World Class,949.7631094486562,Exceptional
Moritz Leitner,Norwich City,eng Premier League,MF,26,685,7.6,,,498.7009813869435,Top Starter,,,861.1101311756663,World Class
Lucas Leiva,Lazio,it Serie A,MF,32,1808,20.1,,,496.39011608677475,Top Starter,,,784.5656645954477,World Class
Florian Lejeune,Newcastle Utd,eng Premier League,DF,28,442,4.9,,,,,,,,
Iñigo Lekue,Athletic Club,es La Liga,FW,26,623,6.9,173.74444403654257,Below Big-5 Level,,,,,641.9726392082205,Top Starter
Thomas Lemar,Atlético Madrid,es La Liga,Off_MF,23,925,10.3,152.50852910419167,Below Big-5 Level,,,,,653.1698389617887,Top Starter
Tim Lemperle,Köln,de Bundesliga,Off_MF,17,16,0.2,,,,,,,,
Clément Lenglet,Barcelona,es La Liga,DF,24,2424,26.9,,,,,675.0662487201066,Top Starter,788.9582048201379,World Class
Aaron Lennon,Burnley,eng Premier League,Off_MF,32,496,5.5,61.1608071562305,Below Big-5 Level,,,,,509.12322614005245,Top Starter
Christopher Lenz,Union Berlin,de Bundesliga,DF,24,2267,25.2,,,,,710.5400927519499,Top Starter,776.1086464433566,World Class
Pedro León,Eibar,es La Liga,Off_MF,32,1896,21.1,328.7032069893164,Solid Squad Player,,,,,443.182352617454,Top Starter
Sergio León,Levante,es La Liga,FW,30,672,7.5,248.76548288313,Solid Squad Player,,,,,221.4960287481125,Solid Squad Player
Lukas Lerager,Genoa,it Serie A,MF,26,1387,15.4,,,383.79266640798414,Solid Squad Player,,,517.7023901975956,Top Starter
Mehdi Léris,Sampdoria,it Serie A,Off_MF,21,509,5.7,429.87228378773307,Top Starter,,,,,664.8859288618843,Top Starter
Jefferson Lerma,Bournemouth,eng Premier League,MF,24,2703,30.0,,,374.4131352342639,Solid Squad Player,,,729.1404845397865,Top Starter
Robert Lewandowski,Bayern Munich,de Bundesliga,FW,30,2759,30.7,782.6536764667684,World Class,,,,,401.18794438473174,Top Starter
Jamal Lewis,Norwich City,eng Premier League,DF,21,2304,25.6,,,,,573.4465998063465,Top Starter,619.5647533694766,Top Starter
Aaron Leya Iseka,Toulouse,fr Ligue 1,FW,21,777,8.6,255.4265160284312,Solid Squad Player,,,,,353.6069359050723,Solid Squad Player
Stephan Lichtsteiner,Augsburg,de Bundesliga,DF,35,1343,14.9,,,,,489.8825696977873,Top Starter,519.4759062520428,Top Starter
Dimitri Liénard,Strasbourg,fr Ligue 1,MF,31,1489,16.5,,,826.1949489229464,World Class,,,794.9677345683525,World Class
Philipp Lienhart,Freiburg,de Bundesliga,DF,23,1817,20.2,,,,,536.0046501087928,Top Starter,614.7412058546943,Top Starter
Matthijs de Ligt,Juventus,it Serie A,DF,19,2450,27.2,,,,,506.160178906503,Top Starter,700.3805406443918,Top Starter
Isaac Lihadji,Marseille,fr Ligue 1,Off_MF,17,25,0.3,,,,,,,,
Lillo,Osasuna,es La Liga,DF,30,195,2.2,,,,,,,,
Anderson Lima,Lazio,it Serie A,Off_MF,19,62,0.7,,,,,,,,
Lucas Lima,Nantes,fr Ligue 1,FW,27,270,3.0,,,,,,,,
Anthony Limbombe,Nantes,fr Ligue 1,FW,25,151,1.7,,,,,,,,
Victor Lindelöf,Manchester Utd,eng Premier League,DF,25,3092,34.4,,,,,462.92160870857174,Top Starter,743.6174149111582,Top Starter
Karol Linetty,Sampdoria,it Serie A,Off_MF,24,2019,22.4,383.7265200776639,Solid Squad Player,,,,,677.9920547092762,Top Starter
Jesse Lingard,Manchester Utd,eng Premier League,Off_MF,26,935,10.4,339.8750401970028,Solid Squad Player,,,,,498.69344323152353,Top Starter
Pol Lirola,Fiorentina,it Serie A,DF,21,2648,29.4,,,,,383.17278807594687,Solid Squad Player,542.6753092626939,Top Starter
Diego Llorente,Real Sociedad,es La Liga,DF,25,2327,25.9,,,,,506.8237731065558,Top Starter,797.0627594094249,World Class
Fernando Llorente,Napoli,it Serie A,FW,34,501,5.6,716.5806201022918,Top Starter,,,,,344.87747301594277,Solid Squad Player
Marcos Llorente,Atlético Madrid,es La Liga,MF,24,1368,15.2,,,659.3590862023111,Top Starter,,,602.8655166196347,Top Starter
Gautier Lloris,Nice,fr Ligue 1,DF,24,270,3.0,,,,,,,,
Giovani Lo Celso,Tottenham,eng Premier League,MF,23,1492,16.6,,,679.8151075598327,Top Starter,,,874.5296387060662,World Class
Stanislav Lobotka,Napoli,it Serie A,MF,24,752,8.4,,,383.5646620163463,Solid Squad Player,,,739.1984113931395,Top Starter
Stanislav Lobotka,Celta Vigo,es La Liga,MF,24,1383,15.4,,,322.29671365610164,Solid Squad Player,,,652.1032337087121,Top Starter
Jürgen Locadia,Brighton,eng Premier League,FW,25,86,1.0,,,,,,,,
Jürgen Locadia,Hoffenheim,de Bundesliga,FW,25,530,5.9,527.030214717154,Top Starter,,,,,295.6651615898199,Solid Squad Player
Manuel Locatelli,Sassuolo,it Serie A,MF,21,2586,28.7,,,801.54823266451,World Class,,,867.424210616521,World Class
Renan Lodi,Atlético Madrid,es La Liga,DF,21,2396,26.6,,,,,624.2325869907256,Top Starter,704.110684778402,Top Starter
Ruben Loftus-Cheek,Chelsea,eng Premier League,Off_MF,23,208,2.3,,,,,,,,
Enzo Loiodice,Dijon,fr Ligue 1,MF,18,192,2.1,,,,,,,,
Kevin Long,Burnley,eng Premier League,DF,28,564,6.3,,,,,476.9382382098861,Top Starter,572.3920573844114,Top Starter
Shane Long,Southampton,eng Premier League,FW,32,1395,15.5,336.92786789760726,Solid Squad Player,,,,,390.4489515085172,Solid Squad Player
Matthew Longstaff,Newcastle Utd,eng Premier League,MF,19,575,6.4,,,294.11533957401184,Solid Squad Player,,,488.2720804121974,Top Starter
Sean Longstaff,Newcastle Utd,eng Premier League,MF,21,1378,15.3,,,410.8082720748734,Top Starter,,,613.6891933806962,Top Starter
Ademola Lookman,RB Leipzig,de Bundesliga,FW,21,309,3.4,,,,,,,,
Rony Lopes,Sevilla,es La Liga,FW,23,134,1.5,,,,,,,,
Rony Lopes,Monaco,fr Ligue 1,FW,23,80,0.9,,,,,,,,
Adrián López,Osasuna,es La Liga,FW,31,1443,16.0,246.08742972713563,Solid Squad Player,,,,,503.6671385971835,Top Starter
David López,Espanyol,es La Liga,DF,29,2455,27.3,,,,,515.1200495172295,Top Starter,775.7006162313062,World Class
Javi López,Alavés,es La Liga,DF,17,90,1.0,,,,,,,,
Javi López,Espanyol,es La Liga,DF,33,1384,15.4,,,,,633.992701838011,Top Starter,767.3653637932024,World Class
Lluis López,Espanyol,es La Liga,DF,22,300,3.3,,,,,,,,
Maxime Lopez,Marseille,fr Ligue 1,MF,21,1110,12.3,,,711.7588014106931,Top Starter,,,749.4289078406811,Top Starter
Roberto López,Real Sociedad,es La Liga,FW,19,51,0.6,,,,,,,,
Unai López,Athletic Club,es La Liga,MF,23,1787,19.9,,,710.6406425794046,Top Starter,,,679.2130162189858,Top Starter
Iker Losada,Celta Vigo,es La Liga,Off_MF,17,13,0.1,,,,,,,,
Albert Lottin,Bordeaux,fr Ligue 1,Def_MF,17,45,0.5,,,,,,,,
Imran Louza,Nantes,fr Ligue 1,MF,20,2009,22.3,,,630.3943691398522,Top Starter,,,683.2454199013081,Top Starter
Matteo Lovato,Hellas Verona,it Serie A,DF,19,9,0.1,,,,,,,,
Dejan Lovren,Liverpool,eng Premier League,DF,30,777,8.6,,,,,670.678665263015,Top Starter,883.2474504937139,World Class
Eduard Löwen,Augsburg,de Bundesliga,MF,22,671,7.5,,,576.947108865423,Top Starter,,,584.1081334596611,Top Starter
Eduard Löwen,Hertha BSC,de Bundesliga,MF,22,314,3.5,,,,,,,,
Matthew Lowton,Burnley,eng Premier League,DF,30,1530,17.0,,,,,640.7447582411147,Top Starter,642.120468513534,Top Starter
Hirving Lozano,Napoli,it Serie A,FW,24,1025,11.4,540.6652352228366,Top Starter,,,,,611.4331421365717,Top Starter
Pol Lozano,Espanyol,es La Liga,MF,19,173,1.9,,,,,,,,
Jan Luca Rumpf,Paderborn 07,de Bundesliga,DF,20,90,1.0,,,,,,,,
Jean Lucas,Lyon,fr Ligue 1,MF,21,200,2.2,,,,,,,,
Fabio Lucioni,Lecce,it Serie A,DF,31,3132,34.8,,,,,549.7458019269492,Top Starter,606.7524439866248,Top Starter
José Luis Gayà,Valencia,es La Liga,DF,24,1988,22.1,,,,,520.7284750121197,Top Starter,618.4730511894347,Top Starter
José Luis Morales,Levante,es La Liga,FW,32,2519,28.0,301.83777780527004,Solid Squad Player,,,,,446.68652844570653,Top Starter
José Luis Palomino,Atalanta,it Serie A,DF,29,2480,27.6,,,,,740.4192836988716,Top Starter,887.4883317396551,World Class
José Luis Rodríguez,Alavés,es La Liga,FW,21,22,0.2,,,,,,,,
David Luiz,Arsenal,eng Premier League,DF,32,2809,31.2,,,,,586.0328881563786,Top Starter,619.0448848624173,Top Starter
Douglas Luiz,Aston Villa,eng Premier League,MF,21,2612,29.0,,,431.6994376605681,Top Starter,,,679.7962922472597,Top Starter
Jordan Lukaku,Lazio,it Serie A,DF,25,396,4.4,,,,,,,,
Romelu Lukaku,Inter,it Serie A,FW,26,2979,33.1,606.9272508503473,Top Starter,,,,,344.80174243650714,Solid Squad Player
Dodi Lukebakio,Hertha BSC,de Bundesliga,FW,21,2031,22.6,548.1756341505924,Top Starter,,,,,493.5034729585115,Top Starter
Saša Lukić,Torino,it Serie A,MF,22,1861,20.7,,,416.79424080801044,Top Starter,,,655.4393323688035,Top Starter
Senad Lulić,Lazio,it Serie A,DF,33,1573,17.5,,,,,466.8481691617723,Top Starter,639.7667186253435,Top Starter
John Lundstram,Sheffield Utd,eng Premier League,Off_MF,25,2458,27.3,402.3223519959079,Top Starter,,,,,601.4783879395122,Top Starter
Sebastiano Luperto,Napoli,it Serie A,DF,22,529,5.9,,,,,647.522529701097,Top Starter,684.6409683898377,Top Starter
Arnaud Lusamba,Nice,fr Ligue 1,MF,22,982,10.9,,,601.0768032539083,Top Starter,,,510.2100850776159,Top Starter
Lyanco,Torino,it Serie A,DF,22,1176,13.1,,,,,742.5054068141665,Top Starter,733.5380499716643,Top Starter
Charalampos Lykogiannis,Cagliari,it Serie A,DF,25,1338,14.9,,,,,612.2383578480687,Top Starter,515.288693005928,Top Starter
Yann M'Vila,Saint-Étienne,fr Ligue 1,MF,29,1942,21.6,,,376.90298297888467,Solid Squad Player,,,686.0745067502183,Top Starter
Alexis Mac Allister,Brighton,eng Premier League,Off_MF,20,352,3.9,,,,,,,,
Darwin Machís,Granada,es La Liga,FW,26,2129,23.7,476.26085557660593,Top Starter,,,,,577.4141013128749,Top Starter
Yvann Macon,Saint-Étienne,fr Ligue 1,DF,20,95,1.1,,,,,,,,
James Maddison,Leicester City,eng Premier League,Off_MF,22,2624,29.2,559.1751718694248,Top Starter,,,,,720.7231306172129,Top Starter
Gabriel Magalhães,Lille,fr Ligue 1,DF,21,2087,23.2,,,,,621.2250910194009,Top Starter,865.4198589306974,World Class
Lisandro Magallán,Alavés,es La Liga,DF,25,1197,13.3,,,,,569.6840361826211,Top Starter,618.7485798952629,Top Starter
Francesco Magnanelli,Sassuolo,it Serie A,MF,34,1397,15.5,,,380.1664678548047,Solid Squad Player,,,733.6764754780897,Top Starter
Giangiacomo Magnani,Brescia,it Serie A,DF,23,115,1.3,,,,,,,,
Giangiacomo Magnani,Sassuolo,it Serie A,DF,23,145,1.6,,,,,,,,
Hugo Magnetti,Brest,fr Ligue 1,MF,21,236,2.6,,,,,,,,
Harry Maguire,Manchester Utd,eng Premier League,DF,26,3420,38.0,,,,,657.054005483314,Top Starter,892.2360007417575,World Class
Abdallahi Mahmoud,Alavés,es La Liga,MF,19,152,1.7,,,,,,,,
Riyad Mahrez,Manchester City,eng Premier League,FW,28,1944,21.6,792.5882759216094,World Class,,,,,802.5892295434845,World Class
Thiago Maia,Lille,fr Ligue 1,MF,22,48,0.5,,,,,,,,
Arne Maier,Hertha BSC,de Bundesliga,MF,20,535,5.9,,,525.0884075602308,Top Starter,,,706.0322607194079,Top Starter
Habib Maïga,Metz,fr Ligue 1,MF,23,2266,25.2,,,500.0890016698409,Top Starter,,,818.4698780442988,World Class
Ainsley Maitland-Niles,Arsenal,eng Premier League,DF,21,1386,15.4,,,,,688.3818525344859,Top Starter,778.8313817947518,World Class
Josh Maja,Bordeaux,fr Ligue 1,FW,20,735,8.2,743.9241200039359,Top Starter,,,,,407.86643180685627,Top Starter
Abdul Majeed Waris,Strasbourg,fr Ligue 1,FW,27,371,4.1,,,,,,,,
Žan Majer,Lecce,it Serie A,MF,27,1664,18.5,,,479.14955324650964,Top Starter,,,663.9854178439971,Top Starter
Jean-Victor Makengo,Toulouse,fr Ligue 1,MF,21,988,11.0,,,474.5989763055919,Top Starter,,,575.8410168820583,Top Starter
Nemanja Maksimović,Getafe,es La Liga,MF,24,2895,32.2,,,252.79992081816417,Solid Squad Player,,,503.7122319538407,Top Starter
Nikola Maksimović,Napoli,it Serie A,DF,27,1799,20.0,,,,,691.8724994628385,Top Starter,807.3137764601414,World Class
Kévin Malcuit,Napoli,it Serie A,DF,28,256,2.8,,,,,,,,
Daniel Maldini,Milan,it Serie A,FW,17,27,0.3,,,,,,,,
Ruslan Malinovskyi,Atalanta,it Serie A,Off_MF,26,1535,17.1,807.2746487325027,World Class,,,,,818.0086245801054,World Class
Yunus Mallı,Union Berlin,de Bundesliga,Off_MF,27,673,7.5,265.06959808176236,Solid Squad Player,,,,,427.84438924614847,Top Starter
Hugo Mallo,Celta Vigo,es La Liga,DF,28,1965,21.8,,,,,680.5021290453818,Top Starter,684.8049445060125,Top Starter
Streli Mamba,Paderborn 07,de Bundesliga,FW,25,1521,16.9,376.8970860357088,Solid Squad Player,,,,,315.37937817809865,Solid Squad Player
Hianga Mananga Mbock,Brest,fr Ligue 1,MF,19,141,1.6,,,,,,,,
Vincent Manceau,Angers,fr Ligue 1,DF,30,1980,22.0,,,,,495.30454948688487,Top Starter,540.2833144741583,Top Starter
Gianluca Mancini,Roma,it Serie A,DF,23,2740,30.4,,,,,642.7222580394825,Top Starter,810.3709827695031,World Class
Marco Mancosu,Lecce,it Serie A,Off_MF,30,2440,27.1,418.5195383202297,Top Starter,,,,,512.9420718196778,Top Starter
Reinildo Mandava,Lille,fr Ligue 1,DF,25,1110,12.3,,,,,660.164892382961,Top Starter,767.1045636668971,World Class
Aïssa Mandi,Betis,es La Liga,DF,27,2576,28.6,,,,,564.6174065718546,Top Starter,639.89641168661,Top Starter
Rolando Mandragora,Udinese,it Serie A,MF,22,2050,22.8,,,524.2302595888974,Top Starter,,,590.3770814928711,Top Starter
Sadio Mané,Liverpool,eng Premier League,FW,27,2747,30.5,799.9596987289218,World Class,,,,,719.8271228727704,Top Starter
Eliaquim Mangala,Valencia,es La Liga,DF,28,673,7.5,,,,,496.8948628101069,Top Starter,500.8417614315094,Top Starter
Thomas Mangani,Angers,fr Ligue 1,MF,32,1871,20.8,,,695.2652000677837,Top Starter,,,659.8194236842855,Top Starter
Massimiliano Mangraviti,Brescia,it Serie A,DF,21,972,10.8,,,,,456.93129715647575,Top Starter,482.2948864374118,Top Starter
Kostas Manolas,Napoli,it Serie A,DF,28,2176,24.2,,,,,509.6274190351983,Top Starter,717.2431659660672,Top Starter
Javier Manquillo,Newcastle Utd,eng Premier League,DF,25,1599,17.8,,,,,534.2235588729638,Top Starter,564.7989583532122,Top Starter
