Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand,GKScore_abs,GKBand
Pol Lozano,Espanyol,es La Liga,MF,27.2,18,0.2,,,,,,,,,,
Jon Guridi,Sevilla,es La Liga,Off_MF,31.8,82,0.9,,,,,,,,,,
Alberto Moleiro,Villarreal,es La Liga,MF,23.3,56,0.6,,,,,,,,,,
Gonzalo Villar,Elche,es La Liga,MF,28.8,90,1.0,,,,,,,,,,
Denis Suárez,Alavés,es La Liga,MF,33.0,57,0.6,,,,,,,,,,
Sergio Canales,Real Racing Club,es La Liga,FW,35.9,77,0.9,,,,,,,,,,
Federico Redondo,Elche,es La Liga,MF,24.0,60,0.7,,,,,,,,,,
Nico Guillén,Sevilla,es La Liga,MF,,45,0.5,,,,,,,,,,
Pathé Ciss,Rayo Vallecano,es La Liga,MF,32.8,90,1.0,,,,,,,,,,
Oriol Rey,Levante,es La Liga,MF,28.8,90,1.0,,,,,,,,,,
Pedro Díaz,Rayo Vallecano,es La Liga,MF,,12,0.1,,,,,,,,,,
Óscar Valentín,Rayo Vallecano,es La Liga,MF,32.4,78,0.9,,,,,,,,,,
Diego Villares,La Coruña,es La Liga,MF,,30,0.3,,,,,,,,,,
Alvaro Padilla,Elche,es La Liga,MF,,9,0.1,,,,,,,,,,
Ali Houary,Elche,es La Liga,MF,,81,0.9,,,,,,,,,,
Orel Mangala,Getafe,es La Liga,MF,28.8,90,1.0,,,,,,,,,,
Kevin Sánchez,La Coruña,es La Liga,MF,24.0,12,0.1,,,,,,,,,,
Antonio Blanco,Alavés,es La Liga,MF,26.4,89,1.0,,,,,,,,,,
Ruben Vargas,Sevilla,es La Liga,MF,28.4,20,0.2,,,,,,,,,,
Ilias Akhomach,Villarreal,es La Liga,MF,22.7,13,0.1,,,,,,,,,,
Carlos Álvarez,Levante,es La Liga,MF,23.4,45,0.5,,,,,,,,,,
Martim Neto,Elche,es La Liga,MF,24.0,60,0.7,,,,,,,,,,
Isaac Palazón Camacho,Rayo Vallecano,es La Liga,MF,24.3,20,0.2,,,,,,,,,,
Enzo Bardeli,Levante,es La Liga,MF,24.5,45,0.5,,,,,,,,,,
Kareem Tunde,Levante,es La Liga,MF,21.4,14,0.2,,,,,,,,,,
Diego Díaz,Real Racing Club,es La Liga,MF,25.0,13,0.1,,,,,,,,,,
Luismi,La Coruña,es La Liga,MF,25.6,19,0.2,,,,,,,,,,
Oso,Sevilla,es La Liga,MF,23.5,78,0.9,,,,,,,,,,
Lucas Cepeda,Elche,es La Liga,MF,24.2,30,0.3,,,,,,,,,,
Pablo Ibáñez,Alavés,es La Liga,MF,28.3,90,1.0,,,,,,,,,,
Olasagasti,Levante,es La Liga,MF,26.4,90,1.0,,,,,,,,,,
Víctor García,Levante,es La Liga,MF,25.0,76,0.8,,,,,,,,,,
Tajon Buchanan,Villarreal,es La Liga,MF,27.9,34,0.4,,,,,,,,,,
Alberto Risco,Getafe,es La Liga,MF,21.3,24,0.3,,,,,,,,,,
Santi Comesaña,Villarreal,es La Liga,MF,30.2,56,0.6,,,,,,,,,,
David Mella,La Coruña,es La Liga,MF,31.2,19,0.2,,,,,,,,,,
Jofre,Espanyol,es La Liga,MF,25.5,9,0.1,,,,,,,,,,
Ander Guevara,Alavés,es La Liga,MF,29.5,1,0.0,,,,,,,,,,
Carles Aleñá,Alavés,es La Liga,MF,29.0,1,0.0,,,,,,,,,,
Mariano,Alavés,es La Liga,FW,33.4,33,0.4,,,,,,,,,,
Roberto Férnandez,Espanyol,es La Liga,FW,,90,1.0,,,,,,,,,,
Nicolas Pépé,Villarreal,es La Liga,FW,31.6,77,0.9,,,,,,,,,,
Pierre-Emerick Aubameyang,La Coruña,es La Liga,FW,37.5,85,0.9,,,,,,,,,,
Alexandre Alemão,Rayo Vallecano,es La Liga,FW,,25,0.3,,,,,,,,,,
Gerard Moreno,Villarreal,es La Liga,FW,34.7,34,0.4,,,,,,,,,,
Robbie Ure,Sevilla,es La Liga,FW,22.8,45,0.5,,,,,,,,,,
Bil Nsongo,La Coruña,es La Liga,FW,,60,0.7,,,,,,,,,,
Toni Martínez,Alavés,es La Liga,FW,29.5,90,1.0,,,,,,,,,,
Ayoze Pérez,Villarreal,es La Liga,FW,33.4,56,0.6,,,,,,,,,,
Iván Romero,Levante,es La Liga,FW,25.7,64,0.7,,,,,,,,,,
Tete Morente,Elche,es La Liga,MF,30.1,30,0.3,,,,,,,,,,
Chidera Ejuke,Sevilla,es La Liga,FW,29.0,12,0.1,,,,,,,,,,
Sergio Camello,Rayo Vallecano,es La Liga,FW,25.9,26,0.3,,,,,,,,,,
Enes Ünal,Getafe,es La Liga,FW,29.6,45,0.5,,,,,,,,,,
Jonathan Asp Jensen,La Coruña,es La Liga,FW,21.0,60,0.7,,,,,,,,,,
Zakaria Eddahchouri,La Coruña,es La Liga,FW,26.6,30,0.3,,,,,,,,,,
Jorge de Frutos,Rayo Vallecano,es La Liga,FW,29.9,90,1.0,,,,,,,,,,
Aitor Mañas,Alavés,es La Liga,FW,24.0,57,0.6,,,,,,,,,,
Fernando Niño,Elche,es La Liga,FW,,69,0.8,,,,,,,,,,
Marcos Fernández,Espanyol,es La Liga,FW,,9,0.1,,,,,,,,,,
Yassir Zabiri,Real Racing Club,es La Liga,FW,21.9,21,0.2,,,,,,,,,,
Paco Cortés,Levante,es La Liga,FW,19.4,45,0.5,,,,,,,,,,
Umaru Konare Tounkara,Elche,es La Liga,FW,,21,0.2,,,,,,,,,,
Isaac Romero,Sevilla,es La Liga,FW,26.6,45,0.5,,,,,,,,,,
Georges Mikautadze,Villarreal,es La Liga,FW,26.2,90,1.0,,,,,,,,,,
Randy Nteka,Rayo Vallecano,es La Liga,FW,29.1,65,0.7,,,,,,,,,,
Karl Etta Eyong,Levante,es La Liga,FW,23.2,45,0.5,,,,,,,,,,
Asier Villalibre,Real Racing Club,es La Liga,FW,29.3,69,0.8,,,,,,,,,,
Martin Satriano,Getafe,es La Liga,FW,25.9,73,0.8,,,,,,,,,,
Ronald Koeman Jr,SC Telstar,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Kilian Nikièma,ADO Den Haag,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Karst de Leeuw,Willem II Tilburg,nl Eredivisie,GK,,90,1.0,,,,,,,,,,
Marc-André Ter Stegen,AFC Ajax,nl Eredivisie,GK,34.7,180,2.0,,,,,,,,,,
Jasper Schendelaar,PEC Zwolle,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Etienne Vaessen,FC Groningen,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Mattijs Branderhorst,Fortuna Sittard,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Stijn van Gassel,Excelsior,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Thijs Jansen,SC Cambuur,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Lars Unnerstall,FC Twente,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Tjark Ernst,Feyenoord,nl Eredivisie,GK,23.8,180,2.0,,,,,,,,,,
Jari De Busser,AZ Alkmaar,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Filip Bednarek,Sparta Rotterdam,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Thomas Didillon,Willem II Tilburg,nl Eredivisie,GK,31.1,68,0.8,,,,,,,,,,
Matěj Kovář,PSV Eindhoven,nl Eredivisie,GK,26.6,180,2.0,,,,,,,,,,
Bernt Klaverboer,SC Heerenveen,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Michael Brouwer,FC Utrecht,nl Eredivisie,GK,,90,1.0,,,,,,,,,,
Gonzalo Crettaz,NEC Nijmegen,nl Eredivisie,GK,,180,2.0,,,,,,,,,,
Wouter Van der Steen,Willem II Tilburg,nl Eredivisie,GK,,22,0.2,,,,,,,,,,
Kjetil Haug,Go Ahead Eagles,nl Eredivisie,GK,28.6,180,2.0,,,,,,,,,,
Vasilis Barkas,FC Utrecht,nl Eredivisie,GK,,90,1.0,,,,,,,,,,
Abdelnour Soualhia,SC Telstar,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Julius Dirksen,Go Ahead Eagles,nl Eredivisie,DF,,75,0.8,,,,,,,,,,
Philippe Sandler,NEC Nijmegen,nl Eredivisie,DF,29.9,26,0.3,,,,,,,,,,
Sergiño Dest,PSV Eindhoven,nl Eredivisie,DF,26.2,89,1.0,,,,,,,,,,
Simon Janssen,Excelsior,nl Eredivisie,DF,,161,1.8,,,,,,,,,,
Ruud Nijstad,FC Twente,nl Eredivisie,DF,,90,1.0,,,,,,,,,,
Marvin Young,Sparta Rotterdam,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Bart van Rooij,FC Twente,nl Eredivisie,DF,,159,1.8,,,,,,,,,,
Aaron Bouwman,AFC Ajax,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Sam Kersten,SC Heerenveen,nl Eredivisie,DF,,173,1.9,,,,,,,,,,
Maas Willemsen,SC Heerenveen,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Mateo Chávez,AZ Alkmaar,nl Eredivisie,DF,,163,1.8,,,,,,,,,,
Bas Kuipers,Sparta Rotterdam,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Tobias Storm,NEC Nijmegen,nl Eredivisie,DF,,90,1.0,,,,,,,,,,
Deveron Fonville,NEC Nijmegen,nl Eredivisie,DF,,165,1.8,,,,,,,,,,
Lucas Oliveira Rosa,AFC Ajax,nl Eredivisie,DF,26.7,180,2.0,,,,,,,,,,
Youri Baas,AFC Ajax,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Casper Widell,Excelsior,nl Eredivisie,DF,,105,1.2,,,,,,,,,,
Mika Mármol,Feyenoord,nl Eredivisie,DF,25.5,180,2.0,,,,,,,,,,
Giovanni van Zwam,Go Ahead Eagles,nl Eredivisie,DF,,105,1.2,,,,,,,,,,
Wouter Goes,AZ Alkmaar,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Ismaël Baouf,SC Cambuur,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Marvin Peersman,SC Telstar,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Ryan Flamingo,PSV Eindhoven,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Hidde ter Avest,Willem II Tilburg,nl Eredivisie,DF,29.6,21,0.2,,,,,,,,,,
Gerald Alders,SC Telstar,nl Eredivisie,DF,,64,0.7,,,,,,,,,,
Guilherme Peixoto,FC Twente,nl Eredivisie,DF,,21,0.2,,,,,,,,,,
Lushendry Edward Martes,Sparta Rotterdam,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Mauro Júnior,PSV Eindhoven,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Jerry St. Juste,Feyenoord,nl Eredivisie,DF,30.2,180,2.0,,,,,,,,,,
Márk Csinger,FC Groningen,nl Eredivisie,DF,,31,0.3,,,,,,,,,,
Mees De Wit,AZ Alkmaar,nl Eredivisie,DF,,17,0.2,,,,,,,,,,
Bruno Martins Indi,Sparta Rotterdam,nl Eredivisie,DF,34.9,90,1.0,,,,,,,,,,
Mats Egbring,SC Heerenveen,nl Eredivisie,DF,,68,0.8,,,,,,,,,,
Lewis Schouten,AZ Alkmaar,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Ivo Pinto,Fortuna Sittard,nl Eredivisie,DF,37.0,180,2.0,,,,,,,,,,
Marco Rente,FC Groningen,nl Eredivisie,DF,,30,0.3,,,,,,,,,,
Thijmen Blokzijl,FC Groningen,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Vasilios Zagaritis,SC Heerenveen,nl Eredivisie,DF,25.7,180,2.0,,,,,,,,,,
Syb Van Ottele,Fortuna Sittard,nl Eredivisie,DF,,168,1.9,,,,,,,,,,
Joris Kramer,Go Ahead Eagles,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Rick Meissen,Excelsior,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Nick de Groot,Fortuna Sittard,nl Eredivisie,DF,,29,0.3,,,,,,,,,,
Rion Ichihara,AZ Alkmaar,nl Eredivisie,DF,,10,0.1,,,,,,,,,,
Darling Bladi,SC Heerenveen,nl Eredivisie,DF,,13,0.1,,,,,,,,,,
Tijme Wessels,Feyenoord,nl Eredivisie,DF,,18,0.2,,,,,,,,,,
Prince Aning,SC Telstar,nl Eredivisie,DF,,53,0.6,,,,,,,,,,
Lasse Wilhelm,ADO Den Haag,nl Eredivisie,DF,,20,0.2,,,,,,,,,,
Jamal Amofa,SC Cambuur,nl Eredivisie,DF,,172,1.9,,,,,,,,,,
Aske Adelgaard,FC Twente,nl Eredivisie,DF,,167,1.9,,,,,,,,,,
Armando Obispo,PSV Eindhoven,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Robin Pröpper,FC Twente,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Caio Henrique Oliveira Silva,AFC Ajax,nl Eredivisie,DF,29.4,180,2.0,,,,,,,,,,
Othniël Raterink,ADO Den Haag,nl Eredivisie,DF,20.7,45,0.5,,,,,,,,,,
Nikolai Soyset Hopland,SC Heerenveen,nl Eredivisie,DF,,13,0.1,,,,,,,,,,
Mats Lemmens,Willem II Tilburg,nl Eredivisie,DF,,35,0.4,,,,,,,,,,
Elijah Dijkstra,AZ Alkmaar,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Hristiyan Petrov,SC Heerenveen,nl Eredivisie,DF,,30,0.3,,,,,,,,,,
Givairo Read,Feyenoord,nl Eredivisie,DF,,155,1.7,,,,,,,,,,
Seiya Maikuma,AZ Alkmaar,nl Eredivisie,DF,,9,0.1,,,,,,,,,,
Jan Plug,Excelsior,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Alfons Sampsted,Go Ahead Eagles,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Siebe Wylin,Fortuna Sittard,nl Eredivisie,DF,,135,1.5,,,,,,,,,,
Guus Offerhaus,FC Utrecht,nl Eredivisie,DF,,110,1.2,,,,,,,,,,
Max Bruns,FC Twente,nl Eredivisie,DF,,90,1.0,,,,,,,,,,
Nick Verschuren,Sparta Rotterdam,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Tsuyoshi Watanabe,Feyenoord,nl Eredivisie,DF,,64,0.7,,,,,,,,,,
Jasper Dahlhaus,Fortuna Sittard,nl Eredivisie,DF,,159,1.8,,,,,,,,,,
Gabi Caschili,SC Telstar,nl Eredivisie,DF,,77,0.9,,,,,,,,,,
Brayann Pereira,NEC Nijmegen,nl Eredivisie,DF,23.6,180,2.0,,,,,,,,,,
Teo Quintero,Sparta Rotterdam,nl Eredivisie,DF,,13,0.1,,,,,,,,,,
Jordan Lotomba,Feyenoord,nl Eredivisie,DF,28.3,25,0.3,,,,,,,,,,
Neville Nwankwo,FC Utrecht,nl Eredivisie,DF,,10,0.1,,,,,,,,,,
Ferdinand Pohl,FC Utrecht,nl Eredivisie,DF,,124,1.4,,,,,,,,,,
Siebe Horemans,FC Utrecht,nl Eredivisie,DF,,160,1.8,,,,,,,,,,
Finn Stam,Willem II Tilburg,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Alessandro Ciranni,Willem II Tilburg,nl Eredivisie,DF,,159,1.8,,,,,,,,,,
Pascal Mulder,ADO Den Haag,nl Eredivisie,DF,,163,1.8,,,,,,,,,,
Dean James,Go Ahead Eagles,nl Eredivisie,DF,,155,1.7,,,,,,,,,,
Amine Et-Taibi,Willem II Tilburg,nl Eredivisie,DF,,22,0.2,,,,,,,,,,
Oliver Braude,SC Heerenveen,nl Eredivisie,DF,,87,1.0,,,,,,,,,,
Nick Viergever,PEC Zwolle,nl Eredivisie,DF,37.4,180,2.0,,,,,,,,,,
Simon Graves,PEC Zwolle,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Osman Turay,Excelsior,nl Eredivisie,DF,,54,0.6,,,,,,,,,,
Olivier Aertssen,PEC Zwolle,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Elvis Van der Laan,FC Groningen,nl Eredivisie,DF,,119,1.3,,,,,,,,,,
Wouter Prins,FC Groningen,nl Eredivisie,DF,,158,1.8,,,,,,,,,,
Ryan van de Pavert,SC Cambuur,nl Eredivisie,DF,,45,0.5,,,,,,,,,,
Arthur Zagre,FC Utrecht,nl Eredivisie,DF,25.2,170,1.9,,,,,,,,,,
Kiliann Sildillia,PSV Eindhoven,nl Eredivisie,DF,24.6,11,0.1,,,,,,,,,,
Illaijh de Ruijter,ADO Den Haag,nl Eredivisie,DF,,123,1.4,,,,,,,,,,
Justin Hubner,Fortuna Sittard,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Niklas Vesterlund,FC Utrecht,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Tijs Velthuis,PEC Zwolle,nl Eredivisie,DF,,26,0.3,,,,,,,,,,
Milan Hokke,ADO Den Haag,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Morgan Costarelli,SC Cambuur,nl Eredivisie,DF,,90,1.0,,,,,,,,,,
Almugera Kabar,NEC Nijmegen,nl Eredivisie,DF,20.6,15,0.2,,,,,,,,,,
Sherel Constancio Floranus,PEC Zwolle,nl Eredivisie,DF,,57,0.6,,,,,,,,,,
Tyrique Mercera,FC Groningen,nl Eredivisie,DF,,19,0.2,,,,,,,,,,
Damian van der Haar,PEC Zwolle,nl Eredivisie,DF,,114,1.3,,,,,,,,,,
Mike Eerdhuijzen,FC Utrecht,nl Eredivisie,DF,,135,1.5,,,,,,,,,,
Nolan Martens,Excelsior,nl Eredivisie,DF,,120,1.3,,,,,,,,,,
Matteo Waem,ADO Den Haag,nl Eredivisie,DF,,135,1.5,,,,,,,,,,
Lucas Jetten,SC Cambuur,nl Eredivisie,DF,,155,1.7,,,,,,,,,,
Rik Mulders,SC Cambuur,nl Eredivisie,DF,,54,0.6,,,,,,,,,,
Per van Loon,Willem II Tilburg,nl Eredivisie,DF,,158,1.8,,,,,,,,,,
Justin Hoogma,Willem II Tilburg,nl Eredivisie,DF,28.6,180,2.0,,,,,,,,,,
Nathan Tjoe-A-On,Willem II Tilburg,nl Eredivisie,DF,,159,1.8,,,,,,,,,,
Matisse Didden,FC Utrecht,nl Eredivisie,DF,,45,0.5,,,,,,,,,,
Sekou Sylla,ADO Den Haag,nl Eredivisie,DF,,180,2.0,,,,,,,,,,
Nikolas Brandis,FC Groningen,nl Eredivisie,DF,,3,0.0,,,,,,,,,,
Bram Nuytinck,NEC Nijmegen,nl Eredivisie,DF,36.7,1,0.0,,,,,,,,,,
Noah Fernandez,PSV Eindhoven,nl Eredivisie,MF,,90,1.0,,,,,,,,,,
Melle Meulensteen,Go Ahead Eagles,nl Eredivisie,MF,,75,0.8,,,,,,,,,,
David van der Werff,FC Groningen,nl Eredivisie,MF,,180,2.0,,,,,,,,,,
Noah Naujoks,Excelsior,nl Eredivisie,MF,,90,1.0,,,,,,,,,,
Daouda Weidmann,FC Twente,nl Eredivisie,MF,,80,0.9,,,,,,,,,,
Irakli Yegoian,Excelsior,nl Eredivisie,MF,,165,1.8,,,,,,,,,,
Ro-Zangelo Daal,AZ Alkmaar,nl Eredivisie,MF,,162,1.8,,,,,,,,,,
Gjivai Zechiël,Feyenoord,nl Eredivisie,MF,,180,2.0,,,,,,,,,,
Luciano Valente,Feyenoord,nl Eredivisie,MF,,177,2.0,,,,,,,,,,
Anis Hadj Moussa,Feyenoord,nl Eredivisie,MF,,172,1.9,,,,,,,,,,
Joey Veerman,PSV Eindhoven,nl Eredivisie,MF,,90,1.0,,,,,,,,,,
