Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,Season
Yoann Andreu,Angers,fr Ligue 1,DF,28.0,2070,23.0,,,,,355.07289964040535,Solid Squad Player,2017-2018
Miguel Ángel Guerrero,Leganés,es La Liga,FW,27.0,1442,16.0,311.00547996976564,Solid Squad Player,,,,,2017-2018
José Ángel,Eibar,es La Liga,DF,27.0,2426,27.0,,,,,355.1887125220458,Solid Squad Player,2017-2018
Gabriele Angella,Udinese,it Serie A,DF,28.0,893,9.9,,,,,513.1934212635965,Top Starter,2017-2018
Cristian Ansaldi,Torino,it Serie A,DF,30.0,1872,20.8,,,,,336.47998200629775,Solid Squad Player,2017-2018
Luca Antei,Benevento,it Serie A,DF,25.0,592,6.6,,,,,648.4271284271284,Top Starter,2017-2018
Mirco Antenucci,SPAL,it Serie A,FW,32.0,2571,28.6,370.87603930461074,Solid Squad Player,,,,,2017-2018
Waldemar Anton,Hannover 96,de Bundesliga,Def_MF,21.0,2278,25.3,,,,,546.1293463939967,Top Starter,2017-2018
Michail Antonio,West Ham,eng Premier League,FW,27.0,1354,15.0,247.37490551776267,Solid Squad Player,,,,,2017-2018
Vitorino Antunes,Getafe,es La Liga,DF,30.0,2799,31.1,,,,,367.2798287250816,Solid Squad Player,2017-2018
Dennis Aogo,Stuttgart,de Bundesliga,MF,30.0,1954,21.7,,,514.7465437788019,Top Starter,,,2017-2018
Houssem Aouar,Lyon,fr Ligue 1,FW,19.0,2433,27.0,345.9548584866045,Solid Squad Player,,,,,2017-2018
Alberto Aquilani,Las Palmas,es La Liga,MF,33.0,1297,14.4,,,273.28703703703707,Solid Squad Player,,,2017-2018
Mauro Arambarri,Getafe,es La Liga,MF,21.0,2124,23.6,,,224.15819209039552,Solid Squad Player,,,2017-2018
Charles Aránguiz,Leverkusen,de Bundesliga,MF,28.0,2302,25.6,,,438.125,Top Starter,,,2017-2018
Luiz Araújo,Lille,fr Ligue 1,FW,21.0,2018,22.4,309.3316056581363,Solid Squad Player,,,,,2017-2018
Anaitz Arbilla,Eibar,es La Liga,DF,30.0,2414,26.8,,,,,445.4861033179964,Top Starter,2017-2018
Scott Arfield,Burnley,eng Premier League,FW,28.0,1333,14.8,152.25300811015097,Below Big-5 Level,,,,,2017-2018
Marko Arnautović,West Ham,eng Premier League,FW,28.0,2313,25.7,453.5264153218572,Top Starter,,,,,2017-2018
Maximilian Arnold,Wolfsburg,de Bundesliga,MF,23.0,2454,27.3,,,376.0927960927961,Solid Squad Player,,,2017-2018
Jann-Fiete Arp,Hamburger SV,de Bundesliga,FW,17.0,850,9.4,184.07066467248836,Below Big-5 Level,,,,,2017-2018
Harry Arter,Bournemouth,eng Premier League,MF,27.0,960,10.7,,,252.77258566978193,Solid Squad Player,,,2017-2018
Kwadwo Asamoah,Juventus,it Serie A,DF,28.0,1568,17.4,,,,,272.7500744197659,Solid Squad Player,2017-2018
Takuma Asano,Stuttgart,de Bundesliga,FW,22.0,721,8.0,223.4100529100529,Solid Squad Player,,,,,2017-2018
Santiago Ascacíbar,Stuttgart,de Bundesliga,MF,20.0,2381,26.5,,,208.67924528301887,Solid Squad Player,,,2017-2018
Marco Asensio,Real Madrid,es La Liga,FW,21.0,1844,20.5,487.2426027321498,Top Starter,,,,,2017-2018
Iago Aspas,Celta Vigo,es La Liga,FW,29.0,2936,32.6,640.5049432179142,Top Starter,,,,,2017-2018
Benoît Assou-Ekotto,Metz,fr Ligue 1,DF,33.0,1051,11.7,,,,,424.5231311897978,Top Starter,2017-2018
Davide Astori,Fiorentina,it Serie A,DF,30.0,2250,25.0,,,,,485.46272347535506,Top Starter,2017-2018
Christian Atsu,Newcastle Utd,eng Premier League,FW,25.0,1784,19.8,240.2088725501424,Solid Squad Player,,,,,2017-2018
Pierre-Emerick Aubameyang,Arsenal,eng Premier League,FW,28.0,1057,11.7,724.7614234677727,Top Starter,,,,,2017-2018
Pierre-Emerick Aubameyang,Dortmund,de Bundesliga,FW,28.0,1416,15.7,703.1167896741146,Top Starter,,,,,2017-2018
Jean-Kévin Augustin,RB Leipzig,de Bundesliga,FW,20.0,1266,14.1,581.0141602740387,Top Starter,,,,,2017-2018
Ludwig Augustinsson,Werder Bremen,de Bundesliga,FW,23.0,2532,28.1,128.73432401825892,Below Big-5 Level,,,,,2017-2018
Serge Aurier,Tottenham,eng Premier League,DF,24.0,1429,15.9,,,,,408.8334042653803,Top Starter,2017-2018
Charlie Austin,Southampton,eng Premier League,FW,28.0,1037,11.5,485.03729994413226,Top Starter,,,,,2017-2018
Danilo Avelar,Amiens,fr Ligue 1,DF,28.0,1727,19.2,,,,,422.9469507101086,Top Starter,2017-2018
Felipe Avenatti,Bologna,it Serie A,FW,24.0,468,5.2,57.10361067503925,Below Big-5 Level,,,,,2017-2018
Durel Avounou,Caen,fr Ligue 1,MF,19.0,651,7.2,,,181.11111111111111,Below Big-5 Level,,,2017-2018
Chidozie Awaziem,Nantes,fr Ligue 1,DF,20.0,1512,16.8,,,,,426.6756718636418,Top Starter,2017-2018
André Ayew,West Ham,eng Premier League,FW,27.0,895,9.9,315.32235048901714,Solid Squad Player,,,,,2017-2018
André Ayew,Swansea City,eng Premier League,FW,27.0,950,10.6,183.9201001155179,Below Big-5 Level,,,,,2017-2018
Jordan Ayew,Swansea City,eng Premier League,FW,25.0,2852,31.7,241.045774706658,Solid Squad Player,,,,,2017-2018
Karim Azamoum,Troyes,fr Ligue 1,MF,27.0,2251,25.0,,,274.944,Solid Squad Player,,,2017-2018
César Azpilicueta,Chelsea,eng Premier League,DF,27.0,3330,37.0,,,,,437.75799860010386,Top Starter,2017-2018
Ludovic Baal,Rennes,fr Ligue 1,DF,31.0,1159,12.9,,,,,352.0247647542629,Solid Squad Player,2017-2018
Khouma Babacar,Fiorentina,it Serie A,FW,24.0,448,5.0,730.8692365835225,Top Starter,,,,,2017-2018
Khouma Babacar,Sassuolo,it Serie A,FW,24.0,750,8.3,317.2374759810216,Solid Squad Player,,,,,2017-2018
Carlos Bacca,Villarreal,es La Liga,FW,30.0,2497,27.7,512.6605597714416,Top Starter,,,,,2017-2018
Milan Badelj,Fiorentina,it Serie A,MF,28.0,2351,26.1,,,470.31928480204346,Top Starter,,,2017-2018
Holger Badstuber,Stuttgart,de Bundesliga,Def_MF,28.0,2173,24.1,,,,,464.4225950648466,Top Starter,2017-2018
Stéphane Bahoken,Strasbourg,fr Ligue 1,FW,25.0,1662,18.5,338.3285734714306,Solid Squad Player,,,,,2017-2018
Daniel Baier,Augsburg,de Bundesliga,MF,33.0,2538,28.2,,,379.1252955082743,Solid Squad Player,,,2017-2018
Leon Bailey,Leverkusen,de Bundesliga,FW,19.0,2215,24.6,499.0041203473259,Top Starter,,,,,2017-2018
Eric Bailly,Manchester Utd,eng Premier League,DF,23.0,1001,11.1,,,,,460.6609617135933,Top Starter,2017-2018
Leighton Baines,Everton,eng Premier League,DF,32.0,1909,21.2,,,,,270.11396415567214,Solid Squad Player,2017-2018
Marvin Bakalorz,Hannover 96,de Bundesliga,MF,27.0,2055,22.8,,,264.08187134502924,Solid Squad Player,,,2017-2018
Cédric Bakambu,Villarreal,es La Liga,FW,26.0,1263,14.0,481.8901846452867,Top Starter,,,,,2017-2018
Tiemoué Bakayoko,Chelsea,eng Premier League,MF,22.0,2126,23.6,,,361.5536723163841,Solid Squad Player,,,2017-2018
Zakaria Bakkali,La Coruña,es La Liga,FW,21.0,909,10.1,135.14043241058795,Below Big-5 Level,,,,,2017-2018
Keita Baldé,Monaco,fr Ligue 1,FW,22.0,1473,16.4,468.6046863189721,Top Starter,,,,,2017-2018
Gareth Bale,Real Madrid,es La Liga,FW,28.0,1799,20.0,705.2229780801209,Top Starter,,,,,2017-2018
Mikel Balenziaga,Athletic Club,es La Liga,DF,29.0,1549,17.2,,,,,355.15066736608964,Solid Squad Player,2017-2018
Andrija Balić,Udinese,it Serie A,MF,19.0,1083,12.0,,,373.61111111111114,Solid Squad Player,,,2017-2018
Iván Balliu,Metz,fr Ligue 1,DF,25.0,1951,21.7,,,,,320.60489164539615,Solid Squad Player,2017-2018
Fodé Ballo-Touré,Lille,fr Ligue 1,DF,20.0,2055,22.8,,,,,335.0531299007752,Solid Squad Player,2017-2018
Florent Balmont,Dijon,fr Ligue 1,MF,37.0,860,9.6,,,592.9166666666667,Top Starter,,,2017-2018
Leon Balogun,Mainz 05,de Bundesliga,DF,29.0,1173,13.0,,,,,560.2932272405957,Top Starter,2017-2018
Mario Balotelli,Nice,fr Ligue 1,FW,26.0,2269,25.2,600.7284310549618,Top Starter,,,,,2017-2018
Abdoulaye Bamba,Angers,fr Ligue 1,DF,27.0,1533,17.0,,,,,252.91228070175436,Solid Squad Player,2017-2018
Jonathan Bamba,Saint-Étienne,fr Ligue 1,FW,21.0,2572,28.6,425.2537832537831,Top Starter,,,,,2017-2018
Yacine Bammou,Nantes,fr Ligue 1,FW,25.0,725,8.1,276.60293664791027,Solid Squad Player,,,,,2017-2018
Éver Banega,Sevilla,es La Liga,MF,29.0,2399,26.7,,,660.6741573033707,Top Starter,,,2017-2018
Mattia Bani,Chievo,it Serie A,DF,23.0,1317,14.6,,,,,523.1517149036976,Top Starter,2017-2018
Léo Baptistão,Espanyol,es La Liga,FW,24.0,2677,29.7,320.9657751615424,Solid Squad Player,,,,,2017-2018
Antonín Barák,Udinese,it Serie A,MF,22.0,2713,30.1,,,462.65780730897006,Top Starter,,,2017-2018
Andrea Barberis,Crotone,it Serie A,MF,23.0,3029,33.7,,,310.06132542037585,Solid Squad Player,,,2017-2018
Enis Bardhi,Levante,es La Liga,Off_MF,22.0,1580,17.6,429.6172258297258,Top Starter,,,,,2017-2018
Phil Bardsley,Burnley,eng Premier League,DF,32.0,1125,12.5,,,,,480.6223558897243,Top Starter,2017-2018
Nicolò Barella,Cagliari,it Serie A,MF,20.0,2955,32.8,,,417.58130081300817,Top Starter,,,2017-2018
Philipp Bargfrede,Werder Bremen,de Bundesliga,MF,28.0,1859,20.7,,,258.0032206119163,Solid Squad Player,,,2017-2018
Ashley Barnes,Burnley,eng Premier League,FW,27.0,2165,24.1,298.4200891975047,Solid Squad Player,,,,,2017-2018
Antonio Barragán,Betis,es La Liga,DF,30.0,2373,26.4,,,,,317.63879395458343,Solid Squad Player,2017-2018
Antonio Barreca,Torino,it Serie A,DF,22.0,468,5.2,,,,,296.681447207763,Solid Squad Player,2017-2018
Édgar Barreto,Sampdoria,it Serie A,MF,33.0,1965,21.8,,,356.81957186544344,Solid Squad Player,,,2017-2018
Gareth Barry,West Brom,eng Premier League,MF,36.0,1923,21.4,,,326.23052959501564,Solid Squad Player,,,2017-2018
Fin Bartels,Werder Bremen,de Bundesliga,FW,30.0,1121,12.5,320.4221466364324,Solid Squad Player,,,,,2017-2018
Marc Bartra,Betis,es La Liga,DF,26.0,1420,15.8,,,,,535.7080464875269,Top Starter,2017-2018
Marc Bartra,Dortmund,de Bundesliga,DF,26.0,807,9.0,,,,,574.8541724682076,Top Starter,2017-2018
Andrea Barzagli,Juventus,it Serie A,DF,36.0,1447,16.1,,,,,316.90945790978475,Solid Squad Player,2017-2018
Daniele Baselli,Torino,it Serie A,MF,25.0,2521,28.0,,,315.9285714285714,Solid Squad Player,,,2017-2018
Dušan Basta,Lazio,it Serie A,DF,32.0,775,8.6,,,,,304.94608614559655,Solid Squad Player,2017-2018
Gil Bastião Dias,Fiorentina,it Serie A,FW,20.0,1190,13.2,307.834283881903,Solid Squad Player,,,,,2017-2018
Samuel Bastien,Chievo,it Serie A,MF,20.0,1355,15.1,,,207.4966887417219,Solid Squad Player,,,2017-2018
Borja Bastón,Málaga,es La Liga,FW,24.0,985,10.9,238.01962456746207,Solid Squad Player,,,,,2017-2018
Bastos,Lazio,it Serie A,DF,26.0,1407,15.6,,,,,414.1807510228562,Top Starter,2017-2018
Michy Batshuayi,Dortmund,de Bundesliga,FW,23.0,839,9.3,604.4581270979121,Top Starter,,,,,2017-2018
Moritz Bauer,Stoke City,eng Premier League,Def_MF,25.0,1306,14.5,,,,,288.9738464101283,Solid Squad Player,2017-2018
Robert Bauer,Werder Bremen,de Bundesliga,FW,22.0,956,10.6,53.72525991528687,Below Big-5 Level,,,,,2017-2018
Timo Baumgartl,Stuttgart,de Bundesliga,DF,21.0,2610,29.0,,,,,484.6034626796877,Top Starter,2017-2018
Julian Baumgartlinger,Leverkusen,de Bundesliga,MF,29.0,1393,15.5,,,265.0322580645161,Solid Squad Player,,,2017-2018
Paul Baysse,Málaga,es La Liga,DF,29.0,1239,13.8,,,,,419.9097656305894,Top Starter,2017-2018
Paul Baysse,Bordeaux,fr Ligue 1,DF,29.0,566,6.3,,,,,329.93595098858253,Solid Squad Player,2017-2018
Hervé Bazile,Caen,fr Ligue 1,FW,27.0,876,9.7,176.62497370082056,Below Big-5 Level,,,,,2017-2018
Riechedly Bazoer,Wolfsburg,de Bundesliga,MF,20.0,592,6.6,,,185.95959595959596,Below Big-5 Level,,,2017-2018
Claudio Beauvue,Leganés,es La Liga,FW,29.0,1672,18.6,159.2994822779769,Below Big-5 Level,,,,,2017-2018
Ihlas Bebou,Hannover 96,de Bundesliga,FW,23.0,2140,23.8,321.11304839396075,Solid Squad Player,,,,,2017-2018
Andreas Beck,Stuttgart,de Bundesliga,DF,30.0,1927,21.4,,,,,308.2094644711467,Solid Squad Player,2017-2018
Valon Behrami,Udinese,it Serie A,MF,32.0,1398,15.5,,,196.6021505376344,Below Big-5 Level,,,2017-2018
Ishak Belfodil,Werder Bremen,de Bundesliga,FW,25.0,1350,15.0,354.2273872511968,Solid Squad Player,,,,,2017-2018
Stefan Bell,Mainz 05,de Bundesliga,DF,25.0,2177,24.2,,,,,471.20320209489415,Top Starter,2017-2018
Karim Bellarabi,Leverkusen,de Bundesliga,FW,27.0,1146,12.7,357.9181114265479,Solid Squad Player,,,,,2017-2018
Héctor Bellerín,Arsenal,eng Premier League,DF,22.0,3051,33.9,,,,,309.2032933858738,Solid Squad Player,2017-2018
François Bellugou,Troyes,fr Ligue 1,MF,30.0,2177,24.2,,,156.39118457300273,Below Big-5 Level,,,2017-2018
Andrea Belotti,Torino,it Serie A,FW,23.0,2683,29.8,366.7363425608871,Solid Squad Player,,,,,2017-2018
Wissam Ben Yedder,Sevilla,es La Liga,FW,26.0,1700,18.9,529.256559766764,Top Starter,,,,,2017-2018
Ahmad Benali,Crotone,it Serie A,MF,25.0,811,9.0,,,410.59259259259255,Top Starter,,,2017-2018
Marco Benassi,Fiorentina,it Serie A,FW,22.0,2782,30.9,255.28371334150347,Solid Squad Player,,,,,2017-2018
Medhi Benatia,Juventus,it Serie A,DF,30.0,1755,19.5,,,,,480.3718698455541,Top Starter,2017-2018
Lars Bender,Leverkusen,de Bundesliga,MF,28.0,1595,17.7,,,547.6459510357816,Top Starter,,,2017-2018
Sven Bender,Leverkusen,de Bundesliga,DF,28.0,2345,26.1,,,,,511.0262245652445,Top Starter,2017-2018
Nicolas Benezet,Guingamp,fr Ligue 1,FW,26.0,1648,18.3,330.3805124964376,Solid Squad Player,,,,,2017-2018
Ramy Bensebaini,Rennes,fr Ligue 1,DF,22.0,2342,26.0,,,,,424.7696163485638,Top Starter,2017-2018
Nabil Bentaleb,Schalke 04,de Bundesliga,MF,22.0,1011,11.2,,,506.0714285714285,Top Starter,,,2017-2018
Rodrigo Bentancur,Juventus,it Serie A,MF,20.0,581,6.5,,,337.5384615384615,Solid Squad Player,,,2017-2018
Christian Benteke,Crystal Palace,eng Premier League,FW,26.0,2240,24.9,288.5799843364387,Solid Squad Player,,,,,2017-2018
Karim Benzema,Real Madrid,es La Liga,FW,29.0,2150,23.9,484.7815902744175,Top Starter,,,,,2017-2018
Yassine Benzia,Lille,fr Ligue 1,FW,22.0,2288,25.4,264.7390921372924,Solid Squad Player,,,,,2017-2018
Saido Berahino,Stoke City,eng Premier League,FW,23.0,494,5.5,196.5442176870748,Below Big-5 Level,,,,,2017-2018
Domenico Berardi,Sassuolo,it Serie A,FW,22.0,2296,25.5,342.92740800023705,Solid Squad Player,,,,,2017-2018
Yuri Berchiche,Paris S-G,fr Ligue 1,DF,27.0,1716,19.1,,,,,311.2647237640347,Solid Squad Player,2017-2018
Álex Berenguer,Torino,it Serie A,FW,22.0,1043,11.6,286.55126801678523,Solid Squad Player,,,,,2017-2018
Bartosz Bereszyński,Sampdoria,it Serie A,DF,25.0,2480,27.6,,,,,368.43630816170855,Solid Squad Player,2017-2018
Jóhann Berg Guðmundsson,Burnley,eng Premier League,Off_MF,26.0,2833,31.5,297.97201436130007,Solid Squad Player,,,,,2017-2018
Markel Bergara,Getafe,es La Liga,MF,31.0,1463,16.3,,,199.0838445807771,Below Big-5 Level,,,2017-2018
Emil Berggreen,Mainz 05,de Bundesliga,FW,24.0,669,7.4,434.7078404935546,Top Starter,,,,,2017-2018
Robert Berić,Saint-Étienne,fr Ligue 1,FW,26.0,1042,11.6,464.27595329319473,Top Starter,,,,,2017-2018
Federico Bernardeschi,Juventus,it Serie A,FW,23.0,847,9.4,486.1868496807707,Top Starter,,,,,2017-2018
Bernardo,RB Leipzig,de Bundesliga,DF,22.0,1350,15.0,,,,,470.5657477025898,Top Starter,2017-2018
Juan Bernat,Bayern Munich,de Bundesliga,FW,24.0,888,9.9,162.82687418401707,Below Big-5 Level,,,,,2017-2018
Andrea Bertolacci,Genoa,it Serie A,MF,26.0,2895,32.2,,,317.7018633540373,Solid Squad Player,,,2017-2018
Ryan Bertrand,Southampton,eng Premier League,DF,27.0,3135,34.8,,,,,285.5337577660626,Solid Squad Player,2017-2018
Daniel Bessa,Hellas Verona,it Serie A,FW,24.0,1389,15.4,189.47898322388116,Below Big-5 Level,,,,,2017-2018
Vincent Bessat,Caen,fr Ligue 1,MF,31.0,1570,17.4,,,372.3754789272031,Solid Squad Player,,,2017-2018
Ermin Bičakčić,Hoffenheim,de Bundesliga,DF,27.0,548,6.1,,,,,441.44240382376705,Top Starter,2017-2018
Pedro Bigas,Las Palmas,es La Liga,DF,26.0,894,9.9,,,,,476.50776773583783,Top Starter,2017-2018
Lucas Biglia,Milan,it Serie A,MF,31.0,2039,22.7,,,353.36270190895743,Solid Squad Player,,,2017-2018
Philip Billing,Huddersfield,eng Premier League,MF,21.0,764,8.5,,,201.09803921568627,Solid Squad Player,,,2017-2018
Cristiano Biraghi,Fiorentina,it Serie A,DF,24.0,2980,33.1,,,,,358.01124159845733,Solid Squad Player,2017-2018
Mame Biram Diouf,Stoke City,eng Premier League,FW,29.0,2596,28.8,233.04906777525824,Solid Squad Player,,,,,2017-2018
Davide Biraschi,Genoa,it Serie A,DF,23.0,1796,20.0,,,,,401.5873015873015,Top Starter,2017-2018
Valter Birsa,Chievo,it Serie A,FW,30.0,2504,27.8,305.8304132204441,Solid Squad Player,,,,,2017-2018
Milan Biševac,Metz,fr Ligue 1,DF,33.0,710,7.9,,,,,303.4133857851379,Solid Squad Player,2017-2018
Yves Bissouma,Lille,fr Ligue 1,MF,20.0,1561,17.3,,,391.868978805395,Solid Squad Player,,,2017-2018
Leonardo Bittencourt,Köln,de Bundesliga,FW,23.0,1613,17.9,343.17172542511736,Solid Squad Player,,,,,2017-2018
Ludovic Blas,Guingamp,fr Ligue 1,MF,19.0,1793,19.9,,,447.16917922948073,Top Starter,,,2017-2018
Pablo de Blasis,Mainz 05,de Bundesliga,FW,29.0,1652,18.4,309.4335666633804,Solid Squad Player,,,,,2017-2018
Jérémy Blayac,Strasbourg,fr Ligue 1,FW,34.0,917,10.2,388.04419545596016,Solid Squad Player,,,,,2017-2018
Alexis Blin,Toulouse,fr Ligue 1,MF,20.0,1886,21.0,,,326.1904761904762,Solid Squad Player,,,2017-2018
Emmanuel Boateng,Levante,es La Liga,FW,21.0,1276,14.2,376.2765801156144,Solid Squad Player,,,,,2017-2018
Jérôme Boateng,Bayern Munich,de Bundesliga,DF,28.0,1640,18.2,,,,,369.4738678197325,Solid Squad Player,2017-2018
Kevin-Prince Boateng,Eint Frankfurt,de Bundesliga,FW,30.0,2357,26.2,243.1390490038255,Solid Squad Player,,,,,2017-2018
Raúl Bobadilla,Gladbach,de Bundesliga,FW,30.0,449,5.0,199.8673469387755,Below Big-5 Level,,,,,2017-2018
Yannick Bolasie,Everton,eng Premier League,FW,28.0,851,9.5,178.02647491745236,Below Big-5 Level,,,,,2017-2018
Giacomo Bonaventura,Milan,it Serie A,Off_MF,27.0,2541,28.2,370.3714426432512,Solid Squad Player,,,,,2017-2018
Daniele Bonera,Villarreal,es La Liga,DF,36.0,1190,13.2,,,,,406.7729930887825,Top Starter,2017-2018
Gaëtan Bong,Brighton,eng Premier League,DF,29.0,2236,24.8,,,,,376.0053359204462,Solid Squad Player,2017-2018
Leonardo Bonucci,Milan,it Serie A,DF,30.0,3085,34.3,,,,,368.8591741745033,Solid Squad Player,2017-2018
Wilfried Bony,Swansea City,eng Premier League,FW,28.0,707,7.9,219.75570002966023,Solid Squad Player,,,,,2017-2018
Celso Borges,La Coruña,es La Liga,MF,29.0,2300,25.6,,,415.5989583333333,Top Starter,,,2017-2018
Fabio Borini,Milan,it Serie A,FW,26.0,1610,17.9,218.63599530439117,Solid Squad Player,,,,,2017-2018
Marco Borriello,SPAL,it Serie A,FW,35.0,773,8.6,146.05238271019,Below Big-5 Level,,,,,2017-2018
Ryad Boudebouz,Betis,es La Liga,FW,27.0,1360,15.1,272.79467695834774,Solid Squad Player,,,,,2017-2018
Sofiane Boufal,Southampton,eng Premier League,FW,23.0,1219,13.5,302.18553511939757,Solid Squad Player,,,,,2017-2018
Emmanuel Bourgaud,Amiens,fr Ligue 1,FW,29.0,542,6.0,251.87868480725623,Solid Squad Player,,,,,2017-2018
Benjamin Bourigeaud,Rennes,fr Ligue 1,FW,23.0,3102,34.5,414.7735329236364,Top Starter,,,,,2017-2018
Eneko Bóveda,La Coruña,es La Liga,DF,28.0,667,7.4,,,,,580.6998249103513,Top Starter,2017-2018
Eneko Bóveda,Athletic Club,es La Liga,DF,28.0,522,5.8,,,,,378.9139515455305,Solid Squad Player,2017-2018
Robbie Brady,Burnley,eng Premier League,Off_MF,25.0,1277,14.2,257.1684439973172,Solid Squad Player,,,,,2017-2018
Martin Braithwaite,Bordeaux,fr Ligue 1,FW,26.0,914,10.2,414.4342329524404,Top Starter,,,,,2017-2018
Julian Brandt,Leverkusen,de Bundesliga,FW,21.0,2326,25.8,407.60201444919056,Top Starter,,,,,2017-2018
Darko Brašanac,Leganés,es La Liga,FW,25.0,1203,13.4,188.21105921638969,Below Big-5 Level,,,,,2017-2018
Josip Brekalo,Wolfsburg,de Bundesliga,FW,19.0,869,9.7,355.7706477780116,Solid Squad Player,,,,,2017-2018
Josip Brekalo,Stuttgart,de Bundesliga,FW,19.0,726,8.1,272.8808030756884,Solid Squad Player,,,,,2017-2018
Jimmy Briand,Guingamp,fr Ligue 1,FW,31.0,3209,35.7,301.2257559108299,Solid Squad Player,,,,,2017-2018
Enrico Brignola,Benevento,it Serie A,FW,18.0,1347,15.0,282.02796674225243,Solid Squad Player,,,,,2017-2018
Miguel Britos,Watford,eng Premier League,DF,32.0,797,8.9,,,,,378.128091764993,Solid Squad Player,2017-2018
John Brooks,Wolfsburg,de Bundesliga,DF,24.0,727,8.1,,,,,473.2308136596636,Top Starter,2017-2018
Daniel Brosinski,Mainz 05,de Bundesliga,FW,29.0,2500,27.8,202.80032844472723,Solid Squad Player,,,,,2017-2018
Marcelo Brozović,Inter,it Serie A,MF,24.0,1926,21.4,,,800.4672897196261,World Class,,,2017-2018
Bruma,RB Leipzig,de Bundesliga,FW,22.0,1611,17.9,321.6204305434154,Solid Squad Player,,,,,2017-2018
Jeffrey Bruma,Wolfsburg,de Bundesliga,DF,25.0,990,11.0,,,,,418.3191311612365,Top Starter,2017-2018
Bruno,Brighton,eng Premier League,DF,36.0,2016,22.4,,,,,350.1020408163265,Solid Squad Player,2017-2018
Chris Brunt,West Brom,eng Premier League,MF,32.0,1920,21.3,,,638.0281690140846,Top Starter,,,2017-2018
Marcel Büchel,Hellas Verona,it Serie A,MF,26.0,1696,18.8,,,204.5390070921986,Solid Squad Player,,,2017-2018
Ante Budimir,Crotone,it Serie A,FW,26.0,1588,17.6,305.5317460317459,Solid Squad Player,,,,,2017-2018
Nicolás Burdisso,Torino,it Serie A,DF,36.0,2069,23.0,,,,,399.46242417638297,Solid Squad Player,2017-2018
Guido Burgstaller,Schalke 04,de Bundesliga,FW,28.0,2324,25.8,409.89889375216063,Top Starter,,,,,2017-2018
Burgui,Alavés,es La Liga,FW,23.0,1034,11.5,189.27859936245028,Below Big-5 Level,,,,,2017-2018
Patrick Burner,Nice,fr Ligue 1,DF,21.0,897,10.0,,,,,302.2282372598162,Solid Squad Player,2017-2018
Sergio Busquets,Barcelona,es La Liga,MF,29.0,2593,28.8,,,417.5925925925926,Top Starter,,,2017-2018
Unai Bustinza,Leganés,es La Liga,DF,25.0,1637,18.2,,,,,428.60674830599646,Top Starter,2017-2018
Jakub Błaszczykowski,Wolfsburg,de Bundesliga,FW,31.0,520,5.8,176.32878515390829,Below Big-5 Level,,,,,2017-2018
Erick Cabaco,Levante,es La Liga,DF,22.0,1040,11.6,,,,,423.9346537713143,Top Starter,2017-2018
Yohan Cabaye,Crystal Palace,eng Premier League,MF,31.0,2376,26.4,,,414.520202020202,Top Starter,,,2017-2018
Rémy Cabella,Saint-Étienne,fr Ligue 1,FW,27.0,2259,25.1,464.9163361670476,Top Starter,,,,,2017-2018
Gustavo Cabral,Celta Vigo,es La Liga,DF,31.0,1891,21.0,,,,,465.4397899510681,Top Starter,2017-2018
Leandro Cabrera,Getafe,es La Liga,DF,26.0,720,8.0,,,,,465.2278423331055,Top Starter,2017-2018
Fabrizio Cacciatore,Chievo,it Serie A,DF,30.0,2871,31.9,,,,,333.0487137383689,Solid Squad Player,2017-2018
Martín Cáceres,Hellas Verona,it Serie A,DF,30.0,1165,12.9,,,,,336.23231204626546,Solid Squad Player,2017-2018
Cafú,Metz,fr Ligue 1,MF,24.0,680,7.6,,,220.0,Solid Squad Player,,,2017-2018
Jonathan Cafu,Bordeaux,fr Ligue 1,FW,26.0,633,7.0,386.61704999460096,Solid Squad Player,,,,,2017-2018
Gary Cahill,Chelsea,eng Premier League,DF,31.0,2086,23.2,,,,,391.1569152766974,Solid Squad Player,2017-2018
Yannick Cahuzac,Toulouse,fr Ligue 1,Def_MF,32.0,1518,16.9,,,,,441.94208615613303,Top Starter,2017-2018
Felipe Caicedo,Lazio,it Serie A,FW,28.0,717,8.0,426.5804988662132,Top Starter,,,,,2017-2018
Caiuby,Augsburg,de Bundesliga,FW,29.0,2855,31.7,266.9207302970259,Solid Squad Player,,,,,2017-2018
Cala,Getafe,es La Liga,DF,27.0,1800,20.0,,,,,425.72157666894503,Top Starter,2017-2018
Davide Calabria,Milan,it Serie A,DF,20.0,1564,17.4,,,,,484.2758236587639,Top Starter,2017-2018
Mattia Caldara,Atalanta,it Serie A,DF,23.0,2160,24.0,,,,,436.3505987190198,Top Starter,2017-2018
Hakan Çalhanoğlu,Milan,it Serie A,FW,23.0,2172,24.1,429.88611322814046,Top Starter,,,,,2017-2018
Daniel Caligiuri,Schalke 04,de Bundesliga,MF,29.0,2917,32.4,,,675.1851851851853,Top Starter,,,2017-2018
José Callejón,Napoli,it Serie A,FW,30.0,3238,36.0,388.8439573360208,Solid Squad Player,,,,,2017-2018
Jonathan Calleri,Las Palmas,es La Liga,FW,23.0,3109,34.5,311.0308587202997,Solid Squad Player,,,,,2017-2018
Simone Calvano,Hellas Verona,it Serie A,MF,24.0,644,7.2,,,182.12962962962965,Below Big-5 Level,,,2017-2018
