Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,Season
Ludovic Ajorque,Strasbourg,fr Ligue 1,FW,28.0,771,8.6,229.87037037037035,Solid Squad Player,,,,,2022-2023
Ludovic Ajorque,Mainz 05,de Bundesliga,FW,28.0,1211,13.5,378.19391954312584,Solid Squad Player,,,,,2022-2023
Manuel Akanji,Manchester City,eng Premier League,DF,27.0,2287,25.4,,,,,298.83632966931765,Solid Squad Player,2022-2023
Nathan Aké,Manchester City,eng Premier League,DF,27.0,1873,20.8,,,,,296.3578818841976,Solid Squad Player,2022-2023
Sergio Akieme,Almería,es La Liga,DF,24.0,2297,25.5,,,,,230.3835405507232,Solid Squad Player,2022-2023
Paul Akouokou,Betis,es La Liga,Def_MF,24.0,447,5.0,,,,,462.26956521739135,Top Starter,2022-2023
Jean-Daniel Akpa-Akpro,Empoli,it Serie A,FW,29.0,1356,15.1,126.43310907880443,Below Big-5 Level,,,,,2022-2023
Kevin Akpoguma,Hoffenheim,de Bundesliga,DF,27.0,1950,21.7,,,,,479.3744730489819,Top Starter,2022-2023
David Alaba,Real Madrid,es La Liga,DF,30.0,1838,20.4,,,,,295.24988942945595,Solid Squad Player,2022-2023
Jordi Alba,Barcelona,es La Liga,DF,33.0,1419,15.8,,,,,246.87668538434687,Solid Squad Player,2022-2023
Luis Alberto,Lazio,it Serie A,MF,29.0,2442,27.1,,,782.4108241082411,World Class,,,2022-2023
Raúl Albiol,Villarreal,es La Liga,DF,36.0,2119,23.5,,,,,348.0548178958034,Solid Squad Player,2022-2023
Thiago Alcántara,Liverpool,eng Premier League,MF,31.0,1254,13.9,,,381.8705035971223,Solid Squad Player,,,2022-2023
Carlos Alcaraz,Southampton,eng Premier League,FW,19.0,1029,11.4,307.56121785946345,Solid Squad Player,,,,,2022-2023
Rubén Alcaraz,Cádiz,es La Liga,MF,31.0,2043,22.7,,,310.5139500734215,Solid Squad Player,,,2022-2023
Omar Alderete,Getafe,es La Liga,DF,25.0,2047,22.7,,,,,346.3307313805807,Solid Squad Player,2022-2023
Iván Alejo,Cádiz,es La Liga,FW,27.0,1311,14.6,158.42037088808124,Below Big-5 Level,,,,,2022-2023
Carles Aleñá,Getafe,es La Liga,FW,24.0,2119,23.5,157.44896350975378,Below Big-5 Level,,,,,2022-2023
Trent Alexander-Arnold,Liverpool,eng Premier League,DF,23.0,2923,32.5,,,,,300.2690315532421,Solid Squad Player,2022-2023
Ángel Algobia,Getafe,es La Liga,MF,23.0,1138,12.6,,,197.67195767195767,Below Big-5 Level,,,2022-2023
Mohamed Ali Cho,Real Sociedad,es La Liga,FW,18.0,587,6.5,358.1982964125821,Solid Squad Player,,,,,2022-2023
Jim Allevinah,Clermont Foot,fr Ligue 1,FW,27.0,2244,24.9,142.57066967795598,Below Big-5 Level,,,,,2022-2023
Domingos André Ribeiro Almeida,Valencia,es La Liga,Off_MF,22.0,2539,28.2,254.21660475064732,Solid Squad Player,,,,,2022-2023
Miguel Almirón,Newcastle Utd,eng Premier League,FW,28.0,2491,27.7,379.2302596931272,Solid Squad Player,,,,,2022-2023
Marcos Alonso,Barcelona,es La Liga,DF,31.0,1172,13.0,,,,,351.1172803804382,Solid Squad Player,2022-2023
Mickaël Alphonse,Ajaccio,fr Ligue 1,DF,33.0,1361,15.1,,,,,421.9046512528562,Top Starter,2022-2023
Gastón Álvarez,Getafe,es La Liga,DF,22.0,1501,16.7,,,,,304.71107909494293,Solid Squad Player,2022-2023
Julián Álvarez,Manchester City,eng Premier League,FW,22.0,1465,16.3,455.1162514085388,Top Starter,,,,,2022-2023
Yeray Álvarez,Athletic Club,es La Liga,DF,27.0,2332,25.9,,,,,406.502227254107,Top Starter,2022-2023
Daniel Amartey,Leicester City,eng Premier League,DF,27.0,1610,17.9,,,,,351.6138577355867,Solid Squad Player,2022-2023
Amath,Mallorca,es La Liga,FW,26.0,1227,13.6,167.16088657685293,Below Big-5 Level,,,,,2022-2023
Kelvin Amian,Spezia,it Serie A,DF,24.0,2372,26.4,,,,,333.7714350154542,Solid Squad Player,2022-2023
Bruno Amione,Sampdoria,it Serie A,DF,20.0,2086,23.2,,,,,380.28103173293744,Solid Squad Player,2022-2023
Nadiem Amiri,Leverkusen,de Bundesliga,FW,25.0,977,10.9,360.69692872051985,Solid Squad Player,,,,,2022-2023
Ethan Ampadu,Spezia,it Serie A,Def_MF,21.0,2639,29.3,,,,,451.0812682396003,Top Starter,2022-2023
Sofyan Amrabat,Fiorentina,it Serie A,MF,25.0,1998,22.2,,,337.3273273273274,Solid Squad Player,,,2022-2023
Joachim Andersen,Crystal Palace,eng Premier League,DF,26.0,2782,30.9,,,,,390.5074444471481,Solid Squad Player,2022-2023
Felipe Anderson,Lazio,it Serie A,FW,29.0,2958,32.9,301.2268159543453,Solid Squad Player,,,,,2022-2023
Benjamin André,Lille,fr Ligue 1,MF,31.0,2916,32.4,,,361.3991769547326,Solid Squad Player,,,2022-2023
Marcos André,Valencia,es La Liga,FW,25.0,447,5.0,233.57445200302348,Solid Squad Player,,,,,2022-2023
Komnen Andrić,Clermont Foot,fr Ligue 1,FW,27.0,1446,16.1,305.2058938137021,Solid Squad Player,,,,,2022-2023
Robert Andrich,Leverkusen,de Bundesliga,Def_MF,27.0,2406,26.7,,,,,410.70853462157805,Top Starter,2022-2023
Angeliño,Hoffenheim,de Bundesliga,DF,25.0,2617,29.1,,,,,277.18115448989016,Solid Squad Player,2022-2023
Fabrizio Angileri,Getafe,es La Liga,DF,28.0,585,6.5,,,,,310.05513784461147,Solid Squad Player,2022-2023
Jaidon Anthony,Bournemouth,eng Premier League,FW,22.0,1257,14.0,247.67768059604788,Solid Squad Player,,,,,2022-2023
Waldemar Anton,Stuttgart,de Bundesliga,DF,26.0,2934,32.6,,,,,410.1937871263024,Top Starter,2022-2023
Marcos Antônio,Lazio,it Serie A,MF,22.0,594,6.6,,,340.7070707070707,Solid Squad Player,,,2022-2023
Michail Antonio,West Ham,eng Premier League,FW,32.0,1829,20.3,301.20462153115216,Solid Squad Player,,,,,2022-2023
Antony,Manchester Utd,eng Premier League,FW,22.0,1802,20.0,357.7853363567649,Solid Squad Player,,,,,2022-2023
Christopher Antwi-Adjei,Bochum,de Bundesliga,FW,28.0,1981,22.0,268.35085549371263,Solid Squad Player,,,,,2022-2023
Houssem Aouar,Lyon,fr Ligue 1,MF,24.0,526,5.8,,,543.6781609195403,Top Starter,,,2022-2023
Dennis Appiah,Nantes,fr Ligue 1,MF,30.0,795,8.8,,,241.5909090909091,Solid Squad Player,,,2022-2023
Mauro Arambarri,Getafe,es La Liga,MF,26.0,992,11.0,,,388.4848484848485,Solid Squad Player,,,2022-2023
Charles Aránguiz,Leverkusen,de Bundesliga,MF,33.0,493,5.5,,,288.969696969697,Solid Squad Player,,,2022-2023
Ronald Araújo,Barcelona,es La Liga,DF,23.0,1800,20.0,,,,,284.4701754385964,Solid Squad Player,2022-2023
Joe Aribo,Southampton,eng Premier League,FW,26.0,1224,13.6,163.5086256724912,Below Big-5 Level,,,,,2022-2023
Adam Armstrong,Southampton,eng Premier League,FW,25.0,1335,14.8,193.5972809544238,Below Big-5 Level,,,,,2022-2023
Stuart Armstrong,Southampton,eng Premier League,FW,30.0,1408,15.6,243.7738725119677,Solid Squad Player,,,,,2022-2023
Marko Arnautović,Bologna,it Serie A,FW,33.0,1530,17.0,448.5869236583522,Top Starter,,,,,2022-2023
Maximilian Arnold,Wolfsburg,de Bundesliga,MF,28.0,2767,30.7,,,475.2225841476656,Top Starter,,,2022-2023
Tolgay Arslan,Udinese,it Serie A,MF,31.0,1211,13.5,,,394.6666666666667,Solid Squad Player,,,2022-2023
Santiago Arzamendia,Cádiz,es La Liga,MF,24.0,483,5.4,,,306.66666666666663,Solid Squad Player,,,2022-2023
Takuma Asano,Bochum,de Bundesliga,FW,27.0,1713,19.0,283.35039980904634,Solid Squad Player,,,,,2022-2023
Santiago Ascacíbar,Cremonese,it Serie A,MF,25.0,727,8.1,,,286.41975308641975,Solid Squad Player,,,2022-2023
Marco Asensio,Real Madrid,es La Liga,FW,26.0,1442,16.0,640.4404761904763,Top Starter,,,,,2022-2023
Kristoffer Askildsen,Lecce,it Serie A,MF,21.0,728,8.1,,,258.6831275720165,Solid Squad Player,,,2022-2023
Kristjan Asllani,Inter,it Serie A,MF,20.0,592,6.6,,,383.6363636363637,Solid Squad Player,,,2022-2023
Iago Aspas,Celta Vigo,es La Liga,FW,34.0,2868,31.9,454.7844063435197,Top Starter,,,,,2022-2023
Youcef Atal,Nice,fr Ligue 1,MF,26.0,779,8.7,,,426.8965517241379,Top Starter,,,2022-2023
Pierre-Emerick Aubameyang,Chelsea,eng Premier League,FW,33.0,554,6.2,201.3862433862434,Solid Squad Player,,,,,2022-2023
Tommaso Augello,Sampdoria,it Serie A,DF,27.0,3061,34.0,,,,,204.0080593640965,Solid Squad Player,2022-2023
Carlos Augusto,Monza,it Serie A,DF,23.0,3083,34.3,,,,,269.762063078006,Solid Squad Player,2022-2023
Serge Aurier,Nott'ham Forest,eng Premier League,DF,29.0,1943,21.6,,,,,435.15702837340257,Top Starter,2022-2023
Mathias Autret,Auxerre,fr Ligue 1,FW,31.0,1290,14.3,284.2794559937416,Solid Squad Player,,,,,2022-2023
Ezequiel Ávila,Osasuna,es La Liga,FW,28.0,1709,19.0,393.67535903250183,Solid Squad Player,,,,,2022-2023
Cédric Avinel,Ajaccio,fr Ligue 1,DF,35.0,1794,19.9,,,,,316.6954389170734,Solid Squad Player,2022-2023
Taiwo Awoniyi,Nott'ham Forest,eng Premier League,FW,24.0,1404,15.6,457.9102661007423,Top Starter,,,,,2022-2023
Mehmet Aydin,Schalke 04,de Bundesliga,FW,20.0,567,6.3,75.82966202353958,Below Big-5 Level,,,,,2022-2023
Jordan Ayew,Crystal Palace,eng Premier League,FW,30.0,2714,30.2,202.3367772421699,Solid Squad Player,,,,,2022-2023
Kaan Ayhan,Sassuolo,it Serie A,DF,27.0,545,6.1,,,,,353.97564950627935,Solid Squad Player,2022-2023
Luke Ayling,Leeds United,eng Premier League,DF,30.0,2054,22.8,,,,,368.3539257500476,Solid Squad Player,2022-2023
Sardar Azmoun,Leverkusen,de Bundesliga,FW,27.0,927,10.3,396.66672537407624,Solid Squad Player,,,,,2022-2023
César Azpilicueta,Chelsea,eng Premier League,DF,32.0,1527,17.0,,,,,397.1316526610644,Solid Squad Player,2022-2023
Iddrisu Baba,Mallorca,es La Liga,Def_MF,26.0,1705,18.9,,,,,281.5648084247119,Solid Squad Player,2022-2023
Srđan Babić,Almería,es La Liga,DF,26.0,2998,33.3,,,,,342.7237855308032,Solid Squad Player,2022-2023
Loïc Bade,Sevilla,es La Liga,DF,22.0,1449,16.1,,,,,454.908285205768,Top Starter,2022-2023
Benoît Badiashile,Chelsea,eng Premier League,DF,21.0,905,10.1,,,,,394.4144188854975,Solid Squad Player,2022-2023
Benoît Badiashile,Monaco,fr Ligue 1,DF,21.0,839,9.3,,,,,428.23905642241795,Top Starter,2022-2023
Alex Baena,Villarreal,es La Liga,FW,21.0,1947,21.6,344.9766103972453,Solid Squad Player,,,,,2022-2023
Leon Bailey,Aston Villa,eng Premier League,FW,24.0,1967,21.9,313.9159565398966,Solid Squad Player,,,,,2022-2023
Eric Bailly,Marseille,fr Ligue 1,DF,28.0,543,6.0,,,,,538.6677805625174,Top Starter,2022-2023
Stefan Bajcetic,Liverpool,eng Premier League,MF,17.0,526,5.8,,,309.6551724137931,Solid Squad Player,,,2022-2023
Nedim Bajrami,Empoli,it Serie A,FW,23.0,940,10.4,213.71443107157393,Solid Squad Player,,,,,2022-2023
Nedim Bajrami,Sassuolo,it Serie A,FW,23.0,819,9.1,249.46368559633865,Solid Squad Player,,,,,2022-2023
Mitchel Bakker,Leverkusen,de Bundesliga,MF,22.0,1659,18.4,,,405.03623188405794,Top Starter,,,2022-2023
Ridle Baku,Wolfsburg,de Bundesliga,FW,24.0,2580,28.7,227.03050821567496,Solid Squad Player,,,,,2022-2023
Tommaso Baldanzi,Empoli,it Serie A,Off_MF,19.0,1772,19.7,252.85139593908627,Solid Squad Player,,,,,2022-2023
Alejandro Balde,Barcelona,es La Liga,DF,18.0,2471,27.5,,,,,213.06575529733428,Solid Squad Player,2022-2023
Thierno Balde,Troyes,fr Ligue 1,Def_MF,20.0,2153,23.9,,,,,264.19562185434484,Solid Squad Player,2022-2023
Carlos Baleba,Lille,fr Ligue 1,MF,18.0,478,5.3,,,278.8679245283019,Solid Squad Player,,,2022-2023
Leonardo Balerdi,Marseille,fr Ligue 1,DF,23.0,2639,29.3,,,,,495.1363619515227,Top Starter,2022-2023
Iván Balliu,Rayo Vallecano,es La Liga,DF,30.0,3232,35.9,,,,,234.18676682421,Solid Squad Player,2022-2023
Fodé Ballo-Touré,Milan,it Serie A,DF,25.0,523,5.8,,,,,279.03321522196296,Solid Squad Player,2022-2023
Folarin Balogun,Reims,fr Ligue 1,FW,21.0,2999,33.3,587.8367380986427,Top Starter,,,,,2022-2023
Abdoulaye Bamba,Angers,fr Ligue 1,DF,32.0,1364,15.2,,,,,275.2262234533702,Solid Squad Player,2022-2023
Jonathan Bamba,Lille,fr Ligue 1,FW,26.0,2783,30.9,361.78223220248185,Solid Squad Player,,,,,2022-2023
Patrick Bamford,Leeds United,eng Premier League,FW,28.0,1515,16.8,329.2058992909333,Solid Squad Player,,,,,2022-2023
Lameck Banda,Lecce,it Serie A,FW,21.0,1636,18.2,212.82763117456997,Solid Squad Player,,,,,2022-2023
Filippo Bandinelli,Empoli,it Serie A,MF,27.0,2263,25.1,,,352.3505976095617,Solid Squad Player,,,2022-2023
Léo Baptistão,Almería,es La Liga,FW,29.0,1726,19.2,284.96935626102294,Solid Squad Player,,,,,2022-2023
Shandon Baptiste,Brentford,eng Premier League,MF,24.0,618,6.9,,,496.71497584541066,Top Starter,,,2022-2023
Antonín Barák,Fiorentina,it Serie A,Off_MF,27.0,1799,20.0,203.73611111111111,Solid Squad Player,,,,,2022-2023
Bradley Barcola,Lyon,fr Ligue 1,FW,19.0,1440,16.0,444.7479213907785,Top Starter,,,,,2022-2023
Melvin Bard,Nice,fr Ligue 1,DF,21.0,2456,27.3,,,,,450.00731376671223,Top Starter,2022-2023
Keidi Bare,Espanyol,es La Liga,MF,24.0,503,5.6,,,379.28571428571433,Solid Squad Player,,,2022-2023
Nicolò Barella,Inter,it Serie A,Off_MF,25.0,2613,29.0,377.3643541324576,Solid Squad Player,,,,,2022-2023
Kike Barja,Osasuna,es La Liga,FW,25.0,1312,14.6,306.0007092639186,Solid Squad Player,,,,,2022-2023
Ross Barkley,Nice,fr Ligue 1,FW,28.0,960,10.7,506.70970111824585,Top Starter,,,,,2022-2023
Aymen Barkok,Mainz 05,de Bundesliga,Off_MF,24.0,584,6.5,227.0960012210012,Solid Squad Player,,,,,2022-2023
Harvey Barnes,Leicester City,eng Premier League,FW,24.0,2711,30.1,369.5037039548192,Solid Squad Player,,,,,2022-2023
Leandro Barreiro Martins,Mainz 05,de Bundesliga,MF,22.0,2141,23.8,,,340.11764705882354,Solid Squad Player,,,2022-2023
Ander Barrenetxea,Real Sociedad,es La Liga,FW,20.0,878,9.8,348.72883983525384,Solid Squad Player,,,,,2022-2023
Mickaël Barreto,Ajaccio,fr Ligue 1,MF,31.0,1325,14.7,,,435.8730158730159,Top Starter,,,2022-2023
Pablo Barrios,Atlético Madrid,es La Liga,MF,19.0,724,8.0,,,389.1666666666667,Solid Squad Player,,,2022-2023
Musa Barrow,Bologna,it Serie A,FW,23.0,1960,21.8,344.24217271006256,Solid Squad Player,,,,,2022-2023
Federico Baschirotto,Lecce,it Serie A,DF,25.0,3330,37.0,,,,,382.62992452466136,Solid Squad Player,2022-2023
Toma Bašić,Lazio,it Serie A,MF,25.0,513,5.7,,,389.8245614035088,Solid Squad Player,,,2022-2023
Alessandro Bastoni,Inter,it Serie A,DF,23.0,2157,24.0,,,,,361.67251461988303,Solid Squad Player,2022-2023
Simone Bastoni,Spezia,it Serie A,Off_MF,25.0,1189,13.2,298.68875661375665,Solid Squad Player,,,,,2022-2023
Rodrigo Battaglia,Mallorca,es La Liga,Def_MF,31.0,686,7.6,,,,,343.55326722603616,Solid Squad Player,2022-2023
Maximilian Bauer,Augsburg,de Bundesliga,DF,22.0,1846,20.5,,,,,375.5016513938209,Solid Squad Player,2022-2023
Timo Baumgartl,Union Berlin,de Bundesliga,DF,26.0,562,6.2,,,,,340.7443339531624,Solid Squad Player,2022-2023
Julian Baumgartlinger,Augsburg,de Bundesliga,Def_MF,34.0,554,6.2,,,,,260.2197288452548,Solid Squad Player,2022-2023
Christoph Baumgartner,Hoffenheim,de Bundesliga,FW,22.0,2567,28.5,302.8321531341581,Solid Squad Player,,,,,2022-2023
Cyrille Bayala,Ajaccio,fr Ligue 1,Off_MF,26.0,2009,22.3,155.98266602605165,Below Big-5 Level,,,,,2022-2023
Ihlas Bebou,Hoffenheim,de Bundesliga,FW,28.0,1416,15.7,346.17715479680896,Solid Squad Player,,,,,2022-2023
Rodrigo Becão,Udinese,it Serie A,DF,26.0,2484,27.6,,,,,377.0597992565956,Solid Squad Player,2022-2023
Sheraldo Becker,Union Berlin,de Bundesliga,FW,27.0,2554,28.4,420.9300671755401,Top Starter,,,,,2022-2023
Jan Bednarek,Southampton,eng Premier League,DF,26.0,1672,18.6,,,,,567.3161398118954,Top Starter,2022-2023
Kevin Behrens,Union Berlin,de Bundesliga,FW,31.0,1535,17.1,387.5626875831553,Solid Squad Player,,,,,2022-2023
Alexis Beka Beka,Nice,fr Ligue 1,MF,21.0,545,6.1,,,245.57377049180332,Solid Squad Player,,,2022-2023
Jérémie Bela,Clermont Foot,fr Ligue 1,Off_MF,29.0,743,8.3,190.08254446356852,Below Big-5 Level,,,,,2022-2023
Youcef Belaïli,Ajaccio,fr Ligue 1,FW,30.0,1150,12.8,525.422902494331,Top Starter,,,,,2022-2023
Haris Belkebla,Brest,fr Ligue 1,MF,28.0,2656,29.5,,,209.26553672316388,Solid Squad Player,,,2022-2023
Stefan Bell,Mainz 05,de Bundesliga,DF,30.0,2395,26.6,,,,,467.9867588771426,Top Starter,2022-2023
Armel Bella Kotchap,Southampton,eng Premier League,DF,20.0,1879,20.9,,,,,485.8602646968298,Top Starter,2022-2023
Raoul Bellanova,Inter,it Serie A,DF,22.0,496,5.5,,,,,309.58001063264214,Solid Squad Player,2022-2023
Jean-Ricner Bellegarde,Strasbourg,fr Ligue 1,FW,24.0,2419,26.9,290.7333015816818,Solid Squad Player,,,,,2022-2023
Jude Bellingham,Dortmund,de Bundesliga,MF,19.0,2691,29.9,,,575.3623188405797,Top Starter,,,2022-2023
Jeanuël Belocian,Rennes,fr Ligue 1,DF,17.0,506,5.6,,,,,330.44277360066826,Solid Squad Player,2022-2023
Andrea Belotti,Roma,it Serie A,FW,28.0,1146,12.7,193.79342760726337,Below Big-5 Level,,,,,2022-2023
Fran Beltrán,Celta Vigo,es La Liga,MF,23.0,2855,31.7,,,311.12513144058886,Solid Squad Player,,,2022-2023
Eliesse Ben Seghir,Monaco,fr Ligue 1,FW,17.0,1052,11.7,332.83347223029756,Solid Squad Player,,,,,2022-2023
Wissam Ben Yedder,Monaco,fr Ligue 1,FW,31.0,2114,23.5,706.6423425162025,Top Starter,,,,,2022-2023
Marco Benassi,Cremonese,it Serie A,MF,27.0,998,11.1,,,210.12612612612617,Solid Squad Player,,,2022-2023
Ismaël Bennacer,Milan,it Serie A,MF,24.0,2007,22.3,,,525.3213751868461,Top Starter,,,2022-2023
Saïd Benrahma,West Ham,eng Premier League,FW,26.0,2069,23.0,407.0935620625062,Top Starter,,,,,2022-2023
Ramy Bensebaini,Gladbach,de Bundesliga,DF,27.0,2481,27.6,,,,,384.0955044616372,Solid Squad Player,2022-2023
Nabil Bentaleb,Angers,fr Ligue 1,MF,27.0,2489,27.7,,,494.3441636582431,Top Starter,,,2022-2023
Rodrigo Bentancur,Tottenham,eng Premier League,MF,25.0,1500,16.7,,,411.49700598802394,Top Starter,,,2022-2023
Karim Benzema,Real Madrid,es La Liga,FW,34.0,2038,22.6,791.899892306972,World Class,,,,,2022-2023
Domenico Berardi,Sassuolo,it Serie A,FW,27.0,1866,20.7,659.8340289416892,Top Starter,,,,,2022-2023
Yuri Berchiche,Athletic Club,es La Liga,DF,32.0,2406,26.7,,,,,360.49624685934555,Solid Squad Player,2022-2023
Álex Berenguer,Athletic Club,es La Liga,FW,27.0,2297,25.5,276.3356379588873,Solid Squad Player,,,,,2022-2023
Bartosz Bereszyński,Sampdoria,it Serie A,DF,30.0,1198,13.3,,,,,370.4197837953279,Solid Squad Player,2022-2023
Mitchell van Bergen,Reims,fr Ligue 1,FW,22.0,905,10.1,255.21590220246512,Solid Squad Player,,,,,2022-2023
Mergim Berisha,Augsburg,de Bundesliga,FW,24.0,1679,18.7,454.88360798864994,Top Starter,,,,,2022-2023
Quentin Bernard,Auxerre,fr Ligue 1,DF,33.0,630,7.0,,,,,407.15312089748176,Top Starter,2022-2023
Juan Bernat,Paris S-G,fr Ligue 1,MF,29.0,1648,18.3,,,486.84881602914385,Top Starter,,,2022-2023
Victor Bernth Kristiansen,Leicester City,eng Premier League,DF,19.0,892,9.9,,,,,362.75469819329464,Solid Squad Player,2022-2023
Beto,Udinese,it Serie A,FW,24.0,2129,23.7,382.5979856546463,Solid Squad Player,,,,,2022-2023
Matteo Bianchetti,Cremonese,it Serie A,DF,29.0,2132,23.7,,,,,386.5347296126777,Solid Squad Player,2022-2023
Pedro Bigas,Elche,es La Liga,DF,31.0,2020,22.4,,,,,420.5322830886741,Top Starter,2022-2023
Jaka Bijol,Udinese,it Serie A,DF,23.0,2728,30.3,,,,,413.0825714150362,Top Starter,2022-2023
El Bilal Touré,Almería,es La Liga,FW,20.0,1264,14.0,440.4944390454595,Top Starter,,,,,2022-2023
Philip Billing,Bournemouth,eng Premier League,FW,26.0,2764,30.7,225.3063785050756,Solid Squad Player,,,,,2022-2023
Cristiano Biraghi,Fiorentina,it Serie A,DF,29.0,2551,28.3,,,,,270.3635413622395,Solid Squad Player,2022-2023
Samuele Birindelli,Monza,it Serie A,DF,23.0,1400,15.6,,,,,349.14722704196396,Solid Squad Player,2022-2023
Yves Bissouma,Tottenham,eng Premier League,MF,25.0,1010,11.2,,,280.1190476190476,Solid Squad Player,,,2022-2023
