Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand,GKScore_abs,GKBand
Angus Gunn,Southampton,eng Premier League,GK,22.9,1080,12.0,,,,,,,,,599.1895079262006,Top Starter
Marcus Bettinelli,Fulham,eng Premier League,GK,26.6,630,7.0,,,,,,,,,489.67502109578976,Top Starter
Fraser Forster,Southampton,eng Premier League,GK,30.8,90,1.0,,,,,,,,,,
Asmir Begović,Bournemouth,eng Premier League,GK,31.5,2160,24.0,,,,,,,,,609.2528576307503,Top Starter
Ben Hamer,Huddersfield,eng Premier League,GK,31.1,553,6.1,,,,,,,,,538.5973793711048,Top Starter
Julián Speroni,Crystal Palace,eng Premier League,GK,39.6,90,1.0,,,,,,,,,,
Will Norris,Wolves,eng Premier League,GK,25.4,1,0.0,,,,,,,,,,
Virgil van Dijk,Liverpool,eng Premier League,DF,27.5,3385,37.6,,,,,634.9719341255288,Top Starter,533.8767982277715,Top Starter,,
Trent Alexander-Arnold,Liverpool,eng Premier League,DF,20.2,2466,27.4,,,,,575.9145983304489,Top Starter,414.8404177347747,Top Starter,,
Lucas Digne,Everton,eng Premier League,DF,25.5,2966,33.0,,,,,740.3312241893543,Top Starter,641.3667487580353,Top Starter,,
David Luiz,Chelsea,eng Premier League,DF,31.7,3239,36.0,,,,,577.7596176759871,Top Starter,441.0078551803425,Top Starter,,
Kieran Trippier,Tottenham,eng Premier League,DF,28.3,2278,25.3,,,,,609.7852628052174,Top Starter,514.127591003103,Top Starter,,
Joël Matip,Liverpool,eng Premier League,DF,27.4,1535,17.1,,,,,828.3567955767704,World Class,675.9715958580283,Top Starter,,
Nicolás Otamendi,Manchester City,eng Premier League,DF,30.9,1234,13.7,,,,,713.3442354886157,Top Starter,609.0828084449992,Top Starter,,
Aymeric Laporte,Manchester City,eng Premier League,DF,24.6,3057,34.0,,,,,537.6542455501638,Top Starter,456.94747237584625,Top Starter,,
Benjamin Mendy,Manchester City,eng Premier League,DF,24.5,900,10.0,,,,,446.35737093536346,Top Starter,386.2930835191638,Solid Squad Player,,
Andrew Robertson,Liverpool,eng Premier League,DF,24.8,3219,35.8,,,,,532.7141378418814,Top Starter,433.8460448681127,Top Starter,,
Vincent Kompany,Manchester City,eng Premier League,DF,32.7,1223,13.6,,,,,585.2549247702407,Top Starter,476.33898187027927,Top Starter,,
Fabian Schär,Newcastle Utd,eng Premier League,DF,27.0,2003,22.3,,,,,870.1131118014338,World Class,640.4640795299109,Top Starter,,
Danilo,Manchester City,eng Premier League,DF,27.5,806,9.0,,,,,754.851603613234,World Class,601.5276036755861,Top Starter,,
César Azpilicueta,Chelsea,eng Premier League,DF,29.3,3403,37.8,,,,,641.2635821171448,Top Starter,565.5468490240895,Top Starter,,
Oleksandr Zinchenko,Manchester City,eng Premier League,DF,22.0,1153,12.8,,,,,656.4490583522111,Top Starter,588.023549810302,Top Starter,,
Kyle Walker-Peters,Tottenham,eng Premier League,DF,21.7,374,4.2,,,,,,,,,,
Dejan Lovren,Liverpool,eng Premier League,DF,29.5,986,11.0,,,,,621.3860498079639,Top Starter,557.7537761033284,Top Starter,,
Toby Alderweireld,Tottenham,eng Premier League,DF,29.8,2923,32.5,,,,,519.5181909278893,Top Starter,361.97004665151366,Solid Squad Player,,
John Stones,Manchester City,eng Premier League,DF,24.6,1769,19.7,,,,,514.3463887078236,Top Starter,459.5886166689833,Top Starter,,
Kyle Walker,Manchester City,eng Premier League,DF,28.6,2783,30.9,,,,,537.3224026324813,Top Starter,433.13111379066106,Top Starter,,
Laurent Koscielny,Arsenal,eng Premier League,DF,33.3,1330,14.8,,,,,647.1111485960479,Top Starter,461.92447130158985,Top Starter,,
Shane Duffy,Brighton,eng Premier League,DF,27.0,3088,34.3,,,,,592.8988115599631,Top Starter,506.75252713074303,Top Starter,,
Marcos Alonso,Chelsea,eng Premier League,DF,28.0,2761,30.7,,,,,680.3594027575238,Top Starter,584.5451542769507,Top Starter,,
Harry Maguire,Leicester City,eng Premier League,DF,25.8,2599,28.9,,,,,648.3195110112395,Top Starter,536.6243427793773,Top Starter,,
James Tarkowski,Burnley,eng Premier League,DF,26.1,3087,34.3,,,,,708.13407582127,Top Starter,590.2314845339916,Top Starter,,
Aaron Wan-Bissaka,Crystal Palace,eng Premier League,DF,21.1,3135,34.8,,,,,809.6448331226699,World Class,534.9403113445735,Top Starter,,
Ciaran Clark,Newcastle Utd,eng Premier League,DF,29.3,858,9.5,,,,,767.6042539959476,World Class,578.1609223681876,Top Starter,,
Sol Bamba,Cardiff City,eng Premier League,DF,34.0,2475,27.5,,,,,830.9978525583612,World Class,627.2156646294399,Top Starter,,
Michael Keane,Everton,eng Premier League,DF,26.0,2969,33.0,,,,,627.0068904005221,Top Starter,554.3141828815662,Top Starter,,
Ashley Young,Manchester Utd,eng Premier League,DF,33.5,2569,28.5,,,,,668.489067456876,Top Starter,437.0428884060967,Top Starter,,
Florian Lejeune,Newcastle Utd,eng Premier League,DF,27.6,1055,11.7,,,,,750.4065129965471,World Class,594.342061549879,Top Starter,,
Jan Vertonghen,Tottenham,eng Premier League,DF,31.7,1914,21.3,,,,,673.5693153383692,Top Starter,555.2752536623669,Top Starter,,
Romain Saïss,Wolves,eng Premier League,Def_MF,28.8,1157,12.9,,,,,856.3650139609367,World Class,623.0607196932042,Top Starter,,
Phil Jones,Manchester Utd,eng Premier League,DF,26.9,1262,14.0,,,,,700.019020197268,Top Starter,557.3956342790141,Top Starter,,
Issa Diop,West Ham,eng Premier League,DF,22.0,2970,33.0,,,,,719.6256007759977,Top Starter,530.9345135022057,Top Starter,,
Steve Cook,Bournemouth,eng Premier League,DF,27.7,2787,31.0,,,,,668.0993399930842,Top Starter,555.8334775164388,Top Starter,,
Nacho Monreal,Arsenal,eng Premier League,DF,32.8,1861,20.7,,,,,574.8619594554085,Top Starter,478.9454982791513,Top Starter,,
Jannik Vestergaard,Southampton,eng Premier League,DF,26.4,2030,22.6,,,,,791.663194899494,World Class,637.0300265693369,Top Starter,,
Willy Boly,Wolves,eng Premier League,DF,27.9,3168,35.2,,,,,814.6080140014768,World Class,655.6484739593612,Top Starter,,
Matt Doherty,Wolves,eng Premier League,DF,27.0,3147,35.0,,,,,683.2771862665434,Top Starter,665.1858935210851,Top Starter,,
Shkodran Mustafi,Arsenal,eng Premier League,DF,26.7,2615,29.1,,,,,825.2845822314611,World Class,659.1090595978449,Top Starter,,
Antonio Rüdiger,Chelsea,eng Premier League,DF,25.8,2874,31.9,,,,,499.6130321482416,Top Starter,459.7479307534817,Top Starter,,
Matt Targett,Southampton,eng Premier League,DF,23.3,1187,13.2,,,,,662.6582939351912,Top Starter,483.717685959643,Top Starter,,
José Holebas,Watford,eng Premier League,DF,34.5,2394,26.6,,,,,637.1460223272821,Top Starter,572.5665242445573,Top Starter,,
Joe Gomez,Liverpool,eng Premier League,DF,21.6,1067,11.9,,,,,577.8112392284127,Top Starter,449.19908034593385,Top Starter,,
Jamaal Lascelles,Newcastle Utd,eng Premier League,DF,25.1,2745,30.5,,,,,611.7756919341548,Top Starter,473.7602826744431,Top Starter,,
Ricardo Pereira,Leicester City,eng Premier League,DF,25.2,3125,34.7,,,,,776.8461959352408,World Class,617.7716833030595,Top Starter,,
Ben Mee,Burnley,eng Premier League,DF,29.3,3420,38.0,,,,,638.116788093182,Top Starter,531.7922214193836,Top Starter,,
Nathan Aké,Bournemouth,eng Premier League,DF,23.9,3412,37.9,,,,,581.9511590512845,Top Starter,446.4152419825342,Top Starter,,
Patrick van Aanholt,Crystal Palace,eng Premier League,DF,28.3,3197,35.5,,,,,449.9433048713419,Top Starter,309.12819338945724,Solid Squad Player,,
Antonio Valencia,Manchester Utd,eng Premier League,DF,33.4,465,5.2,,,,,506.1132163908578,Top Starter,359.71414911735604,Solid Squad Player,,
Bernardo,Brighton,eng Premier League,DF,,1750,19.4,,,,,819.1858232001445,World Class,615.007543110431,Top Starter,,
Luke Shaw,Manchester Utd,eng Premier League,DF,23.5,2592,28.8,,,,,539.6806482690549,Top Starter,458.6000125063611,Top Starter,,
Daryl Janmaat,Watford,eng Premier League,DF,29.4,1522,16.9,,,,,714.6449611514217,Top Starter,516.3941664491002,Top Starter,,
Kurt Zouma,Everton,eng Premier League,DF,24.2,2612,29.0,,,,,673.7863673180821,Top Starter,550.9273416403865,Top Starter,,
Wes Morgan,Leicester City,eng Premier League,DF,34.9,1926,21.4,,,,,627.8820684901451,Top Starter,533.490943555481,Top Starter,,
Konstantinos Mavropanos,Arsenal,eng Premier League,DF,21.1,149,1.7,,,,,,,,,,
Lewis Dunk,Brighton,eng Premier League,DF,27.1,3153,35.0,,,,,641.7009403920172,Top Starter,517.7154736311364,Top Starter,,
Jan Bednarek,Southampton,eng Premier League,DF,22.7,2150,23.9,,,,,709.5439259462905,Top Starter,634.2760818366227,Top Starter,,
Maya Yoshida,Southampton,eng Premier League,DF,30.4,1519,16.9,,,,,638.9399348632458,Top Starter,462.48390089155237,Top Starter,,
Sokratis Papastathopoulos,Arsenal,eng Premier League,DF,30.6,2199,24.4,,,,,627.5258957904208,Top Starter,474.4756407307177,Top Starter,,
Jonny Evans,Leicester City,eng Premier League,DF,31.0,1994,22.2,,,,,638.2702934831102,Top Starter,523.1905077532712,Top Starter,,
Kevin Long,Burnley,eng Premier League,DF,28.4,513,5.7,,,,,815.7514040594295,World Class,636.2559117422636,Top Starter,,
Christian Fuchs,Leicester City,eng Premier League,DF,32.7,206,2.3,,,,,,,,,,
James Tomkins,Crystal Palace,eng Premier League,DF,29.8,2562,28.5,,,,,609.5393596148768,Top Starter,492.6257351685734,Top Starter,,
Sean Morrison,Cardiff City,eng Premier League,DF,28.0,3040,33.8,,,,,610.593214937205,Top Starter,528.799145483717,Top Starter,,
Mamadou Sakho,Crystal Palace,eng Premier League,DF,28.9,2417,26.9,,,,,581.2144085044328,Top Starter,400.9807938253774,Top Starter,,
Scott Dann,Crystal Palace,eng Premier League,DF,31.9,661,7.3,,,,,474.60029510024304,Top Starter,448.8380478216526,Top Starter,,
Fabián Balbuena,West Ham,eng Premier League,DF,27.4,2014,22.4,,,,,686.9267856531213,Top Starter,605.762881044525,Top Starter,,
Angelo Ogbonna,West Ham,eng Premier League,DF,30.6,1876,20.8,,,,,643.0448163237669,Top Starter,557.8605455807879,Top Starter,,
Chris Smalling,Manchester Utd,eng Premier League,DF,29.1,2128,23.6,,,,,574.881874306241,Top Starter,506.79120401137845,Top Starter,,
Mathias Jørgensen,Huddersfield,eng Premier League,DF,28.7,2148,23.9,,,,,670.7693411713499,Top Starter,503.03411166264135,Top Starter,,
Danny Rose,Tottenham,eng Premier League,DF,28.5,1806,20.1,,,,,659.2795716682897,Top Starter,523.2533444039609,Top Starter,,
Victor Lindelöf,Manchester Utd,eng Premier League,DF,24.5,2602,28.9,,,,,566.0501788181693,Top Starter,429.17821804033963,Top Starter,,
Davinson Sánchez,Tottenham,eng Premier League,DF,22.6,1943,21.6,,,,,641.4471010703157,Top Starter,559.4420312640802,Top Starter,,
Andreas Christensen,Chelsea,eng Premier League,DF,22.7,615,6.8,,,,,465.4327961864716,Top Starter,453.1685918786932,Top Starter,,
Rob Holding,Arsenal,eng Premier League,DF,23.3,807,9.0,,,,,603.3223075105623,Top Starter,462.6763006028371,Top Starter,,
Ryan Bennett,Wolves,eng Premier League,DF,28.8,3060,34.0,,,,,602.3968744584931,Top Starter,550.0619245778204,Top Starter,,
Séamus Coleman,Everton,eng Premier League,DF,30.2,2560,28.4,,,,,513.0968928779811,Top Starter,431.6473656520008,Top Starter,,
Adam Masina,Watford,eng Premier League,DF,25.0,1004,11.2,,,,,732.0546401135873,Top Starter,575.8301481795263,Top Starter,,
Wesley Hoedt,Southampton,eng Premier League,DF,24.8,1170,13.0,,,,,747.8192952253298,Top Starter,570.9416234903341,Top Starter,,
Eric Dier,Tottenham,eng Premier League,MF,25.0,1509,16.8,,,370.8825267710624,Solid Squad Player,,,508.5087696783145,Top Starter,,
Héctor Bellerín,Arsenal,eng Premier League,DF,23.8,1533,17.0,,,,,455.64271317297914,Top Starter,360.4882634013301,Solid Squad Player,,
Aaron Cresswell,West Ham,eng Premier League,DF,29.0,1590,17.7,,,,,556.3882273453021,Top Starter,425.87227644949206,Top Starter,,
Paul Dummett,Newcastle Utd,eng Premier League,DF,27.3,1987,22.1,,,,,701.0844005134569,Top Starter,527.6562869798897,Top Starter,,
Ben Gibson,Burnley,eng Premier League,DF,26.0,63,0.7,,,,,,,,,,
Joe Bryan,Fulham,eng Premier League,DF,25.3,2347,26.1,,,,,642.5753720015057,Top Starter,449.9279412210604,Top Starter,,
Federico Fernández,Newcastle Utd,eng Premier League,DF,29.9,1482,16.5,,,,,615.5262302688849,Top Starter,418.31230522018035,Top Starter,,
Conor Coady,Wolves,eng Premier League,DF,25.8,3420,38.0,,,,,443.7766028742007,Top Starter,243.22633156431348,Solid Squad Player,,
Ben Davies,Tottenham,eng Premier League,DF,25.7,1843,20.5,,,,,651.5475738079678,Top Starter,562.2123061405026,Top Starter,,
Diogo Dalot,Manchester Utd,eng Premier League,DF,19.8,1029,11.4,,,,,565.4248059621684,Top Starter,453.3253785428216,Top Starter,,
Craig Cathcart,Watford,eng Premier League,DF,29.9,3098,34.4,,,,,589.3989535936884,Top Starter,445.3049879611608,Top Starter,,
Christopher Schindler,Huddersfield,eng Premier League,DF,28.7,3262,36.2,,,,,705.4644541891191,Top Starter,591.5009692223947,Top Starter,,
Emerson Palmieri,Chelsea,eng Premier League,DF,24.4,665,7.4,,,,,518.9285920302804,Top Starter,411.329392537051,Top Starter,,
Jonny Castro,Wolves,eng Premier League,DF,24.8,2777,30.9,,,,,678.2283660498662,Top Starter,527.2924480870466,Top Starter,,
Ben Chilwell,Leicester City,eng Premier League,DF,22.0,3240,36.0,,,,,602.8507466967981,Top Starter,570.3339215905714,Top Starter,,
Calum Chambers,Fulham,eng Premier League,MF,23.9,2586,28.7,,,374.054090908044,Solid Squad Player,,,600.9207843389335,Top Starter,,
Martin Kelly,Crystal Palace,eng Premier League,DF,28.7,1110,12.3,,,,,613.9919760962124,Top Starter,474.7820925187306,Top Starter,,
Arthur Masuaku,West Ham,eng Premier League,DF,25.1,1757,19.5,,,,,713.9360415641878,Top Starter,524.9366133571265,Top Starter,,
Yerry Mina,Everton,eng Premier League,DF,24.3,892,9.9,,,,,565.0901470932923,Top Starter,506.14037448362114,Top Starter,,
Joe Bennett,Cardiff City,eng Premier League,DF,28.8,2641,29.3,,,,,669.0109612866405,Top Starter,442.60416312748845,Top Starter,,
Tyrone Mings,Bournemouth,eng Premier League,DF,25.8,142,1.6,,,,,,,,,,
Danny Simpson,Leicester City,eng Premier League,DF,32.0,291,3.2,,,,,,,,,,
Dan Gosling,Bournemouth,eng Premier League,MF,28.9,1738,19.3,,,459.44933197134065,Top Starter,,,638.7468980924203,Top Starter,,
Matteo Darmian,Manchester Utd,eng Premier League,DF,29.1,444,4.9,,,,,,,,,,
Phil Bardsley,Burnley,eng Premier League,DF,33.5,1672,18.6,,,,,623.3857807004435,Top Starter,474.6609974547374,Top Starter,,
Stephen Ward,Burnley,eng Premier League,DF,33.4,230,2.6,,,,,,,,,,
Terence Kongolo,Huddersfield,eng Premier League,DF,24.9,2721,30.2,,,,,755.9046302952501,World Class,520.4159721167175,Top Starter,,
Sead Kolašinac,Arsenal,eng Premier League,DF,25.5,1890,21.0,,,,,454.17629408023055,Top Starter,382.9143696497874,Solid Squad Player,,
Bruno,Brighton,eng Premier League,DF,38.3,1136,12.6,,,,,509.88357245782413,Top Starter,357.68057115736684,Solid Squad Player,,
Javier Manquillo,Newcastle Utd,eng Premier League,DF,24.7,1105,12.3,,,,,664.6491685373733,Top Starter,472.2020170233631,Top Starter,,
Bruno Ecuele Manga,Cardiff City,eng Premier League,DF,30.5,3375,37.5,,,,,683.7975694533487,Top Starter,528.4992925641421,Top Starter,,
Simon Francis,Bournemouth,eng Premier League,DF,33.9,1227,13.6,,,,,664.3602764188516,Top Starter,595.9648990346501,Top Starter,,
Ryan Bertrand,Southampton,eng Premier League,DF,29.4,2160,24.0,,,,,536.1431620679344,Top Starter,425.89264880578685,Top Starter,,
Charlie Taylor,Burnley,eng Premier League,DF,25.3,3240,36.0,,,,,556.3975731558462,Top Starter,463.27148558803464,Top Starter,,
Alfie Mawson,Fulham,eng Premier League,DF,25.0,1136,12.6,,,,,594.7164718759374,Top Starter,428.2897787145396,Top Starter,,
Serge Aurier,Tottenham,eng Premier League,DF,26.0,563,6.3,,,,,684.8181213080453,Top Starter,566.026426622028,Top Starter,,
Eric Bailly,Manchester Utd,eng Premier League,DF,24.7,643,7.1,,,,,765.7371843804693,World Class,514.4664654758515,Top Starter,,
Kiko Femenía,Watford,eng Premier League,DF,27.9,2046,22.7,,,,,623.3152433843665,Top Starter,407.0334884417368,Top Starter,,
Pablo Zabaleta,West Ham,eng Premier League,DF,34.0,2096,23.3,,,,,681.1208406290489,Top Starter,572.3980495117713,Top Starter,,
Maxime Le Marchand,Fulham,eng Premier League,DF,29.2,2252,25.0,,,,,765.5320071250949,World Class,576.6899342037739,Top Starter,,
Martín Montoya,Brighton,eng Premier League,DF,27.7,2169,24.1,,,,,677.1985271971785,Top Starter,477.2092001780861,Top Starter,,
Denis Odoi,Fulham,eng Premier League,DF,30.6,2604,28.9,,,,,674.8320576738311,Top Starter,469.6899192193856,Top Starter,,
Mason Holgate,Everton,eng Premier League,DF,22.2,407,4.5,,,,,,,,,,
Ryan Fredericks,West Ham,eng Premier League,DF,26.2,1085,12.1,,,,,730.2925117813913,Top Starter,530.1326515273231,Top Starter,,
Adrian Mariappa,Watford,eng Premier League,DF,32.8,1924,21.4,,,,,615.6309435134592,Top Starter,485.195461905757,Top Starter,,
Juan Foyth,Tottenham,eng Premier League,DF,21.0,890,9.9,,,,,765.9971079713263,World Class,613.084694417676,Top Starter,,
Lee Peltier,Cardiff City,eng Premier League,DF,32.1,1543,17.1,,,,,613.0683723623201,Top Starter,434.173466841202,Top Starter,,
Håvard Nordtveit,Fulham,eng Premier League,MF,28.5,368,4.1,,,,,,,,,,
Ainsley Maitland-Niles,Arsenal,eng Premier League,DF,21.3,986,11.0,,,,,686.5614343115878,Top Starter,480.990006298022,Top Starter,,
Alberto Moreno,Liverpool,eng Premier League,DF,26.5,155,1.7,,,,,,,,,,
Christian Kabasele,Watford,eng Premier League,DF,27.9,1587,17.6,,,,,695.4609224322281,Top Starter,573.4014957663904,Top Starter,,
Chris Mepham,Bournemouth,eng Premier League,DF,21.2,850,9.4,,,,,582.7450375362106,Top Starter,503.78739879059844,Top Starter,,
Rúben Vinagre,Wolves,eng Premier League,DF,19.7,709,7.9,,,,,611.9388924195626,Top Starter,474.7713842880969,Top Starter,,
Charlie Daniels,Bournemouth,eng Premier League,DF,32.3,1588,17.6,,,,,527.7772911652859,Top Starter,431.6466206683538,Top Starter,,
Adam Smith,Bournemouth,eng Premier League,DF,27.7,2072,23.0,,,,,646.2358034236212,Top Starter,454.40003433210654,Top Starter,,
Chris Löwe,Huddersfield,eng Premier League,DF,29.7,2056,22.8,,,,,471.3738545320978,Top Starter,349.15084091914173,Solid Squad Player,,
Jack Stephens,Southampton,eng Premier League,DF,24.9,1702,18.9,,,,,660.1319694815251,Top Starter,545.7611146442719,Top Starter,,
Leon Balogun,Brighton,eng Premier League,DF,30.5,591,6.6,,,,,664.7653757248389,Top Starter,509.41279186039054,Top Starter,,
Diego Rico,Bournemouth,eng Premier League,DF,25.9,612,6.8,,,,,672.8570980393114,Top Starter,521.7546132525302,Top Starter,,
Matthew Lowton,Burnley,eng Premier League,DF,29.6,1754,19.5,,,,,770.397697269483,World Class,516.5331349872217,Top Starter,,
Jonjoe Kenny,Everton,eng Premier League,DF,21.8,790,8.8,,,,,795.6772227542427,World Class,684.0336369250319,Top Starter,,
DeAndre Yedlin,Newcastle Utd,eng Premier League,DF,25.5,2479,27.5,,,,,512.160410499594,Top Starter,401.69682404418,Top Starter,,
Gary Cahill,Chelsea,eng Premier League,DF,33.0,22,0.2,,,,,,,,,,
Leighton Baines,Everton,eng Premier League,DF,34.1,376,4.2,,,,,,,,,,
Greg Cunningham,Cardiff City,eng Premier League,DF,27.9,630,7.0,,,,,617.2085395984552,Top Starter,463.6189945379942,Top Starter,,
Phil Jagielka,Everton,eng Premier League,DF,36.4,335,3.7,,,,,,,,,,
Cyrus Christie,Fulham,eng Premier League,DF,26.3,1945,21.6,,,,,637.8974744715371,Top Starter,566.9190375854083,Top Starter,,
Ryan Sessegnon,Fulham,eng Premier League,FW,18.6,2294,25.5,321.34099370122334,Solid Squad Player,,,,,393.22709332825406,Solid Squad Player,,
Joel Ward,Crystal Palace,eng Premier League,DF,29.2,551,6.1,,,,,700.454120742431,Top Starter,620.4254353044275,Top Starter,,
Nathaniel Clyne,Bournemouth,eng Premier League,DF,27.7,1263,14.0,,,,,565.6558326558493,Top Starter,401.59188453006203,Top Starter,,
Timothy Fosu-Mensah,Fulham,eng Premier League,DF,21.0,794,8.8,,,,,518.5957753569272,Top Starter,399.8225008049717,Solid Squad Player,,
Çağlar Söyüncü,Leicester City,eng Premier League,DF,22.6,372,4.1,,,,,,,,,,
Erik Durm,Huddersfield,eng Premier League,DF,26.6,2052,22.8,,,,,564.7291676521701,Top Starter,414.245495390207,Top Starter,,
Tim Ream,Fulham,eng Premier League,DF,31.2,2049,22.8,,,,,483.2098082104011,Top Starter,384.44339957820864,Solid Squad Player,,
Jack Simpson,Bournemouth,eng Premier League,DF,22.0,408,4.5,,,,,,,,,,
Yan Valery,Southampton,eng Premier League,DF,19.9,1714,19.0,,,,,668.1501823783917,Top Starter,526.8426516974066,Top Starter,,
Carl Jenkinson,Arsenal,eng Premier League,DF,26.9,165,1.8,,,,,,,,,,
Carlos Sánchez,West Ham,eng Premier League,MF,32.9,240,2.7,,,,,,,,,,
Marcos Rojo,Manchester Utd,eng Premier League,DF,28.8,211,2.3,,,,,,,,,,
Stephan Lichtsteiner,Arsenal,eng Premier League,DF,35.0,940,10.4,,,,,490.2055790298514,Top Starter,445.24441166077787,Top Starter,,
Sebastian Prödl,Watford,eng Premier League,DF,31.5,13,0.1,,,,,,,,,,
Gaëtan Bong,Brighton,eng Premier League,DF,30.7,1805,20.1,,,,,417.5595064024613,Top Starter,310.5391520894302,Solid Squad Player,,
Jazz Richards,Cardiff City,eng Premier League,DF,27.7,129,1.4,,,,,,,,,,
Miguel Britos,Watford,eng Premier League,DF,33.5,185,2.1,,,,,,,,,,
Ben Johnson,West Ham,eng Premier League,DF,18.9,63,0.7,,,,,,,,,,
Kayne Ramsey,Southampton,eng Premier League,DF,18.2,90,1.0,,,,,,,,,,
Demeaco Duhaney,Huddersfield,eng Premier League,DF,20.2,45,0.5,,,,,,,,,,
Ben Wilmot,Watford,eng Premier League,DF,19.2,26,0.3,,,,,,,,,,
Tommy Smith,Huddersfield,eng Premier League,DF,26.7,1142,12.7,,,,,562.3913415029425,Top Starter,422.7490271076799,Top Starter,,
Max Kilman,Wolves,eng Premier League,DF,,1,0.0,,,,,,,,,,
Tyreke Johnson,Southampton,eng Premier League,DF,20.2,1,0.0,,,,,,,,,,
Mohamed Salah,Liverpool,eng Premier League,FW,26.5,3256,36.2,753.8139449414256,World Class,,,,,426.0312940852346,Top Starter,,
Georges-Kévin N'Koudou,Tottenham,eng Premier League,FW,23.9,9,0.1,,,,,,,,,,
James Maddison,Leicester City,eng Premier League,Off_MF,22.1,2848,31.6,629.5047371960657,Top Starter,,,,,485.5009292329214,Top Starter,,
Sadio Mané,Liverpool,eng Premier League,FW,26.7,3085,34.3,642.1162781916255,Top Starter,,,,,496.76098157123795,Top Starter,,
Ryan Fraser,Bournemouth,eng Premier League,Off_MF,24.9,3171,35.2,699.4740126217207,Top Starter,,,,,329.0670756313477,Solid Squad Player,,
Kevin De Bruyne,Manchester City,eng Premier League,Off_MF,27.5,982,10.9,650.8639215914559,Top Starter,,,,,606.3670862627629,Top Starter,,
Willian,Chelsea,eng Premier League,FW,30.4,2112,23.5,501.45466368985626,Top Starter,,,,,540.1667844931006,Top Starter,,
