Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand,GKScore_abs,GKBand
John Stones,Manchester City,eng Premier League,DF,26.6,1934,21.5,,,,,466.0896984064486,Top Starter,384.6303526082098,Solid Squad Player,,
Nathaniel Phillips,Liverpool,eng Premier League,DF,23.8,1455,16.2,,,,,629.1595221146408,Top Starter,583.3365247239622,Top Starter,,
Luke Shaw,Manchester Utd,eng Premier League,DF,25.5,2655,29.5,,,,,477.8695200503729,Top Starter,412.097339060092,Top Starter,,
Thiago Silva,Chelsea,eng Premier League,DF,36.3,1938,21.5,,,,,596.6059911669477,Top Starter,463.7150534264042,Top Starter,,
Kurt Zouma,Chelsea,eng Premier League,DF,26.2,2036,22.6,,,,,545.5117662304091,Top Starter,506.5291649283018,Top Starter,,
Joël Matip,Liverpool,eng Premier League,DF,29.4,691,7.7,,,,,600.2038183118002,Top Starter,548.5829419405806,Top Starter,,
Aaron Wan-Bissaka,Manchester Utd,eng Premier League,DF,23.1,3060,34.0,,,,,693.551190565998,Top Starter,508.8920531651668,Top Starter,,
Lewis Dunk,Brighton,eng Premier League,DF,29.1,2936,32.6,,,,,526.4856105738268,Top Starter,434.43388036762894,Top Starter,,
Ben Chilwell,Chelsea,eng Premier League,DF,24.0,2290,25.4,,,,,528.9726553774824,Top Starter,455.22412567396503,Top Starter,,
Harry Maguire,Manchester Utd,eng Premier League,DF,27.8,3048,33.9,,,,,643.4357530097225,Top Starter,559.8953637883723,Top Starter,,
Lucas Digne,Everton,eng Premier League,DF,27.5,2682,29.8,,,,,641.1629547331688,Top Starter,594.1288259022255,Top Starter,,
João Cancelo,Manchester City,eng Premier League,DF,26.6,2302,25.6,,,,,698.4244231107646,Top Starter,587.981956978469,Top Starter,,
Rúben Dias,Manchester City,eng Premier League,DF,23.6,2845,31.6,,,,,482.7261876875649,Top Starter,400.2928183080577,Top Starter,,
Reece James,Chelsea,eng Premier League,DF,,2378,26.4,,,,,572.2489990911374,Top Starter,478.04899256868606,Top Starter,,
César Azpilicueta,Chelsea,eng Premier League,DF,31.3,2195,24.4,,,,,587.760128723495,Top Starter,546.2846990915219,Top Starter,,
Jimmy Dunne,Burnley,eng Premier League,DF,23.2,270,3.0,,,,,,,,,,
Liam Cooper,Leeds United,eng Premier League,DF,29.4,2188,24.3,,,,,848.3016661623617,World Class,679.4102435783311,Top Starter,,
Aaron Cresswell,West Ham,eng Premier League,DF,31.0,3172,35.2,,,,,408.40403101409066,Top Starter,287.6302260963443,Solid Squad Player,,
James Tarkowski,Burnley,eng Premier League,DF,28.1,3240,36.0,,,,,699.22641781984,Top Starter,569.2843105826179,Top Starter,,
Matt Targett,Aston Villa,eng Premier League,DF,25.3,3405,37.8,,,,,626.1827021046065,Top Starter,534.2302748396238,Top Starter,,
James Justin,Leicester City,eng Premier League,DF,22.9,2070,23.0,,,,,660.6883671758852,Top Starter,499.2542968599376,Top Starter,,
Andrew Robertson,Liverpool,eng Premier League,DF,26.8,3385,37.6,,,,,424.97333404729665,Top Starter,341.64310400528683,Solid Squad Player,,
Luke Ayling,Leeds United,eng Premier League,DF,29.4,3400,37.8,,,,,696.7482659827642,Top Starter,567.6206125304783,Top Starter,,
Yerry Mina,Everton,eng Premier League,DF,26.3,1939,21.5,,,,,573.9872985785455,Top Starter,477.45065442893326,Top Starter,,
Michael Keane,Everton,eng Premier League,DF,28.0,2990,33.2,,,,,599.2075042370899,Top Starter,511.315680918927,Top Starter,,
Ben Mee,Burnley,eng Premier League,DF,31.3,2694,29.9,,,,,613.44233828447,Top Starter,507.7567302625309,Top Starter,,
Ben Godfrey,Everton,eng Premier League,DF,23.0,2683,29.8,,,,,604.9287651806306,Top Starter,443.22841090580823,Top Starter,,
Kortney Hause,Aston Villa,eng Premier League,DF,25.5,630,7.0,,,,,529.431126499743,Top Starter,466.7667302448135,Top Starter,,
Toby Alderweireld,Tottenham,eng Premier League,DF,31.8,2241,24.9,,,,,503.6973515198132,Top Starter,372.2040961294074,Solid Squad Player,,
Alex Telles,Manchester Utd,eng Premier League,DF,28.0,691,7.7,,,,,614.048999727511,Top Starter,593.4603880268436,Top Starter,,
Serge Aurier,Tottenham,eng Premier League,DF,28.0,1608,17.9,,,,,686.4467426224383,Top Starter,579.7059832244423,Top Starter,,
Vladimír Coufal,West Ham,eng Premier League,DF,28.4,3055,33.9,,,,,580.5922092996451,Top Starter,464.94848962538674,Top Starter,,
Diego Llorente,Leeds United,eng Premier League,DF,27.4,1205,13.4,,,,,729.1432518416747,Top Starter,574.6495963644069,Top Starter,,
Wesley Fofana,Leicester City,eng Premier League,DF,20.0,2264,25.2,,,,,793.9305592868367,World Class,677.0139440014344,Top Starter,,
Fikayo Tomori,Chelsea,eng Premier League,DF,23.0,45,0.5,,,,,,,,,,
Ahmed Hegazi,West Brom,eng Premier League,DF,29.9,90,1.0,,,,,,,,,,
Timothy Fosu-Mensah,Manchester Utd,eng Premier League,DF,23.0,81,0.9,,,,,,,,,,
Terence Kongolo,Fulham,eng Premier League,DF,26.9,90,1.0,,,,,,,,,,
Andreas Christensen,Chelsea,eng Premier League,DF,24.7,1372,15.2,,,,,535.12380317834,Top Starter,458.45800868301893,Top Starter,,
Oleksandr Zinchenko,Manchester City,eng Premier League,DF,24.0,1474,16.4,,,,,554.926844928247,Top Starter,468.4624050845778,Top Starter,,
Rob Holding,Arsenal,eng Premier League,DF,25.3,2558,28.4,,,,,523.372737286009,Top Starter,476.3398215214734,Top Starter,,
Aymeric Laporte,Manchester City,eng Premier League,DF,26.6,1343,14.9,,,,,457.1207041576005,Top Starter,451.7707172162023,Top Starter,,
Jonny Evans,Leicester City,eng Premier League,DF,33.0,2476,27.5,,,,,614.9427551175197,Top Starter,549.3860762048746,Top Starter,,
Ezri Konsa,Aston Villa,eng Premier League,DF,23.2,3195,35.5,,,,,509.42536159719674,Top Starter,397.5840476997073,Solid Squad Player,,
Kenny Tete,Fulham,eng Premier League,DF,25.2,1482,16.5,,,,,771.4835425394509,World Class,576.5081680346119,Top Starter,,
Joe Rodon,Tottenham,eng Premier League,DF,23.2,732,8.1,,,,,718.4039220302025,Top Starter,593.781117518374,Top Starter,,
Joël Veltman,Brighton,eng Premier League,DF,29.0,2282,25.4,,,,,669.4222117285572,Top Starter,566.9518553727619,Top Starter,,
Romain Saïss,Wolves,eng Premier League,DF,30.8,2408,26.8,,,,,671.9115041016901,Top Starter,526.3034002762453,Top Starter,,
Tyrone Mings,Aston Villa,eng Premier League,DF,27.8,3195,35.5,,,,,562.1217835618281,Top Starter,432.9977823763058,Top Starter,,
Ahmed Elmohamady,Aston Villa,eng Premier League,DF,33.3,845,9.4,,,,,701.8598685433246,Top Starter,530.3834478369388,Top Starter,,
Marcos Alonso,Chelsea,eng Premier League,DF,30.0,959,10.7,,,,,481.95701283824405,Top Starter,491.6792251035903,Top Starter,,
Stuart Dallas,Leeds United,eng Premier League,MF,29.7,3410,37.9,,,470.689436232241,Top Starter,,,489.8966845738155,Top Starter,,
Pascal Struijk,Leeds United,eng Premier League,DF,21.4,2076,23.1,,,,,694.0695363226286,Top Starter,547.3674840127962,Top Starter,,
Gabriel Magalhães,Arsenal,eng Premier League,DF,,1997,22.2,,,,,553.6741162697374,Top Starter,471.33916733870024,Top Starter,,
Adam Webster,Brighton,eng Premier League,DF,26.0,2595,28.8,,,,,590.1413615929048,Top Starter,515.7388153387717,Top Starter,,
Matty Cash,Aston Villa,eng Premier League,DF,23.4,2378,26.4,,,,,720.576617871187,Top Starter,508.5582629275586,Top Starter,,
Joachim Andersen,Fulham,eng Premier League,DF,24.6,2730,30.3,,,,,642.7648842776812,Top Starter,543.5917852881273,Top Starter,,
Tosin Adarabioyo,Fulham,eng Premier League,DF,23.3,2954,32.8,,,,,597.9358172051723,Top Starter,455.50111079316076,Top Starter,,
Rhys Williams,Liverpool,eng Premier League,DF,19.9,664,7.4,,,,,513.3896208580052,Top Starter,475.0709495278427,Top Starter,,
Issa Diop,West Ham,eng Premier League,DF,24.0,1379,15.3,,,,,572.1187777097392,Top Starter,379.6380338245721,Solid Squad Player,,
Willy Boly,Wolves,eng Premier League,DF,29.9,1880,20.9,,,,,648.0237902279142,Top Starter,516.939093921522,Top Starter,,
Calum Chambers,Arsenal,eng Premier League,DF,25.9,760,8.4,,,,,468.9622128067974,Top Starter,441.7116283035046,Top Starter,,
Gaetano Berardi,Leeds United,eng Premier League,DF,32.4,114,1.3,,,,,,,,,,
Eric Dier,Tottenham,eng Premier League,DF,27.0,2520,28.0,,,,,519.3903012497098,Top Starter,452.71943155062945,Top Starter,,
Jannik Vestergaard,Southampton,eng Premier League,DF,28.4,2575,28.6,,,,,694.6302070700248,Top Starter,582.3312840140503,Top Starter,,
Conor Coady,Wolves,eng Premier League,DF,27.8,3304,36.7,,,,,466.105267670722,Top Starter,277.7781335447486,Solid Squad Player,,
Federico Fernández,Newcastle Utd,eng Premier League,DF,31.9,2082,23.1,,,,,573.5859478825314,Top Starter,387.65087959904434,Solid Squad Player,,
Antonee Robinson,Fulham,eng Premier League,DF,23.4,2169,24.1,,,,,658.5193211266709,Top Starter,499.67808620740493,Top Starter,,
Kyle Bartley,West Brom,eng Premier League,DF,29.6,2584,28.7,,,,,576.1708019521145,Top Starter,478.2653944613561,Top Starter,,
Kyle Walker,Manchester City,eng Premier League,DF,30.6,1946,21.6,,,,,486.46579878513074,Top Starter,370.84802119418873,Solid Squad Player,,
Max Kilman,Wolves,eng Premier League,DF,,1307,14.5,,,,,523.6871362257328,Top Starter,380.0900409138727,Solid Squad Player,,
Conor Townsend,West Brom,eng Premier League,DF,27.8,2235,24.8,,,,,610.3927218226582,Top Starter,475.7730685385571,Top Starter,,
Jamaal Lascelles,Newcastle Utd,eng Premier League,DF,27.1,1627,18.1,,,,,472.24094960647375,Top Starter,372.04390288334247,Solid Squad Player,,
Timothy Castagne,Leicester City,eng Premier League,DF,25.1,2346,26.1,,,,,550.704891224666,Top Starter,457.6135449865763,Top Starter,,
Héctor Bellerín,Arsenal,eng Premier League,DF,25.8,2093,23.3,,,,,482.42205021629945,Top Starter,406.76539401467187,Top Starter,,
Pablo Marí,Arsenal,eng Premier League,DF,27.3,900,10.0,,,,,532.9343718953827,Top Starter,485.21240895080956,Top Starter,,
Victor Lindelöf,Manchester Utd,eng Premier League,DF,26.5,2586,28.7,,,,,452.60281787481216,Top Starter,393.2419997918095,Solid Squad Player,,
Tariq Lamptey,Brighton,eng Premier League,DF,20.3,891,9.9,,,,,571.2225696825884,Top Starter,435.9896136973541,Top Starter,,
Nélson Semedo,Wolves,eng Premier League,DF,27.1,2988,33.2,,,,,650.2908589887376,Top Starter,511.94374634370996,Top Starter,,
Craig Dawson,West Ham,eng Premier League,DF,30.7,1926,21.4,,,,,544.7514436987069,Top Starter,408.6484708370879,Top Starter,,
Robin Koch,Leeds United,eng Premier League,DF,24.5,1131,12.6,,,,,726.0211980218152,Top Starter,660.6477203828147,Top Starter,,
Kieran Tierney,Arsenal,eng Premier League,DF,23.6,2301,25.6,,,,,361.7279131683692,Solid Squad Player,287.35084145635415,Solid Squad Player,,
Chris Basham,Sheffield Utd,eng Premier League,DF,32.5,2586,28.7,,,,,718.5917514280086,Top Starter,564.135563115698,Top Starter,,
Christian Fuchs,Leicester City,eng Premier League,DF,34.7,702,7.8,,,,,679.1029382676967,Top Starter,621.4676798919711,Top Starter,,
Fabián Balbuena,West Ham,eng Premier League,DF,29.4,1198,13.3,,,,,652.8673931044355,Top Starter,440.6614751825811,Top Starter,,
Jack Robinson,Sheffield Utd,eng Premier League,DF,27.3,875,9.7,,,,,536.9460856284513,Top Starter,533.7477836641523,Top Starter,,
Matthew Lowton,Burnley,eng Premier League,DF,31.6,3060,34.0,,,,,597.7443629522894,Top Starter,431.5372010127725,Top Starter,,
Dan Burn,Brighton,eng Premier League,DF,28.6,2059,22.9,,,,,654.7412257433629,Top Starter,670.1498054585072,Top Starter,,
Mason Holgate,Everton,eng Premier League,DF,24.2,2289,25.4,,,,,697.9905402414381,Top Starter,484.1489041018193,Top Starter,,
Nathan Aké,Manchester City,eng Premier League,DF,25.9,797,8.9,,,,,481.4695438831424,Top Starter,494.56032487071013,Top Starter,,
Çağlar Söyüncü,Leicester City,eng Premier League,DF,24.6,1816,20.2,,,,,621.9710668508874,Top Starter,553.6562445557572,Top Starter,,
David Luiz,Arsenal,eng Premier League,DF,33.7,1399,15.5,,,,,524.9690026428118,Top Starter,408.1891531135517,Top Starter,,
Angelo Ogbonna,West Ham,eng Premier League,DF,32.6,2493,27.7,,,,,484.590208829769,Top Starter,386.2102250442165,Solid Squad Player,,
Jan Bednarek,Southampton,eng Premier League,DF,24.7,3101,34.5,,,,,605.4781568301785,Top Starter,560.1396804919948,Top Starter,,
Mohammed Salisu,Southampton,eng Premier League,DF,21.7,842,9.4,,,,,805.281474467924,World Class,602.5674716312406,Top Starter,,
Ciaran Clark,Newcastle Utd,eng Premier League,DF,31.3,1893,21.0,,,,,606.3702609294644,Top Starter,504.42948294545033,Top Starter,,
Gary Cahill,Crystal Palace,eng Premier League,DF,35.0,1800,20.0,,,,,469.43828363579456,Top Starter,424.8988897911252,Top Starter,,
Jonjoe Kenny,Everton,eng Premier League,DF,23.8,79,0.9,,,,,,,,,,
Davinson Sánchez,Tottenham,eng Premier League,DF,24.6,1486,16.5,,,,,644.6083266606099,Top Starter,567.440154856683,Top Starter,,
Ben White,Brighton,eng Premier League,DF,23.2,3195,35.5,,,,,538.8827819857236,Top Starter,419.73478344529894,Top Starter,,
Kyle Walker-Peters,Southampton,eng Premier League,DF,23.7,2648,29.4,,,,,642.2897855849436,Top Starter,484.0685506917713,Top Starter,,
Séamus Coleman,Everton,eng Premier League,DF,32.2,1625,18.1,,,,,546.5169498817133,Top Starter,352.36385509981494,Solid Squad Player,,
Ozan Kabak,Liverpool,eng Premier League,DF,20.8,803,8.9,,,,,631.2013362473514,Top Starter,575.6883964015312,Top Starter,,
Joe Bryan,Fulham,eng Premier League,DF,27.3,680,7.6,,,,,671.5621504900066,Top Starter,455.1261249501944,Top Starter,,
Bernardo,Brighton,eng Premier League,DF,,204,2.3,,,,,,,,,,
Axel Tuanzebe,Manchester Utd,eng Premier League,DF,23.1,402,4.5,,,,,,,,,,
Paul Dummett,Newcastle Utd,eng Premier League,DF,29.3,1256,14.0,,,,,540.7810827815434,Top Starter,451.80031432004654,Top Starter,,
Matt Doherty,Tottenham,eng Premier League,DF,29.0,1248,13.9,,,,,675.5631920120331,Top Starter,630.39046454843,Top Starter,,
Ola Aina,Fulham,eng Premier League,DF,24.2,2670,29.7,,,,,530.0937476015037,Top Starter,377.6715491443339,Solid Squad Player,,
Ezgjan Alioski,Leeds United,eng Premier League,DF,28.9,2463,27.4,,,,,543.0425529088802,Top Starter,527.2033872512188,Top Starter,,
Ryan Fredericks,West Ham,eng Premier League,DF,28.2,571,6.3,,,,,548.9179026469176,Top Starter,420.910054559659,Top Starter,,
Maxime Le Marchand,Fulham,eng Premier League,DF,31.2,122,1.4,,,,,,,,,,
John Egan,Sheffield Utd,eng Premier League,DF,28.2,2630,29.2,,,,,595.9832835988284,Top Starter,478.15545081022043,Top Starter,,
Charlie Taylor,Burnley,eng Premier League,DF,27.3,2429,27.0,,,,,593.5758256618591,Top Starter,431.06988180031476,Top Starter,,
Tim Ream,Fulham,eng Premier League,DF,33.2,630,7.0,,,,,496.3603236345631,Top Starter,395.0211407856516,Solid Squad Player,,
Scott Dann,Crystal Palace,eng Premier League,DF,33.9,1350,15.0,,,,,499.2004905931449,Top Starter,453.67685156335074,Top Starter,,
Kean Bryan,Sheffield Utd,eng Premier League,DF,24.2,1007,11.2,,,,,578.1277286489268,Top Starter,510.66416067752516,Top Starter,,
Sergio Reguilón,Tottenham,eng Premier League,DF,24.0,2248,25.0,,,,,534.8864511240129,Top Starter,436.45002289113626,Top Starter,,
Darnell Furlong,West Brom,eng Premier League,DF,25.2,2932,32.6,,,,,597.9404972949006,Top Starter,551.3278997265243,Top Starter,,
Ben Davies,Tottenham,eng Premier League,DF,27.7,1352,15.0,,,,,577.2823374476463,Top Starter,450.2557606286494,Top Starter,,
Eric Bailly,Manchester Utd,eng Premier League,DF,26.7,916,10.2,,,,,506.8185635381829,Top Starter,391.1793070990381,Solid Squad Player,,
Japhet Tanganga,Tottenham,eng Premier League,DF,21.8,488,5.4,,,,,463.8847951833277,Top Starter,442.4598813385665,Top Starter,,
Jack Stephens,Southampton,eng Premier League,DF,26.9,1539,17.1,,,,,632.5303114640053,Top Starter,448.88630963599866,Top Starter,,
Ben Johnson,West Ham,eng Premier League,DF,20.9,534,5.9,,,,,550.0879167259619,Top Starter,442.927674892979,Top Starter,,
Sead Kolašinac,Arsenal,eng Premier League,DF,27.5,90,1.0,,,,,,,,,,
Jack O'Connell,Sheffield Utd,eng Premier League,DF,26.8,180,2.0,,,,,,,,,,
Benjamin Mendy,Manchester City,eng Premier League,DF,26.5,955,10.6,,,,,355.47569487428,Solid Squad Player,323.33305404748717,Solid Squad Player,,
Patrick van Aanholt,Crystal Palace,eng Premier League,DF,30.3,1775,19.7,,,,,533.9215010070229,Top Starter,374.52016449087154,Solid Squad Player,,
Virgil van Dijk,Liverpool,eng Premier League,DF,29.5,371,4.1,,,,,,,,,,
Max Lowe,Sheffield Utd,eng Premier League,DF,23.6,551,6.1,,,,,570.0187048523651,Top Starter,498.03762371534503,Top Starter,,
Luke Thomas,Leicester City,eng Premier League,DF,19.6,969,10.8,,,,,640.1096206914781,Top Starter,525.6987589820206,Top Starter,,
Ryan Bertrand,Southampton,eng Premier League,DF,31.4,2599,28.9,,,,,517.4778032239958,Top Starter,444.49977632445,Top Starter,,
Neco Williams,Liverpool,eng Premier League,DF,19.7,248,2.8,,,,,,,,,,
Jonny Castro,Wolves,eng Premier League,MF,26.8,499,5.5,,,316.4369120921037,Solid Squad Player,,,526.0523269267192,Top Starter,,
Fernando Marçal,Wolves,eng Premier League,DF,31.9,628,7.0,,,,,600.5322810902709,Top Starter,469.50259536180334,Top Starter,,
Enda Stevens,Sheffield Utd,eng Premier League,DF,30.5,2700,30.0,,,,,472.9127210995196,Top Starter,371.9980918030256,Solid Squad Player,,
Fabian Schär,Newcastle Utd,eng Premier League,DF,29.0,1247,13.9,,,,,537.9512463257956,Top Starter,376.9062356370556,Solid Squad Player,,
Rayan Aït-Nouri,Wolves,eng Premier League,DF,19.6,1403,15.6,,,,,463.9662865824379,Top Starter,361.8721412062489,Solid Squad Player,,
Joel Ward,Crystal Palace,eng Premier League,DF,31.2,2259,25.1,,,,,609.4640251030534,Top Starter,479.1878374035598,Top Starter,,
Kevin Long,Burnley,eng Premier League,DF,30.4,643,7.1,,,,,514.3724984544154,Top Starter,430.24200064048586,Top Starter,,
Dara O'Shea,West Brom,eng Premier League,DF,21.8,2107,23.4,,,,,738.9644282355554,Top Starter,596.5444243817125,Top Starter,,
Emil Krafth,Newcastle Utd,eng Premier League,DF,26.4,1290,14.3,,,,,478.6470687741772,Top Starter,387.76948076956774,Solid Squad Player,,
DeAndre Yedlin,Newcastle Utd,eng Premier League,DF,27.5,444,4.9,,,,,,,,,,
Erik Pieters,Burnley,eng Premier League,DF,32.4,1269,14.1,,,,,588.8637989803739,Top Starter,403.7653057487038,Top Starter,,
Ainsley Maitland-Niles,West Brom,eng Premier League,MF,23.3,1729,19.2,,,315.0184663102168,Solid Squad Player,,,475.31017277412155,Top Starter,,
Ricardo Pereira,Leicester City,eng Premier League,DF,27.2,958,10.6,,,,,678.0582176569243,Top Starter,521.0847982375924,Top Starter,,
Shkodran Mustafi,Arsenal,eng Premier League,DF,28.7,50,0.6,,,,,,,,,,
Joe Gomez,Liverpool,eng Premier League,DF,23.6,590,6.6,,,,,481.53331638440613,Top Starter,464.45470587907613,Top Starter,,
Semi Ajayi,West Brom,eng Premier League,DF,27.1,2787,31.0,,,,,518.4378244449894,Top Starter,442.6893614543169,Top Starter,,
George Baldock,Sheffield Utd,eng Premier League,DF,27.8,2789,31.0,,,,,466.71659138653365,Top Starter,314.59287860794774,Solid Squad Player,,
Jamie Shackleton,Leeds United,eng Premier League,MF,21.2,455,5.1,,,314.1923005657689,Solid Squad Player,,,417.07992018359954,Top Starter,,
Javier Manquillo,Newcastle Utd,eng Premier League,DF,26.7,836,9.3,,,,,593.8723128033715,Top Starter,451.0641335781639,Top Starter,,
Arthur Masuaku,West Ham,eng Premier League,DF,27.2,1008,11.2,,,,,495.5755632056,Top Starter,404.00590943233567,Top Starter,,
Lee Peltier,West Brom,eng Premier League,DF,34.1,233,2.6,,,,,,,,,,
Ki-Jana Hoever,Wolves,eng Premier League,DF,19.0,580,6.4,,,,,593.9925432516062,Top Starter,470.7822320798418,Top Starter,,
James Tomkins,Crystal Palace,eng Premier League,DF,31.8,552,6.1,,,,,419.0755577186793,Top Starter,294.93325831686604,Solid Squad Player,,
Emerson Palmieri,Chelsea,eng Premier League,DF,26.4,89,1.0,,,,,,,,,,
Wes Morgan,Leicester City,eng Premier League,DF,36.9,21,0.2,,,,,,,,,,
Nathaniel Clyne,Crystal Palace,eng Premier League,DF,29.7,1147,12.7,,,,,442.91321076154344,Top Starter,288.19585471469657,Solid Squad Player,,
Jayden Bogle,Sheffield Utd,eng Premier League,DF,20.4,1112,12.4,,,,,626.4365499433067,Top Starter,526.1113362087142,Top Starter,,
Branislav Ivanović,West Brom,eng Premier League,DF,36.9,767,8.5,,,,,462.229878103789,Top Starter,364.43714167106197,Solid Squad Player,,
Kieran Gibbs,West Brom,eng Premier League,DF,31.3,811,9.0,,,,,601.1773038400164,Top Starter,420.8561275174995,Top Starter,,
Niall Huggins,Leeds United,eng Premier League,DF,20.0,37,0.4,,,,,,,,,,
Phil Bardsley,Burnley,eng Premier League,DF,35.5,280,3.1,,,,,,,,,,
Eric García,Manchester City,eng Premier League,DF,20.0,380,4.2,,,,,,,,,,
Mamadou Sakho,Crystal Palace,eng Premier League,DF,30.9,282,3.1,,,,,,,,,,
Jean-Philippe Gbamin,Everton,eng Premier League,Off_MF,25.3,11,0.1,,,,,,,,,,
Kostas Tsimikas,Liverpool,eng Premier League,DF,24.6,10,0.1,,,,,,,,,,
Brandon Williams,Manchester Utd,eng Premier League,DF,20.3,193,2.1,,,,,,,,,,
Phil Jagielka,Sheffield Utd,eng Premier League,DF,38.4,539,6.0,,,,,560.4569621722648,Top Starter,398.66848620861583,Solid Squad Player,,
Rúben Vinagre,Wolves,eng Premier League,MF,21.7,172,1.9,,,,,,,,,,
Michael Hector,Fulham,eng Premier League,DF,28.5,264,2.9,,,,,,,,,,
Niels Nkounkou,Everton,eng Premier League,DF,20.2,81,0.9,,,,,,,,,,
Denis Odoi,Fulham,eng Premier League,DF,32.6,270,3.0,,,,,,,,,,
Leif Davis,Leeds United,eng Premier League,DF,21.0,31,0.3,,,,,,,,,,
Oskar Buur,Wolves,eng Premier League,DF,22.8,22,0.2,,,,,,,,,,
