Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand
Arthur Cabral,Fiorentina,it Serie A,FW,23,749,8.3,361.48925862178874,Solid Squad Player,,,,
Leandro Cabrera,Espanyol,es La Liga,DF,30,3330,37.0,,,,,403.5093138251033,Top Starter
Liberato Cacace,Empoli,it Serie A,DF,20,466,5.2,,,,,352.0724889145941,Solid Squad Player
Martín Cáceres,Cagliari,it Serie A,DF,34,832,9.2,,,,,342.483019142058,Solid Squad Player
Martín Cáceres,Levante,es La Liga,DF,34,663,7.4,,,,,260.36261825735505,Solid Squad Player
Anthony Caci,Strasbourg,fr Ligue 1,DF,24,2395,26.6,,,,,306.75686710510604,Solid Squad Player
Yannick Cahuzac,Lens,fr Ligue 1,MF,36,618,6.9,,,142.51207729468598,Below Big-5 Level,,
Moisés Caicedo,Brighton,eng Premier League,MF,19,660,7.3,,,356.89497716894977,Solid Squad Player,,
Cala,Cádiz,es La Liga,DF,31,947,10.5,,,,,356.70069835483366,Solid Squad Player
Davide Calabria,Milan,it Serie A,DF,24,2119,23.5,,,,,300.55621322810566,Solid Squad Player
Mattia Caldara,Venezia,it Serie A,DF,27,2704,30.0,,,,,491.4009265588213,Top Starter
Fernando Calero,Espanyol,es La Liga,DF,25,1090,12.1,,,,,379.03961004439475,Solid Squad Player
Duje Ćaleta-Car,Marseille,fr Ligue 1,DF,24,2057,22.9,,,,,305.28927850922787,Solid Squad Player
Hakan Çalhanoğlu,Inter,it Serie A,Off_MF,27,2480,27.6,553.8983206809294,Top Starter,,,,
Daniel Caligiuri,Augsburg,de Bundesliga,MF,33,2004,22.3,,,422.72047832585946,Top Starter,,
José Callejón,Fiorentina,it Serie A,FW,34,1298,14.4,224.9243302259175,Solid Squad Player,,,,
Dominic Calvert-Lewin,Everton,eng Premier League,FW,24,1283,14.3,360.191242619814,Solid Squad Player,,,,
Mahdi Camara,Saint-Étienne,fr Ligue 1,MF,23,3073,34.1,,,291.06549364613875,Solid Squad Player,,
Eduardo Camavinga,Real Madrid,es La Liga,MF,18,1236,13.7,,,422.5790754257908,Top Starter,,
Andrea Cambiaso,Genoa,it Serie A,DF,21,1790,19.9,,,,,340.7557419511929,Solid Squad Player
José Campaña,Levante,es La Liga,MF,28,1422,15.8,,,546.2447257383967,Top Starter,,
Emre Can,Dortmund,de Bundesliga,Def_MF,27,1690,18.8,,,,,457.7582485353068,Top Starter
Sergio Canales,Betis,es La Liga,FW,30,2791,31.0,351.1665813278716,Solid Squad Player,,,,
João Cancelo,Manchester City,eng Premier League,DF,27,3227,35.9,,,,,311.77907628867894,Solid Squad Player
Fali Candé,Metz,fr Ligue 1,DF,23,973,10.8,,,,,295.9732664995822,Solid Squad Player
Antonio Candreva,Sampdoria,it Serie A,FW,34,3119,34.7,381.86581888599176,Solid Squad Player,,,,
Sergi Canós,Brentford,eng Premier League,FW,24,2083,23.1,193.52949809072257,Below Big-5 Level,,,,
Álex Cantero,Levante,es La Liga,FW,21,610,6.8,189.2999199679872,Below Big-5 Level,,,,
Pierrick Capelle,Angers,fr Ligue 1,MF,34,1193,13.3,,,383.55889724310777,Solid Squad Player,,
Étienne Capoue,Villarreal,es La Liga,MF,33,2290,25.4,,,254.75065616797903,Solid Squad Player,,
Gianluca Caprari,Hellas Verona,it Serie A,FW,28,2739,30.4,467.0720253013486,Top Starter,,,,
Francesco Caputo,Sampdoria,it Serie A,FW,33,2790,31.0,344.3197156999,Solid Squad Player,,,,
Maxence Caqueret,Lyon,fr Ligue 1,MF,21,2335,25.9,,,309.26640926640925,Solid Squad Player,,
Andrea Carboni,Cagliari,it Serie A,DF,20,2215,24.6,,,,,396.9253757700484,Solid Squad Player
Isaac Carcelen,Cádiz,es La Liga,Def_MF,28,1544,17.2,,,,,454.51634647792395,Top Starter
Irvin Cardona,Brest,fr Ligue 1,FW,23,1334,14.8,286.1588016588015,Solid Squad Player,,,,
Igor Carioca,Lorient,fr Ligue 1,DF,24,1578,17.5,,,,,294.7085809762501,Solid Squad Player
Diego Carlos,Sevilla,es La Liga,DF,28,2957,32.9,,,,,392.23469006863655,Solid Squad Player
Yannick Carrasco,Atlético Madrid,es La Liga,FW,27,2583,28.7,352.0857530003871,Solid Squad Player,,,,
Guido Carrillo,Elche,es La Liga,FW,30,1168,13.0,162.3333042618757,Below Big-5 Level,,,,
Dani Carvajal,Real Madrid,es La Liga,DF,29,1551,17.2,,,,,370.02156554176133,Solid Squad Player
William Carvalho,Betis,es La Liga,MF,29,1805,20.1,,,505.7711442786069,Top Starter,,
Nicolò Casale,Hellas Verona,it Serie A,DF,23,2586,28.7,,,,,385.2646715511193,Solid Squad Player
Casemiro,Real Madrid,es La Liga,MF,29,2569,28.5,,,397.4035087719298,Solid Squad Player,,
Matty Cash,Aston Villa,eng Premier League,DF,23,3377,37.5,,,,,368.7437259816207,Solid Squad Player
Moreto Cassamã,Reims,fr Ligue 1,MF,23,801,8.9,,,338.95131086142317,Solid Squad Player,,
Timothy Castagne,Leicester City,eng Premier League,DF,25,2127,23.6,,,,,353.9048185435339,Solid Squad Player
Jean-Charles Castelletto,Nantes,fr Ligue 1,DF,26,2510,27.9,,,,,337.553082227672,Solid Squad Player
Jonny Castro,Wolves,eng Premier League,DF,27,1024,11.4,,,,,298.5850591390757,Solid Squad Player
Gaetano Castrovilli,Fiorentina,it Serie A,Off_MF,24,1391,15.5,181.58613671274958,Below Big-5 Level,,,,
Danilo Cataldi,Lazio,it Serie A,MF,26,1707,19.0,,,445.01754385964915,Top Starter,,
Catena,Rayo Vallecano,es La Liga,DF,26,3240,36.0,,,,,352.59482038429405,Solid Squad Player
Craig Cathcart,Watford,eng Premier League,DF,32,2396,26.6,,,,,395.63700776205724,Solid Squad Player
Edinson Cavani,Manchester Utd,eng Premier League,FW,34,766,8.5,295.0029567382508,Solid Squad Player,,,,
Pietro Ceccaroni,Venezia,it Serie A,DF,25,3122,34.7,,,,,393.9994252507524,Solid Squad Player
Federico Ceccherini,Hellas Verona,it Serie A,DF,29,2358,26.2,,,,,330.6291173225685,Solid Squad Player
Zeki Çelik,Lille,fr Ligue 1,DF,24,2696,30.0,,,,,334.45547201336666,Solid Squad Player
Fabien Centonze,Metz,fr Ligue 1,DF,25,1586,17.6,,,,,438.0770107085896,Top Starter
Luca Ceppitelli,Cagliari,it Serie A,DF,31,1445,16.1,,,,,414.6664798642568,Top Starter
Franco Cervi,Celta Vigo,es La Liga,Off_MF,27,1801,20.0,254.13492063492066,Solid Squad Player,,,,
Julian Chabot,Sampdoria,it Serie A,DF,23,490,5.4,,,,,501.4177418855781,Top Starter
Trevoh Chalobah,Chelsea,eng Premier League,DF,22,1449,16.1,,,,,370.16267376515816,Solid Squad Player
Calum Chambers,Aston Villa,eng Premier League,DF,26,831,9.2,,,,,394.4666012858233,Solid Squad Player
Dylan Chambost,Troyes,fr Ligue 1,FW,23,753,8.4,146.7405247813411,Below Big-5 Level,,,,
Timothy Chandler,Eint Frankfurt,de Bundesliga,DF,31,1212,13.5,,,,,288.92779648335204,Solid Squad Player
Brendan Chardonnet,Brest,fr Ligue 1,DF,26,2686,29.8,,,,,463.96650564789024,Top Starter
Xavier Chavalerin,Troyes,fr Ligue 1,MF,30,2717,30.2,,,345.0066225165563,Solid Squad Player,,
Denis Cheryshev,Valencia,es La Liga,FW,30,563,6.3,153.47025159270058,Below Big-5 Level,,,,
Giorgio Chiellini,Juventus,it Serie A,DF,36,1354,15.0,,,,,444.90381509328876,Top Starter
Federico Chiesa,Juventus,it Serie A,FW,23,863,9.6,356.51335348954393,Solid Squad Player,,,,
Ben Chilwell,Chelsea,eng Premier League,DF,24,542,6.0,,,,,235.21024784182677,Solid Squad Player
Vlad Chiricheș,Sassuolo,it Serie A,DF,31,2300,25.6,,,,,408.76618629908097,Top Starter
Pedro Chirivella,Nantes,fr Ligue 1,MF,24,2637,29.3,,,354.0386803185438,Solid Squad Player,,
Joris Chotard,Montpellier,fr Ligue 1,Def_MF,19,2935,32.6,,,,,339.07041877834087,Solid Squad Player
Andreas Christensen,Chelsea,eng Premier League,DF,25,1496,16.6,,,,,401.94462058761354,Top Starter
Max Christiansen,Greuther Fürth,de Bundesliga,Def_MF,24,2054,22.8,,,,,551.5272480718706,Top Starter
Samuel Chukwueze,Villarreal,es La Liga,FW,22,1333,14.8,390.22406079548927,Solid Squad Player,,,,
Víctor Chust,Cádiz,es La Liga,DF,21,1830,20.3,,,,,327.73454759454245,Solid Squad Player
Pathé Ciss,Rayo Vallecano,es La Liga,MF,27,1097,12.2,,,291.80327868852464,Solid Squad Player,,
Ciaran Clark,Newcastle Utd,eng Premier League,DF,31,1014,11.3,,,,,368.28585273857743,Solid Squad Player
Jonathan Clauss,Lens,fr Ligue 1,DF,28,3046,33.8,,,,,352.5790808381902,Solid Squad Player
Carlos Clerc,Levante,es La Liga,DF,29,1514,16.8,,,,,298.77511238413484,Solid Squad Player
Tom Cleverley,Watford,eng Premier League,MF,31,1616,18.0,,,377.01481481481477,Solid Squad Player,,
Nathaniel Clyne,Crystal Palace,eng Premier League,DF,30,1351,15.0,,,,,242.88944583681422,Solid Squad Player
Conor Coady,Wolves,eng Premier League,DF,28,3361,37.3,,,,,348.2387828373436,Solid Squad Player
Marcus Coco,Nantes,fr Ligue 1,FW,25,930,10.3,167.656972605655,Below Big-5 Level,,,,
Séamus Coleman,Everton,eng Premier League,DF,32,2656,29.5,,,,,329.0760233918128,Solid Squad Player
Álex Collado,Granada,es La Liga,FW,22,1020,11.3,230.01272918213496,Solid Squad Player,,,,
Omar Colley,Sampdoria,it Serie A,DF,28,2745,30.5,,,,,507.36480545626364,Top Starter
Nathan Collins,Burnley,eng Premier League,DF,20,1670,18.6,,,,,449.50590879283567,Top Starter
Kingsley Coman,Bayern Munich,de Bundesliga,FW,25,1359,15.1,443.6166524004745,Top Starter,,,,
Santi Comesaña,Rayo Vallecano,es La Liga,MF,24,2682,29.8,,,365.23489932885906,Solid Squad Player,,
Abdu Conté,Troyes,fr Ligue 1,DF,23,1347,15.0,,,,,182.04561909825068,Below Big-5 Level
Liam Cooper,Leeds United,eng Premier League,DF,29,1814,20.2,,,,,496.716047544604,Top Starter
Francis Coquelin,Villarreal,es La Liga,MF,30,830,9.2,,,467.536231884058,Top Starter,,
Sébastien Corchia,Nantes,fr Ligue 1,DF,30,1324,14.7,,,,,325.41250053602363,Solid Squad Player
Jack Cork,Burnley,eng Premier League,MF,32,1670,18.6,,,174.48028673835125,Below Big-5 Level,,
Maxwel Cornet,Burnley,eng Premier League,FW,24,1766,19.6,374.3544356518116,Solid Squad Player,,,,
Jesús Corona,Sevilla,es La Liga,FW,28,1157,12.9,326.73896242390157,Solid Squad Player,,,,
Ángel Correa,Atlético Madrid,es La Liga,FW,26,1856,20.6,514.1708165466832,Top Starter,,,,
Joaquín Correa,Inter,it Serie A,FW,26,1025,11.4,508.54829534152833,Top Starter,,,,
Thierry Correia,Valencia,es La Liga,DF,22,1414,15.7,,,,,326.7396439370962,Solid Squad Player
Danny da Costa,Eint Frankfurt,de Bundesliga,MF,28,725,8.1,,,196.0987654320988,Below Big-5 Level,,
David Costa,Lens,fr Ligue 1,FW,20,1464,16.3,379.9113420419292,Solid Squad Player,,,,
Hélder Costa,Valencia,es La Liga,FW,27,1118,12.4,142.33706385780116,Below Big-5 Level,,,,
Jaume Costa,Mallorca,es La Liga,DF,33,1828,20.3,,,,,330.01913651122874,Solid Squad Player
Vladimír Coufal,West Ham,eng Premier League,DF,28,2209,24.5,,,,,326.61490460845994,Solid Squad Player
Kalifa Coulibaly,Nantes,fr Ligue 1,FW,29,850,9.4,434.29093292163196,Top Starter,,,,
Lassana Coulibaly,Salernitana,it Serie A,MF,25,2332,25.9,,,199.97425997426,Below Big-5 Level,,
Mamadou Coulibaly,Salernitana,it Serie A,MF,22,808,9.0,,,292.66666666666663,Solid Squad Player,,
Tanguy Coulibaly,Stuttgart,de Bundesliga,FW,20,1079,12.0,103.97278911564625,Below Big-5 Level,,,,
Philippe Coutinho,Aston Villa,eng Premier League,FW,29,1329,14.8,435.2409041694756,Top Starter,,,,
Philippe Coutinho,Barcelona,es La Liga,FW,29,503,5.6,412.1152143397041,Top Starter,,,,
Nicolas Cozza,Montpellier,fr Ligue 1,DF,22,2770,30.8,,,,,384.73304473304466,Solid Squad Player
Aaron Cresswell,West Ham,eng Premier League,DF,31,2726,30.3,,,,,303.10958915440415,Solid Squad Player
Domenico Criscito,Genoa,it Serie A,DF,34,1618,18.0,,,,,444.93418732015215,Top Starter
Bryan Cristante,Roma,it Serie A,MF,26,2678,29.8,,,335.7270693512304,Solid Squad Player,,
Domen Črnigoj,Venezia,it Serie A,MF,25,1881,20.9,,,285.9011164274322,Solid Squad Player,,
Juan Cruz Armada,Osasuna,es La Liga,DF,29,1934,21.5,,,,,287.63816518039283,Solid Squad Player
Juan Cuadrado,Juventus,it Serie A,MF,33,2487,27.6,,,603.7681159420292,Top Starter,,
Cucho,Watford,eng Premier League,FW,22,1147,12.7,385.0682742038198,Solid Squad Player,,,,
Marc Cucurella,Brighton,eng Premier League,DF,23,3089,34.3,,,,,341.6710873393395,Solid Squad Player
Jorge Cuenca,Getafe,es La Liga,DF,21,2683,29.8,,,,,396.90466760759944,Solid Squad Player
Mickaël Cuisance,Venezia,it Serie A,MF,21,918,10.2,,,302.7450980392157,Solid Squad Player,,
Matheus Cunha,Atlético Madrid,es La Liga,FW,22,1063,11.8,509.6119182136133,Top Starter,,,,
Patrick Cutrone,Empoli,it Serie A,FW,23,1401,15.6,214.46121867550443,Solid Squad Player,,,,
Wylan Cyprien,Nantes,fr Ligue 1,MF,26,1490,16.6,,,584.4578313253012,Top Starter,,
Rafael Czichos,Köln,de Bundesliga,DF,31,1402,15.6,,,,,439.45461945461943,Top Starter
Danilo D'Ambrosio,Inter,it Serie A,DF,32,1000,11.1,,,,,415.11646985331197,Top Starter
Lucas Da Cunha,Clermont Foot,fr Ligue 1,FW,20,836,9.3,261.24756378058987,Solid Squad Player,,,,
Damien Da Silva,Lyon,fr Ligue 1,DF,33,1126,12.5,,,,,443.736006683375,Top Starter
Moanes Dabbur,Hoffenheim,de Bundesliga,FW,29,1310,14.6,331.58073183611344,Solid Squad Player,,,,
Mahmoud Dahoud,Dortmund,de Bundesliga,MF,25,1658,18.4,,,555.0,Top Starter,,
Patson Daka,Leicester City,eng Premier League,FW,22,1159,12.9,387.71376423092926,Solid Squad Player,,,,
Stuart Dallas,Leeds United,eng Premier League,MF,30,2919,32.4,,,359.73251028806584,Solid Squad Player,,
Diogo Dalot,Manchester Utd,eng Premier League,DF,22,1801,20.0,,,,,412.9156223893066,Top Starter
Mikkel Damsgaard,Sampdoria,it Serie A,FW,21,578,6.4,155.47278911564624,Below Big-5 Level,,,,
Flavius Daniliuc,Nice,fr Ligue 1,DF,20,1293,14.4,,,,,382.31829573934834,Solid Squad Player
Danilo,Juventus,it Serie A,Def_MF,30,1893,21.0,,,,,418.52311939268463,Top Starter
Arnaut Danjuma,Villarreal,es La Liga,FW,24,1472,16.4,611.172731965415,Top Starter,,,,
Kevin Danso,Lens,fr Ligue 1,DF,22,2790,31.0,,,,,409.7443609022556,Top Starter
Dante,Nice,fr Ligue 1,DF,37,2870,31.9,,,,,429.9532530385524,Top Starter
Márton Dárdai,Hertha BSC,de Bundesliga,DF,19,755,8.4,,,,,474.76620845041896,Top Starter
Sergi Darder,Espanyol,es La Liga,MF,27,3125,34.7,,,580.3458213256484,Top Starter,,
Vladimír Darida,Hertha BSC,de Bundesliga,MF,30,1786,19.8,,,602.9629629629629,Top Starter,,
Matteo Darmian,Inter,it Serie A,DF,31,1507,16.7,,,,,266.3970759779143,Solid Squad Player
Jonathan David,Lille,fr Ligue 1,FW,21,2804,31.2,416.29603465317757,Top Starter,,,,
Alphonso Davies,Bayern Munich,de Bundesliga,DF,20,1740,19.3,,,,,302.56227788815727,Solid Squad Player
Ben Davies,Tottenham,eng Premier League,DF,28,2538,28.2,,,,,331.33234978699704,Solid Squad Player
Paweł Dawidowicz,Hellas Verona,it Serie A,DF,26,1198,13.3,,,,,416.38230915634944,Top Starter
Craig Dawson,West Ham,eng Premier League,DF,31,2754,30.6,,,,,418.5505157228582,Top Starter
Kevin De Bruyne,Manchester City,eng Premier League,Off_MF,30,2201,24.5,722.9789844509232,Top Starter,,,,
Konrad De La Fuente,Marseille,fr Ligue 1,FW,20,785,8.7,206.51731957150676,Solid Squad Player,,,,
Rodrigo De Paul,Atlético Madrid,es La Liga,MF,27,2151,23.9,,,551.9386331938633,Top Starter,,
Mattia De Sciglio,Juventus,it Serie A,DF,28,1168,13.0,,,,,267.1375875586402,Solid Squad Player
Lorenzo De Silvestri,Bologna,it Serie A,DF,33,2294,25.5,,,,,275.28638589938896,Solid Squad Player
Grégoire Defrel,Sassuolo,it Serie A,FW,30,1362,15.1,264.8190045701872,Solid Squad Player,,,,
Alessandro Deiola,Cagliari,it Serie A,MF,25,2129,23.7,,,269.83403656821383,Solid Squad Player,,
Romain Del Castillo,Brest,fr Ligue 1,FW,25,975,10.8,263.17775258251453,Solid Squad Player,,,,
Thomas Delaine,Metz,fr Ligue 1,DF,29,2316,25.7,,,,,271.8664365193139,Solid Squad Player
Thomas Delaney,Sevilla,es La Liga,MF,29,1549,17.2,,,293.5271317829458,Solid Squad Player,,
Andy Delort,Nice,fr Ligue 1,FW,29,2448,27.2,507.257591925659,Top Starter,,,,
Fabian Delph,Everton,eng Premier League,MF,31,662,7.4,,,209.27927927927928,Solid Squad Player,,
Moussa Dembélé,Lyon,fr Ligue 1,FW,25,2207,24.5,696.9624230644638,Top Starter,,,,
Ousmane Dembélé,Barcelona,es La Liga,FW,24,1409,15.7,443.6843547043729,Top Starter,,,,
Merih Demiral,Atalanta,it Serie A,DF,23,1917,21.3,,,,,465.133498135722,Top Starter
Kerem Demirbay,Leverkusen,de Bundesliga,MF,28,2049,22.8,,,598.4795321637429,Top Starter,,
Ermedin Demirović,Freiburg,de Bundesliga,FW,23,871,9.7,335.0523490037481,Solid Squad Player,,,,
Diego Demme,Napoli,it Serie A,MF,29,692,7.7,,,303.11688311688306,Solid Squad Player,,
Jason Denayer,Lyon,fr Ligue 1,DF,26,1002,11.1,,,,,388.0192974929817,Solid Squad Player
Leander Dendoncker,Wolves,eng Premier League,MF,26,1950,21.7,,,290.9738863287251,Solid Squad Player,,
Emmanuel Dennis,Watford,eng Premier League,FW,23,2581,28.7,379.59377378516245,Solid Squad Player,,,,
Fabio Depaoli,Hellas Verona,it Serie A,DF,24,703,7.8,,,,,276.268994163731,Solid Squad Player
Sergiño Dest,Barcelona,es La Liga,FW,20,1512,16.8,191.14755425979914,Below Big-5 Level,,,,
Mattia Destro,Genoa,it Serie A,FW,30,1744,19.4,373.8365593660145,Solid Squad Player,,,,
Gerard Deulofeu,Udinese,it Serie A,FW,27,2616,29.1,511.93474037190276,Top Starter,,,,
Kiernan Dewsbury-Hall,Leicester City,eng Premier League,MF,22,2105,23.4,,,490.4558404558404,Top Starter,,
Federico Di Francesco,Empoli,it Serie A,FW,27,1367,15.2,269.1465767593587,Solid Squad Player,,,,
Giovanni Di Lorenzo,Napoli,it Serie A,DF,27,2869,31.9,,,,,300.3751803751804,Solid Squad Player
Ángel Di María,Paris S-G,fr Ligue 1,FW,33,1645,18.3,509.7449764362333,Top Starter,,,,
Francesco Di Tacchio,Salernitana,it Serie A,MF,31,1255,13.9,,,175.39568345323738,Below Big-5 Level,,
Boulaye Dia,Villarreal,es La Liga,FW,24,1269,14.1,431.9474169494433,Top Starter,,,,
Moussa Diaby,Leverkusen,de Bundesliga,FW,22,2760,30.7,514.6554186640274,Top Starter,,,,
Mouctar Diakhaby,Valencia,es La Liga,DF,24,1948,21.6,,,,,418.74937062071564,Top Starter
Abdou Diallo,Paris S-G,fr Ligue 1,DF,25,877,9.7,,,,,326.56142073396546,Solid Squad Player
Habib Diallo,Strasbourg,fr Ligue 1,FW,26,1541,17.1,504.5319427316085,Top Starter,,,,
Ibrahima Diallo,Southampton,eng Premier League,MF,22,1023,11.4,,,489.1812865497075,Top Starter,,
Stéphane Diarra,Lorient,fr Ligue 1,FW,22,525,5.8,229.2792634295097,Solid Squad Player,,,,
Rúben Dias,Manchester City,eng Premier League,DF,24,2402,26.7,,,,,303.0815490661735,Solid Squad Player
Brahim Díaz,Milan,it Serie A,Off_MF,21,1855,20.6,306.2605216520265,Solid Squad Player,,,,
Luis Díaz,Liverpool,eng Premier League,FW,24,958,10.6,505.6653760036509,Top Starter,,,,
Víctor Díaz,Granada,es La Liga,DF,33,1500,16.7,,,,,381.61165934251346,Solid Squad Player
Bamba Dieng,Marseille,fr Ligue 1,FW,21,975,10.8,578.6744492035496,Top Starter,,,,
Eric Dier,Tottenham,eng Premier League,DF,27,3071,34.1,,,,,359.0573697195089,Solid Squad Player
Lucas Digne,Aston Villa,eng Premier League,DF,28,1269,14.1,,,,,350.72551354746207,Solid Squad Player
Lucas Digne,Everton,eng Premier League,DF,28,1170,13.0,,,,,342.1332819227556,Solid Squad Player
Mitchell Dijks,Bologna,it Serie A,FW,28,694,7.7,170.77851400300378,Below Big-5 Level,,,,
Javairô Dilrosun,Bordeaux,fr Ligue 1,FW,23,1732,19.2,306.03558830939784,Solid Squad Player,,,,
Federico Dimarco,Inter,it Serie A,DF,23,1430,15.9,,,,,269.0066886293301,Solid Squad Player
Landry Dimata,Espanyol,es La Liga,FW,23,541,6.0,125.59977324263039,Below Big-5 Level,,,,
Tristan Dingomé,Troyes,fr Ligue 1,FW,30,1077,12.0,309.20093222474173,Solid Squad Player,,,,
Sinaly Diomande,Lyon,fr Ligue 1,DF,20,579,6.4,,,,,423.1161236424394,Top Starter
Issa Diop,West Ham,eng Premier League,DF,24,963,10.7,,,,,370.2352454344584,Solid Squad Player
Sofiane Diop,Monaco,fr Ligue 1,FW,21,1948,21.6,393.6949273536574,Solid Squad Player,,,,
Axel Disasi,Monaco,fr Ligue 1,DF,23,2721,30.2,,,,,359.1251860335165,Solid Squad Player
Tiago Djaló,Lille,fr Ligue 1,DF,21,2329,25.9,,,,,364.9303438777123,Solid Squad Player
Djené,Getafe,es La Liga,DF,29,3115,34.6,,,,,354.72187211767374,Solid Squad Player
Moussa Djenepo,Southampton,eng Premier League,Off_MF,23,457,5.1,216.19346405228757,Solid Squad Player,,,,
Koffi Djidji,Torino,it Serie A,DF,28,1735,19.3,,,,,395.3306409374038,Solid Squad Player
Alexander Djiku,Strasbourg,fr Ligue 1,DF,26,2694,29.9,,,,,424.65651307756576,Top Starter
Berat Djimsiti,Atalanta,it Serie A,DF,28,2256,25.1,,,,,323.1824581373753,Solid Squad Player
Matt Doherty,Tottenham,eng Premier League,DF,29,875,9.7,,,,,339.34182535376243,Solid Squad Player
Jeremy Doku,Rennes,fr Ligue 1,FW,19,469,5.2,390.5418919704633,Solid Squad Player,,,,
Kasper Dolberg,Nice,fr Ligue 1,FW,23,1492,16.6,351.7642952763434,Solid Squad Player,,,,
Nicolás Domínguez,Bologna,it Serie A,MF,23,2015,22.4,,,431.2797619047619,Top Starter,,
Niklas Dorsch,Augsburg,de Bundesliga,Def_MF,23,2324,25.8,,,,,403.2610568100962,Top Starter
Jodel Dossou,Clermont Foot,fr Ligue 1,FW,29,2008,22.3,256.4750363523586,Solid Squad Player,,,,
Abdoulaye Doucouré,Everton,eng Premier League,MF,28,2537,28.2,,,381.67848699763596,Solid Squad Player,,
Cheick Doucouré,Lens,fr Ligue 1,MF,21,2946,32.7,,,489.60244648318036,Top Starter,,
Souleyman Doumbia,Angers,fr Ligue 1,FW,24,2219,24.7,90.26207001019031,Below Big-5 Level,,,,
Kieran Dowell,Norwich City,eng Premier League,FW,23,912,10.1,203.4944246125293,Solid Squad Player,,,,
Radu Drăgușin,Sampdoria,it Serie A,DF,19,620,6.9,,,,,380.61328111671355,Solid Squad Player
Radu Drăgușin,Salernitana,it Serie A,DF,19,488,5.4,,,,,440.59689065537015,Top Starter
Julian Draxler,Paris S-G,fr Ligue 1,FW,27,548,6.1,392.1137999826524,Solid Squad Player,,,,
Domingos Duarte,Granada,es La Liga,DF,26,1687,18.7,,,,,408.65053575439157,Top Starter
Óscar Duarte,Levante,es La Liga,DF,32,1773,19.7,,,,,386.76081065608184,Solid Squad Player
Rubén Duarte,Alavés,es La Liga,DF,25,2621,29.1,,,,,417.14940271641296,Top Starter
Leo Dubois,Lyon,fr Ligue 1,DF,26,1742,19.4,,,,,336.4900223066257,Solid Squad Player
Ondrej Duda,Köln,de Bundesliga,FW,26,1611,17.9,219.15383819573768,Solid Squad Player,,,,
Jeremy Dudziak,Greuther Fürth,de Bundesliga,FW,25,1134,12.6,201.32347718628895,Solid Squad Player,,,,
Shane Duffy,Brighton,eng Premier League,DF,29,1436,16.0,,,,,426.1645781119465,Top Starter
Denzel Dumfries,Inter,it Serie A,DF,25,2028,22.5,,,,,162.07724698952768,Below Big-5 Level
Alfred Duncan,Fiorentina,it Serie A,MF,28,1931,21.5,,,441.2403100775193,Top Starter,,
Lewis Dunk,Brighton,eng Premier League,DF,29,2573,28.6,,,,,367.0656828551565,Solid Squad Player
Erik Durm,Eint Frankfurt,de Bundesliga,DF,29,474,5.3,,,,,371.2778802351791,Solid Squad Player
Hugo Duro,Valencia,es La Liga,FW,21,1834,20.4,256.7521527129371,Solid Squad Player,,,,
Jean-Kevin Duverne,Brest,fr Ligue 1,DF,24,3007,33.4,,,,,375.4522033626982,Solid Squad Player
Paulo Dybala,Juventus,it Serie A,FW,27,2061,22.9,487.3411229605865,Top Starter,,,,
Edin Džeko,Inter,it Serie A,FW,35,2469,27.4,522.4876579991283,Top Starter,,,,
Enzo Ebosse,Angers,fr Ligue 1,DF,22,1890,21.0,,,,,272.8666109718741,Solid Squad Player
Tyronne Ebuehi,Venezia,it Serie A,DF,25,1138,12.6,,,,,328.7872880855337,Solid Squad Player
Éderson,Salernitana,it Serie A,MF,22,1147,12.7,,,346.13123359580055,Solid Squad Player,,
Odsonne Édouard,Crystal Palace,eng Premier League,FW,23,1564,17.4,392.7324002397894,Solid Squad Player,,,,
Maximilian Eggestein,Freiburg,de Bundesliga,MF,24,2194,24.4,,,357.4043715846995,Solid Squad Player,,
Kingsley Ehizibue,Köln,de Bundesliga,DF,26,681,7.6,,,,,445.7107681484412,Top Starter
Albin Ekdal,Sampdoria,it Serie A,MF,32,1637,18.2,,,193.95604395604397,Below Big-5 Level,,
Hugo Ekitike,Reims,fr Ligue 1,FW,19,1273,14.1,568.8129841377055,Top Starter,,,,
Jurgen Ekkelenkamp,Hertha BSC,de Bundesliga,FW,21,718,8.0,293.2539682539682,Solid Squad Player,,,,
Caleb Ekuban,Genoa,it Serie A,FW,27,1716,19.1,175.4195506009268,Below Big-5 Level,,,,
Anthony Elanga,Manchester Utd,eng Premier League,FW,19,1214,13.5,229.06799921614734,Solid Squad Player,,,,
Alberth Elis,Bordeaux,fr Ligue 1,FW,25,1409,15.7,455.9717492092378,Top Starter,,,,
Elif Elmas,Napoli,it Serie A,FW,21,1620,18.0,281.6045603426556,Solid Squad Player,,,,
Mohamed Elneny,Arsenal,eng Premier League,MF,29,806,9.0,,,447.99999999999994,Top Starter,,
Aritz Elustondo,Real Sociedad,es La Liga,DF,27,2105,23.4,,,,,358.37856750137445,Solid Squad Player
Nico Elvedi,Gladbach,de Bundesliga,DF,24,2430,27.0,,,,,408.89978031498504,Top Starter
Mohamed Elyounoussi,Southampton,eng Premier League,FW,26,2042,22.7,276.8768584281485,Solid Squad Player,,,,
Adri Embarba,Espanyol,es La Liga,FW,29,1986,22.1,194.93991442730933,Below Big-5 Level,,,,
