Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand
Jérôme Roussillon,Wolfsburg,de Bundesliga,DF,28,1775,19.7,,,,,248.19849963317773,Solid Squad Player
Nicolò Rovella,Genoa,it Serie A,MF,19,1468,16.3,,,563.9263803680983,Top Starter,,
Amir Rrahmani,Napoli,it Serie A,DF,27,2927,32.5,,,,,322.27008547008546,Solid Squad Player
Antonio Rüdiger,Chelsea,eng Premier League,DF,28,3035,33.7,,,,,311.81494785430436,Solid Squad Player
Sebastian Rudy,Hoffenheim,de Bundesliga,MF,31,773,8.6,,,416.2015503875969,Top Starter,,
Daniele Rugani,Juventus,it Serie A,DF,27,879,9.8,,,,,379.4704448195318,Solid Squad Player
Matteo Ruggeri,Salernitana,it Serie A,DF,19,676,7.5,,,,,251.94922660185821,Solid Squad Player
Mário Rui,Napoli,it Serie A,DF,30,2992,33.2,,,,,313.05351732745515,Solid Squad Player
Aitor Ruibal,Betis,es La Liga,FW,25,856,9.5,135.484067311135,Below Big-5 Level,,,,
Fabián Ruiz Peña,Napoli,it Serie A,MF,25,2384,26.5,,,568.3522012578617,Top Starter,,
Víctor Ruiz,Betis,es La Liga,DF,32,1424,15.8,,,,,435.45276693844306,Top Starter
Lukas Rupp,Norwich City,eng Premier League,MF,30,769,8.5,,,344.94117647058823,Solid Squad Player,,
Franco Russo,Mallorca,es La Liga,DF,26,1464,16.3,,,,,400.0496127845175,Top Starter
Georginio Rutter,Hoffenheim,de Bundesliga,FW,19,1611,17.9,424.881780024238,Top Starter,,,,
Julian Ryerson,Union Berlin,de Bundesliga,DF,23,1429,15.9,,,,,268.4455373233923,Solid Squad Player
Roli Pereira de Sa,Nantes,fr Ligue 1,MF,24,573,6.4,,,307.49999999999994,Solid Squad Player,,
Youssouf Sabaly,Betis,es La Liga,DF,28,788,8.8,,,,,355.25936052251836,Solid Squad Player
Abdelhamid Sabiri,Sampdoria,it Serie A,FW,24,893,9.9,327.77792665887904,Solid Squad Player,,,,
Marcel Sabitzer,Bayern Munich,de Bundesliga,MF,27,905,10.1,,,474.983498349835,Top Starter,,
Falaye Sacko,Saint-Étienne,fr Ligue 1,DF,26,667,7.4,,,,,332.1610332136647,Solid Squad Player
Alexis Saelemaekers,Milan,it Serie A,FW,22,1865,20.7,234.77354570384247,Solid Squad Player,,,,
Wesley Saïd,Lens,fr Ligue 1,FW,26,654,7.3,607.5439484774124,Top Starter,,,,
Allan Saint-Maximin,Newcastle Utd,eng Premier League,FW,24,2804,31.2,305.2336279241041,Solid Squad Player,,,,
Romain Saïss,Wolves,eng Premier League,DF,31,2705,30.1,,,,,486.38051385384836,Top Starter
Bukayo Saka,Arsenal,eng Premier League,FW,19,2978,33.1,448.7063514899078,Top Starter,,,,
Mamadou Sakho,Montpellier,fr Ligue 1,DF,31,2575,28.6,,,,,444.6764930975457,Top Starter
Jacopo Sala,Spezia,it Serie A,MF,29,880,9.8,,,261.2925170068027,Solid Squad Player,,
Mohamed Salah,Liverpool,eng Premier League,FW,29,2762,30.7,802.7031645086554,World Class,,,,
William Saliba,Marseille,fr Ligue 1,DF,20,3240,36.0,,,,,349.83848510164296,Solid Squad Player
Mohammed Salisu,Southampton,eng Premier League,DF,22,2972,33.0,,,,,530.8469152679679,Top Starter
Roland Sallai,Freiburg,de Bundesliga,FW,24,1551,17.2,359.198658791682,Solid Squad Player,,,,
Yoann Salmier,Troyes,fr Ligue 1,DF,28,2668,29.6,,,,,373.6844363160152,Solid Squad Player
Salvi,Cádiz,es La Liga,FW,30,1395,15.5,181.00842415819378,Below Big-5 Level,,,,
Lazar Samardzic,Udinese,it Serie A,FW,19,490,5.4,478.77405447775806,Top Starter,,,,
Diadie Samassékou,Hoffenheim,de Bundesliga,MF,25,1655,18.4,,,229.34782608695656,Solid Squad Player,,
Mama Samba Baldé,Troyes,fr Ligue 1,FW,25,1717,19.1,275.35013237406656,Solid Squad Player,,,,
Albert Sambi Lokonga,Arsenal,eng Premier League,MF,21,1134,12.6,,,395.55555555555554,Solid Squad Player,,
Junior Sambia,Montpellier,fr Ligue 1,FW,24,1533,17.0,137.5096927659953,Below Big-5 Level,,,,
Fede San Emeterio,Cádiz,es La Liga,MF,24,830,9.2,,,158.62318840579712,Below Big-5 Level,,
Antonio Sanabria,Torino,it Serie A,FW,25,1803,20.0,318.05555555555554,Solid Squad Player,,,,
Oihan Sancet,Athletic Club,es La Liga,FW,21,1422,15.8,421.48503114325905,Top Starter,,,,
Renato Sanches,Lille,fr Ligue 1,FW,23,1651,18.3,297.14094065069867,Solid Squad Player,,,,
Alexis Sánchez,Inter,it Serie A,FW,32,881,9.8,566.3862356734078,Top Starter,,,,
Antonio Sánchez,Mallorca,es La Liga,FW,24,1616,18.0,109.47325102880657,Below Big-5 Level,,,,
Davinson Sánchez,Tottenham,eng Premier League,DF,25,1631,18.1,,,,,438.51359522194053,Top Starter
Germán Sánchez,Granada,es La Liga,DF,34,2299,25.5,,,,,378.2541082355323,Solid Squad Player
Manu Sánchez,Osasuna,es La Liga,DF,20,2257,25.1,,,,,274.5415996831387,Solid Squad Player
Jadon Sancho,Manchester Utd,eng Premier League,FW,21,1900,21.1,310.77135656790364,Solid Squad Player,,,,
Alex Sandro,Juventus,it Serie A,DF,30,1780,19.8,,,,,314.32655713357457,Solid Squad Player
Leroy Sané,Bayern Munich,de Bundesliga,FW,25,1976,22.0,551.1204562633134,Top Starter,,,,
Oier Sanjurjo,Osasuna,es La Liga,MF,35,758,8.4,,,217.14285714285717,Solid Squad Player,,
Nicola Sansone,Bologna,it Serie A,FW,29,896,10.0,371.8703703703704,Solid Squad Player,,,,
Baptiste Santamaria,Rennes,fr Ligue 1,MF,26,2518,28.0,,,280.2142857142857,Solid Squad Player,,
Samir Santos,Watford,eng Premier League,DF,26,1673,18.6,,,,,438.80535486647534,Top Starter
Samir Santos,Udinese,it Serie A,DF,26,1421,15.8,,,,,485.2375664900648,Top Starter
Riccardo Saponara,Fiorentina,it Serie A,FW,29,1284,14.3,363.5769547912405,Solid Squad Player,,,,
Josh Sargent,Norwich City,eng Premier League,FW,21,1572,17.5,150.36470143613002,Below Big-5 Level,,,,
Ismaila Sarr,Watford,eng Premier League,FW,23,1861,20.7,302.5224822081275,Solid Squad Player,,,,
Malang Sarr,Chelsea,eng Premier League,DF,22,546,6.1,,,,,407.0701343522741,Top Starter
Martin Satriano,Brest,fr Ligue 1,FW,20,932,10.4,284.50188964474665,Solid Squad Player,,,,
Téji Savanier,Montpellier,fr Ligue 1,Off_MF,29,2414,26.8,505.92450248756217,Top Starter,,,,
Esteban Saveljich,Rayo Vallecano,es La Liga,DF,30,1700,18.9,,,,,310.5791736034009,Solid Squad Player
Stefan Savić,Atlético Madrid,es La Liga,DF,30,2440,27.1,,,,,350.6007330749998,Solid Squad Player
Joe Scally,Gladbach,de Bundesliga,DF,18,1909,21.2,,,,,319.4325436232089,Solid Squad Player
Giorgio Scalvini,Atalanta,it Serie A,Def_MF,17,763,8.5,,,,,465.64421710713276,Top Starter
Gianluca Scamacca,Sassuolo,it Serie A,FW,22,2146,23.8,496.4803222876452,Top Starter,,,,
Kevin Schade,Freiburg,de Bundesliga,FW,19,831,9.2,359.4957770547834,Solid Squad Player,,,,
Fabian Schär,Newcastle Utd,eng Premier League,DF,29,2158,24.0,,,,,372.80673906989693,Solid Squad Player
Louis Schaub,Köln,de Bundesliga,FW,26,654,7.3,316.4451329999275,Solid Squad Player,,,,
Andrea Schiavone,Salernitana,it Serie A,MF,28,571,6.3,,,381.05820105820106,Solid Squad Player,,
Patrik Schick,Leverkusen,de Bundesliga,FW,25,2076,23.1,693.2021379980562,Top Starter,,,,
Xaver Schlager,Wolfsburg,de Bundesliga,MF,23,1040,11.6,,,311.0919540229885,Solid Squad Player,,
Nico Schlotterbeck,Freiburg,de Bundesliga,DF,21,2785,30.9,,,,,488.35703065646857,Top Starter
Jeffrey Schlupp,Crystal Palace,eng Premier League,FW,28,1851,20.6,224.68347166266716,Solid Squad Player,,,,
Jonathan Schmid,Freiburg,de Bundesliga,DF,31,588,6.5,,,,,283.10674121200435,Solid Squad Player
Benno Schmitz,Köln,de Bundesliga,DF,26,2421,26.9,,,,,349.27914581994014,Solid Squad Player
Morgan Schneiderlin,Nice,fr Ligue 1,MF,31,649,7.2,,,331.38888888888886,Solid Squad Player,,
Alessandro Schöpf,Arminia,de Bundesliga,MF,27,2397,26.6,,,387.0676691729323,Solid Squad Player,,
Jerdy Schouten,Bologna,it Serie A,MF,24,1392,15.5,,,326.36559139784947,Solid Squad Player,,
Nico Schulz,Dortmund,de Bundesliga,DF,28,836,9.3,,,,,277.5440393097439,Solid Squad Player
Paul Seguin,Greuther Fürth,de Bundesliga,MF,26,2108,23.4,,,399.1452991452992,Solid Squad Player,,
Alidu Seidu,Clermont Foot,fr Ligue 1,DF,21,1410,15.7,,,,,461.9659552277722,Top Starter
Davie Selke,Hertha BSC,de Bundesliga,FW,26,1004,11.2,307.3819781881007,Solid Squad Player,,,,
Ken Sema,Watford,eng Premier League,FW,27,852,9.5,88.04511278195488,Below Big-5 Level,,,,
Nélson Semedo,Wolves,eng Premier League,MF,27,2131,23.7,,,322.75668073136427,Solid Squad Player,,
Stefano Sensi,Sampdoria,it Serie A,FW,25,754,8.4,187.61161501637693,Below Big-5 Level,,,,
Suat Serdar,Hertha BSC,de Bundesliga,FW,24,2218,24.6,164.50950353040943,Below Big-5 Level,,,,
Janni Serra,Arminia,de Bundesliga,FW,23,1117,12.4,277.30308682612826,Solid Squad Player,,,,
Ryan Sessegnon,Tottenham,eng Premier League,Off_MF,21,1047,11.6,177.83225232621788,Below Big-5 Level,,,,
Salva Sevilla,Mallorca,es La Liga,MF,37,1507,16.7,,,642.994011976048,Top Starter,,
Stephan El Shaarawy,Roma,it Serie A,FW,28,1055,11.7,402.22298777060684,Top Starter,,,,
Jamie Shackleton,Leeds United,eng Premier League,Def_MF,21,709,7.9,,,,,407.3167002996392,Top Starter
Xherdan Shaqiri,Lyon,fr Ligue 1,FW,29,679,7.5,384.50743260267075,Solid Squad Player,,,,
Luke Shaw,Manchester Utd,eng Premier League,DF,26,1601,17.8,,,,,248.923056705434,Solid Squad Player
Jonjo Shelvey,Newcastle Utd,eng Premier League,MF,29,1983,22.0,,,284.6363636363637,Solid Squad Player,,
Eldor Shomurodov,Roma,it Serie A,FW,26,784,8.7,567.8583678682201,Top Starter,,,,
Djibril Sidibé,Monaco,fr Ligue 1,DF,29,949,10.5,,,,,315.55841985917164,Solid Squad Player
Adrien Silva,Sampdoria,it Serie A,MF,32,1083,12.0,,,310.44444444444446,Solid Squad Player,,
André Silva,RB Leipzig,de Bundesliga,FW,25,2076,23.1,454.5487953719246,Top Starter,,,,
Bernardo Silva,Manchester City,eng Premier League,FW,26,2857,31.7,368.6704817223069,Solid Squad Player,,,,
Caio Henrique Oliveira Silva,Monaco,fr Ligue 1,DF,24,2662,29.6,,,,,269.1221296484454,Solid Squad Player
David Silva,Real Sociedad,es La Liga,Off_MF,35,1720,19.1,366.8134193467963,Solid Squad Player,,,,
Fábio Silva,Wolves,eng Premier League,FW,19,572,6.4,151.5425170068027,Below Big-5 Level,,,,
Gabriel Silva,Saint-Étienne,fr Ligue 1,MF,30,713,7.9,,,164.72573839662448,Below Big-5 Level,,
Thiago Silva,Chelsea,eng Premier League,DF,36,2650,29.4,,,,,458.0521598781535,Top Starter
Mohamed Simakan,RB Leipzig,de Bundesliga,DF,21,2009,22.3,,,,,406.598858881134,Top Starter
Giovanni Simeone,Hellas Verona,it Serie A,FW,26,2653,29.5,455.0158602047222,Top Starter,,,,
Moses Simon,Nantes,fr Ligue 1,FW,26,2332,25.9,409.94154212521556,Top Starter,,,,
Wilfried Singo,Torino,it Serie A,DF,20,2607,29.0,,,,,259.33085587532054,Solid Squad Player
Ibrahima Sissoko,Strasbourg,fr Ligue 1,MF,23,2303,25.6,,,504.55729166666663,Top Starter,,
Moussa Sissoko,Watford,eng Premier League,MF,31,3220,35.8,,,316.320297951583,Solid Squad Player,,
Ellyes Skhiri,Köln,de Bundesliga,MF,26,1820,20.2,,,325.47854785478546,Solid Squad Player,,
Oliver Skipp,Tottenham,eng Premier League,MF,20,1350,15.0,,,260.84444444444443,Solid Squad Player,,
Leo Skiri Østigård,Genoa,it Serie A,DF,21,1172,13.0,,,,,361.9083606452027,Solid Squad Player
Andreas Skov Olsen,Bologna,it Serie A,FW,21,747,8.3,180.320793377592,Below Big-5 Level,,,,
Milan Škriniar,Inter,it Serie A,DF,26,3150,35.0,,,,,344.25950590762614,Solid Squad Player
Islam Slimani,Lyon,fr Ligue 1,FW,33,573,6.4,264.4564436885865,Solid Squad Player,,,,
Chris Smalling,Roma,it Serie A,DF,31,2091,23.2,,,,,413.8639702705038,Top Starter
Emile Smith Rowe,Arsenal,eng Premier League,FW,21,1921,21.3,428.04457609856667,Top Starter,,,,
Cédric Soares,Arsenal,eng Premier League,DF,29,1486,16.5,,,,,322.26829700513906,Solid Squad Player
Danilo Soares,Bochum,de Bundesliga,DF,29,2564,28.5,,,,,536.2121092204195,Top Starter
Rubén Sobrino,Cádiz,es La Liga,FW,29,1861,20.7,230.29849449173122,Solid Squad Player,,,,
Augusto Solari,Celta Vigo,es La Liga,Off_MF,29,714,7.9,94.28575949367088,Below Big-5 Level,,,,
Roberto Soldado,Levante,es La Liga,FW,36,664,7.4,447.3492063492062,Top Starter,,,,
Carlos Soler,Valencia,es La Liga,Off_MF,24,2474,27.5,460.15739538239546,Top Starter,,,,
Son,Levante,es La Liga,DF,27,1971,21.9,,,,,232.51431470609555,Solid Squad Player
Brandon Soppy,Udinese,it Serie A,Off_MF,19,777,8.6,94.01272609819122,Below Big-5 Level,,,,
Roberto Soriano,Bologna,it Serie A,MF,30,2622,29.1,,,506.09392898052687,Top Starter,,
Alberto Soro,Granada,es La Liga,FW,22,578,6.4,130.6122448979592,Below Big-5 Level,,,,
Borna Sosa,Stuttgart,de Bundesliga,FW,23,2498,27.8,269.84672398135905,Solid Squad Player,,,,
Florian Sotoca,Lens,fr Ligue 1,FW,30,2480,27.6,324.829964836176,Solid Squad Player,,,,
Riccardo Sottil,Fiorentina,it Serie A,FW,22,1239,13.8,305.85342929442305,Solid Squad Player,,,,
Tomáš Souček,West Ham,eng Premier League,MF,26,3062,34.0,,,300.49019607843144,Solid Squad Player,,
Sambou Soumano,Lorient,fr Ligue 1,FW,20,447,5.0,496.24716553287976,Top Starter,,,,
Adama Soumaoro,Bologna,it Serie A,DF,29,2266,25.2,,,,,323.9018180371563,Solid Squad Player
Boubakary Soumaré,Leicester City,eng Premier League,MF,22,1102,12.2,,,271.4754098360656,Solid Squad Player,,
Arnaud Souquet,Montpellier,fr Ligue 1,DF,29,2334,25.9,,,,,330.21420991345803,Solid Squad Player
Djibril Sow,Eint Frankfurt,de Bundesliga,MF,24,2415,26.8,,,373.70646766169153,Solid Squad Player,,
Saidou Sow,Saint-Étienne,fr Ligue 1,DF,19,989,11.0,,,,,466.3513328776486,Top Starter
Çağlar Söyüncü,Leicester City,eng Premier League,DF,25,2497,27.7,,,,,449.7093515980082,Top Starter
Jerry St. Juste,Mainz 05,de Bundesliga,DF,24,604,6.7,,,,,401.64690332797153,Top Starter
Anton Stach,Mainz 05,de Bundesliga,MF,22,1861,20.7,,,648.7922705314011,Top Starter,,
Kostas Stafylidis,Bochum,de Bundesliga,Def_MF,27,1388,15.4,,,,,470.97214379823083,Top Starter
Josip Stanišić,Bayern Munich,de Bundesliga,DF,21,644,7.2,,,,,340.5226028033045,Solid Squad Player
Niklas Stark,Hertha BSC,de Bundesliga,DF,26,2031,22.6,,,,,440.18068770746913,Top Starter
Renato Steffen,Wolfsburg,de Bundesliga,FW,29,967,10.7,147.01541738190605,Below Big-5 Level,,,,
Calvin Stengs,Nice,fr Ligue 1,Off_MF,22,1073,11.9,303.37220888355336,Solid Squad Player,,,,
Pascal Stenzel,Stuttgart,de Bundesliga,DF,25,899,10.0,,,,,347.18262322472845,Solid Squad Player
Jack Stephens,Southampton,eng Premier League,DF,27,811,9.0,,,,,501.12169312169317,Top Starter
Raheem Sterling,Manchester City,eng Premier League,FW,26,2128,23.6,597.2009941453042,Top Starter,,,,
Angelo Stiller,Hoffenheim,de Bundesliga,MF,20,1693,18.8,,,361.87943262411346,Solid Squad Player,,
Lars Stindl,Gladbach,de Bundesliga,FW,32,1629,18.1,382.47154466452014,Solid Squad Player,,,,
Petar Stojanović,Empoli,it Serie A,DF,25,2735,30.4,,,,,362.9129842149232,Solid Squad Player
John Stones,Manchester City,eng Premier League,DF,27,1119,12.4,,,,,263.45756865281476,Solid Squad Player
Stefan Strandberg,Salernitana,it Serie A,DF,31,933,10.4,,,,,401.0474905211747,Top Starter
Dávid Strelec,Spezia,it Serie A,FW,20,502,5.6,206.01241766547886,Solid Squad Player,,,,
Kevin Strootman,Cagliari,it Serie A,MF,31,640,7.1,,,221.22065727699533,Solid Squad Player,,
Pascal Struijk,Leeds United,eng Premier League,Def_MF,21,2055,22.8,,,,,478.84884312229855,Top Starter
Jens Stryger Larsen,Udinese,it Serie A,DF,30,684,7.6,,,,,165.34446163255026,Below Big-5 Level
Leo Štulac,Empoli,it Serie A,MF,26,833,9.3,,,487.8136200716846,Top Starter,,
Stefano Sturaro,Genoa,it Serie A,MF,28,1766,19.6,,,195.3469387755102,Below Big-5 Level,,
Damián Suárez,Getafe,es La Liga,DF,33,2711,30.1,,,,,319.34209832443787,Solid Squad Player
Denis Suárez,Celta Vigo,es La Liga,MF,27,2819,31.3,,,603.0031948881789,Top Starter,,
Luis Suárez,Atlético Madrid,es La Liga,FW,34,1835,20.4,450.06910912513155,Top Starter,,,,
Mario Suárez,Rayo Vallecano,es La Liga,DF,34,712,7.9,,,,,345.9585673043367,Solid Squad Player
Isaac Success,Udinese,it Serie A,FW,25,911,10.1,416.2223980901492,Top Starter,,,,
Niklas Süle,Bayern Munich,de Bundesliga,DF,25,1837,20.4,,,,,393.1017085196651,Solid Squad Player
Kamaldeen Sulemana,Rennes,fr Ligue 1,FW,19,1015,11.3,418.41504959899385,Top Starter,,,,
Bosko Sutalo,Hellas Verona,it Serie A,DF,21,920,10.2,,,,,409.01534882959027,Top Starter
Mattias Svanberg,Bologna,it Serie A,MF,22,2564,28.5,,,421.96491228070175,Top Starter,,
Michael Svoboda,Venezia,it Serie A,DF,22,1236,13.7,,,,,442.3516211453207,Top Starter
Dominik Szoboszlai,RB Leipzig,de Bundesliga,FW,20,1543,17.1,518.3579119757064,Top Starter,,,,
Jakob Sørensen,Norwich City,eng Premier League,Def_MF,23,604,6.7,,,,,437.0142043406158,Top Starter
Alexander Sørloth,Real Sociedad,es La Liga,FW,25,1763,19.6,271.3332947691548,Solid Squad Player,,,,
Jonathan Tah,Leverkusen,de Bundesliga,DF,25,2878,32.0,,,,,403.2543859649123,Top Starter
Flavien Tait,Rennes,fr Ligue 1,MF,28,2125,23.6,,,561.3559322033899,Top Starter,,
Adrien Tameze,Hellas Verona,it Serie A,MF,27,2574,28.6,,,393.44988344988343,Solid Squad Player,,
Japhet Tanganga,Tottenham,eng Premier League,DF,22,735,8.2,,,,,384.32504024288363,Solid Squad Player
Renato Tapia,Celta Vigo,es La Liga,MF,26,1412,15.7,,,177.19745222929936,Below Big-5 Level,,
Edmond Tapsoba,Leverkusen,de Bundesliga,DF,22,1814,20.2,,,,,434.11102012456877,Top Starter
Florian Tardieu,Troyes,fr Ligue 1,MF,29,2632,29.2,,,501.1872146118722,Top Starter,,
Matt Targett,Aston Villa,eng Premier League,DF,25,1431,15.9,,,,,337.07245051832933,Solid Squad Player
Matt Targett,Newcastle Utd,eng Premier League,DF,25,1440,16.0,,,,,367.5200501253132,Solid Squad Player
James Tarkowski,Burnley,eng Premier League,DF,28,3106,34.5,,,,,499.57373010919923,Top Starter
Niklas Tauer,Mainz 05,de Bundesliga,Def_MF,20,487,5.4,,,,,392.2920021470745,Solid Squad Player
Nuno Tavares,Arsenal,eng Premier League,DF,21,1176,13.1,,,,,303.1410587537546,Solid Squad Player
Charlie Taylor,Burnley,eng Premier League,DF,27,2731,30.3,,,,,411.4512904924577,Top Starter
Aurélien Tchouaméni,Monaco,fr Ligue 1,MF,21,2929,32.5,,,383.0358974358974,Solid Squad Player,,
Nathan Tella,Southampton,eng Premier League,FW,22,804,8.9,128.79301383474737,Below Big-5 Level,,,,
Alex Telles,Manchester Utd,eng Premier League,DF,28,1660,18.4,,,,,351.1866623079437,Solid Squad Player
Cristian Tello,Betis,es La Liga,FW,29,819,9.1,352.87246351532065,Solid Squad Player,,,,
Nahuel Tenaglia,Alavés,es La Liga,DF,25,1073,11.9,,,,,447.31436434222803,Top Starter
Martin Terrier,Rennes,fr Ligue 1,FW,24,2779,30.9,566.0826930556473,Top Starter,,,,
Tanner Tessmann,Venezia,it Serie A,Def_MF,19,680,7.6,,,,,373.7426900584795,Solid Squad Player
Tetê,Lyon,fr Ligue 1,FW,21,583,6.5,566.3568230711089,Top Starter,,,,
Arthur Theate,Bologna,it Serie A,DF,21,2424,26.9,,,,,364.6789837046147,Solid Squad Player
Jan Thielmann,Köln,de Bundesliga,FW,19,1192,13.2,312.2265855837285,Solid Squad Player,,,,
Sada Thioub,Saint-Étienne,fr Ligue 1,MF,26,950,10.6,,,446.7295597484277,Top Starter,,
Luke Thomas,Leicester City,eng Premier League,DF,20,1912,21.2,,,,,431.1041755331725,Top Starter
Romain Thomas,Angers,fr Ligue 1,DF,33,2563,28.5,,,,,458.1833531196412,Top Starter
Adrien Thomasson,Strasbourg,fr Ligue 1,Off_MF,27,2389,26.5,384.05268044324646,Solid Squad Player,,,,
Morten Thorsby,Sampdoria,it Serie A,MF,25,2943,32.7,,,230.2385321100917,Solid Squad Player,,
Matheus Thuler,Montpellier,fr Ligue 1,DF,22,855,9.5,,,,,367.48924943938795,Solid Squad Player
Khéphren Thuram,Nice,fr Ligue 1,MF,20,1901,21.1,,,474.6287519747235,Top Starter,,
Marcus Thuram,Gladbach,de Bundesliga,FW,23,979,10.9,338.46818115625456,Solid Squad Player,,,,
Youri Tielemans,Leicester City,eng Premier League,MF,24,2631,29.2,,,525.2511415525114,Top Starter,,
Kieran Tierney,Arsenal,eng Premier League,DF,24,1915,21.3,,,,,262.51324712406995,Solid Squad Player
Timmy Tillman,Greuther Fürth,de Bundesliga,MF,22,2004,22.3,,,413.7877428998505,Top Starter,,
Jean-Clair Todibo,Nice,fr Ligue 1,DF,21,3115,34.6,,,,,433.84337529758875,Top Starter
Karl Toko Ekambi,Lyon,fr Ligue 1,FW,28,2296,25.5,517.1805166511049,Top Starter,,,,
Corentin Tolisso,Bayern Munich,de Bundesliga,MF,26,703,7.8,,,678.8888888888891,Top Starter,,
Jeremy Toljan,Sassuolo,it Serie A,DF,26,1399,15.5,,,,,265.4300266796022,Solid Squad Player
Rafael Tolói,Atalanta,it Serie A,DF,30,1438,16.0,,,,,382.8646616541354,Solid Squad Player
Raúl de Tomás,Espanyol,es La Liga,FW,26,2914,32.4,452.9408284575833,Top Starter,,,,
Tiago Tomás,Stuttgart,de Bundesliga,FW,19,1075,11.9,312.42141936139535,Solid Squad Player,,,,
Takehiro Tomiyasu,Arsenal,eng Premier League,DF,22,1679,18.7,,,,,346.6266378959877,Solid Squad Player
James Tomkins,Crystal Palace,eng Premier League,DF,32,547,6.1,,,,,350.3901333064405,Solid Squad Player
Fikayo Tomori,Milan,it Serie A,DF,23,2718,30.2,,,,,433.8313775609,Top Starter
Sandro Tonali,Milan,it Serie A,MF,21,2600,28.9,,,475.66320645905427,Top Starter,,
Lorenzo Tonelli,Empoli,it Serie A,DF,31,870,9.7,,,,,455.3100965472099,Top Starter
Ivan Toney,Brentford,eng Premier League,FW,25,2909,32.3,392.21815392823794,Solid Squad Player,,,,
Lucas Torreira,Fiorentina,it Serie A,MF,25,2195,24.4,,,365.05464480874315,Solid Squad Player,,
Raúl Torrente,Granada,es La Liga,DF,19,1282,14.2,,,,,408.2633814583407,Top Starter
Ferrán Torres,Barcelona,es La Liga,FW,21,1412,15.7,394.96604657432675,Solid Squad Player,,,,
Óliver Torres,Sevilla,es La Liga,FW,26,1008,11.2,283.3457509988122,Solid Squad Player,,,,
Pau Torres,Villarreal,es La Liga,DF,24,2855,31.7,,,,,332.97080767112305,Solid Squad Player
Roberto Torres,Osasuna,es La Liga,FW,32,809,9.0,362.513185521122,Solid Squad Player,,,,
Lucas Torró,Osasuna,es La Liga,MF,27,2725,30.3,,,211.66116611661167,Solid Squad Player,,
Jordan Torunarigha,Hertha BSC,de Bundesliga,DF,23,483,5.4,,,,,489.52110917023197,Top Starter
Almamy Touré,Eint Frankfurt,de Bundesliga,Def_MF,25,506,5.6,,,,,426.7192891649414,Top Starter
Lucas Tousart,Hertha BSC,de Bundesliga,MF,24,1962,21.8,,,242.38532110091742,Solid Squad Player,,
Yoann Touzghar,Troyes,fr Ligue 1,FW,34,1457,16.2,265.64180267443055,Solid Squad Player,,,,
Andros Townsend,Everton,eng Premier League,FW,30,1455,16.2,285.31950393326053,Solid Squad Player,,,,
Adama Traoré,Wolves,eng Premier League,FW,25,1067,11.9,243.27429384452194,Solid Squad Player,,,,
Boubacar Traoré,Metz,fr Ligue 1,MF,19,1726,19.2,,,320.0347222222222,Solid Squad Player,,
Charles Traore,Nantes,fr Ligue 1,DF,29,718,8.0,,,,,435.1796157059315,Top Starter
Hamari Traoré,Rennes,fr Ligue 1,DF,29,2890,32.1,,,,,306.98345031842325,Solid Squad Player
Ismaël Traoré,Angers,fr Ligue 1,DF,34,3215,35.7,,,,,356.0518476396406,Solid Squad Player
Miguel Trauco,Saint-Étienne,fr Ligue 1,MF,28,1112,12.4,,,257.5806451612903,Solid Squad Player,,
Óscar Trejo,Rayo Vallecano,es La Liga,Off_MF,33,2007,22.3,430.0025891522528,Top Starter,,,,
Manu Trigueros,Villarreal,es La Liga,FW,29,2178,24.2,322.43982496579906,Solid Squad Player,,,,
Christopher Trimmel,Union Berlin,de Bundesliga,FW,34,1990,22.1,165.24922105594374,Below Big-5 Level,,,,
Francisco Trincão,Wolves,eng Premier League,FW,21,1336,14.8,254.43300443300438,Solid Squad Player,,,,
Kieran Trippier,Atlético Madrid,es La Liga,FW,30,976,10.8,90.03602922650543,Below Big-5 Level,,,,
William Troost-Ekong,Watford,eng Premier League,DF,27,1390,15.4,,,,,373.00531928009707,Solid Squad Player
Leandro Trossard,Brighton,eng Premier League,FW,26,2805,31.2,338.2152838343314,Solid Squad Player,,,,
Adrien Truffert,Rennes,fr Ligue 1,DF,19,1639,18.2,,,,,306.68759811616945,Solid Squad Player
Kostas Tsimikas,Liverpool,eng Premier League,DF,25,877,9.7,,,,,296.8314256431457,Solid Squad Player
Axel Tuanzebe,Aston Villa,eng Premier League,DF,23,508,5.6,,,,,323.14194577352475,Solid Squad Player
Tuta,Eint Frankfurt,de Bundesliga,DF,22,2183,24.3,,,,,470.657851762465,Top Starter
Destiny Udogie,Udinese,it Serie A,DF,18,2477,27.5,,,,,307.34148870799584,Solid Squad Player
Matthieu Udol,Metz,fr Ligue 1,DF,25,1007,11.2,,,,,481.66726339658675,Top Starter
Ike Ugbo,Troyes,fr Ligue 1,FW,22,814,9.0,380.9630469471739,Solid Squad Player,,,,
Hwang Ui-jo,Bordeaux,fr Ligue 1,FW,28,2508,27.9,317.7804584996085,Solid Squad Player,,,,
Enes Ünal,Getafe,es La Liga,FW,24,2798,31.1,387.00933034878824,Solid Squad Player,,,,
Cengiz Ünder,Marseille,fr Ligue 1,FW,24,2200,24.4,389.91904266260235,Solid Squad Player,,,,
