Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand,GKScore_abs,GKBand
Pablo de Blasis,Mainz 05,de Bundesliga,MF,28.9,1655,18.4,,,632.1793602081003,Top Starter,,,413.63957543604823,Top Starter,,
Admir Mehmedi,Leverkusen,de Bundesliga,Off_MF,25.8,1263,14.0,260.23175783204147,Solid Squad Player,,,,,455.2543122654285,Top Starter,,
Valentin Stocker,Hertha BSC,de Bundesliga,FW,27.7,1162,12.9,389.6795018339365,Solid Squad Player,,,,,469.9679058984288,Top Starter,,
Maximilian Eggestein,Werder Bremen,de Bundesliga,MF,20.1,889,9.9,,,342.799890682264,Solid Squad Player,,,597.7334727132343,Top Starter,,
Donis Avdijaj,Schalke 04,de Bundesliga,FW,20.4,294,3.3,,,,,,,,,,
Marcel Hartel,Köln,de Bundesliga,MF,21.0,91,1.0,,,,,,,,,,
Federico Palacios Martínez,RB Leipzig,de Bundesliga,Off_MF,21.7,55,0.6,,,,,,,,,,
André Hahn,Gladbach,de Bundesliga,FW,26.4,1598,17.8,260.8099010463001,Solid Squad Player,,,,,553.2714622361805,Top Starter,,
Sonny Kittel,FC Ingolstadt 04,de Bundesliga,FW,24.0,789,8.8,398.204660026894,Solid Squad Player,,,,,350.2454008395573,Solid Squad Player,,
Jonathan Schmid,Augsburg,de Bundesliga,MF,26.5,1699,18.9,,,433.02114258369045,Top Starter,,,380.7136896643358,Solid Squad Player,,
Denys Oliynyk,Darmstadt 98,de Bundesliga,FW,29.5,46,0.5,,,,,,,,,,
Gerrit Holtmann,Mainz 05,de Bundesliga,FW,21.8,124,1.4,,,,,,,,,,
Suat Serdar,Mainz 05,de Bundesliga,MF,19.7,328,3.6,,,,,,,,,,
Nicolai Müller,Hamburger SV,de Bundesliga,Off_MF,29.3,1900,21.1,518.7773374320932,Top Starter,,,,,502.05925074102186,Top Starter,,
Koo Ja-cheol,Augsburg,de Bundesliga,MF,27.8,1813,20.1,,,474.64488509090006,Top Starter,,,534.6391342277846,Top Starter,,
Markus Feulner,Augsburg,de Bundesliga,MF,34.9,17,0.2,,,,,,,,,,
Ju-ho Park,Dortmund,de Bundesliga,MF,30.0,64,0.7,,,,,,,,,,
Fabian Reese,Schalke 04,de Bundesliga,FW,19.1,73,0.8,,,,,,,,,,
Max Besuschkow,Eint Frankfurt,de Bundesliga,MF,19.6,86,1.0,,,,,,,,,,
Max Christiansen,FC Ingolstadt 04,de Bundesliga,MF,20.3,440,4.9,,,,,,,,,,
Levin Öztunalı,Mainz 05,de Bundesliga,FW,20.8,1971,21.9,469.40351994510985,Top Starter,,,,,417.82297719624637,Top Starter,,
Halil Altintop,Augsburg,de Bundesliga,Off_MF,34.1,1600,17.8,367.6751120417933,Solid Squad Player,,,,,396.02032231928297,Solid Squad Player,,
Aron Jóhannsson,Werder Bremen,de Bundesliga,Off_MF,26.1,268,3.0,,,,,,,,,,
Georg Teigl,Augsburg,de Bundesliga,DF,25.9,659,7.3,,,,,444.7145806672638,Top Starter,405.74550596775947,Top Starter,,
Rani Khedira,RB Leipzig,de Bundesliga,Def_MF,22.9,157,1.7,,,,,,,,,,
László Kleinheisler,Darmstadt 98,de Bundesliga,Off_MF,22.7,780,8.7,241.3286613543224,Solid Squad Player,,,,,335.05074767478607,Solid Squad Player,,
Marius Wolf,Eint Frankfurt,de Bundesliga,MF,21.6,168,1.9,,,,,,,,,,
Jan Morávek,Augsburg,de Bundesliga,Off_MF,27.2,698,7.8,190.57487949427264,Below Big-5 Level,,,,,520.4017637543359,Top Starter,,
Moritz Leitner,Augsburg,de Bundesliga,MF,,235,2.6,,,,,,,,,,
Josip Brekalo,Wolfsburg,de Bundesliga,FW,18.5,76,0.8,,,,,,,,,,
Philipp Ochs,Hoffenheim,de Bundesliga,MF,19.7,144,1.6,,,,,,,,,,
Paul-Georges Ntep,Wolfsburg,de Bundesliga,FW,24.4,503,5.6,370.14794811916727,Solid Squad Player,,,,,435.7670621470727,Top Starter,,
Julius Kade,Hertha BSC,de Bundesliga,MF,17.6,9,0.1,,,,,,,,,,
Mats Møller Dæhli,Freiburg,de Bundesliga,Def_MF,21.8,23,0.3,,,,,,,,,,
Junior Caiçara,Schalke 04,de Bundesliga,DF,27.7,107,1.2,,,,,,,,,,
Tim Rieder,Augsburg,de Bundesliga,MF,23.3,213,2.4,,,,,,,,,,
Robert Leipertz,FC Ingolstadt 04,de Bundesliga,MF,23.9,32,0.4,,,,,,,,,,
Filip Kostić,Hamburger SV,de Bundesliga,MF,24.2,2529,28.1,,,487.869411318025,Top Starter,,,431.03120677599213,Top Starter,,
Jan Rosenthal,Darmstadt 98,de Bundesliga,FW,30.7,837,9.3,130.38475732580136,Below Big-5 Level,,,,,552.6161715090961,Top Starter,,
Jairo Samperio,Mainz 05,de Bundesliga,FW,23.5,941,10.5,171.26926722865406,Below Big-5 Level,,,,,471.31732122344874,Top Starter,,
Wilson Kamavuaka,Darmstadt 98,de Bundesliga,MF,26.8,506,5.6,,,249.18690905008808,Solid Squad Player,,,544.94723036032,Top Starter,,
Salih Özcan,Köln,de Bundesliga,MF,19.0,362,4.0,,,,,,,,,,
Takashi Usami,Augsburg,de Bundesliga,FW,24.7,438,4.9,,,,,,,,,,
Weston McKennie,Schalke 04,de Bundesliga,MF,18.3,13,0.1,,,,,,,,,,
Bernard Tekpetey,Schalke 04,de Bundesliga,MF,19.3,4,0.0,,,,,,,,,,
Justin Möbius,Wolfsburg,de Bundesliga,MF,19.7,47,0.5,,,,,,,,,,
Sidney Sam,Darmstadt 98,de Bundesliga,FW,28.9,885,9.8,204.52783928025545,Solid Squad Player,,,,,500.7257428869241,Top Starter,,
Maurice Multhaup,FC Ingolstadt 04,de Bundesliga,FW,20.0,7,0.1,,,,,,,,,,
Alen Halilović,Hamburger SV,de Bundesliga,Off_MF,20.5,137,1.5,,,,,,,,,,
Änis Ben-Hatira,Darmstadt 98,de Bundesliga,FW,28.5,588,6.5,190.3873561515531,Below Big-5 Level,,,,,363.3122091112708,Solid Squad Player,,
Lukas Fröde,Werder Bremen,de Bundesliga,MF,21.9,13,0.1,,,,,,,,,,
Sambou Yatabaré,Werder Bremen,de Bundesliga,MF,27.8,176,2.0,,,,,,,,,,
José Rodríguez,Mainz 05,de Bundesliga,MF,22.0,5,0.1,,,,,,,,,,
Djibril Sow,Gladbach,de Bundesliga,MF,19.9,1,0.0,,,,,,,,,,
Arne Maier,Hertha BSC,de Bundesliga,MF,18.0,1,0.0,,,,,,,,,,
Finn Porath,Hamburger SV,de Bundesliga,MF,19.9,1,0.0,,,,,,,,,,
Max Kruse,Werder Bremen,de Bundesliga,Off_MF,28.8,2046,22.7,699.1770323141396,Top Starter,,,,,371.56883728811073,Solid Squad Player,,
Robert Lewandowski,Bayern Munich,de Bundesliga,FW,28.4,2777,30.9,687.9994605496458,Top Starter,,,,,379.0438704434742,Solid Squad Player,,
Joel Pohjanpalo,Leverkusen,de Bundesliga,FW,22.3,185,2.1,,,,,,,,,,
Ousmane Dembélé,Dortmund,de Bundesliga,FW,19.6,2040,22.7,691.3442877438225,Top Starter,,,,,521.1580567224137,Top Starter,,
Pierre-Emerick Aubameyang,Dortmund,de Bundesliga,FW,27.5,2781,30.9,603.3553201045522,Top Starter,,,,,263.0335453597022,Solid Squad Player,,
Timo Werner,RB Leipzig,de Bundesliga,FW,20.8,2433,27.0,675.2612410461661,Top Starter,,,,,340.68470905647115,Solid Squad Player,,
Anthony Modeste,Köln,de Bundesliga,FW,28.7,2978,33.1,586.4667318579113,Top Starter,,,,,491.6904279814554,Top Starter,,
Raffael,Gladbach,de Bundesliga,FW,31.8,1501,16.7,513.0509458804587,Top Starter,,,,,457.0140428502008,Top Starter,,
Andrej Kramarić,Hoffenheim,de Bundesliga,Off_MF,25.5,2374,26.4,613.7855347812349,Top Starter,,,,,273.45423283350453,Solid Squad Player,,
Mario Gómez,Wolfsburg,de Bundesliga,FW,31.5,2854,31.7,505.3934086685899,Top Starter,,,,,447.75910085099997,Top Starter,,
Gonzalo Castro,Dortmund,de Bundesliga,MF,29.6,1925,21.4,,,666.3539438386264,Top Starter,,,444.42700377955225,Top Starter,,
Yuya Osako,Köln,de Bundesliga,FW,26.6,2376,26.4,476.94855411981194,Top Starter,,,,,449.995442806309,Top Starter,,
André Schürrle,Dortmund,de Bundesliga,FW,26.2,745,8.3,439.9947098730843,Top Starter,,,,,499.027738045703,Top Starter,,
Adrián Ramos,Dortmund,de Bundesliga,FW,30.9,355,3.9,,,,,,,,,,
Breel Embolo,Schalke 04,de Bundesliga,FW,19.9,340,3.8,,,,,,,,,,
Ibrahima Traoré,Gladbach,de Bundesliga,MF,28.7,841,9.3,,,702.9402637380244,Top Starter,,,511.67662242660316,Top Starter,,
Sandro Wagner,Hoffenheim,de Bundesliga,FW,29.1,2601,28.9,420.1221395439642,Top Starter,,,,,525.8347631844854,Top Starter,,
Javier Hernández,Leverkusen,de Bundesliga,FW,28.6,1815,20.2,619.3009426746834,Top Starter,,,,,325.33228516689445,Solid Squad Player,,
Vedad Ibišević,Hertha BSC,de Bundesliga,FW,32.4,2721,30.2,401.76341994477343,Top Starter,,,,,502.1344368168411,Top Starter,,
Nils Petersen,Freiburg,de Bundesliga,FW,28.1,1232,13.7,746.1058147847588,Top Starter,,,,,543.6798670990775,Top Starter,,
Ádám Szalai,Hoffenheim,de Bundesliga,FW,29.1,771,8.6,706.5375211004757,Top Starter,,,,,482.44545185511186,Top Starter,,
Victor Obinna,Darmstadt 98,de Bundesliga,FW,29.8,37,0.4,,,,,,,,,,
Felix Platte,Darmstadt 98,de Bundesliga,FW,20.9,468,5.2,526.4665580886013,Top Starter,,,,,510.88808216519044,Top Starter,,
Guido Burgstaller,Schalke 04,de Bundesliga,FW,27.7,1473,16.4,611.7371890119211,Top Starter,,,,,279.29912190286285,Solid Squad Player,,
Yussuf Poulsen,RB Leipzig,de Bundesliga,FW,22.5,2067,23.0,400.6199052686588,Top Starter,,,,,541.7437247691853,Top Starter,,
Alexander Meier,Eint Frankfurt,de Bundesliga,Off_MF,34.0,1396,15.5,326.2303325643403,Solid Squad Player,,,,,339.02749374439645,Solid Squad Player,,
Davie Selke,RB Leipzig,de Bundesliga,FW,21.9,436,4.8,,,,,,,,,,
Maximilian Philipp,Freiburg,de Bundesliga,Off_MF,22.8,1939,21.5,483.1832388663369,Top Starter,,,,,440.9183276136813,Top Starter,,
Florian Niederlechner,Freiburg,de Bundesliga,FW,26.2,2421,26.9,382.865294507258,Solid Squad Player,,,,,459.637557548506,Top Starter,,
Stefan Kießling,Leverkusen,de Bundesliga,FW,32.9,748,8.3,463.68374775867613,Top Starter,,,,,556.3055979710086,Top Starter,,
Christian Pulisic,Dortmund,de Bundesliga,FW,18.3,1515,16.8,546.8502486867325,Top Starter,,,,,526.8235411230177,Top Starter,,
Karim Guédé,Freiburg,de Bundesliga,FW,32.0,186,2.1,,,,,,,,,,
Ji Dong-won,Augsburg,de Bundesliga,FW,25.6,2292,25.5,295.1953949847082,Solid Squad Player,,,,,551.6549841106435,Top Starter,,
Darío Lezcano,FC Ingolstadt 04,de Bundesliga,FW,26.5,2516,28.0,374.06616485239795,Solid Squad Player,,,,,536.7945092694571,Top Starter,,
Raúl Bobadilla,Augsburg,de Bundesliga,FW,29.5,1045,11.6,466.01288896741767,Top Starter,,,,,467.5840867390249,Top Starter,,
Eric Maxim Choupo-Moting,Schalke 04,de Bundesliga,FW,27.8,1687,18.7,411.1033115885593,Top Starter,,,,,538.4682360632257,Top Starter,,
Kai Havertz,Leverkusen,de Bundesliga,FW,17.6,1449,16.1,564.8058974185577,Top Starter,,,,,621.385243205341,Top Starter,,
Artjoms Rudņevs,Köln,de Bundesliga,FW,29.0,688,7.6,720.5289966679867,Top Starter,,,,,421.0651385638459,Top Starter,,
Franco Di Santo,Schalke 04,de Bundesliga,FW,27.7,316,3.5,,,,,,,,,,
Julian Brandt,Leverkusen,de Bundesliga,Off_MF,20.7,2304,25.6,643.9395603004858,Top Starter,,,,,440.8855456272999,Top Starter,,
Julian Schieber,Hertha BSC,de Bundesliga,FW,27.9,422,4.7,,,,,,,,,,
Pierre-Michel Lasogga,Hamburger SV,de Bundesliga,FW,25.0,543,6.0,284.20180110028485,Solid Squad Player,,,,,523.1976034822735,Top Starter,,
Branimir Hrgota,Eint Frankfurt,de Bundesliga,Off_MF,24.0,1749,19.4,343.6689708356092,Solid Squad Player,,,,,344.9509876965134,Solid Squad Player,,
Jhon Córdoba,Mainz 05,de Bundesliga,FW,23.6,2351,26.1,337.58655710217937,Solid Squad Player,,,,,514.7969761237205,Top Starter,,
Sven Schipplock,Darmstadt 98,de Bundesliga,FW,28.1,1104,12.3,266.14029730566637,Solid Squad Player,,,,,504.90172627472816,Top Starter,,
Lennart Thy,Werder Bremen,de Bundesliga,FW,24.9,84,0.9,,,,,,,,,,
Aaron Seydel,Mainz 05,de Bundesliga,FW,20.9,172,1.9,,,,,,,,,,
Bas Dost,Wolfsburg,de Bundesliga,FW,27.6,81,0.9,,,,,,,,,,
Håvard Nielsen,Freiburg,de Bundesliga,FW,23.5,24,0.3,,,,,,,,,,
Antonio Čolak,Darmstadt 98,de Bundesliga,FW,23.3,1271,14.1,287.50738959255125,Solid Squad Player,,,,,463.7823260902815,Top Starter,,
Claudio Pizarro,Werder Bremen,de Bundesliga,FW,38.2,853,9.5,300.23105483443277,Solid Squad Player,,,,,505.0537465908168,Top Starter,,
Yoshinori Mutō,Mainz 05,de Bundesliga,FW,24.5,1020,11.3,430.54449135453353,Top Starter,,,,,350.91759112288287,Solid Squad Player,,
Bojan Krkić,Mainz 05,de Bundesliga,FW,26.3,630,7.0,316.14412533515116,Solid Squad Player,,,,,400.33617275642825,Top Starter,,
Michael Gregoritsch,Hamburger SV,de Bundesliga,FW,22.7,1303,14.5,424.3426116254551,Top Starter,,,,,570.3058570009636,Top Starter,,
Bruno Henrique,Wolfsburg,de Bundesliga,FW,26.0,177,2.0,,,,,,,,,,
Lukas Hinterseer,FC Ingolstadt 04,de Bundesliga,FW,25.8,952,10.6,318.04376268670603,Solid Squad Player,,,,,551.7227275007979,Top Starter,,
Borja Mayoral,Wolfsburg,de Bundesliga,FW,19.7,375,4.2,,,,,,,,,,
Izet Hajrović,Werder Bremen,de Bundesliga,FW,25.4,491,5.5,367.38137024962845,Solid Squad Player,,,,,367.3677126278167,Solid Squad Player,,
Jonas Hofmann,Gladbach,de Bundesliga,Off_MF,24.5,1384,15.4,258.68178171349854,Solid Squad Player,,,,,364.88887557072843,Solid Squad Player,,
Luca Waldschmidt,Hamburger SV,de Bundesliga,Off_MF,20.6,348,3.9,,,,,,,,,,
Alexander Esswein,Hertha BSC,de Bundesliga,FW,26.8,1321,14.7,278.0640706890244,Solid Squad Player,,,,,439.74293656966023,Top Starter,,
Alfreð Finnbogason,Augsburg,de Bundesliga,FW,27.9,1128,12.5,329.05700071659265,Solid Squad Player,,,,,344.8096503735637,Solid Squad Player,,
Yevhen Konoplyanka,Schalke 04,de Bundesliga,FW,27.3,604,6.7,322.19540256004484,Solid Squad Player,,,,,374.6092822812344,Solid Squad Player,,
Ousman Manneh,Werder Bremen,de Bundesliga,FW,19.8,488,5.4,329.66643466287604,Solid Squad Player,,,,,488.8891430460131,Top Starter,,
Roman Bezjak,Darmstadt 98,de Bundesliga,FW,27.9,589,6.5,94.68156306803888,Below Big-5 Level,,,,,462.5902778189304,Top Starter,,
Barış Atik,Hoffenheim,de Bundesliga,FW,22.0,67,0.7,,,,,,,,,,
Klaas-Jan Huntelaar,Schalke 04,de Bundesliga,FW,33.4,753,8.4,245.61375974745542,Solid Squad Player,,,,,342.76225603232933,Solid Squad Player,,
Bobby Wood,Hamburger SV,de Bundesliga,FW,24.1,2083,23.1,374.89118461704356,Solid Squad Player,,,,,507.1070800101225,Top Starter,,
Haris Seferović,Eint Frankfurt,de Bundesliga,FW,24.9,1060,11.8,329.03853106872606,Solid Squad Player,,,,,394.79558224570593,Solid Squad Player,,
Patrick Herrmann,Gladbach,de Bundesliga,FW,25.9,698,7.8,300.6104706401123,Solid Squad Player,,,,,395.45398949693737,Solid Squad Player,,
Simon Zoller,Köln,de Bundesliga,FW,25.5,1022,11.4,331.7993935307962,Solid Squad Player,,,,,413.1433313796449,Top Starter,,
Eduardo Vargas,Hoffenheim,de Bundesliga,FW,27.1,96,1.1,,,,,,,,,,
Stefan Lex,FC Ingolstadt 04,de Bundesliga,FW,27.1,325,3.6,,,,,,,,,,
Dominik Stroh-Engel,Darmstadt 98,de Bundesliga,FW,31.1,42,0.5,,,,,,,,,,
Sami Allagui,Hertha BSC,de Bundesliga,FW,30.6,173,1.9,,,,,,,,,,
Shani Tarashaj,Eint Frankfurt,de Bundesliga,FW,21.9,324,3.6,,,,,,,,,,
Moritz Hartmann,FC Ingolstadt 04,de Bundesliga,FW,30.5,949,10.5,200.13960259419622,Solid Squad Player,,,,,514.794899166676,Top Starter,,
Robin Quaison,Mainz 05,de Bundesliga,FW,23.2,482,5.4,237.84772965960013,Solid Squad Player,,,,,346.5694923674483,Solid Squad Player,,
Ba-Muaka Simakala,Gladbach,de Bundesliga,FW,19.9,10,0.1,,,,,,,,,,
Nabil Bahoui,Hamburger SV,de Bundesliga,FW,25.9,67,0.7,,,,,,,,,,
Josip Drmić,Gladbach,de Bundesliga,FW,24.4,274,3.0,,,,,,,,,,
Terrence Boyd,Darmstadt 98,de Bundesliga,FW,25.9,379,4.2,,,,,,,,,,
Oliver Burke,RB Leipzig,de Bundesliga,FW,19.7,617,6.9,421.53542397452634,Top Starter,,,,,470.9454270883011,Top Starter,,
Marcel Heller,Darmstadt 98,de Bundesliga,FW,30.9,2721,30.2,248.45949618902912,Solid Squad Player,,,,,292.41882946462715,Solid Squad Player,,
Victor Osimhen,Wolfsburg,de Bundesliga,FW,18.0,45,0.5,,,,,,,,,,
Serhou Guirassy,Köln,de Bundesliga,FW,20.8,79,0.9,,,,,,,,,,
Karim Onisiwo,Mainz 05,de Bundesliga,FW,24.8,911,10.1,183.1021833079977,Below Big-5 Level,,,,,551.6288427615283,Top Starter,,
Julian Günther-Schmidt,Augsburg,de Bundesliga,FW,22.3,42,0.5,,,,,,,,,,
Mounir Bouziane,Mainz 05,de Bundesliga,FW,25.9,13,0.1,,,,,,,,,,
Ashton Götz,Hamburger SV,de Bundesliga,DF,23.5,66,0.7,,,,,,,,,,
Sinan Kurt,Hertha BSC,de Bundesliga,FW,20.4,5,0.1,,,,,,,,,,
Luca Crosta,Cagliari,it Serie A,GK,18.9,90,1.0,,,,,,,,,,
Gianluigi Donnarumma,Milan,it Serie A,GK,17.9,3420,38.0,,,,,,,,,872.502145834267,World Class
Wojciech Szczęsny,Roma,it Serie A,GK,26.7,3420,38.0,,,,,,,,,803.069525422598,World Class
Andrea Fulignati,Palermo,it Serie A,GK,22.2,810,9.0,,,,,,,,,809.247029072434,World Class
Luca Lezzerini,Fiorentina,it Serie A,GK,21.8,50,0.6,,,,,,,,,,
Łukasz Skorupski,Empoli,it Serie A,GK,25.7,3150,35.0,,,,,,,,,823.0529888629754,World Class
Pierluigi Gollini,Atalanta,it Serie A,GK,21.8,360,4.0,,,,,,,,,,
Rafael,Cagliari,it Serie A,GK,34.8,1801,20.0,,,,,,,,,722.1964943658011,Top Starter
Neto,Juventus,it Serie A,GK,27.5,675,7.5,,,,,,,,,786.968586764838,World Class
Alex Cordaz,Crotone,it Serie A,GK,34.0,3236,36.0,,,,,,,,,682.8676500756445,Top Starter
Samir Handanović,Inter,it Serie A,GK,32.5,3330,37.0,,,,,,,,,726.2567567145007,Top Starter
Andrea Consigli,Sassuolo,it Serie A,GK,29.9,3330,37.0,,,,,,,,,739.2085047887317,Top Starter
Antonio Mirante,Bologna,it Serie A,GK,33.5,1880,20.9,,,,,,,,,749.2320858807071,Top Starter
Marco Festa,Crotone,it Serie A,GK,24.6,183,2.0,,,,,,,,,,
Pepe Reina,Napoli,it Serie A,GK,34.3,3330,37.0,,,,,,,,,767.047645017368,World Class
Emiliano Viviano,Sampdoria,it Serie A,GK,31.1,1530,17.0,,,,,,,,,742.0832543939482,Top Starter
Gianluigi Buffon,Juventus,it Serie A,GK,38.9,2655,29.5,,,,,,,,,759.5876306716485,World Class
Etrit Berisha,Atalanta,it Serie A,GK,27.8,2340,26.0,,,,,,,,,801.8936670248282,World Class
Stefano Sorrentino,Chievo,it Serie A,GK,37.8,3060,34.0,,,,,,,,,693.4260001119434,Top Starter
Angelo Da Costa,Bologna,it Serie A,GK,33.1,1540,17.1,,,,,,,,,749.5264706026389,Top Starter
Christian Puggioni,Sampdoria,it Serie A,GK,36.0,1890,21.0,,,,,,,,,786.1429199273314,World Class
Federico Marchetti,Lazio,it Serie A,GK,33.9,1485,16.5,,,,,,,,,678.7511807870704,Top Starter
Thomas Strakosha,Lazio,it Serie A,GK,21.8,1845,20.5,,,,,,,,,690.4940198529623,Top Starter
Mattia Perin,Genoa,it Serie A,GK,24.1,1387,15.4,,,,,,,,,766.5299431372891,World Class
Ciprian Tătărușanu,Fiorentina,it Serie A,GK,30.9,3129,34.8,,,,,,,,,762.504860427238,World Class
Andrea Seculin,Chievo,it Serie A,GK,26.5,360,4.0,,,,,,,,,,
Joe Hart,Torino,it Serie A,GK,29.7,3240,36.0,,,,,,,,,672.3700067691253,Top Starter
Orestis Karnezis,Udinese,it Serie A,GK,31.5,2959,32.9,,,,,,,,,658.3538335969273,Top Starter
Eugenio Lamanna,Genoa,it Serie A,GK,27.4,1881,20.9,,,,,,,,,610.7327484840654,Top Starter
Josip Posavec,Palermo,it Serie A,GK,20.8,2610,29.0,,,,,,,,,627.6825371126997,Top Starter
Vincenzo Fiorillo,Pescara,it Serie A,GK,27.0,810,9.0,,,,,,,,,639.714096499989,Top Starter
Bartłomiej Drągowski,Fiorentina,it Serie A,GK,19.4,90,1.0,,,,,,,,,,
Alberto Pelagotti,Empoli,it Serie A,GK,27.8,270,3.0,,,,,,,,,,
Albano Bizzarri,Pescara,it Serie A,GK,39.1,2610,29.0,,,,,,,,,620.7143023430062,Top Starter
Simone Scuffet,Udinese,it Serie A,GK,20.6,461,5.1,,,,,,,,,516.1579455718158,Top Starter
Marco Storari,Milan,it Serie A,GK,40.0,1257,14.0,,,,,,,,,614.8344897655604,Top Starter
Daniele Padelli,Torino,it Serie A,GK,31.2,180,2.0,,,,,,,,,,
Juan Pablo Carrizo,Inter,it Serie A,GK,32.7,90,1.0,,,,,,,,,,
Marco Sportiello,Fiorentina,it Serie A,GK,24.6,900,10.0,,,,,,,,,542.0593385345599,Top Starter
Emil Audero,Juventus,it Serie A,GK,20.0,90,1.0,,,,,,,,,,
Rafael Cabral,Napoli,it Serie A,GK,26.6,90,1.0,,,,,,,,,,
Gabriel,Cagliari,it Serie A,GK,24.3,270,3.0,,,,,,,,,,
Ivan Vargić,Lazio,it Serie A,GK,29.8,90,1.0,,,,,,,,,,
Gianluca Pegolo,Sassuolo,it Serie A,GK,35.8,90,1.0,,,,,,,,,,
Rubinho,Genoa,it Serie A,GK,34.4,180,2.0,,,,,,,,,,
Roberto Colombo,Cagliari,it Serie A,GK,41.4,1,0.0,,,,,,,,,,
Federico Fazio,Roma,it Serie A,DF,29.8,3117,34.6,,,,,646.5503630917727,Top Starter,651.0104007441572,Top Starter,,
Alex Sandro,Juventus,it Serie A,DF,25.9,2310,25.7,,,,,585.9962337935059,Top Starter,556.7574572093909,Top Starter,,
Giorgio Chiellini,Juventus,it Serie A,DF,32.4,1638,18.2,,,,,646.9047088631885,Top Starter,547.5391926998108,Top Starter,,
Nikola Maksimović,Napoli,it Serie A,DF,25.1,677,7.5,,,,,566.4494843047902,Top Starter,527.4451745519541,Top Starter,,
Francesco Acerbi,Sassuolo,it Serie A,DF,28.9,3420,38.0,,,,,623.2748832070814,Top Starter,557.4037542144537,Top Starter,,
Mattia Caldara,Atalanta,it Serie A,DF,22.7,2655,29.5,,,,,547.4243343834893,Top Starter,469.56437684775,Top Starter,,
Kalidou Koulibaly,Napoli,it Serie A,DF,25.5,2472,27.5,,,,,568.7883370838458,Top Starter,578.7251784645935,Top Starter,,
Marcos Alonso,Fiorentina,it Serie A,DF,26.0,180,2.0,,,,,,,,,,
Medhi Benatia,Juventus,it Serie A,DF,29.7,1183,13.1,,,,,597.5220015395892,Top Starter,551.971382716724,Top Starter,,
Stefan de Vrij,Lazio,it Serie A,DF,24.9,2272,25.2,,,,,582.1975464100549,Top Starter,512.0975733033378,Top Starter,,
Lorenzo Tonelli,Napoli,it Serie A,DF,27.0,270,3.0,,,,,,,,,,
Daniele Rugani,Juventus,it Serie A,DF,22.4,1077,12.0,,,,,575.9136484813257,Top Starter,510.00201127554567,Top Starter,,
Gabriel Paletta,Milan,it Serie A,DF,30.9,2592,28.8,,,,,551.1923345778196,Top Starter,496.7510620540922,Top Starter,,
Leonardo Bonucci,Juventus,it Serie A,DF,29.7,2406,26.7,,,,,521.9455694309254,Top Starter,439.23455029506715,Top Starter,,
Andrea Masiello,Atalanta,it Serie A,DF,30.9,2929,32.5,,,,,560.1245179542493,Top Starter,494.7820206329824,Top Starter,,
Davide Astori,Fiorentina,it Serie A,DF,30.0,2996,33.3,,,,,589.1762127687397,Top Starter,494.84300944861667,Top Starter,,
Kostas Manolas,Roma,it Serie A,DF,25.6,2778,30.9,,,,,604.704938062991,Top Starter,515.2556223254356,Top Starter,,
Miranda,Inter,it Serie A,DF,32.3,2880,32.0,,,,,630.5987811774212,Top Starter,576.8014740077828,Top Starter,,
Samir Santos,Udinese,it Serie A,DF,22.1,1783,19.8,,,,,626.8549034730862,Top Starter,558.6607463106124,Top Starter,,
Emerson Palmieri,Roma,it Serie A,DF,22.4,1966,21.8,,,,,574.8331849434554,Top Starter,529.4528189432552,Top Starter,,
Cesare Bovo,Pescara,it Serie A,DF,34.0,1178,13.1,,,,,609.8778653692672,Top Starter,486.92601499191125,Top Starter,,
Alessio Romagnoli,Milan,it Serie A,DF,22.0,2370,26.3,,,,,552.8854105409517,Top Starter,464.91857273135315,Top Starter,,
Ivan Strinić,Napoli,it Serie A,DF,29.5,1037,11.5,,,,,528.5044946092596,Top Starter,509.2681192985555,Top Starter,,
Danilo Avelar,Torino,it Serie A,DF,27.6,263,2.9,,,,,,,,,,
Davide Santon,Inter,it Serie A,DF,26.0,1018,11.3,,,,,583.3560847354066,Top Starter,564.5503991178165,Top Starter,,
Emiliano Moretti,Torino,it Serie A,DF,35.6,2064,22.9,,,,,587.5666684230055,Top Starter,463.2118306297128,Top Starter,,
Cristián Zapata,Milan,it Serie A,DF,30.3,1169,13.0,,,,,509.2866189020687,Top Starter,467.3339782092051,Top Starter,,
Alessandro Florenzi,Roma,it Serie A,DF,25.8,749,8.3,,,,,545.0916404167091,Top Starter,489.9292005033818,Top Starter,,
Raúl Albiol,Napoli,it Serie A,DF,31.3,2297,25.5,,,,,490.9036313913038,Top Starter,496.3532898158695,Top Starter,,
Armando Izzo,Genoa,it Serie A,DF,24.8,2617,29.1,,,,,588.3055173562303,Top Starter,497.2461748752554,Top Starter,,
Andrea Ranocchia,Inter,it Serie A,DF,28.9,380,4.2,,,,,,,,,,
Rafael Tolói,Atalanta,it Serie A,DF,26.2,2720,30.2,,,,,552.3072705233487,Top Starter,463.5270810175501,Top Starter,,
Nicolas Frey,Chievo,it Serie A,DF,32.8,1181,13.1,,,,,557.5821466560699,Top Starter,417.07726888480744,Top Starter,,
Leandro Castán,Torino,it Serie A,DF,30.2,1176,13.1,,,,,582.357048529188,Top Starter,489.58539538319934,Top Starter,,
