Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s
Kalifa Coulibaly,325.13410637419236,,,5539,61.6
Kalvin Phillips,,253.4843096971711,461.6866315873333,5963,66.1
Kamaldeen Sulemana,329.81217416733836,,,4231,47.0
Kami Doyle,,93.33333333333331,,7,0.1
Kamil Glik,,,409.19234492922556,11486,127.6
Kamil Grosicki,369.8047201336675,,,148,1.6
Kamil Jóźwiak,162.6461829176115,,,571,6.3
Kamil Piątkowski,,,463.7931408608099,505,5.6
Kamory Doumbia,488.63877836839197,594.4270015698587,,4620,51.3
Kaoru Mitoma,359.79807482364816,,,6969,77.4
Kara Mbodji,,,407.6309822174485,506,5.6
Karamoko Cissé,210.88435374149665,,,14,0.2
Karamoko Dembélé,103.2579365079365,,,195,2.2
Kareem Tunde,147.61904761904762,,,17,0.2
Karim Adeyemi,465.09761054710737,,,4467,49.6
Karim Aribi,103.46320346320348,,,294,3.3
Karim Azamoum,,274.944,247.10528965118928,2639,29.3
Karim Bellarabi,358.2403277102632,,,5193,57.6
Karim Benzema,674.8629819482769,,,15769,175.2
Karim Guédé,23.323615160349853,,,60,0.7
Karim Onisiwo,309.90362302591313,,294.25121244670123,11491,127.60000000000001
Karim Rekik,,,337.7626253605027,8562,95.2
Karim Zedadka,47.61904761904761,,,20,0.2
Karl Etta Eyong,334.94681053700225,,,1273,14.1
Karl Toko Ekambi,462.7303144599906,,,14147,157.1
Karlan Grant,230.28638598623868,,,2004,22.2
Karlo Lulić,,173.33333333333334,,19,0.2
Karol Fila,,,177.49380620008802,612,6.8
Karol Linetty,205.78602607709752,311.3188124295114,,14677,163.2
Karol Mets,,,418.563909774436,1617,18.0
Karol Świderski,332.9587517546701,,,504,5.6
Kasey McAteer,181.6899192425508,,,852,9.5
Kasey Palmer,103.62850877192984,,,170,1.9
Kasim Nuhu,,,313.9696286306812,2900,32.3
Kasper Dolberg,283.2702038172232,,,5907,65.7
Kassoum Ouattara,,,339.56329159282495,1716,19.1
Kastriot Dermaku,,,310.910252933253,1160,12.9
Kayky Chagas,47.61904761904761,,,7,0.1
Kaylen Hinds,13.605442176870747,,,90,1.0
Kayne Ramsey,,,238.10678210678213,180,2.0
Kays Ruiz,109.52380952380952,,550.3174603174604,248,2.8
Kazeem Olaigbe,504.87128427128425,,,299,3.3
Keagan Dolly,209.96129844168243,,,1569,17.4
Kean Bryan,,,374.9713569638382,1004,11.2
Keanan Bennetts,60.476190476190474,,,50,0.6
Keane Lewis-Potter,267.0427829568041,,236.04861342927433,5502,61.2
Keidi Bare,,328.6731601731602,,1984,22.1
Keinan Davis,296.82703431741,,,2994,33.3
Keita Baldé,403.65181025334783,,,6284,69.9
Keita Endo,253.63203761036578,,,511,5.699999999999999
Keito Nakamura,332.73315988022824,,,4030,44.7
Keke Topp,337.170693000625,,,665,7.4
Keko,202.07449377761054,,,2742,30.4
Kelechi Iheanacho,426.89417658632726,,,6981,77.5
Kelechi Nwakali,,,295.2475845410628,141,1.6
Kelland Watts,,,86.34920634920636,17,0.2
Kelvin Amian,,,315.8341646146178,17088,189.9
Kelvin Ofori,46.522222222222226,,,37,0.4
Kelvin Yeboah,237.77018303516547,,,1479,16.4
Kelyan Guessoum,,,377.35725981620715,1128,12.5
Ken Reichel,,,313.79692168273783,533,5.9
Ken Sema,255.0150415721845,283.70526315789476,259.470365335027,4059,45.2
Kenan Karaman,286.7511639635278,,,4104,45.5
Kenan Kodro,278.843707777508,,,1260,14.0
Kenan Yıldız,392.045017350069,,,4601,51.2
Kendry Páez,303.2064009661836,,,412,4.6
Kenedy,254.24779194766293,316.6222222222222,242.75132275132273,4770,53.0
Kenji-Van Boto,,,178.08733956102373,180,2.0
Kenneth Omeruo,,,409.56379379771187,4307,47.8
Kenneth Schmidt,,,357.6638023630504,319,3.5999999999999996
Kenneth Zohore,228.13833999208143,,,753,8.4
Kenny Lala,,,291.33792486760615,18160,201.79999999999998
Kenny McLean,,261.83234336722705,,5674,63.1
Kenny Quetant,180.0,,,13,0.1
Kenny Tete,,,399.81507126797146,11563,128.4
Kerem Demirbay,,657.0651292759495,,10138,112.8
Kerim Calhanoglu,,,356.54128105255916,359,4.0
Kervin Arriaga,,186.96296296296296,,808,9.0
Keven Schlotterbeck,,,500.4281423737832,9756,108.5
Kevin,169.20053553336226,,,423,4.7
Kevin Agudelo,232.0804722747908,610.7207207207208,,5454,60.6
Kevin Akpoguma,,,467.40373261824755,11647,129.6
Kevin Behrens,396.78449349276343,,,4082,45.300000000000004
Kevin Bonifazi,,,438.2130990750471,9192,101.9
Kevin Carlos,94.34933645589383,,,551,6.1
Kevin Danso,,,424.1086916349941,13723,152.6
Kevin De Bruyne,652.9848059389749,,,16943,188.3
Kevin Diks,,,407.4921603525721,1243,13.8
Kevin Goden,,,362.04146730462514,273,3.0
Kevin Kampl,,478.06838574673213,,12996,144.3
Kevin Lasagna,304.61764538247917,,,12278,136.6
Kevin Long,,,378.9552634481458,3565,39.7
Kevin Martins,,,265.5314009661836,183,2.0
Kevin Mbabu,,,398.42909098425105,6920,76.8
Kevin McDonald,,189.3189964157706,,841,9.3
Kevin Mirallas,217.65543377844966,,,1437,15.9
Kevin Miranda,,,205.0793650793651,14,0.2
Kevin Möhwald,,342.3813514291957,,2856,31.7
Kevin Paredes,219.42245692411677,,231.1493018259936,2100,23.400000000000002
Kevin Rüegg,,,192.8766580482828,205,2.3
Kevin Schade,332.44893009460964,,,5694,63.2
Kevin Sessa,,445.3571428571429,,1011,11.2
Kevin Spadanuda,104.22983588915794,,,1063,11.8
Kevin Strootman,,433.87220054751265,,9100,101.1
Kevin Stöger,447.4413371684401,635.01691043543,,11625,129.2
Kevin Vogt,,,370.589581159194,17440,193.9
Kevin Volland,407.70289358717497,,,14702,163.4
Kevin Vázquez,,,374.86654150548907,4582,50.800000000000004
Kevin Wimmer,,,484.1763958564362,3006,33.4
Kevin Zeroli,130.0,,356.8652100717319,435,4.8
Kevin-Prince Boateng,216.9117346191499,287.61849685513806,,5296,58.9
Khaled Adénon,,,441.2131890868733,4915,54.7
Khalil Fayad,233.16479691291715,399.26973684210526,,2771,30.8
Khalis Merah,,333.12280701754383,,517,5.7
Khanya Leshabela,,320.0,,10,0.1
Khiry Shelton,0.0,,,34,0.4
Khouma Babacar,433.8887852479688,,,4108,45.6
Khvicha Kvaratskhelia,528.7335775796562,,,8036,89.3
Khéphren Thuram,,392.1881419627498,,12049,133.8
Ki Sung-yueng,,344.8079624717556,80.0,3316,36.9
Ki-Jana Hoever,,,368.8840909803606,3434,38.1
Kialonda,,,409.2862465985862,3494,38.8
Kieffer Moore,471.7779179486088,,,1387,15.399999999999999
Kieran Dowell,203.4944246125293,,,912,10.1
Kieran Gibbs,,,361.15447360815557,3636,40.4
Kieran Tierney,,,302.8967802871395,7495,83.3
Kieran Trippier,,,344.4361902757424,17634,195.9
Kiernan Dewsbury-Hall,348.21077097505673,533.8298084086518,,5932,65.9
Kieron Freeman,0.0,,,7,0.1
Kike Barja,238.2694973076256,,,4706,52.3
Kike Hermoso,,,404.32900432900425,90,1.0
Kike Pérez,335.74204980842916,362.0445404911834,,7343,81.60000000000001
Kike Salas,,,479.58343575798165,4623,51.4
Kiko Femenía,,,346.0435727057138,13947,155.0
Kiko Olivas,,,421.0845677358653,6220,69.1
Kiké,312.27216815416654,,,16090,178.6
Kilian Fischer,,,365.29824778785166,3693,41.0
Kilian Jakob,102.42630385487529,,,50,0.6
Kilian Ludewig,,,280.22469968023506,520,5.8
Kiliann Sildillia,,,363.95673206986646,4753,52.9
Kim Jisoo,,,222.22222222222223,30,0.3
Kim Min-jae,,,427.4312853426758,7827,87.0
Kim Minsu,0.0,,,22,0.2
Kimberly Ezekwem,,,339.04761904761904,8,0.1
Kingsley Coman,465.270704131019,,,10951,121.7
Kingsley Ehizibue,,,352.75844794572254,9753,108.5
Kingsley Fobi,,,233.71155160628845,45,0.5
Kingsley Michael,,422.5,435.8333333333334,152,1.6
Kingsley Schindler,178.40411058040235,,275.7248209879789,2286,25.4
Kingstone Mutandwa,303.47448979591843,,,166,1.7999999999999998
Kirian Rodríguez,,426.4270631329455,,4969,55.2
Kiril Despodov,7.936507936507938,,,116,1.3
Kjell-Arik Wätjen,,,278.0354267310789,121,1.4
Klaas-Jan Huntelaar,360.8180708180709,,,588,6.5
Klaus Gjasula,,,410.5232185867272,3643,40.4
Klauss,253.50877192982455,,,51,0.6
Ko Itakura,,,442.635450103168,6367,70.7
Koba Koindredi,,151.63333333333333,,196,2.2
Kobbie Mainoo,130.0,340.80889978380407,,3807,42.3
Koffi Djidji,,,429.9800727804469,11186,124.2
Koffi Kouao,,,365.92265438031166,2059,22.9
Koji Miyoshi,244.51284958427817,,,464,5.2
Kojo Peprah Oppong,,,396.8980422069667,1238,13.8
Koka,337.7147630982218,,,851,9.5
Koke,,469.112910713784,,21714,241.3
Koki Machida,,,462.5831244778613,44,0.5
Kolbeinn Sigþórsson,152.6984126984127,,,25,0.3
Komnen Andrić,215.32161858604906,,,1615,18.0
Konan N'dri,355.56243449760854,,,494,5.5
Koni De Winter,,,354.33059507269434,5916,65.7
Konrad De La Fuente,206.51731957150676,,,785,8.7
Konrad Laimer,183.38551587301583,523.9303387654096,304.6066873369317,12585,139.9
Konstantin Rausch,,,363.73133480951566,925,10.3
Konstantinos Koulierakis,,,444.6569645705685,3683,40.9
Konstantinos Mavropanos,,,500.16857517808603,11209,124.6
Koo Ja-cheol,,301.60599312581695,,3686,40.9
Koray Günter,,,471.1210731299666,9526,105.8
Kortney Hause,,,409.0872000296725,2572,28.6
Kosta Nedeljković,,,273.46163060732493,856,9.5
Kostas Manolas,,,383.94713704595983,9937,110.4
Kostas Mitroglou,557.1939359936416,,,1456,16.1
Kostas Stafylidis,19.5,,414.172252190584,4117,45.7
Kostas Tsimikas,,,262.04880187215207,3414,37.9
Kouadio-Yves Dabila,,,380.38289134789,1726,19.2
Kouamé Botué,208.4863945578231,,,229,2.5
Kristian Pedersen,,,470.5182310615247,276,3.1
Kristian Thorstvedt,,425.47098069247187,,4393,48.800000000000004
Kristijan Bistrović,,273.124183006536,,461,5.1
Kristijan Jakić,,288.6468082473733,408.1042111451469,7805,86.7
Kristjan Asllani,,397.45979476462236,,4774,53.0
Kristoffer Ajer,,,334.3663997840468,6641,73.89999999999999
Kristoffer Askildsen,,370.1748971193416,378.9694564694565,1653,18.4
Kristoffer Lund,,,312.20594441430035,876,9.7
Krisztofer Horváth,123.48639455782312,,,44,0.5
Krzysztof Piątek,373.6433578196825,,,9908,110.1
Krépin Diatta,257.35038889916626,,351.18163488413893,5116,56.8
Kuki,397.270955165692,,,30,0.3
Kurt Zouma,,,411.7922280912702,16778,186.3
Kwadwo Asamoah,,,311.98238358310266,5102,56.699999999999996
Kwasi Okyere Wriedt,108.65079365079367,,,37,0.5
Kwasi Sibo,,,305.07876496534345,416,4.6
Kwon Chang-hoon,277.6724456873445,,,3967,44.0
Kwon Hyeokkyu,,,357.598918794571,753,8.4
Kyle Bartley,,,482.45883464295355,2819,31.3
Kyle Edwards,107.96221322537112,,,118,1.3
Kyle Naughton,,,470.2680539132201,3030,33.7
Kyle Walker,,,263.66843610270564,19436,215.9
Kyle Walker-Peters,,,337.9154144343527,12960,144.0
Kylian Mbappé,754.0136849341268,,,20880,231.9
Kyliane Dong,119.14814814814817,,,213,2.4
Kyllian Antonio,,,419.323865218602,139,1.5
Kyogo Furuhashi,22.221088435374153,,,123,1.4
Kyriakos Papadopoulos,,,525.6359289027166,2610,29.0
Kévin Bérigaud,367.3231292517007,,,271,3.0
Kévin Danois,,457.8663446054751,,2701,30.0
Kévin Denkey,330.2306754405313,,,1127,12.5
Kévin Gameiro,376.34415319937597,,,11224,124.8
Kévin Keben Biakolo,,,289.075316294917,883,9.8
Kévin Malcuit,50.0,,372.3763355986915,4406,49.0
Kévin Monnet-Paquet,156.11856461962594,,300.1742740690109,3809,42.4
Kévin N'Doram,,197.51634671654554,403.93103972051335,5708,63.4
Kévin Pedro,,,714.2857142857143,10,0.1
Kévin Rimane,,,106.82539682539682,12,0.2
Kévin Rodrigues,,,325.2317688786978,5586,62.2
Kévin Soni,178.25018896447466,,,101,1.1
Kévin Théophile-Catherine,,,382.9548976174877,2165,24.1
Kévin Van Den Kerkhof,155.95291502099013,,,1913,21.3
Kévin Zohi,284.1706641270085,,,1593,17.7
Lacina Traoré,172.65059817030263,,,779,8.7
Ladislav Krejčí,112.8378787878788,,311.9825985814054,6186,68.7
Lago Junior,157.4242670044698,,,2417,26.900000000000002
Lamare Bogarde,,209.25925925925927,247.70101354013968,801,8.9
Lameck Banda,247.8595642721416,,,4144,46.1
Lamine Camara,,633.4249751452426,,4913,54.6
Lamine Fomba,,260.993671113992,,3765,41.9
Lamine Ghezali,645.93537414966,,,44,0.5
Lamine Gueye,305.9014140502876,,,2009,22.4
Lamine Koné,,,317.4974119855306,4667,51.9
Lamine Sané,,,505.2278205091272,786,8.7
Lamine Sy,,,403.1641393044901,401,4.5
Lamine Yamal,463.2155871813824,,,6234,69.3
Lancinet Kourouma,,,307.5,33,0.4
Landry Dimata,123.85430839002268,,,1443,16.0
Lanroy Machine,207.0768545513443,,,193,2.2
Largie Ramazani,348.5246952230161,,,3099,34.5
Larra,61.92031098153547,,,250,2.8
Lars Bender,,531.0816777041944,423.83385534476116,5265,58.5
Lars Lukas Mai,,,446.49289891395154,180,2.0
Lars Ritzka,,,504.83290898151574,1251,13.899999999999999
Lars Stindl,352.4299604750795,684.6972919112677,,10991,122.2
Lassana Coulibaly,272.66887267451784,244.33177370342014,,13677,151.8
Lassana Diarra,,298.7700386954118,,765,8.5
Lasse Günther,,,304.6096723289706,161,1.8
Lasse Rosenboom,,,373.70058841561433,1734,19.3
Lasse Schöne,,491.77777777777777,,2427,27.0
Lasse Sobiech,,,454.26839826839824,90,1.0
Lasse Sørensen,,,481.9444444444444,75,0.8
Lassine Sinayoko,343.86893243035826,,,5215,57.9
Lasso Coulibaly,378.30022798974665,,,254,2.8
Lauren Ulrich,130.0,,,6,0.1
Laurens Serpe,,,193.01587301587304,45,0.5
Laurent Abergel,,311.3259404928434,,12426,138.0
Laurent Ciman,,,422.1578947368421,717,8.0
Laurent Depoitre,192.09163292851326,,,2888,32.1
Laurent Jans,,,372.4988662131518,1571,17.5
Laurent Koscielny,,,452.86046221963136,8890,98.8
Lautaro Blanco,,,177.09140079188916,872,9.7
Lautaro Gianetti,,,503.1031443791916,1508,16.8
Lautaro Martínez,567.3142708086639,,,17572,195.2
Lautaro Valenti,,,467.0927656815498,3003,33.3
Lauti,,81.33333333333334,,14,0.2
Layvin Kurzawa,,,303.79639616205765,4994,55.4
Lazar Jovanović,252.4659863945578,,,40,0.4
Lazar Marković,,416.00000000000006,,45,0.5
Lazar Samardzic,416.8312447915429,566.1818181818182,533.0555555555557,6652,73.9
Leander Dendoncker,,220.91663196441337,454.72470459468923,11055,122.9
Leandro Antonetti,248.32539682539684,,,28,0.3
Leandro Bacuna,,159.22580645161293,,561,6.2
Leandro Barreiro Martins,,314.3487198159286,,9867,109.7
Leandro Cabrera,,,398.7565079614635,17157,190.7
Leandro Castán,,,419.0944552983509,1141,12.7
Leandro Paredes,,507.7530106124657,,9239,102.80000000000001
Leandro Sanca,23.809523809523807,,,32,0.4
Leandro Trossard,411.3928178156102,,,14737,163.7
Leart Paqarada,,,170.77343217988945,1081,12.0
Lebo Mothiba,334.62624459398796,,,5829,64.8
Lebogang Phiri,,282.07151564404717,,2960,32.9
Ledian Memushaj,,379.57142857142856,,1258,14.0
Lee Buchanan,,,478.7802840434419,472,5.2
Lee Chung-yong,94.58163265306123,,,135,1.5
Lee Dongjun,122.57094017094016,,,118,1.3
Lee Jae-sung,317.0219777974384,,,9153,101.7
Lee Kang-in,327.94252703902396,,,9964,110.8
Lee Peltier,,,325.57132577744574,1773,19.7
Lee Seung-woo,264.3666666666667,,,358,4.0
Leif Davis,,,370.703512382546,2776,30.9
Leighton Baines,,,283.9246800906295,2688,29.9
Lemouya Goudiaby,,,338.342151675485,85,0.9
Lennard Maloney,,,371.6836770962317,3473,38.6
Lennart Karl,689.5784543325528,,,548,6.1
Lennart-Marten Czyborra,,,235.82802123153,1321,14.7
Lennon Miller,188.33364197530867,,,77,0.9
Lenny Joseph,30.412164865946377,,,153,1.7
Lenny Lacroix,,,692.121212121212,200,2.2
Leny Yoro,,200.0,371.1198156571553,5623,62.3
Leo Dubois,,,321.2930663799101,11056,123.0
Leo Fuhr Hjelde,,,599.195794259733,150,1.7
Leo Greiml,,,429.21470342522974,358,4.0
Leo Skiri Østigård,,,399.21355753310473,6315,70.2
Leo Štulac,,453.90681003584234,,2285,25.400000000000002
Leon Avdullahu,,297.175925925926,,1296,14.4
Leon Bailey,374.46996597133585,,,13481,150.0
Leon Balogun,,,499.25259712819525,1767,19.6
Leon Britton,,125.68627450980394,,302,3.4
Leon Chiwome,32.06176154672395,,,174,1.9
Leon Clarke,208.83333333333331,,,35,0.4
Leon Dajaku,17.85714285714286,,218.5858585858586,76,0.8
Leon Goretzka,,544.7584401891817,,14773,164.1
Leon Opitz,47.61904761904761,,,18,0.2
Leonardo Balerdi,,,440.5519244842822,10720,119.2
Leonardo Bittencourt,322.86055432532555,440.8548390650018,,10472,116.3
Leonardo Bonucci,,,363.6635289540039,14011,155.7
Leonardo Buta,,,287.6190476190476,16,0.2
Leonardo Capezzi,,369.51482388140903,,1161,12.9
Leonardo Cerri,,,0.0,7,0.1
Leonardo Koutris,,,396.1631351105035,93,1.0
Leonardo Mancuso,260.57594763673785,,,425,4.7
Leonardo Morosini,47.61904761904761,,,26,0.3
Leonardo Pavoletti,335.4646707136366,,,9761,108.5
Leonardo Sernicola,0.0,,314.4162020426612,2323,25.8
Leonardo Spinazzola,,,227.36413916681485,11023,122.6
Leonardo Suárez,178.98313906459265,,,546,6.0
Leonardo Ulloa,363.6742882338121,,,289,3.2
Leonidas Stergiou,,,353.10296474839413,1446,16.1
Leopold Querfeld,,,430.02983977699114,3097,34.4
Leroy Fer,,320.1720430107527,,1397,15.5
Leroy Sané,530.0734653355039,,,13863,154.0
Lesley Ugochukwu,,248.3293403501991,,4721,52.4
Levan Mchedlidze,221.71709553386577,,,208,2.3
Levent Mercan,0.0,135.0,,76,0.9
Levi Colwill,,,376.91321581264083,6166,68.6
Levi Lumeka,151.6984126984127,,101.25747268604412,93,1.0
Levin Öztunalı,193.26674100044016,901.3333333333336,407.13594954196464,5779,64.2
Lewis Baker,,320.43715846994536,,545,6.1
Lewis Bate,,131.25,,146,1.6
Lewis Brunt,,246.6666666666667,195.5555555555556,47,0.6
Lewis Cook,,364.0784529274327,463.5746228315888,12100,134.5
Lewis Dobbin,187.06649659863942,,,264,3.0
Lewis Dunk,,,400.4436930476566,24891,276.6
Lewis Ferguson,,353.7027681223308,,6636,73.7
Lewis Hall,,,404.2030012925813,4236,47.1
Lewis Holtby,386.9737677527151,401.8357487922705,,2434,27.1
Lewis Miley,,416.18074364343016,256.6666666666667,2192,24.5
Lewis O'Brien,,274.625641025641,,584,6.5
Lewis Orford,,300.0,,49,0.5
Liam Cooper,,,506.57634321202016,5425,60.3
Liam Delap,129.04389184448706,,,2991,33.2
Liam Henderson,264.69546485260776,305.44509657009655,,5565,61.9
Liam McCarron,0.0,,,10,0.1
Liam Rosenior,,,467.42040285899935,164,1.8
Liberato Cacace,,416.42473118279565,356.87167766214435,5195,57.7
Lilian Brassier,,,408.6631231370979,11916,132.4
Lilian Egloff,127.91591220850482,,302.40740740740745,394,4.4
Lilian Fournier,0.0,,,15,0.2
Lilian Raolisoa,190.66607877718988,,438.5236988606624,2298,25.5
Lillo,,,297.65322396901337,195,2.2
Lino Tempelmann,,186.66666666666669,244.72222222222223,303,3.4
Linton Maina,287.3686335169318,,,5841,64.89999999999999
Linus Gechter,,,434.7084377610693,716,8.0
Lionel Carole,,,322.78731425591843,4881,54.2
Lionel Messi,815.9688441733219,,,16606,184.4
Lior Kasa,,222.15384615384616,,230,2.6
Lisandro López,,,566.4561403508773,45,0.5
Lisandro Magallán,,,401.2151564243084,4280,47.5
Lisandro Martínez,,,426.40788982353,4612,51.3
Livan Burcu,289.1666666666667,,,40,0.4
Ljubomir Fejsa,,111.87739463601532,,786,8.7
Lloyd Kelly,,,360.4310430007052,6814,75.8
Lluis López,,,325.8876728568198,821,9.1
Lluís Recasens,,,427.7633477633477,45,0.5
Lluís Sastre,,306.1538461538462,,120,1.3
Logan Costa,,,407.0946046629476,5742,63.7
Lohann Doucet,,394.92307692307696,,218,2.4000000000000004
Lois Diony,196.80019973637073,,,5464,60.599999999999994
Loren Morón,234.5332530700631,,,6617,73.6
Lorenco Šimić,,,578.5480317510394,556,6.1
Lorenz Assignon,,,325.84498613934556,5983,66.39999999999999
Lorenzo Aguado,,,148.57142857142858,5,0.1
Lorenzo Amatucci,151.66666666666669,,,22,0.2
Lorenzo Anghelè,47.61904761904761,,,6,0.1
Lorenzo Ariaudo,,,402.2938889924536,1682,18.7
Lorenzo Bernasconi,,,257.36744963183156,389,4.3
Lorenzo Colombo,238.1018917246164,,,6073,67.4
Lorenzo Crisetig,,164.37019969278035,,1065,11.8
Lorenzo De Silvestri,,,300.88031656174593,14728,163.6
Lorenzo Del Pinto,,212.53968253968253,96.66666666666669,771,8.5
Lorenzo Dickmann,,,230.8415376559421,175,1.9
Lorenzo Insigne,566.7382704636423,,,13128,145.7
Lorenzo Lucca,291.24890989459493,,,5335,59.2
Lorenzo Malagrida,191.82407407407408,,,109,1.2
Lorenzo Pellegrini,406.7608086843195,594.1333333333334,,17341,192.8
Lorenzo Pirola,,,425.09379742724536,3940,43.800000000000004
Lorenzo Tonelli,,,337.25488046513414,5379,59.8
Lorenzo Venturino,445.08977801646967,,,207,2.3
Lorenzo Venuti,,,281.62717128991727,7864,87.4
Loris Benito,,,320.17054761291365,4608,51.300000000000004
Loris Mouyokolo,,,473.99711399711396,109,1.2
Lorran,572.0813492063493,,,63,0.7
Louis Buffon,0.0,,,25,0.3
Louis Carnot,220.0,,,8,0.1
Louis Leroux,,461.2747252747253,279.6025662862658,1742,19.4
Louis Mafouta,250.9582974952433,,,525,5.8
Louis Mouton,,407.0027944743225,,2022,22.5
Louis Oppie,,,247.7214312376686,1266,14.1
Louis Schaub,331.9470108498697,,,1277,14.2
Loum Tchaouna,215.43432247970227,,,3506,38.9
Lovro Majer,496.05672054838726,599.0396825396826,,6685,74.3
Lovro Zvonarek,370.9286554127824,,,163,1.8
Loïc Bade,,,429.3366395921672,11137,123.7
Loïc Bessile,,,337.06934001670834,90,1.0
Loïc Damour,59.629629629629626,,,23,0.3
Loïc Mbe Soh,,,337.4074074074074,238,2.6
Loïc N'Gatta,,,739.047619047619,13,0.1
Loïc Nego,,,286.45770462546335,5246,58.2
Loïc Perrin,,,441.46127932771407,6878,76.4
Loïc Puyo,,521.0526315789473,,170,1.9
Loïc Rémy,441.5604936368621,,,3390,37.7
Loïck Landre,,,393.0160614447562,4146,46.1
Loïs Openda,437.4342389784567,,,8149,90.7
Luan Capanni,28.57142857142857,,,9,0.1
Luan Peres Petroni,,,329.72027383895977,2679,29.8
Luc Ihorst,0.0,,,11,0.1
Luca Antei,,,648.4271284271284,592,6.6
Luca Antonelli,,,373.0098062616859,899,10.0
Luca Caldirola,,,374.0345834884483,7032,78.1
Luca Ceppitelli,,,454.02052429263586,8434,93.7
Luca Cigarini,,550.421129505516,,6233,69.3
Luca D'Andrea,268.95675413022354,,,316,3.5
Luca Fiordilino,,,440.34875256435714,661,7.3
Luca Gagliano,430.0442176870748,,,65,0.7
Luca Garritano,191.13756613756613,261.037037037037,,674,7.5
Luca Horn,,,60.95238095238095,6,0.1
Luca Jaquez,,,314.0091948297244,663,7.3999999999999995
Luca Kerber,,,319.2080547028074,1159,12.899999999999999
Luca Kilian,,,452.8641447065881,5681,63.1
Luca Koleosho,282.34836610717184,,,1096,12.2
Luca Lipani,,275.1918604651163,,525,5.9
Luca Mack,,,241.11111111111111,6,0.1
Luca Marianucci,,,342.09422716455003,1159,12.9
Luca Marrone,,,358.7116908432698,1723,19.1
Luca Matarese,47.61904761904761,,,16,0.2
Luca Mazzitelli,,363.48969118049627,,3984,44.300000000000004
Luca Mora,,224.71153846153845,,1047,11.700000000000001
Luca Moro,183.00302343159487,,,77,0.9
Luca Netz,,,322.93482803654234,6269,69.6
Luca Paganini,,,322.7123809523809,1123,12.5
Luca Pellegrini,,,315.17821665768963,7971,88.60000000000001
Luca Pfeiffer,196.50377767441256,,,2320,25.8
Luca Raimund,241.7233560090703,,,30,0.3
Luca Ranieri,,,331.1104786975661,9172,101.9
Luca Rigoni,,385.98857142857145,311.69353248545787,3335,37.1
Luca Rizzo,314.8747942386831,,,488,5.4
Luca Rossettini,,,426.6464563565714,6111,67.9
Luca Sangalli,308.0512485481998,522.6306306306307,,1371,15.2
Luca Siligardi,219.4552233242083,,,2059,22.8
Luca Sparandeo,,,192.3809523809524,32,0.4
Luca Tremolada,44.44444444444444,,,15,0.2
Luca Valls,,,295.55555555555554,11,0.1
Luca Valzania,,270.4033333333333,,970,10.8
Luca Vido,289.11564625850343,,,74,0.8
Luca Vignali,,,256.0949769275669,1675,18.599999999999998
Luca Waldschmidt,416.7502216226737,,,6537,72.6
Luca Wollschläger,239.45578231292515,,,16,0.2
Luca Zanimacchia,155.07177543244669,,,866,9.600000000000001
Luca de la Torre,191.22733703615043,,,3437,38.2
Lucas,,,360.33095764397706,1681,18.700000000000003
Lucas Ahijado,,,370.8736126029359,506,5.6
Lucas Alario,503.08421990443986,,,6220,69.1
Lucas Beltrán,278.4930696845053,,,4205,46.7
Lucas Beraldo,,,424.35872511292695,3662,40.6
Lucas Bergvall,256.1206778206778,339.0617283950617,,1879,20.9
Lucas Biglia,,333.52422076459686,,3838,42.7
Lucas Boyé,258.438530387042,,,10752,119.39999999999999
Lucas Buadés,,64.66666666666666,317.0940170940171,142,1.5
Lucas Castro,258.13356129685917,471.8117557011323,,3912,43.5
Lucas Copado,28.57142857142857,,,16,0.2
Lucas Da Cunha,271.37181899949434,422.61059190031153,,4879,54.2
Lucas Deaux,,385.62090995424325,,6220,69.1
Lucas Digne,,,336.87508980000695,19088,212.1
Lucas Evangelista,159.45767195767195,,,720,8.0
Lucas Felippe,,193.33333333333337,,28,0.3
Lucas Gourna-Douath,,214.01171579743007,,3360,37.2
Lucas Hernández,,,368.3366109359743,11899,132.1
Lucas Höler,280.9297364885148,,,15783,175.3
Lucas Høgsberg,,,345.25165961498715,839,9.3
Lucas Leiva,,332.447796895446,,10505,116.8
Lucas Lima,172.05328798185943,,335.48683514043216,5423,60.2
Lucas Martínez Quarta,,,462.81896478950387,7727,85.9
Lucas Michal,104.23388402980241,,,183,2.1
Lucas Mincarelli,,,346.10578627888185,1693,18.8
Lucas Moura,437.57617041393627,,,7988,88.7
Lucas Ocampos,331.669102322409,,,16458,182.70000000000002
Lucas Olaza,,,302.9890838140197,8705,96.7
Lucas Oliveira Rosa,,,364.2387575573939,2821,31.3
Lucas Paquetá,329.0611792677721,467.2527244652563,,15517,172.5
Lucas Perrin,,,417.38175077452763,7658,85.1
Lucas Piazon,,242.22222222222223,,84,0.9
Lucas Pérez,365.6019325007001,,,10481,116.5
Lucas Ribeiro,,,307.39130434782606,65,0.7
Lucas Robertone,,539.5050951357376,,5224,58.1
Lucas Stassin,458.863513659432,,,1887,21.0
Lucas Torreira,,336.8782551724244,,9787,108.8
Lucas Torró,,208.33006293484652,,13546,150.6
Lucas Tousart,,235.33285782639837,433.9880395823593,16036,178.2
Lucas Vázquez,371.60029657884326,,282.79867848896373,12710,141.3
Luciano Narsingh,232.8659392903699,,,625,6.9
