Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,Season
Wissam Ben Yedder,Sevilla,es La Liga,FW,26.0,1700,18.9,681.9548452159391,Top Starter,,,,,2017-2018
Ahmad Benali,Crotone,it Serie A,MF,25.0,811,9.0,,,500.15786495989454,Top Starter,,,2017-2018
Yohan Benalouane,Leicester City,eng Premier League,DF,30.0,90,1.0,,,,,,,2017-2018
Marco Benassi,Fiorentina,it Serie A,Off_MF,22.0,2782,30.9,384.3113192882638,Solid Squad Player,,,,,2017-2018
Medhi Benatia,Juventus,it Serie A,DF,30.0,1755,19.5,,,,,702.0538779066823,Top Starter,2017-2018
Lars Bender,Leverkusen,de Bundesliga,DF,28.0,1595,17.7,,,,,792.2515274748976,World Class,2017-2018
Sven Bender,Leverkusen,de Bundesliga,DF,28.0,2345,26.1,,,,,820.3887876222401,World Class,2017-2018
László Bénes,Gladbach,de Bundesliga,Def_MF,19.0,38,0.4,,,,,,,2017-2018
Nicolas Benezet,Guingamp,fr Ligue 1,FW,26.0,1648,18.3,413.8467035792317,Top Starter,,,,,2017-2018
Charlison Benschop,Hannover 96,de Bundesliga,Off_MF,27.0,184,2.0,,,,,,,2017-2018
Ramy Bensebaini,Rennes,fr Ligue 1,DF,22.0,2342,26.0,,,,,714.5144393388239,Top Starter,2017-2018
Nabil Bentaleb,Schalke 04,de Bundesliga,MF,22.0,1011,11.2,,,563.9885705181757,Top Starter,,,2017-2018
Rodrigo Bentancur,Juventus,it Serie A,MF,20.0,581,6.5,,,440.80421264322194,Top Starter,,,2017-2018
Christian Benteke,Crystal Palace,eng Premier League,FW,26.0,2240,24.9,331.42898729082475,Solid Squad Player,,,,,2017-2018
Karim Benzema,Real Madrid,es La Liga,FW,29.0,2150,23.9,569.7146687917055,Top Starter,,,,,2017-2018
Yassine Benzia,Lille,fr Ligue 1,MF,22.0,2288,25.4,,,862.818838050427,World Class,,,2017-2018
Saido Berahino,Stoke City,eng Premier League,FW,23.0,494,5.5,209.71394212317375,Solid Squad Player,,,,,2017-2018
Domenico Berardi,Sassuolo,it Serie A,FW,22.0,2296,25.5,330.037836867194,Solid Squad Player,,,,,2017-2018
Yuri Berchiche,Paris S-G,fr Ligue 1,DF,27.0,1716,19.1,,,,,573.6462056024928,Top Starter,2017-2018
Álex Berenguer,Torino,it Serie A,FW,22.0,1043,11.6,367.9502235069653,Solid Squad Player,,,,,2017-2018
Bartosz Bereszyński,Sampdoria,it Serie A,DF,25.0,2480,27.6,,,,,658.0198748284389,Top Starter,2017-2018
Jóhann Berg Guðmundsson,Burnley,eng Premier League,Off_MF,26.0,2833,31.5,439.3866553112254,Top Starter,,,,,2017-2018
Markel Bergara,Getafe,es La Liga,MF,31.0,1463,16.3,,,298.4004832527122,Solid Squad Player,,,2017-2018
Emil Berggreen,Mainz 05,de Bundesliga,FW,24.0,669,7.4,601.8313855001161,Top Starter,,,,,2017-2018
Robert Berić,Saint-Étienne,fr Ligue 1,FW,26.0,1042,11.6,536.4085044879323,Top Starter,,,,,2017-2018
Kévin Bérigaud,Montpellier,fr Ligue 1,FW,29.0,271,3.0,,,,,,,2017-2018
Federico Bernardeschi,Juventus,it Serie A,FW,23.0,847,9.4,649.2614218883898,Top Starter,,,,,2017-2018
Bernardo,RB Leipzig,de Bundesliga,DF,22.0,1350,15.0,,,,,805.0860780173543,World Class,2017-2018
Juan Bernat,Bayern Munich,de Bundesliga,DF,24.0,888,9.9,,,,,588.7551881169256,Top Starter,2017-2018
Andrea Bertolacci,Genoa,it Serie A,MF,26.0,2895,32.2,,,436.08452825512416,Top Starter,,,2017-2018
Ryan Bertrand,Southampton,eng Premier League,DF,27.0,3135,34.8,,,,,515.2803615132459,Top Starter,2017-2018
Muhamed Bešić,Everton,eng Premier League,MF,24.0,46,0.5,,,,,,,2017-2018
Daniel Bessa,Hellas Verona,it Serie A,MF,24.0,1389,15.4,,,565.1181855654937,Top Starter,,,2017-2018
Daniel Bessa,Genoa,it Serie A,Off_MF,24.0,438,4.9,,,,,,,2017-2018
Vincent Bessat,Caen,fr Ligue 1,DF,31.0,1570,17.4,,,,,561.7627766546261,Top Starter,2017-2018
Matteo Bianchetti,Hellas Verona,it Serie A,DF,24.0,124,1.4,,,,,,,2017-2018
Ermin Bičakčić,Hoffenheim,de Bundesliga,DF,27.0,548,6.1,,,,,707.67360645936,Top Starter,2017-2018
Pedro Bigas,Las Palmas,es La Liga,DF,26.0,894,9.9,,,,,713.7172821538409,Top Starter,2017-2018
Lucas Biglia,Milan,it Serie A,MF,31.0,2039,22.7,,,465.9323400310294,Top Starter,,,2017-2018
Philip Billing,Huddersfield,eng Premier League,MF,21.0,764,8.5,,,338.2277614599596,Solid Squad Player,,,2017-2018
Jean-Claude Billong,Benevento,it Serie A,DF,23.0,294,3.3,,,,,,,2017-2018
Davide Biondini,Sassuolo,it Serie A,MF,34.0,206,2.3,,,,,,,2017-2018
Cristiano Biraghi,Fiorentina,it Serie A,DF,24.0,2980,33.1,,,,,611.2726079934137,Top Starter,2017-2018
Mame Biram Diouf,Stoke City,eng Premier League,FW,29.0,2596,28.8,296.41261587856013,Solid Squad Player,,,,,2017-2018
Davide Biraschi,Genoa,it Serie A,DF,23.0,1796,20.0,,,,,673.6705670000447,Top Starter,2017-2018
Valter Birsa,Chievo,it Serie A,Off_MF,30.0,2504,27.8,512.8130124743362,Top Starter,,,,,2017-2018
Milan Biševac,Metz,fr Ligue 1,DF,33.0,710,7.9,,,,,419.5815489397869,Top Starter,2017-2018
Yves Bissouma,Lille,fr Ligue 1,MF,20.0,1561,17.3,,,555.4923750938354,Top Starter,,,2017-2018
Leonardo Bittencourt,Köln,de Bundesliga,Off_MF,23.0,1613,17.9,539.6234827019374,Top Starter,,,,,2017-2018
Ludovic Blas,Guingamp,fr Ligue 1,MF,19.0,1793,19.9,,,560.2021112558319,Top Starter,,,2017-2018
Pablo de Blasis,Mainz 05,de Bundesliga,FW,29.0,1652,18.4,266.21050097880766,Solid Squad Player,,,,,2017-2018
Jérémy Blayac,Strasbourg,fr Ligue 1,FW,34.0,917,10.2,499.1462507625321,Top Starter,,,,,2017-2018
Alexis Blin,Toulouse,fr Ligue 1,MF,20.0,1886,21.0,,,457.6531360864252,Top Starter,,,2017-2018
Daley Blind,Manchester Utd,eng Premier League,DF,27.0,362,4.0,,,,,,,2017-2018
Danny Blum,Eint Frankfurt,de Bundesliga,Off_MF,26.0,29,0.3,,,,,,,2017-2018
Emmanuel Boateng,Levante,es La Liga,FW,21.0,1276,14.2,487.1217914921312,Top Starter,,,,,2017-2018
Jérôme Boateng,Bayern Munich,de Bundesliga,DF,28.0,1640,18.2,,,,,620.209346321734,Top Starter,2017-2018
Kevin-Prince Boateng,Eint Frankfurt,de Bundesliga,MF,30.0,2357,26.2,,,435.7657110765494,Top Starter,,,2017-2018
Raúl Bobadilla,Gladbach,de Bundesliga,FW,30.0,449,5.0,215.0980392156863,Solid Squad Player,,,,,2017-2018
Yann Bodiger,Toulouse,fr Ligue 1,MF,22.0,227,2.5,,,,,,,2017-2018
Mathieu Bodmer,Amiens,fr Ligue 1,DF,34.0,396,4.4,,,,,,,2017-2018
Jeremie Boga,Chelsea,eng Premier League,Off_MF,20.0,17,0.2,,,,,,,2017-2018
Quentin Boisgard,Toulouse,fr Ligue 1,Off_MF,20.0,179,2.0,,,,,,,2017-2018
Yannick Bolasie,Everton,eng Premier League,FW,28.0,851,9.5,204.07744989788333,Solid Squad Player,,,,,2017-2018
Deian Boldor,Hellas Verona,it Serie A,DF,22.0,90,1.0,,,,,,,2017-2018
Giacomo Bonaventura,Milan,it Serie A,Off_MF,27.0,2541,28.2,499.9680173676708,Top Starter,,,,,2017-2018
Federico Bonazzoli,SPAL,it Serie A,FW,20.0,176,2.0,,,,,,,2017-2018
Federico Bonazzoli,Sampdoria,it Serie A,FW,20.0,28,0.3,,,,,,,2017-2018
Daniele Bonera,Villarreal,es La Liga,DF,36.0,1190,13.2,,,,,582.3351289717924,Top Starter,2017-2018
Gaëtan Bong,Brighton,eng Premier League,DF,29.0,2236,24.8,,,,,627.9328737740753,Top Starter,2017-2018
Kevin Bonifazi,Torino,it Serie A,DF,21.0,408,4.5,,,,,,,2017-2018
Leonardo Bonucci,Milan,it Serie A,DF,30.0,3085,34.3,,,,,580.4882803579154,Top Starter,2017-2018
Wilfried Bony,Swansea City,eng Premier League,FW,28.0,707,7.9,269.94326100804136,Solid Squad Player,,,,,2017-2018
Celso Borges,La Coruña,es La Liga,MF,29.0,2300,25.6,,,554.816843046695,Top Starter,,,2017-2018
Fabio Borini,Milan,it Serie A,DF,26.0,1610,17.9,,,,,542.5210209997315,Top Starter,2017-2018
Marco Borriello,SPAL,it Serie A,FW,35.0,773,8.6,176.69460042921057,Below Big-5 Level,,,,,2017-2018
Gabriel Boschilia,Monaco,fr Ligue 1,FW,21.0,82,0.9,,,,,,,2017-2018
Ryad Boudebouz,Betis,es La Liga,Off_MF,27.0,1360,15.1,448.4694026085651,Top Starter,,,,,2017-2018
Sofiane Boufal,Southampton,eng Premier League,FW,23.0,1219,13.5,376.6397669906441,Solid Squad Player,,,,,2017-2018
Arnold Bouka Moutou,Dijon,fr Ligue 1,DF,28.0,336,3.7,,,,,,,2017-2018
Farid Boulaya,Metz,fr Ligue 1,MF,24.0,179,2.0,,,,,,,2017-2018
Emmanuel Bourgaud,Amiens,fr Ligue 1,FW,29.0,542,6.0,314.274322169059,Solid Squad Player,,,,,2017-2018
Benjamin Bourigeaud,Rennes,fr Ligue 1,Off_MF,23.0,3102,34.5,611.2284423161863,Top Starter,,,,,2017-2018
Eneko Bóveda,La Coruña,es La Liga,DF,28.0,667,7.4,,,,,836.512652305608,World Class,2017-2018
Eneko Bóveda,Athletic Club,es La Liga,DF,28.0,522,5.8,,,,,658.8067034539831,Top Starter,2017-2018
Lucas Boyé,Torino,it Serie A,FW,21.0,155,1.7,,,,,,,2017-2018
Lucas Boyé,Celta Vigo,es La Liga,FW,21.0,276,3.1,,,,,,,2017-2018
Robbie Brady,Burnley,eng Premier League,Off_MF,25.0,1277,14.2,366.16325299901285,Solid Squad Player,,,,,2017-2018
Martin Braithwaite,Bordeaux,fr Ligue 1,FW,26.0,914,10.2,573.204393797182,Top Starter,,,,,2017-2018
Brandon,Rennes,fr Ligue 1,FW,22.0,357,4.0,,,,,,,2017-2018
Julian Brandt,Leverkusen,de Bundesliga,FW,21.0,2326,25.8,530.6947054913071,Top Starter,,,,,2017-2018
Darko Brašanac,Leganés,es La Liga,MF,25.0,1203,13.4,,,434.7995015508069,Top Starter,,,2017-2018
Josip Brekalo,Wolfsburg,de Bundesliga,FW,19.0,869,9.7,466.97485060448264,Top Starter,,,,,2017-2018
Josip Brekalo,Stuttgart,de Bundesliga,Off_MF,19.0,726,8.1,417.908804605891,Top Starter,,,,,2017-2018
Jimmy Briand,Guingamp,fr Ligue 1,FW,31.0,3209,35.7,310.40713065845097,Solid Squad Player,,,,,2017-2018
Enrico Brignola,Benevento,it Serie A,Off_MF,18.0,1347,15.0,429.7987003862437,Top Starter,,,,,2017-2018
Miguel Britos,Watford,eng Premier League,DF,32.0,797,8.9,,,,,644.0112606485164,Top Starter,2017-2018
Leon Britton,Swansea City,eng Premier League,MF,34.0,302,3.4,,,,,,,2017-2018
Petar Brlek,Genoa,it Serie A,MF,23.0,232,2.6,,,,,,,2017-2018
John Brooks,Wolfsburg,de Bundesliga,DF,24.0,727,8.1,,,,,718.6894267236295,Top Starter,2017-2018
Daniel Brosinski,Mainz 05,de Bundesliga,DF,29.0,2500,27.8,,,,,579.0096387807483,Top Starter,2017-2018
Izzy Brown,Brighton,eng Premier League,Off_MF,20.0,311,3.5,,,,,,,2017-2018
Marcelo Brozović,Inter,it Serie A,MF,24.0,1926,21.4,,,948.4010885577682,Exceptional,,,2017-2018
Bruma,RB Leipzig,de Bundesliga,Off_MF,22.0,1611,17.9,488.94607312590074,Top Starter,,,,,2017-2018
Jeffrey Bruma,Wolfsburg,de Bundesliga,DF,25.0,990,11.0,,,,,630.7412582486807,Top Starter,2017-2018
Bruno,Brighton,eng Premier League,DF,36.0,2016,22.4,,,,,559.7030577475456,Top Starter,2017-2018
Chris Brunt,West Brom,eng Premier League,MF,32.0,1920,21.3,,,723.2171833123881,Top Starter,,,2017-2018
Jacob Bruun Larsen,Stuttgart,de Bundesliga,Off_MF,18.0,107,1.2,,,,,,,2017-2018
Jacob Bruun Larsen,Dortmund,de Bundesliga,DF,18.0,7,0.1,,,,,,,2017-2018
Marcel Büchel,Hellas Verona,it Serie A,MF,26.0,1696,18.8,,,281.50101112027204,Solid Squad Player,,,2017-2018
Ante Budimir,Crotone,it Serie A,FW,26.0,1588,17.6,394.6619890804383,Solid Squad Player,,,,,2017-2018
Alberto Bueno,Málaga,es La Liga,MF,29.0,226,2.5,,,,,,,2017-2018
Onur Bulut,Freiburg,de Bundesliga,FW,23.0,39,0.4,,,,,,,2017-2018
Alessandro Buongiorno,Torino,it Serie A,DF,18.0,9,0.1,,,,,,,2017-2018
Nicolás Burdisso,Torino,it Serie A,DF,36.0,2069,23.0,,,,,548.915207067365,Top Starter,2017-2018
Guido Burgstaller,Schalke 04,de Bundesliga,FW,28.0,2324,25.8,545.962562369431,Top Starter,,,,,2017-2018
Burgui,Alavés,es La Liga,Off_MF,23.0,1034,11.5,282.1593011774859,Solid Squad Player,,,,,2017-2018
Oliver Burke,West Brom,eng Premier League,FW,20.0,367,4.1,,,,,,,2017-2018
Patrick Burner,Nice,fr Ligue 1,DF,21.0,897,10.0,,,,,550.621057657288,Top Starter,2017-2018
Dženis Burnić,Stuttgart,de Bundesliga,MF,19.0,305,3.4,,,,,,,2017-2018
Sergio Busquets,Barcelona,es La Liga,MF,29.0,2593,28.8,,,572.0175539683945,Top Starter,,,2017-2018
Unai Bustinza,Leganés,es La Liga,DF,25.0,1637,18.2,,,,,617.3109184613768,Top Starter,2017-2018
Sam Byram,West Ham,eng Premier League,DF,23.0,248,2.8,,,,,,,2017-2018
Jakub Błaszczykowski,Wolfsburg,de Bundesliga,FW,31.0,520,5.8,230.51686312335403,Solid Squad Player,,,,,2017-2018
Erick Cabaco,Levante,es La Liga,DF,22.0,1040,11.6,,,,,642.515023648367,Top Starter,2017-2018
Yohan Cabaye,Crystal Palace,eng Premier League,MF,31.0,2376,26.4,,,573.5883190219315,Top Starter,,,2017-2018
Rémy Cabella,Marseille,fr Ligue 1,FW,27.0,64,0.7,,,,,,,2017-2018
Rémy Cabella,Saint-Étienne,fr Ligue 1,Off_MF,27.0,2259,25.1,693.6806108901595,Top Starter,,,,,2017-2018
Gustavo Cabral,Celta Vigo,es La Liga,DF,31.0,1891,21.0,,,,,678.380141417183,Top Starter,2017-2018
Leandro Cabrera,Crotone,it Serie A,DF,26.0,365,4.1,,,,,,,2017-2018
Leandro Cabrera,Getafe,es La Liga,DF,26.0,720,8.0,,,,,681.6424606618006,Top Starter,2017-2018
Fabrizio Cacciatore,Chievo,it Serie A,DF,30.0,2871,31.9,,,,,544.0916318610934,Top Starter,2017-2018
Martín Cáceres,Hellas Verona,it Serie A,DF,30.0,1165,12.9,,,,,536.4740997361968,Top Starter,2017-2018
Martín Cáceres,Lazio,it Serie A,DF,30.0,441,4.9,,,,,,,2017-2018
Cafú,Metz,fr Ligue 1,MF,24.0,680,7.6,,,284.52953833473634,Solid Squad Player,,,2017-2018
Jonathan Cafu,Bordeaux,fr Ligue 1,FW,26.0,633,7.0,493.476930706033,Top Starter,,,,,2017-2018
Gary Cahill,Chelsea,eng Premier League,DF,31.0,2086,23.2,,,,,586.509631539714,Top Starter,2017-2018
Yannick Cahuzac,Toulouse,fr Ligue 1,Def_MF,32.0,1518,16.9,,,,,775.5993537419431,World Class,2017-2018
Felipe Caicedo,Lazio,it Serie A,FW,28.0,717,8.0,576.1557585860992,Top Starter,,,,,2017-2018
Caiuby,Augsburg,de Bundesliga,FW,29.0,2855,31.7,343.94335403213137,Solid Squad Player,,,,,2017-2018
Cala,Getafe,es La Liga,DF,27.0,1800,20.0,,,,,620.4991332507205,Top Starter,2017-2018
Davide Calabria,Milan,it Serie A,DF,20.0,1564,17.4,,,,,803.8177365198273,World Class,2017-2018
Mattia Caldara,Atalanta,it Serie A,DF,23.0,2160,24.0,,,,,662.6331677068733,Top Starter,2017-2018
Luca Caldirola,Werder Bremen,de Bundesliga,DF,26.0,90,1.0,,,,,,,2017-2018
Hakan Çalhanoğlu,Milan,it Serie A,FW,23.0,2172,24.1,542.5613587111732,Top Starter,,,,,2017-2018
Fabrizio Caligara,Cagliari,it Serie A,MF,17.0,18,0.2,,,,,,,2017-2018
Daniel Caligiuri,Schalke 04,de Bundesliga,DF,29.0,2917,32.4,,,,,782.3895565359826,World Class,2017-2018
José Callejón,Napoli,it Serie A,FW,30.0,3238,36.0,518.1859778222007,Top Starter,,,,,2017-2018
Jonathan Calleri,Las Palmas,es La Liga,FW,23.0,3109,34.5,273.9047860800452,Solid Squad Player,,,,,2017-2018
Simone Calvano,Hellas Verona,it Serie A,MF,24.0,644,7.2,,,305.5887195433979,Solid Squad Player,,,2017-2018
Dominic Calvert-Lewin,Everton,eng Premier League,FW,20.0,1882,20.9,397.30891414420535,Solid Squad Player,,,,,2017-2018
Ignacio Camacho,Wolfsburg,de Bundesliga,Def_MF,27.0,951,10.6,,,,,940.2853198343304,Exceptional,2017-2018
Abdoul Camara,Guingamp,fr Ligue 1,FW,27.0,888,9.9,338.40344746621133,Solid Squad Player,,,,,2017-2018
Souleymane Camara,Montpellier,fr Ligue 1,FW,34.0,934,10.4,361.85062308097554,Solid Squad Player,,,,,2017-2018
Víctor Camarasa,Betis,es La Liga,MF,23.0,1252,13.9,,,477.8554364604658,Top Starter,,,2017-2018
Geoff Cameron,Stoke City,eng Premier League,DF,32.0,1525,16.9,,,,,710.3367051850979,Top Starter,2017-2018
José Campaña,Levante,es La Liga,MF,24.0,2734,30.4,,,725.0083544487367,Top Starter,,,2017-2018
Joel Campbell,Betis,es La Liga,Off_MF,25.0,214,2.4,,,,,,,2017-2018
Tyrese Campbell,Stoke City,eng Premier League,FW,17.0,79,0.9,,,,,,,2017-2018
Emre Can,Liverpool,eng Premier League,MF,23.0,2091,23.2,,,734.7424540227732,Top Starter,,,2017-2018
Sergio Canales,Real Sociedad,es La Liga,Off_MF,26.0,1928,21.4,653.9966394515502,Top Starter,,,,,2017-2018
João Cancelo,Inter,it Serie A,DF,23.0,1851,20.6,,,,,666.6458138890662,Top Starter,2017-2018
João Cancelo,Valencia,es La Liga,Off_MF,23.0,90,1.0,,,,,,,2017-2018
Antonio Candreva,Inter,it Serie A,FW,30.0,2537,28.2,379.4301955062116,Solid Squad Player,,,,,2017-2018
Paolo Cannavaro,Sassuolo,it Serie A,DF,36.0,1443,16.0,,,,,597.5634239265418,Top Starter,2017-2018
Ander Capa,Eibar,es La Liga,DF,25.0,2249,25.0,,,,,660.0286772814284,Top Starter,2017-2018
Pierrick Capelle,Angers,fr Ligue 1,MF,30.0,1884,20.9,,,588.1251388957257,Top Starter,,,2017-2018
Leonardo Capezzi,Sampdoria,it Serie A,MF,22.0,214,2.4,,,,,,,2017-2018
Étienne Capoue,Watford,eng Premier League,MF,29.0,1542,17.1,,,347.16293259537326,Solid Squad Player,,,2017-2018
Elio Capradossi,Roma,it Serie A,DF,21.0,83,0.9,,,,,,,2017-2018
Gianluca Caprari,Sampdoria,it Serie A,FW,24.0,1809,20.1,513.6147206407361,Top Starter,,,,,2017-2018
Marco Capuano,Crotone,it Serie A,DF,25.0,1407,15.6,,,,,641.2708554228861,Top Starter,2017-2018
Marco Capuano,Cagliari,it Serie A,DF,25.0,690,7.7,,,,,504.8421888646725,Top Starter,2017-2018
Antonio Caracciolo,Hellas Verona,it Serie A,DF,27.0,2857,31.7,,,,,689.504322956008,Top Starter,2017-2018
Diego Carlos,Nantes,fr Ligue 1,DF,24.0,2291,25.5,,,,,767.3333969121553,World Class,2017-2018
Lionel Carole,Sevilla,es La Liga,DF,26.0,540,6.0,,,,,562.2688258149566,Top Starter,2017-2018
Yannick Carrasco,Atlético Madrid,es La Liga,Off_MF,23.0,901,10.0,747.0026555577032,Top Starter,,,,,2017-2018
Michael Carrick,Manchester Utd,eng Premier League,MF,36.0,109,1.2,,,,,,,2017-2018
Daniel Carriço,Sevilla,es La Liga,DF,28.0,460,5.1,,,,,736.416989638622,Top Starter,2017-2018
André Carrillo,Watford,eng Premier League,FW,26.0,1540,17.1,279.5577556861572,Solid Squad Player,,,,,2017-2018
Guido Carrillo,Southampton,eng Premier League,FW,26.0,450,5.0,192.20940050661417,Below Big-5 Level,,,,,2017-2018
Guido Carrillo,Monaco,fr Ligue 1,FW,26.0,424,4.7,,,,,,,2017-2018
Thomas Carrique,Bordeaux,fr Ligue 1,DF,18.0,90,1.0,,,,,,,2017-2018
Andy Carroll,West Ham,eng Premier League,FW,28.0,750,8.3,358.55020245523434,Solid Squad Player,,,,,2017-2018
Tom Carroll,Swansea City,eng Premier League,MF,25.0,2570,28.6,,,665.2585200091099,Top Starter,,,2017-2018
Federico Cartabia,La Coruña,es La Liga,FW,24.0,1324,14.7,322.86477098507174,Solid Squad Player,,,,,2017-2018
Dani Carvajal,Real Madrid,es La Liga,DF,25.0,2222,24.7,,,,,709.6830897342658,Top Starter,2017-2018
Casemiro,Real Madrid,es La Liga,MF,25.0,2595,28.8,,,584.3494944518337,Top Starter,,,2017-2018
Francesco Cassata,Sassuolo,it Serie A,MF,20.0,458,5.1,,,302.86238173265434,Solid Squad Player,,,2017-2018
Timothy Castagne,Atalanta,it Serie A,DF,21.0,1500,16.7,,,,,731.6495356791211,Top Starter,2017-2018
Leandro Castán,Cagliari,it Serie A,DF,30.0,1141,12.7,,,,,677.7078354844992,Top Starter,2017-2018
Dani Castellano,Las Palmas,es La Liga,DF,29.0,2025,22.5,,,,,652.836435883995,Top Starter,2017-2018
Javi Castellano,Las Palmas,es La Liga,MF,29.0,1566,17.4,,,262.4947259838367,Solid Squad Player,,,2017-2018
Samu Castillejo,Villarreal,es La Liga,Off_MF,22.0,2074,23.0,627.4112804997459,Top Starter,,,,,2017-2018
Chory Castro,Málaga,es La Liga,Off_MF,32.0,2061,22.9,360.14499605723057,Solid Squad Player,,,,,2017-2018
Gonzalo Castro,Dortmund,de Bundesliga,MF,30.0,1206,13.4,,,752.953863926208,World Class,,,2017-2018
Jonny Castro,Celta Vigo,es La Liga,DF,23.0,3202,35.6,,,,,769.8895939667408,World Class,2017-2018
Lucas Castro,Chievo,it Serie A,MF,28.0,1985,22.1,,,735.8171036975514,Top Starter,,,2017-2018
Rubén Castro,Betis,es La Liga,FW,36.0,359,4.0,,,,,,,2017-2018
Danilo Cataldi,Benevento,it Serie A,MF,22.0,2282,25.4,,,626.8653795749065,Top Starter,,,2017-2018
Craig Cathcart,Watford,eng Premier League,DF,28.0,523,5.8,,,,,521.4403948214078,Top Starter,2017-2018
Edinson Cavani,Paris S-G,fr Ligue 1,FW,30.0,2581,28.7,790.6553261986322,World Class,,,,,2017-2018
Marijan Ćavar,Eint Frankfurt,de Bundesliga,MF,19.0,32,0.4,,,,,,,2017-2018
Dani Ceballos,Real Madrid,es La Liga,MF,20.0,401,4.5,,,,,,,2017-2018
Federico Ceccherini,Crotone,it Serie A,DF,25.0,3229,35.9,,,,,652.3904423991092,Top Starter,2017-2018
Emanuel Cecchini,Málaga,es La Liga,MF,20.0,30,0.3,,,,,,,2017-2018
Ricardo Centurión,Genoa,it Serie A,Off_MF,24.0,54,0.6,,,,,,,2017-2018
Luca Ceppitelli,Cagliari,it Serie A,DF,27.0,2227,24.7,,,,,781.2744245104458,World Class,2017-2018
Fabio Ceravolo,Benevento,it Serie A,FW,30.0,57,0.6,,,,,,,2017-2018
Alessio Cerci,Hellas Verona,it Serie A,FW,30.0,1635,18.2,287.0545049933,Solid Squad Player,,,,,2017-2018
Boštjan Cesar,Chievo,it Serie A,DF,35.0,550,6.1,,,,,458.5181077617818,Top Starter,2017-2018
Damir Ceter,Cagliari,it Serie A,FW,19.0,199,2.2,,,,,,,2017-2018
Nacer Chadli,West Brom,eng Premier League,FW,27.0,260,2.9,,,,,,,2017-2018
Fouad Chafik,Dijon,fr Ligue 1,DF,30.0,1613,17.9,,,,,706.0590478994503,Top Starter,2017-2018
Nathaniel Chalobah,Watford,eng Premier League,MF,22.0,447,5.0,,,264.6420207129185,Solid Squad Player,,,2017-2018
Calum Chambers,Arsenal,eng Premier League,DF,22.0,866,9.6,,,,,748.8300275359063,Top Starter,2017-2018
Timothy Chandler,Eint Frankfurt,de Bundesliga,DF,27.0,1892,21.0,,,,,522.7775909329418,Top Starter,2017-2018
Kwon Chang-hoon,Dijon,fr Ligue 1,FW,23.0,2137,23.7,541.2411957852254,Top Starter,,,,,2017-2018
Charles,Eibar,es La Liga,FW,33.0,1582,17.6,482.2797918729175,Top Starter,,,,,2017-2018
Charly Charrier,Amiens,fr Ligue 1,Off_MF,31.0,105,1.2,,,,,,,2017-2018
Pape Cheikh Diop,Lyon,fr Ligue 1,MF,19.0,10,0.1,,,,,,,2017-2018
Chema,Levante,es La Liga,DF,25.0,2017,22.4,,,,,601.3407403809271,Top Starter,2017-2018
Denis Cheryshev,Villarreal,es La Liga,Off_MF,26.0,926,10.3,610.2308652010973,Top Starter,,,,,2017-2018
Raman Chibsah,Benevento,it Serie A,MF,24.0,1048,11.6,,,257.78476580574375,Solid Squad Player,,,2017-2018
Giorgio Chiellini,Juventus,it Serie A,DF,32.0,2161,24.0,,,,,713.0977563026851,Top Starter,2017-2018
Federico Chiesa,Fiorentina,it Serie A,FW,19.0,3012,33.5,401.91816793406366,Top Starter,,,,,2017-2018
Ben Chilwell,Leicester City,eng Premier League,DF,20.0,1853,20.6,,,,,637.6499658885301,Top Starter,2017-2018
Vlad Chiricheș,Napoli,it Serie A,DF,27.0,582,6.5,,,,,570.1950950312751,Top Starter,2017-2018
Hamza Choudhury,Leicester City,eng Premier League,MF,19.0,378,4.2,,,,,,,2017-2018
Andreas Christensen,Chelsea,eng Premier League,DF,21.0,2086,23.2,,,,,609.3038379730127,Top Starter,2017-2018
Chuca,Villarreal,es La Liga,Off_MF,20.0,88,1.0,,,,,,,2017-2018
Lee Chung-yong,Crystal Palace,eng Premier League,FW,29.0,135,1.5,,,,,,,2017-2018
Amato Ciciretti,Benevento,it Serie A,Off_MF,23.0,807,9.0,490.2824580703222,Top Starter,,,,,2017-2018
Cifu,Málaga,es La Liga,DF,26.0,108,1.2,,,,,,,2017-2018
Luca Cigarini,Cagliari,it Serie A,MF,31.0,2024,22.5,,,785.3911060566032,World Class,,,2017-2018
Per Ciljan Skjelbred,Hertha BSC,de Bundesliga,MF,30.0,2183,24.3,,,315.56083236828306,Solid Squad Player,,,2017-2018
Thiago Cionek,SPAL,it Serie A,DF,31.0,1350,15.0,,,,,783.3532787032203,World Class,2017-2018
Saliou Ciss,Angers,fr Ligue 1,DF,27.0,144,1.6,,,,,,,2017-2018
Karamoko Cissé,Benevento,it Serie A,FW,28.0,14,0.2,,,,,,,2017-2018
Issa Cissokho,Amiens,fr Ligue 1,DF,32.0,1630,18.1,,,,,675.933483037988,Top Starter,2017-2018
Ciaran Clark,Newcastle Utd,eng Premier League,DF,27.0,1746,19.4,,,,,537.0898144874061,Top Starter,2017-2018
Christian Clemens,Köln,de Bundesliga,Off_MF,25.0,646,7.2,369.2506615553483,Solid Squad Player,,,,,2017-2018
Tom Cleverley,Watford,eng Premier League,MF,27.0,1901,21.1,,,575.1647248183717,Top Starter,,,2017-2018
