Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,Season
Nuno Mendes,Paris S-G,fr Ligue 1,DF,19.0,1658,18.4,,,,,596.7753084147695,Top Starter,2021-2022
Pedro Mendes,Montpellier,fr Ligue 1,DF,30.0,16,0.2,,,,,,,2021-2022
Thiago Mendes,Lyon,fr Ligue 1,MF,29.0,1863,20.7,,,432.1009692532703,Top Starter,,,2021-2022
Tomás Mendes,Alavés,es La Liga,MF,16.0,9,0.1,,,,,,,2021-2022
Brais Méndez,Celta Vigo,es La Liga,Off_MF,24.0,3021,33.6,384.8953950923959,Solid Squad Player,,,,,2021-2022
Édgar Méndez,Alavés,es La Liga,FW,31.0,1614,17.9,173.54565746042303,Below Big-5 Level,,,,,2021-2022
Arial Mendy,Clermont Foot,fr Ligue 1,DF,26.0,792,8.8,,,,,343.1503797191149,Solid Squad Player,2021-2022
Batista Mendy,Angers,fr Ligue 1,Def_MF,21.0,2413,26.8,,,,,589.3354143126621,Top Starter,2021-2022
Benjamin Mendy,Manchester City,eng Premier League,DF,27.0,78,0.9,,,,,,,2021-2022
Ferland Mendy,Real Madrid,es La Liga,DF,26.0,1734,19.3,,,,,410.8351568350831,Top Starter,2021-2022
Nampalys Mendy,Leicester City,eng Premier League,MF,29.0,1032,11.5,,,188.34731148811107,Below Big-5 Level,,,2021-2022
Gideon Mensah,Bordeaux,fr Ligue 1,DF,23.0,1208,13.4,,,,,611.6667442819164,Top Starter,2021-2022
Jorge Meré,Köln,de Bundesliga,DF,24.0,490,5.4,,,,,722.407828380605,Top Starter,2021-2022
Fran Mérida,Espanyol,es La Liga,MF,31.0,266,3.0,,,,,,,2021-2022
Mikel Merino,Real Sociedad,es La Liga,MF,25.0,2890,32.1,,,509.461254827419,Top Starter,,,2021-2022
Quentin Merlin,Nantes,fr Ligue 1,DF,19.0,1926,21.4,,,,,593.0562882932135,Top Starter,2021-2022
Martín Merquelanz,Rayo Vallecano,es La Liga,FW,26.0,173,1.9,,,,,,,2021-2022
Yıldırım Mert Çetin,Hellas Verona,it Serie A,MF,24.0,46,0.5,,,,,,,2021-2022
Dries Mertens,Napoli,it Serie A,FW,34.0,1384,15.4,684.5764822474645,Top Starter,,,,,2021-2022
Lionel Messi,Paris S-G,fr Ligue 1,FW,34.0,2153,23.9,686.9419980298642,Top Starter,,,,,2021-2022
Junior Messias,Milan,it Serie A,FW,30.0,1428,15.9,452.49650590207864,Top Starter,,,,,2021-2022
Thomas Meunier,Dortmund,de Bundesliga,DF,29.0,1402,15.6,,,,,490.1659864125646,Top Starter,2021-2022
Mexer,Bordeaux,fr Ligue 1,DF,32.0,1227,13.6,,,,,581.8826000129785,Top Starter,2021-2022
Marco Meyerhöfer,Greuther Fürth,de Bundesliga,DF,25.0,2280,25.3,,,,,692.9978582505021,Top Starter,2021-2022
Matt Miazga,Alavés,es La Liga,DF,26.0,833,9.3,,,,,600.115800653852,Top Starter,2021-2022
Kingsley Michael,Bologna,it Serie A,Def_MF,21.0,76,0.8,,,,,,,2021-2022
Sven Michel,Union Berlin,de Bundesliga,FW,31.0,338,3.8,,,,,,,2021-2022
Edouard Michut,Paris S-G,fr Ligue 1,MF,18.0,70,0.8,,,,,,,2021-2022
Miguel,Alavés,es La Liga,FW,21.0,829,9.2,229.4143101704685,Solid Squad Player,,,,,2021-2022
Valentin Mihaila,Atalanta,it Serie A,Off_MF,21.0,76,0.8,,,,,,,2021-2022
Mikael,Salernitana,it Serie A,FW,22.0,87,1.0,,,,,,,2021-2022
Hilmir Mikaelsson,Venezia,it Serie A,FW,17.0,18,0.2,,,,,,,2021-2022
William Mikelbrencis,Metz,fr Ligue 1,DF,17.0,610,6.8,,,,,387.7465648593659,Solid Squad Player,2021-2022
Nikola Milenković,Fiorentina,it Serie A,DF,23.0,2926,32.5,,,,,580.2484927574453,Top Starter,2021-2022
Arkadiusz Milik,Marseille,fr Ligue 1,FW,27.0,1416,15.7,523.0882469006348,Top Starter,,,,,2021-2022
Sergej Milinković-Savić,Lazio,it Serie A,MF,26.0,3100,34.4,,,838.6563460056421,World Class,,,2021-2022
Éder Militão,Real Madrid,es La Liga,DF,23.0,3031,33.7,,,,,653.1875463288218,Top Starter,2021-2022
Luka Milivojević,Crystal Palace,eng Premier League,MF,30.0,774,8.6,,,393.7366130374986,Solid Squad Player,,,2021-2022
Luis Milla,Granada,es La Liga,MF,26.0,2773,30.8,,,536.9906776650574,Top Starter,,,2021-2022
Pere Milla,Elche,es La Liga,Off_MF,28.0,1644,18.3,566.5198786290707,Top Starter,,,,,2021-2022
Enzo Millot,Stuttgart,de Bundesliga,MF,19.0,53,0.6,,,,,,,2021-2022
James Milner,Liverpool,eng Premier League,MF,35.0,853,9.5,,,771.0277928698981,World Class,,,2021-2022
Santi Mina,Celta Vigo,es La Liga,FW,25.0,2367,26.3,376.0281741511656,Solid Squad Player,,,,,2021-2022
Yerry Mina,Everton,eng Premier League,DF,26.0,846,9.4,,,,,616.4844389074485,Top Starter,2021-2022
Takumi Minamino,Liverpool,eng Premier League,FW,26.0,186,2.1,,,,,,,2021-2022
Tyrone Mings,Aston Villa,eng Premier League,DF,28.0,3189,35.4,,,,,547.459837825984,Top Starter,2021-2022
Óscar Mingueza,Barcelona,es La Liga,DF,22.0,894,9.9,,,,,490.50360932720565,Top Starter,2021-2022
Rafa Mir,Sevilla,es La Liga,FW,24.0,1808,20.1,463.25703854237656,Top Starter,,,,,2021-2022
Jorge Miramón,Levante,es La Liga,DF,32.0,1977,22.0,,,,,538.6710550446143,Top Starter,2021-2022
Aleksei Miranchuk,Atalanta,it Serie A,Off_MF,25.0,772,8.6,732.9173015809637,Top Starter,,,,,2021-2022
Juan Miranda,Betis,es La Liga,DF,21.0,783,8.7,,,,,646.4309869676251,Top Starter,2021-2022
Fabio Miretti,Juventus,it Serie A,MF,17.0,321,3.6,,,,,,,2021-2022
Tyrick Mitchell,Crystal Palace,eng Premier League,DF,21.0,3101,34.5,,,,,667.9333780943931,Top Starter,2021-2022
Stefan Mitrović,Getafe,es La Liga,DF,31.0,2667,29.6,,,,,366.9669894063723,Solid Squad Player,2021-2022
Maximilian Mittelstädt,Hertha BSC,de Bundesliga,DF,24.0,1493,16.6,,,,,772.8103198123857,World Class,2021-2022
Henrikh Mkhitaryan,Roma,it Serie A,Off_MF,32.0,2495,27.7,522.4361099002961,Top Starter,,,,,2021-2022
Jakub Moder,Brighton,eng Premier League,Off_MF,22.0,1701,18.9,308.4262034842148,Solid Squad Player,,,,,2021-2022
Anthony Modeste,Köln,de Bundesliga,FW,33.0,2606,29.0,709.2869551714432,Top Starter,,,,,2021-2022
Marco Modolo,Venezia,it Serie A,DF,32.0,392,4.4,,,,,,,2021-2022
Luka Modrić,Real Madrid,es La Liga,MF,35.0,2032,22.6,,,815.7251779518144,World Class,,,2021-2022
Terem Moffi,Lorient,fr Ligue 1,FW,22.0,2711,30.1,377.43612137016993,Solid Squad Player,,,,,2021-2022
Kevin Möhwald,Union Berlin,de Bundesliga,MF,28.0,354,3.9,,,,,,,2021-2022
Johan Mojica,Elche,es La Liga,DF,28.0,2855,31.7,,,,,423.5171050950404,Top Starter,2021-2022
Clinton Mola,Stuttgart,de Bundesliga,DF,20.0,113,1.3,,,,,,,2021-2022
Jorge Molina,Granada,es La Liga,FW,39.0,1966,21.8,568.8539088466658,Top Starter,,,,,2021-2022
Nahuel Molina,Udinese,it Serie A,DF,23.0,2638,29.3,,,,,384.9865880697519,Solid Squad Player,2021-2022
Cristian Molinaro,Venezia,it Serie A,DF,38.0,548,6.1,,,,,627.5955557945734,Top Starter,2021-2022
Florent Mollet,Montpellier,fr Ligue 1,FW,29.0,2630,29.2,315.4640290227041,Solid Squad Player,,,,,2021-2022
Jon Moncayola,Osasuna,es La Liga,MF,23.0,2915,32.4,,,399.5144890249141,Solid Squad Player,,,2021-2022
Monchu,Granada,es La Liga,MF,21.0,668,7.4,,,318.7178450181546,Solid Squad Player,,,2021-2022
Thomas Monconduit,Lorient,fr Ligue 1,MF,30.0,2248,25.0,,,570.938466732213,Top Starter,,,2021-2022
Gonzalo Montiel,Sevilla,es La Liga,DF,24.0,1066,11.8,,,,,349.2758808925369,Solid Squad Player,2021-2022
Ángel Montoro,Granada,es La Liga,MF,33.0,1331,14.8,,,484.25527012214314,Top Starter,,,2021-2022
Martín Montoya,Betis,es La Liga,DF,30.0,518,5.8,,,,,765.4853822326193,World Class,2021-2022
Álvaro Morata,Juventus,it Serie A,FW,28.0,2302,25.6,513.893690642433,Top Starter,,,,,2021-2022
Jan Morávek,Augsburg,de Bundesliga,MF,31.0,471,5.2,,,366.60340761793486,Solid Squad Player,,,2021-2022
Jon Morcillo,Athletic Club,es La Liga,Off_MF,22.0,54,0.6,,,,,,,2021-2022
Jérémy Morel,Lorient,fr Ligue 1,DF,37.0,604,6.7,,,,,628.3553426588126,Top Starter,2021-2022
Alberto Moreno,Villarreal,es La Liga,Off_MF,29.0,1223,13.6,491.6292483625126,Top Starter,,,,,2021-2022
Álex Moreno,Betis,es La Liga,DF,28.0,2404,26.7,,,,,620.945045309524,Top Starter,2021-2022
Gerard Moreno,Villarreal,es La Liga,FW,29.0,1191,13.2,823.5696887470037,World Class,,,,,2021-2022
Tete Morente,Elche,es La Liga,Off_MF,24.0,1632,18.1,410.4675317791098,Top Starter,,,,,2021-2022
Ilaix Moriba,Valencia,es La Liga,MF,18.0,818,9.1,,,290.978185176974,Solid Squad Player,,,2021-2022
Ilaix Moriba,RB Leipzig,de Bundesliga,MF,18.0,32,0.4,,,,,,,2021-2022
Manu Morlanes,Espanyol,es La Liga,MF,22.0,1144,12.7,,,392.6236598291156,Solid Squad Player,,,2021-2022
Raúl Moro,Lazio,it Serie A,FW,18.0,201,2.2,,,,,,,2021-2022
Loren Morón,Espanyol,es La Liga,FW,27.0,563,6.3,199.61683196977316,Below Big-5 Level,,,,,2021-2022
Tyler Morton,Liverpool,eng Premier League,MF,18.0,66,0.7,,,,,,,2021-2022
Cristhian Mosquera,Valencia,es La Liga,DF,17.0,212,2.4,,,,,,,2021-2022
Lebo Mothiba,Troyes,fr Ligue 1,FW,25.0,522,5.8,251.33098814640397,Solid Squad Player,,,,,2021-2022
Andrei Motoc,Salernitana,it Serie A,DF,19.0,90,1.0,,,,,,,2021-2022
Baptiste Mouazan,Lorient,fr Ligue 1,MF,19.0,96,1.1,,,,,,,2021-2022
Aimen Moueffek,Saint-Étienne,fr Ligue 1,MF,20.0,432,4.8,,,,,,,2021-2022
Youssoufa Moukoko,Dortmund,de Bundesliga,FW,16.0,223,2.5,,,,,,,2021-2022
Harold Moukoudi,Saint-Étienne,fr Ligue 1,DF,23.0,1661,18.5,,,,,620.8647869567018,Top Starter,2021-2022
Steve Mounié,Brest,fr Ligue 1,FW,26.0,2312,25.7,401.9406785726912,Top Starter,,,,,2021-2022
Mason Mount,Chelsea,eng Premier League,Off_MF,22.0,2363,26.3,862.4931793021141,World Class,,,,,2021-2022
Lucas Moura,Tottenham,eng Premier League,FW,28.0,1775,19.7,410.1718060558877,Top Starter,,,,,2021-2022
Lys Mousset,Salernitana,it Serie A,Off_MF,25.0,160,1.8,,,,,,,2021-2022
João Moutinho,Wolves,eng Premier League,MF,34.0,2970,33.0,,,487.5073818024376,Top Starter,,,2021-2022
Samuel Moutoussamy,Nantes,fr Ligue 1,MF,24.0,1509,16.8,,,338.46634203307127,Solid Squad Player,,,2021-2022
Toni Moya,Alavés,es La Liga,MF,23.0,1386,15.4,,,471.5406957294095,Top Starter,,,2021-2022
Samuel Mráz,Spezia,it Serie A,FW,24.0,54,0.6,,,,,,,2021-2022
Nordi Mukiele,RB Leipzig,de Bundesliga,DF,23.0,1842,20.5,,,,,611.2430987280462,Top Starter,2021-2022
Mert Müldür,Sassuolo,it Serie A,DF,22.0,2046,22.7,,,,,596.4513590480421,Top Starter,2021-2022
Thomas Müller,Bayern Munich,de Bundesliga,Off_MF,31.0,2558,28.4,850.4863548934457,World Class,,,,,2021-2022
Bali Mumba,Norwich City,eng Premier League,DF,19.0,45,0.5,,,,,,,2021-2022
Marshall Munetsi,Reims,fr Ligue 1,Def_MF,25.0,1885,20.9,,,,,744.8882183285265,Top Starter,2021-2022
Iker Muniain,Athletic Club,es La Liga,Off_MF,28.0,2785,30.9,633.3624159395621,Top Starter,,,,,2021-2022
Aihen Muñoz,Real Sociedad,es La Liga,DF,23.0,1342,14.9,,,,,505.91697801877154,Top Starter,2021-2022
Luis Muriel,Atalanta,it Serie A,FW,30.0,1539,17.1,740.6829267510382,Top Starter,,,,,2021-2022
Jeison Murillo,Celta Vigo,es La Liga,DF,29.0,1117,12.4,,,,,555.737485206421,Top Starter,2021-2022
Vedat Muriqi,Lazio,it Serie A,FW,27.0,215,2.4,,,,,,,2021-2022
Vedat Muriqi,Mallorca,es La Liga,FW,27.0,1438,16.0,347.21305848434326,Solid Squad Player,,,,,2021-2022
Jacob Murphy,Newcastle Utd,eng Premier League,FW,26.0,1473,16.4,259.78495566202287,Solid Squad Player,,,,,2021-2022
Nicola Murru,Sampdoria,it Serie A,DF,26.0,983,10.9,,,,,558.2255617269216,Top Starter,2021-2022
Yunus Musah,Valencia,es La Liga,Off_MF,18.0,1259,14.0,207.0226654924257,Solid Squad Player,,,,,2021-2022
Torben Müsel,Gladbach,de Bundesliga,MF,22.0,5,0.1,,,,,,,2021-2022
Jamal Musiala,Bayern Munich,de Bundesliga,Off_MF,18.0,1465,16.3,759.1815683872683,World Class,,,,,2021-2022
Shkodran Mustafi,Levante,es La Liga,DF,29.0,658,7.3,,,,,661.9033985609038,Top Starter,2021-2022
Junior Mwanga,Bordeaux,fr Ligue 1,DF,18.0,90,1.0,,,,,,,2021-2022
Enock Mwepu,Brighton,eng Premier League,MF,23.0,996,11.1,,,643.171075771695,Top Starter,,,2021-2022
Vitaliy Mykolenko,Everton,eng Premier League,DF,22.0,1055,11.7,,,,,592.7481651252419,Top Starter,2021-2022
Joakim Mæhle,Atalanta,it Serie A,DF,24.0,1471,16.3,,,,,411.6100039585264,Top Starter,2021-2022
Obite N'Dicka,Eint Frankfurt,de Bundesliga,DF,21.0,2857,31.7,,,,,697.7672472618156,Top Starter,2021-2022
Kévin N'Doram,Metz,fr Ligue 1,MF,25.0,1235,13.7,,,282.0460848425188,Solid Squad Player,,,2021-2022
Eric N'Jo,Troyes,fr Ligue 1,DF,17.0,98,1.1,,,,,,,2021-2022
Vital N'Simba,Clermont Foot,fr Ligue 1,DF,28.0,2789,31.0,,,,,529.9014880783159,Top Starter,2021-2022
Nacho,Real Madrid,es La Liga,DF,31.0,1555,17.3,,,,,656.7023694306466,Top Starter,2021-2022
Mickael Nade,Saint-Étienne,fr Ligue 1,DF,22.0,2563,28.5,,,,,649.3673953495874,Top Starter,2021-2022
Marvelous Nakamba,Aston Villa,eng Premier League,Def_MF,27.0,904,10.0,,,,,725.5798226164081,Top Starter,2021-2022
Nahitan Nández,Cagliari,it Serie A,Off_MF,25.0,1523,16.9,288.8778172966465,Solid Squad Player,,,,,2021-2022
Nani,Venezia,it Serie A,Off_MF,34.0,287,3.2,,,,,,,2021-2022
Nikolas Nartey,Stuttgart,de Bundesliga,MF,21.0,404,4.5,,,,,,,2021-2022
Matija Nastasić,Fiorentina,it Serie A,DF,28.0,219,2.4,,,,,,,2021-2022
Roberto Navarro,Real Sociedad,es La Liga,Off_MF,19.0,199,2.2,,,,,,,2021-2022
Ximo Navarro,Alavés,es La Liga,DF,31.0,1347,15.0,,,,,586.0947731599314,Top Starter,2021-2022
Jesús Navas,Sevilla,es La Liga,DF,35.0,1786,19.8,,,,,428.0189004803388,Top Starter,2021-2022
Papa Ndiaga Yade,Metz,fr Ligue 1,DF,21.0,696,7.7,,,,,476.2652450364485,Top Starter,2021-2022
Wilfred Ndidi,Leicester City,eng Premier League,Def_MF,24.0,1618,18.0,,,,,921.3648681941366,Exceptional,2021-2022
Tanguy Ndombele,Tottenham,eng Premier League,MF,24.0,484,5.4,,,588.529934881844,Top Starter,,,2021-2022
Tanguy Ndombele,Lyon,fr Ligue 1,MF,24.0,701,7.8,,,754.8741961806581,World Class,,,2021-2022
Dan Ndoye,Nice,fr Ligue 1,FW,20.0,205,2.3,,,,,,,2021-2022
Paul Nebel,Mainz 05,de Bundesliga,Off_MF,18.0,228,2.5,,,,,,,2021-2022
Álvaro Negredo,Cádiz,es La Liga,FW,35.0,2157,24.0,312.3959137697528,Solid Squad Player,,,,,2021-2022
Reiss Nelson,Arsenal,eng Premier League,FW,21.0,20,0.2,,,,,,,2021-2022
David Nemeth,Mainz 05,de Bundesliga,DF,20.0,311,3.5,,,,,,,2021-2022
Ilija Nestorovski,Udinese,it Serie A,FW,31.0,188,2.1,,,,,,,2021-2022
Pedro Neto,Wolves,eng Premier League,FW,21.0,466,5.2,485.6019942588173,Top Starter,,,,,2021-2022
Luca Netz,Gladbach,de Bundesliga,DF,18.0,1396,15.5,,,,,431.4294131881026,Top Starter,2021-2022
Florian Neuhaus,Gladbach,de Bundesliga,MF,24.0,2121,23.6,,,630.6065637285136,Top Starter,,,2021-2022
Carlos Neva,Granada,es La Liga,DF,25.0,2108,23.4,,,,,523.5844946270571,Top Starter,2021-2022
Rúben Neves,Wolves,eng Premier League,MF,24.0,2661,29.6,,,555.2148569679528,Top Starter,,,2021-2022
Neymar,Paris S-G,fr Ligue 1,FW,29.0,1851,20.6,780.663162420955,World Class,,,,,2021-2022
Yvan Neyou,Saint-Étienne,fr Ligue 1,MF,24.0,936,10.4,,,328.369802711908,Solid Squad Player,,,2021-2022
Jeremy Ngakia,Watford,eng Premier League,DF,20.0,903,10.0,,,,,666.6192557992733,Top Starter,2021-2022
Jessic Ngankam,Greuther Fürth,de Bundesliga,FW,21.0,341,3.8,,,,,,,2021-2022
Opa Nguette,Metz,fr Ligue 1,FW,27.0,1048,11.6,328.32092865321226,Solid Squad Player,,,,,2021-2022
Aurélien Nguiamba,Spezia,it Serie A,MF,22.0,51,0.6,,,,,,,2021-2022
Sikou Niakaté,Metz,fr Ligue 1,DF,22.0,661,7.3,,,,,590.4384793193412,Top Starter,2021-2022
Moussa Niakhate,Mainz 05,de Bundesliga,DF,25.0,2567,28.5,,,,,631.5347231531565,Top Starter,2021-2022
Ibrahima Niane,Metz,fr Ligue 1,FW,22.0,1582,17.6,202.88789366417427,Solid Squad Player,,,,,2021-2022
M'Baye Niang,Bordeaux,fr Ligue 1,FW,26.0,777,8.6,479.3225710138375,Top Starter,,,,,2021-2022
Tanguy Nianzou,Bayern Munich,de Bundesliga,DF,19.0,582,6.5,,,,,593.9126764652433,Top Starter,2021-2022
Cheikh Niasse,Lille,fr Ligue 1,FW,21.0,44,0.5,,,,,,,2021-2022
Florian Niederlechner,Augsburg,de Bundesliga,FW,30.0,1165,12.9,541.2014745840075,Top Starter,,,,,2021-2022
Håvard Nielsen,Greuther Fürth,de Bundesliga,Off_MF,28.0,1367,15.2,198.71289060519743,Below Big-5 Level,,,,,2021-2022
Saúl Ñíguez,Chelsea,eng Premier League,DF,26.0,480,5.3,,,,,692.0576550821299,Top Starter,2021-2022
Saúl Ñíguez,Atlético Madrid,es La Liga,FW,26.0,201,2.2,,,,,,,2021-2022
Dimitris Nikolaou,Spezia,it Serie A,DF,22.0,3240,36.0,,,,,591.1963250065909,Top Starter,2021-2022
Joakim Nilsson,Arminia,de Bundesliga,DF,27.0,2735,30.4,,,,,617.4654162486659,Top Starter,2021-2022
Casimir Ninga,Angers,fr Ligue 1,FW,28.0,409,4.5,,,,,,,2021-2022
Fernando Niño,Mallorca,es La Liga,FW,20.0,884,9.8,323.99078512523886,Solid Squad Player,,,,,2021-2022
Eddie Nketiah,Arsenal,eng Premier League,FW,22.0,835,9.3,670.3613391169569,Top Starter,,,,,2021-2022
Nicolas Nkoulou,Watford,eng Premier League,DF,31.0,168,1.9,,,,,,,2021-2022
Christopher Nkunku,RB Leipzig,de Bundesliga,FW,23.0,2723,30.3,908.5749525178765,Exceptional,,,,,2021-2022
Felix Nmecha,Wolfsburg,de Bundesliga,Off_MF,20.0,323,3.6,,,,,,,2021-2022
Lukas Nmecha,Wolfsburg,de Bundesliga,FW,22.0,1627,18.1,513.4769358038776,Top Starter,,,,,2021-2022
Mark Noble,West Ham,eng Premier League,MF,34.0,332,3.7,,,,,,,2021-2022
Nolito,Celta Vigo,es La Liga,Off_MF,34.0,1384,15.4,309.4555231076354,Solid Squad Player,,,,,2021-2022
Arnaud Nordin,Saint-Étienne,fr Ligue 1,FW,23.0,1874,20.8,366.5447647236466,Solid Squad Player,,,,,2021-2022
Håvard Nordtveit,Hoffenheim,de Bundesliga,DF,31.0,304,3.4,,,,,,,2021-2022
Mathias Normann,Norwich City,eng Premier League,Def_MF,25.0,1645,18.3,,,,,579.4974650832308,Top Starter,2021-2022
Connor Noß,Gladbach,de Bundesliga,MF,20.0,52,0.6,,,,,,,2021-2022
Hugo Novoa,RB Leipzig,de Bundesliga,Off_MF,18.0,136,1.5,,,,,,,2021-2022
Soma Novothny,Bochum,de Bundesliga,FW,27.0,80,0.9,,,,,,,2021-2022
Jean-Pierre Nsame,Venezia,it Serie A,FW,28.0,245,2.7,,,,,,,2021-2022
Randy Nteka,Rayo Vallecano,es La Liga,FW,23.0,1462,16.2,263.56619657273257,Solid Squad Player,,,,,2021-2022
Kasim Nuhu,Hoffenheim,de Bundesliga,DF,26.0,5,0.1,,,,,,,2021-2022
Unai Núñez,Athletic Club,es La Liga,DF,24.0,622,6.9,,,,,552.4484510484274,Top Starter,2021-2022
Hans Nunoo Sarpei,Greuther Fürth,de Bundesliga,DF,22.0,643,7.1,,,,,711.0674672336899,Top Starter,2021-2022
Bram Nuytinck,Udinese,it Serie A,DF,31.0,2033,22.6,,,,,643.8593692820189,Top Starter,2021-2022
Simeon Nwankwo,Salernitana,it Serie A,FW,29.0,842,9.4,277.7862740645166,Solid Squad Player,,,,,2021-2022
Gerzino Nyamsi,Strasbourg,fr Ligue 1,DF,24.0,2984,33.2,,,,,423.64837901093904,Top Starter,2021-2022
Allan Nyom,Getafe,es La Liga,DF,33.0,244,2.7,,,,,,,2021-2022
M'Bala Nzola,Spezia,it Serie A,FW,24.0,1068,11.9,279.5965947486618,Solid Squad Player,,,,,2021-2022
Christian Nørgaard,Brentford,eng Premier League,MF,27.0,3054,33.9,,,544.3214680344008,Top Starter,,,2021-2022
Adam Obert,Cagliari,it Serie A,DF,18.0,274,3.0,,,,,,,2021-2022
Joel Obi,Salernitana,it Serie A,MF,30.0,1143,12.7,,,422.0159655470837,Top Starter,,,2021-2022
Lucas Ocampos,Sevilla,es La Liga,FW,27.0,2125,23.6,410.0972906333142,Top Starter,,,,,2021-2022
Bastian Oczipka,Union Berlin,de Bundesliga,DF,32.0,932,10.4,,,,,574.3631867411218,Top Starter,2021-2022
Brian Oddei,Sassuolo,it Serie A,FW,18.0,8,0.1,,,,,,,2021-2022
Álvaro Odriozola,Fiorentina,it Serie A,DF,25.0,1733,19.3,,,,,352.43162844312,Solid Squad Player,2021-2022
Angelo Ogbonna,West Ham,eng Premier League,DF,33.0,921,10.2,,,,,395.4338238140911,Solid Squad Player,2021-2022
Florent Ogier,Clermont Foot,fr Ligue 1,DF,32.0,2429,27.0,,,,,600.2122413840046,Top Starter,2021-2022
Stefano Okaka,Udinese,it Serie A,FW,31.0,22,0.2,,,,,,,2021-2022
David Okereke,Venezia,it Serie A,FW,23.0,2053,22.8,334.8492967301018,Solid Squad Player,,,,,2021-2022
Masaya Okugawa,Arminia,de Bundesliga,Off_MF,25.0,2531,28.1,350.43448260098455,Solid Squad Player,,,,,2021-2022
Lucas Olaza,Elche,es La Liga,DF,27.0,295,3.3,,,,,,,2021-2022
Mathias Olesen,Köln,de Bundesliga,Def_MF,20.0,17,0.2,,,,,,,2021-2022
Michael Olise,Crystal Palace,eng Premier League,FW,19.0,1141,12.7,504.80252339909595,Top Starter,,,,,2021-2022
Christian Oliva,Cagliari,it Serie A,MF,25.0,48,0.5,,,,,,,2021-2022
Brian Oliván,Mallorca,es La Liga,DF,27.0,2189,24.3,,,,,455.1891964130582,Top Starter,2021-2022
Sérgio Oliveira,Roma,it Serie A,MF,29.0,892,9.9,,,535.2583971353713,Top Starter,,,2021-2022
Mathías Olivera,Getafe,es La Liga,DF,23.0,2803,31.1,,,,,679.7277363074701,Top Starter,2021-2022
Dani Olmo,RB Leipzig,de Bundesliga,Off_MF,23.0,743,8.3,790.2439275353635,World Class,,,,,2021-2022
Warmed Omari,Rennes,fr Ligue 1,DF,21.0,2796,31.1,,,,,463.7658372084129,Top Starter,2021-2022
Andrew Omobamidele,Norwich City,eng Premier League,DF,19.0,382,4.2,,,,,,,2021-2022
Amadou Onana,Lille,fr Ligue 1,MF,19.0,1359,15.1,,,459.17997123643687,Top Starter,,,2021-2022
Jean Onana,Bordeaux,fr Ligue 1,MF,21.0,1832,20.4,,,544.6689982990293,Top Starter,,,2021-2022
Karim Onisiwo,Mainz 05,de Bundesliga,FW,29.0,2361,26.2,491.61344882518046,Top Starter,,,,,2021-2022
Javier Ontiveros,Osasuna,es La Liga,FW,23.0,39,0.4,,,,,,,2021-2022
Tyler Onyango,Everton,eng Premier League,Off_MF,18.0,28,0.3,,,,,,,2021-2022
Frank Onyeka,Brentford,eng Premier League,MF,23.0,1045,11.6,,,272.925751450626,Solid Squad Player,,,2021-2022
Willi Orban,RB Leipzig,de Bundesliga,DF,28.0,2642,29.4,,,,,649.7743155201257,Top Starter,2021-2022
Divock Origi,Liverpool,eng Premier League,FW,26.0,133,1.5,,,,,,,2021-2022
Riccardo Orsolini,Bologna,it Serie A,FW,24.0,1785,19.8,372.35457806102335,Solid Squad Player,,,,,2021-2022
Pedro Ortiz,Sevilla,es La Liga,MF,20.0,7,0.1,,,,,,,2021-2022
Victor Osimhen,Napoli,it Serie A,FW,22.0,1983,22.0,659.4474563338904,Top Starter,,,,,2021-2022
Milutin Osmajić,Cádiz,es La Liga,FW,22.0,257,2.9,,,,,,,2021-2022
Patrick Osterhage,Bochum,de Bundesliga,MF,21.0,599,6.7,,,356.59414850903227,Solid Squad Player,,,2021-2022
Tomáš Ostrák,Köln,de Bundesliga,Off_MF,21.0,31,0.3,,,,,,,2021-2022
Otávio,Bordeaux,fr Ligue 1,MF,27.0,1147,12.7,,,292.4272831181488,Solid Squad Player,,,2021-2022
Paulo Otávio,Wolfsburg,de Bundesliga,DF,26.0,362,4.0,,,,,,,2021-2022
Dango Ouattara,Lorient,fr Ligue 1,Off_MF,19.0,812,9.0,440.3337719333525,Top Starter,,,,,2021-2022
Remi Oudin,Bordeaux,fr Ligue 1,Off_MF,24.0,1737,19.3,509.3177002997189,Top Starter,,,,,2021-2022
Azzedine Ounahi,Angers,fr Ligue 1,MF,21.0,1633,18.1,,,557.8831068576719,Top Starter,,,2021-2022
Adam Ounas,Napoli,it Serie A,Off_MF,24.0,326,3.6,,,,,,,2021-2022
Reece Oxford,Augsburg,de Bundesliga,DF,22.0,2693,29.9,,,,,630.0868924253159,Top Starter,2021-2022
Alex Oxlade-Chamberlain,Liverpool,eng Premier League,Off_MF,27.0,785,8.7,493.0360846015723,Top Starter,,,,,2021-2022
Mikel Oyarzabal,Real Sociedad,es La Liga,FW,24.0,1671,18.6,492.5460440665674,Top Starter,,,,,2021-2022
Ambroise Oyongo,Montpellier,fr Ligue 1,DF,30.0,659,7.3,,,,,375.64894708628134,Solid Squad Player,2021-2022
Salih Özcan,Köln,de Bundesliga,MF,23.0,2312,25.7,,,393.91447218295474,Solid Squad Player,,,2021-2022
