Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s,MainScore_mean
Lars Lukas Mai,,,,180,2.0,
Lars Ritzka,,,690.4811921339247,1251,13.899999999999999,824.4
Lars Stindl,460.3347026174427,766.0739470898588,,10991,122.2,731.9333333333334
Lassana Coulibaly,405.7441430568886,317.8384534945157,,13690,151.9,186.94285714285712
Lassana Diarra,,471.6536352454286,,765,8.5,465.4
Lasse Günther,,,,161,1.8,
Lasse Rosenboom,,,635.5569641578762,1734,19.3,675.0
Lasse Schöne,,647.987067997044,,2427,27.0,790.0
Lasse Sobiech,,,,90,1.0,
Lasse Sørensen,,,,75,0.8,
Lassine Sinayoko,387.5301465967404,,,5215,57.9,365.73333333333335
Lasso Coulibaly,,,,285,3.2,
Lauren Ulrich,,,,6,0.1,
Laurens Serpe,,,,45,0.5,
Laurent Abergel,,439.25986136561266,,12499,138.8,403.08000000000004
Laurent Ciman,,,618.4907045863171,717,8.0,380.8
Laurent Depoitre,242.82385276117594,,,2888,32.1,173.6
Laurent Jans,,,619.6035054635153,1571,17.5,596.3
Laurent Koscielny,,,651.1947902563376,8890,98.8,647.3399999999999
Lautaro Blanco,,,313.9099453878232,872,9.7,13.9
Lautaro Gianetti,,,688.0875963019964,1508,16.8,833.35
Lautaro Martínez,679.5245598876865,,,17900,198.9,887.375
Lautaro Valenti,,,662.4861142505174,3273,36.3,718.8666666666667
Lauti,,,,14,0.2,
Layvin Kurzawa,,,626.1171938907269,4994,55.4,510.975
Lazar Jovanović,,,,40,0.4,
Lazar Marković,,,,45,0.5,
Lazar Samardzic,581.1575067634813,,,6694,74.4,692.4
Leander Dendoncker,,306.5446476600424,579.9666336330127,11060,122.9,179.08333333333334
Leandro Antonetti,,,,28,0.3,
Leandro Bacuna,,274.0995668797027,,561,6.2,71.4
Leandro Barreiro Martins,,448.63452441073997,,9867,109.7,458.1
Leandro Cabrera,,,566.8110228035665,17427,193.7,480.375
Leandro Castán,,,677.7078354844992,1141,12.7,567.0
Leandro Paredes,,581.9941612238877,,9239,102.80000000000001,701.7142857142857
Leandro Sanca,,,,32,0.4,
Leandro Trossard,537.310230721406,,,14995,166.6,720.325
Leart Paqarada,,,514.0282614245356,1081,12.0,258.0
Lebo Mothiba,423.40635693044476,,,5829,64.8,456.9200000000001
Lebogang Phiri,,402.35542905090733,,2960,32.9,286.2
Ledian Memushaj,,469.3603543981696,,1258,14.0,520.3
Lee Buchanan,,,774.0004919941448,472,5.2,972.3
Lee Chung-yong,,,,135,1.5,
Lee Dongjun,,,,118,1.3,
Lee Jae-sung,477.7478919073833,,,9243,102.7,538.8399999999999
Lee Kang-in,456.62559510329964,,,9964,110.8,526.7571428571429
Lee Peltier,,,555.9153438265856,1773,19.7,334.2
Lee Seung-woo,,,,358,4.0,
Leif Davis,,,421.1268102096361,2776,30.9,93.1
Leighton Baines,,,447.2130401832101,2688,29.9,37.9
Lemouya Goudiaby,,,,85,0.9,
Lennard Maloney,,,663.4727941930129,3479,38.6,479.0
Lennart Karl,869.3707539979613,,,604,6.7,987.7
Lennart-Marten Czyborra,,,422.0920514667715,1321,14.7,51.7
Lennon Miller,,,,279,3.1,
Lenny Joseph,,,,153,1.7,
Lenny Lacroix,,,,200,2.2,
Leny Yoro,,,558.5619483502771,5761,63.9,407.55
Leo Dubois,,,578.168451421871,11056,123.0,331.58000000000004
Leo Fuhr Hjelde,,,,150,1.7,
Leo Greiml,,,,358,4.0,
Leo Skiri Østigård,,,600.2049378858969,6642,73.8,539.78
Leo Štulac,,557.4328490739554,,2285,25.400000000000002,678.7
Leon Avdullahu,,373.3159555228054,,1296,14.4,280.9
Leon Bailey,537.5577174396474,,,13481,150.0,643.2
Leon Balogun,,,700.4435252152102,1767,19.6,689.95
Leon Britton,,,,302,3.4,
Leon Chiwome,,,,174,1.9,
Leon Clarke,,,,35,0.4,
Leon Dajaku,,,,76,0.8,
Leon Goretzka,,697.5824410927993,,14806,164.4,862.4666666666667
Leon Opitz,,,,18,0.2,
Leonardo Balerdi,,,704.0133679846066,10720,119.2,743.8333333333334
Leonardo Bittencourt,446.20588227504425,629.3214329315937,,10472,116.3,619.9857142857143
Leonardo Bonucci,,,546.6620742904845,14011,155.7,330.7285714285714
Leonardo Buta,,,,16,0.2,
Leonardo Capezzi,,328.12195326613215,,1161,12.9,145.2
Leonardo Cerri,,,,7,0.1,
Leonardo Koutris,,,,93,1.0,
Leonardo Mancuso,,,,425,4.7,
Leonardo Morosini,,,,26,0.3,
Leonardo Pavoletti,467.4941106339346,,,9769,108.6,570.78
Leonardo Sernicola,,,548.4031925779484,2323,25.8,380.4
Leonardo Spinazzola,,,354.5537526969716,11272,125.3,26.337500000000002
Leonardo Suárez,366.8610371396748,,,546,6.0,383.8
Leonardo Ulloa,,,,289,3.2,
Leonidas Stergiou,,,598.6198267676517,1446,16.1,531.9
Leopold Querfeld,,,589.8519813048401,3187,35.4,508.95
Leroy Fer,,442.3560502659674,,1397,15.5,482.1
Leroy Sané,735.3691041502052,,,13863,154.0,935.4
Lesley Ugochukwu,,341.6719114679109,,5042,56.0,212.0
Levan Mchedlidze,,,,208,2.3,
Levent Mercan,,,,76,0.9,
Levi Colwill,,,603.6806298385064,6166,68.6,615.6666666666666
Levi Lumeka,,,,93,1.0,
Levin Öztunalı,262.733280180324,,726.5311023222731,5779,64.2,323.28000000000003
Lewis Baker,,368.78280396323333,,545,6.1,227.5
Lewis Bate,,,,146,1.6,
Lewis Brunt,,,,47,0.6,
Lewis Cook,,497.5023679815122,,12297,136.7,564.8000000000001
Lewis Dobbin,,,,264,3.0,
Lewis Dunk,,,587.6499496614742,25251,280.6,534.4444444444445
Lewis Ferguson,,439.0251282597975,,6831,75.8,442.6
Lewis Hall,,,706.1206340694806,4568,50.8,874.4000000000001
Lewis Holtby,522.4938575915078,519.9470014604398,,2434,27.1,637.6500000000001
Lewis Miley,,608.4786329241643,,2552,28.5,807.65
Lewis O'Brien,,360.08163996042066,,584,6.5,257.7
Lewis Orford,,,,49,0.5,
Liam Cooper,,,756.5305942469314,5425,60.3,956.9666666666667
Liam Delap,332.76053707071515,,,3218,35.7,331.45000000000005
Liam Henderson,369.1179184110081,516.2023860431825,,5565,61.9,528.4333333333333
Liam McCarron,,,,10,0.1,
Liam Rosenior,,,,164,1.8,
Liberato Cacace,,520.5197321602868,590.3736501247836,5195,57.7,562.95
Lilian Brassier,,,619.5070361854605,12006,133.4,542.3285714285714
Lilian Egloff,,,,394,4.4,
Lilian Fournier,,,,15,0.2,
Lilian Raolisoa,247.0536748225753,,565.4712149332231,2331,25.8,239.79999999999998
Lillo,,,,195,2.2,
Lino Tempelmann,,,,303,3.4,
Linton Maina,310.88525206122443,,,5870,65.3,234.96666666666667
Linus Gechter,,,650.1833138349995,716,8.0,742.3
Lionel Carole,,,544.8506817387972,4881,54.2,282.35
Lionel Messi,900.0957790953022,,,16606,184.4,979.4833333333332
Lior Kasa,,,,230,2.6,
Lisandro López,,,,45,0.5,
Lisandro Magallán,,,620.4824417272198,4280,47.5,672.0
Lisandro Martínez,,,671.2800532097956,4969,55.3,789.5
Livan Burcu,,,,104,1.2,
Ljubomir Fejsa,,160.90013634318106,,786,8.7,2.5
Lloyd Kelly,,,505.6920148940443,7084,78.80000000000001,316.42
Lluis López,,,506.20940699490336,821,9.1,202.4
Lluís Recasens,,,,45,0.5,
Lluís Sastre,,,,120,1.3,
Logan Costa,,,562.4463188462952,5742,63.7,423.35
Lohann Doucet,,,,218,2.4000000000000004,
Lois Diony,286.8793159606854,,,5464,60.599999999999994,210.56
Loren Morón,366.0895134548218,,,6617,73.6,397.4
Lorenco Šimić,,,,556,6.1,
Lorenz Assignon,,,555.1750674311841,5995,66.5,414.8
Lorenzo Aguado,,,,5,0.1,
Lorenzo Amatucci,,,,22,0.2,
Lorenzo Anghelè,,,,6,0.1,
Lorenzo Ariaudo,,,553.725457765412,1682,18.7,283.6
Lorenzo Bernasconi,,,478.5357154059878,685,7.6,214.3
Lorenzo Colombo,356.7930966113746,,,6335,70.30000000000001,346.625
Lorenzo Crisetig,,296.5994989208517,,1065,11.8,97.75
Lorenzo De Silvestri,,,458.760272554197,14728,163.6,166.7
Lorenzo Del Pinto,,325.2915000158108,,771,8.5,138.4
Lorenzo Dickmann,,,,175,1.9,
Lorenzo Insigne,572.328008718215,,,13128,145.7,757.5
Lorenzo Lucca,383.8152055514205,,,5352,59.400000000000006,405.0
Lorenzo Malagrida,,,,109,1.2,
Lorenzo Pellegrini,530.1581743440206,781.1799478299479,,17341,192.8,655.8
Lorenzo Pirola,,,693.5601411417301,3940,43.800000000000004,848.1
Lorenzo Tonelli,,,641.5735423187872,5379,59.8,650.25
Lorenzo Venturino,,,,207,2.3,
Lorenzo Venuti,,,440.4685259537144,7864,87.4,152.44
Loris Benito,,,576.7566541893834,4608,51.300000000000004,373.2
Loris Mouyokolo,,,,109,1.2,
Lorran,,,,90,1.0,
Louis Buffon,,,,32,0.4,
Louis Carnot,,,,8,0.1,
Louis Leroux,,619.5213927264075,434.4774323616639,1775,19.799999999999997,430.84999999999997
Louis Mafouta,323.71735769301705,,,525,5.8,200.9
Louis Mouton,,536.6704885822305,,2097,23.299999999999997,638.95
Louis Oppie,,,413.14673845227406,1266,14.1,83.3
Louis Schaub,493.9207641459256,,,1277,14.2,589.75
Loum Tchaouna,267.45371615255243,,,3606,40.0,160.70000000000002
Lovro Majer,614.7739807242276,774.5088997677299,,6761,75.2,758.2
Lovro Zvonarek,,,,163,1.8,
Loïc Bade,,,672.2547848948093,11182,124.2,742.2333333333332
Loïc Bessile,,,,90,1.0,
Loïc Damour,,,,23,0.3,
Loïc Mbe Soh,,,,238,2.6,
Loïc N'Gatta,,,,13,0.1,
Loïc Nego,,,515.2299641205074,5336,59.2,230.60000000000002
Loïc Perrin,,,667.4524512135362,6878,76.4,558.4666666666667
Loïc Puyo,,,,170,1.9,
Loïc Rémy,512.910802428288,,,3390,37.7,649.725
Loïck Landre,,,586.8175230280845,4146,46.1,365.43333333333334
Loïs Openda,592.5436651647669,,,8246,91.8,710.0
Luan Capanni,,,,9,0.1,
Luan Peres Petroni,,,586.1702309372819,2679,29.8,432.4
Luc Ihorst,,,,11,0.1,
Luca Antei,,,842.9271958406471,592,6.6,979.7
Luca Antonelli,,,737.5605198679285,899,10.0,876.2
Luca Caldirola,,,526.49126519593,7032,78.1,303.7
Luca Ceppitelli,,,679.3366862075476,8434,93.7,736.78
Luca Cigarini,,715.8002172466054,,6233,69.3,887.35
Luca D'Andrea,,,,316,3.5,
Luca Fiordilino,,,765.200619627616,661,7.3,689.7
Luca Gagliano,,,,65,0.7,
Luca Garritano,,318.27024500341776,,674,7.5,130.3
Luca Horn,,,,6,0.1,
Luca Jaquez,,,,663,7.3999999999999995,
Luca Kerber,,,642.73171459883,1159,12.899999999999999,413.8
Luca Kilian,,,663.6514472592451,5681,63.1,781.275
Luca Koleosho,349.3901468734512,,,1096,12.2,220.5
Luca Lipani,,,,668,7.5,
Luca Mack,,,,6,0.1,
Luca Marianucci,,,651.7939217674376,1188,13.200000000000001,735.3
Luca Marrone,,,656.9819588689254,1723,19.1,768.4
Luca Matarese,,,,16,0.2,
Luca Mazzitelli,,415.36472964557083,,4240,47.1,369.45
Luca Mora,,383.7929842576782,,1047,11.700000000000001,288.8
Luca Moro,,,,91,1.0,
Luca Netz,,,500.77583241083687,6359,70.6,257.78000000000003
Luca Paganini,,,553.2105094876215,1123,12.5,282.3
Luca Pellegrini,,,533.7826152531142,8263,91.8,367.4625
Luca Pfeiffer,241.5786376506191,,,2320,25.8,109.35000000000001
Luca Raimund,,,,30,0.3,
Luca Ranieri,,,521.6190485867276,9268,102.9,310.04
Luca Rigoni,,504.25886371724494,535.4261343435061,3335,37.1,400.0
Luca Rizzo,426.6396752799195,,,488,5.4,427.9
Luca Rossettini,,,602.0672607397045,6111,67.9,441.1666666666667
Luca Sangalli,,592.0633536732608,,1371,15.2,740.5
Luca Siligardi,215.3019045731596,,,2059,22.8,81.1
Luca Sparandeo,,,,32,0.4,
Luca Tremolada,,,,15,0.2,
Luca Valls,,,,11,0.1,
Luca Valzania,,623.1849734602057,,970,10.8,766.7
Luca Vido,,,,74,0.8,
Luca Vignali,,,437.8105745103901,1675,18.599999999999998,71.2
Luca Waldschmidt,384.6160602145763,,,6537,72.6,376.23333333333335
Luca Wollschläger,,,,16,0.2,
Luca Zanimacchia,243.99819358529305,,,866,9.600000000000001,69.8
Luca de la Torre,282.10568682043896,,,3437,38.2,128.8
Lucas,,,583.7391922717135,2041,22.700000000000003,584.45
Lucas Ahijado,,,628.4000954237621,686,7.6,710.9
Lucas Alario,650.3616685859606,,,6220,69.1,873.82
Lucas Beltrán,317.77787036376407,,,4325,48.1,261.7
Lucas Beraldo,,,689.5779666747294,3662,40.6,747.1
Lucas Bergvall,331.5775730435906,474.0505280583253,,2016,22.4,403.9
Lucas Biglia,,446.214495338423,,3838,42.7,426.40000000000003
Lucas Boyé,365.6971685491277,,,10797,119.89999999999999,399.5
Lucas Buadés,,,,142,1.5,
Lucas Castro,503.9441097545622,606.9820414039898,,3912,43.5,657.6333333333333
Lucas Copado,,,,16,0.2,
Lucas Da Cunha,320.61344727378884,532.2096220282463,,5178,57.5,488.9666666666667
Lucas Deaux,,531.7034347741109,,6220,69.1,587.975
Lucas Digne,,,571.5706834384655,19280,214.2,495.88
Lucas Evangelista,190.55944055944056,,,720,8.0,52.6
Lucas Felippe,,,,28,0.3,
Lucas Gourna-Douath,,270.83007572202587,,3360,37.2,58.85
Lucas Hernández,,,631.5612746011393,11910,132.2,621.2333333333333
Lucas Höler,358.4159571407174,,,15847,176.1,359.76666666666665
Lucas Høgsberg,,,539.2922163667106,927,10.3,314.6
Lucas Leiva,,475.2047112237672,,10505,116.8,493.24000000000007
Lucas Lima,,,604.8688449599332,5423,60.2,310.85
Lucas Martínez Quarta,,,764.8275405212073,7727,85.9,947.375
Lucas Michal,,,,183,2.1,
Lucas Mincarelli,,,567.5641812020741,1693,18.8,365.8
Lucas Moura,404.32789883138844,,,7988,88.7,473.75
Lucas Ocampos,364.50041877132605,,,16458,182.70000000000002,354.3285714285715
Lucas Olaza,,,499.07328005224264,8705,96.7,239.82
Lucas Oliveira Rosa,,,631.3428517725936,2821,31.3,738.0
Lucas Paquetá,418.7367958054945,607.9032500882897,,15742,175.0,626.975
Lucas Perrin,,,627.515281842087,7658,85.1,588.3666666666667
Lucas Piazon,,,,84,0.9,
Lucas Pérez,428.3309564267436,,,10481,116.5,538.0142857142857
Lucas Ribeiro,,,,65,0.7,
Lucas Robertone,,687.1825369277262,,5224,58.1,891.7
Lucas Stassin,625.7880234660421,,,1887,21.0,834.4
Lucas Torreira,,465.5755720031375,,9787,108.8,507.23999999999995
Lucas Torró,,280.19292257703444,,13726,152.6,95.75714285714285
Lucas Tousart,,343.07362236669206,704.3611227482195,16059,178.4,241.85000000000002
Lucas Vázquez,537.9161310706087,,552.6243378502293,12719,141.4,526.45
Luciano Narsingh,279.2517939576763,,,625,6.9,204.4
Luciano Vietto,478.6231169975869,,,1783,19.9,638.9
Lucien Agoume,,464.3117527630406,,7951,88.5,474.73333333333335
Luck Zogbé,,,774.9679049656013,743,8.2,930.5
Ludovic Ajorque,417.6282108338559,,,16534,183.79999999999998,472.03333333333336
Ludovic Baal,,,698.9232221796931,2408,26.8,651.25
Ludovic Blas,482.43289202286894,595.7327954147124,,19129,212.7,552.7888888888889
Ludwig Augustinsson,,,528.383379445627,9441,104.9,258.24
Luigi Canotto,,,,16,0.2,
Luigi Samele,,,,5,0.1,
Luigi Vitale,,,,41,0.5,
Luis Abram,,,470.7825036656097,560,6.2,195.2
Luis Advíncula,,,499.741025016832,2389,26.5,175.8
Luis Alberto,667.7077039262506,891.5044925631139,,17496,194.4,901.7857142857143
Luis Binks,,,599.9606694429121,646,7.2,581.6
Luis Díaz,680.9405282671084,,,8234,91.5,876.64
Luis Guilherme,,,,275,3.0999999999999996,
Luis Henrique,263.31611135070085,,283.01698658339143,5572,61.9,89.58
Luis Hernández,,,472.74128138407127,8478,94.2,227.75
Luis Javier Suárez,440.4459469388229,,,7210,80.2,547.5250000000001
Luis Milla,,566.0283371755805,,12446,138.2,737.3000000000001
Luis Muriel,664.9779904206001,,,8889,98.8,806.1333333333333
Luis Perea,,,,21,0.2,
Luis Pérez,,,568.2613099000821,5068,56.3,523.8000000000001
Luis Rioja,292.6644020980032,,,13391,149.0,190.86666666666667
Luis Rojas,,,,104,1.2,
Luis Sinisterra,586.4120232647338,,,1802,20.0,829.7
Luis Suárez,736.6035149595731,,,12067,134.1,921.22
Luisinho,,,725.4201814220282,3308,36.7,867.85
Luismi,,,,181,2.0,
Luiz Araújo,444.1596854244126,,,5123,56.9,477.575
Luiz Felipe,,,747.7153204905758,10408,115.7,899.0333333333333
Luiz Gustavo,,440.8626750029643,694.289442894429,5645,62.7,379.9
Luiz Henrique,309.08710123597376,,,2423,26.900000000000002,262.35
Luka Bogdan,,,,399,4.4,
Luka Ilić,,221.23298450775232,,543,6.0,33.4
Luka Jović,605.6062505714954,,,7989,88.7,794.4833333333332
Luka Krajnc,,,604.8208045627201,788,8.8,422.1
Luka Lochoshvili,,,600.6244961858816,1839,20.4,585.6
Luka Milivojević,,433.55534402174465,799.8664621642798,12658,140.6,504.51666666666665
Luka Modrić,551.8208279342039,823.0646901625978,,18170,202.1,947.3666666666666
Luka Romero,,,,968,10.8,
Luka Sučić,,493.0833085463825,,2027,22.5,610.7
Luka Topalović,,,,11,0.1,
Luka Vušković,,,637.0317063540535,1260,14.0,683.7
Lukas Daschner,545.2925918308282,,,948,10.6,661.5
Lukas Jäger,,,,27,0.3,
Lukas Klostermann,,,601.3063733174773,14117,157.0,513.675
Lukas Klünter,,,504.2869438631039,4990,55.5,234.35
Lukas Kübler,,,657.1854742783153,12067,134.1,702.1125
Lukas Lerager,,412.3345146322237,,8249,91.7,335.1
Lukas Mühl,,,696.6828755332845,2790,31.0,779.0
Lukas Nmecha,496.13239471976095,,,3785,42.2,672.05
Lukas Petkov,,,,146,1.6,
Lukas Rupp,126.42081626038848,584.6415118697267,,2989,33.2,466.8999999999999
Lukas Ullrich,,,519.6265667117681,2594,28.8,303.95
Luke Ayling,,,691.2845267728773,7725,85.8,883.6
Luke Berry,,,,323,3.6,
Luke Cundle,,,,180,2.0,
Luke Freeman,,,,366,4.1,
Luke Harris,,,,88,0.9,
Luke O'Nien,,,,11,0.1,
Luke Shaw,,,557.1019303600488,15046,167.4,430.0875
Luke Thomas,,,680.9086029958701,6248,69.4,798.8
Luke Woolfenden,,,618.5138882794564,1187,13.2,677.6
Luken Beitia,,,,8,0.1,
Lukáš Ambros,,,,17,0.2,
Lukáš Haraslín,,,,717,8.0,
Lukáš Vorlický,,,,24,0.3,
Lumor Agbenyenu,,,496.752690697582,1805,20.1,242.7
Lutsharel Geertruida,,,546.3110829249098,2535,28.200000000000003,411.75
Luuk de Jong,463.9764807696336,,,3981,44.3,565.3000000000001
Lyanco,,,748.8445396138277,6751,75.0,942.8799999999999
Lyle Foster,327.9136439543905,,,2844,31.6,315.2
Lys Mousset,477.227109295539,,,2660,29.6,599.95
László Bénes,585.7685927524792,548.1414524344674,,2608,28.9,733.8666666666667
Lázaro,702.3172905525846,,,1001,11.2,932.3
Léo Baptistão,360.55612728769,,,7473,83.0,383.55
Léo Bonatini,,,,135,1.5,
Léo Duarte,,,,424,4.7,
Léo Lacroix,,,591.1578683326356,775,8.6,205.7
Léo Leroy,,349.7034126509285,744.6269473320473,2317,25.7,304.03333333333336
Léo Pétrot,,,599.1007536536903,5025,55.9,523.4
Léo Scienza,505.32174868475175,,,1333,14.8,684.1
Léo Sena,,384.42981742533146,,885,9.8,335.1
M'Bala Nzola,367.75299060724865,,,9681,107.6,373.8833333333334
M'Baye Niang,416.45096321604336,,,8840,98.2,455.9666666666667
Maat Daniel Caprini,,,,8,0.1,
Madih Talal,,,,20,0.2,
Mads Bech Sørensen,,,448.3816511321483,856,9.5,146.7
Mads Bidstrup,,,,41,0.5,
Mads Juel Andersen,,,,400,4.4,
Mads Pedersen,,501.3416590363561,597.405065801133,6371,70.8,572.35
Mads Roerslev,,,445.1050128686461,5732,63.7,152.425
Maghnes Akliouche,614.8703057266438,,,5770,64.1,741.3333333333334
Magnus Knudsen,,,523.8099338501896,1850,20.6,69.0
Magnus Kofod Andersen,,470.0228562889895,,695,7.7,514.7
Magnus Warming,,,,58,0.6,
Mahamadou Diawara,,524.5671783607006,,956,10.7,578.7
Mahamadou Doucouré,,,,45,0.5,
Mahamadou Nagida,,,,622,7.0,
Mahame Siby,,,,38,0.4,
Mahdi Camara,492.7699358964047,437.787046029036,,14933,165.8,407.1714285714285
Mahmoud Dahoud,,653.9585336683276,,7095,78.6,811.15
Makhtar Gueye,,,,50,0.6,
Makoto Hasebe,,,649.3734895232309,11577,128.6,662.6999999999999
Malang Sarr,,,662.5506341006595,9857,109.7,637.4142857142857
Malcolm Ebiowei,,,,34,0.4,
Malcolm Jeng,,,,107,1.2,
Malcom,516.1322839216139,,,3470,38.5,677.3499999999999
Malick Fofana,485.51728420588,,,2869,31.9,592.1
Malick Mbaye,,,,364,4.0,
Malick Thiaw,,,624.6862293487673,8073,89.6,625.04
Malik Sellouki,,,,66,0.7,
Malik Tchokounté,145.715918529858,,,1473,16.4,19.7
Malik Tillman,544.4157979545863,,,1005,11.2,705.5
Malo Gusto,,,629.2208440369111,8313,92.39999999999999,677.34
Malthe Hojholt,,,,268,3.0,
Mama Samba Baldé,461.1019273863033,,,10587,117.7,506.64285714285717
Mamadou Camara,,,,40,0.4,
Mamadou Coulibaly,,528.1861543767097,,1850,20.5,571.7
Mamadou Diakhon,348.29888486398175,,,1088,12.0,265.8
Mamadou Fall,,,,30,0.3,
Mamadou Fofana,,,663.2217906281946,2690,29.900000000000002,448.79999999999995
Mamadou Kanouté,,,,32,0.4,
Mamadou Loum,,254.3683096286366,,2312,25.7,56.2
Mamadou Mbaye,,,544.7653473720552,1048,11.600000000000001,428.2
Mamadou Sakho,,,624.2190117791924,8568,95.2,564.9399999999999
Mamadou Sangare,,495.6835832389011,,1227,13.6,541.8
Mamadou Sarr,,,526.4535054959237,3506,39.0,260.7
Mamadou Sylla,163.05381397381117,,,2248,25.0,30.5
Mamady Bangré,,,,101,1.1,
Mamady Diarra,,,,66,0.7,
Mame Biram Diouf,296.41261587856013,,,2596,28.8,246.2
Mamor Niang,,,,22,0.2,
Mamoudou Karamoko,,,,9,0.1,
Mandela Egbo,,,,11,0.1,
Mandela Keita,,307.35342375931344,,3265,36.3,150.75
Manolis Saliakas,,425.47535933593207,530.1806142595234,2765,30.7,384.5
Manolo Gabbiadini,428.88836284420853,,,8768,97.5,504.5571428571429
Manolo Portanova,176.54404419110304,,,1491,16.599999999999998,35.3
Manor Solomon,560.3478935280405,,,977,10.9,818.2
Manu Bueno,,,,469,5.3,
Manu Fernández,,,530.1814091405024,642,7.1,392.9
Manu García,,382.6267903181486,,10780,119.9,320.21666666666664
Manu Koné,,417.6764432672283,,11659,129.6,379.51666666666665
Manu Morlanes,,466.37774537264914,,6706,74.5,480.7
Manu Sánchez,,,564.6301538592196,11441,127.1,493.51666666666665
Manu Trigueros,,639.9935996021181,,11634,129.3,816.6
Manu Vallejo,503.2924437752407,,,2042,22.7,710.5
Manuel Akanji,,,552.9450579600982,18371,204.1,394.8666666666667
Manuel Cabit,,,,270,3.0,
Manuel De Luca,,,,60,0.7,
Manuel Fuster,360.8700529753162,,,1003,11.1,370.4
Manuel Garrido,,,,115,1.3,
Manuel Gulde,,,593.4809407188112,10482,116.3,486.25714285714287
Manuel Iturra,,297.1751433622564,,1657,18.400000000000002,95.5
Manuel Lanzini,600.8905038193285,634.1955275407158,,6711,74.5,817.38
Manuel Lazzari,,,366.80478001122844,18242,202.7,48.400000000000006
Manuel Locatelli,,573.3915602221862,,19937,221.5,678.9222222222222
Manuel Pasqual,,,488.06022242659975,1342,14.9,117.2
Manuel Perez,,,,128,1.4,
Manuel Pozo,,,,19,0.2,
Manuel Prietl,,,634.3061452661789,4640,51.6,322.2
Manuel Pucciarelli,209.74002288881184,,,1682,18.7,74.7
Manuel Schmiedebach,,,,344,3.8,
Manuel Ugarte,,418.04298430627676,,4444,49.4,391.2
Mapou Yanga-Mbiwa,,,,128,1.4,
Marash Kumbulla,,,620.0754481158945,8261,91.8,633.575
Marc Aguado,,217.9190646151845,,1237,13.7,30.1
Marc Albrighton,345.0636480456253,,488.9664621598918,8145,90.5,294.06
Marc Bartra,,,752.713687186238,14958,166.1,917.2375
Marc Baró,,,,90,1.0,
Marc Bernal,,,,369,4.1,
Marc Cardona,485.356641567366,,,2231,24.799999999999997,631.8333333333334
Marc Casado,,527.7191421392877,,2175,24.199999999999996,688.4
Marc Cucurella,266.2310274006677,,648.1829106655766,19913,221.3,525.35
Marc Domenech,,,,517,5.8,
Marc Guiu,,,,400,4.4,
